response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,Allele,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 8,2X,Peri,2,3,GW,negative_QTL,0.0447619047618779,0.00666463808439268,Inf,6.71632940829927,1.86359248914854e-11
QTL fixation,2 - 8,20X,WT,2,3,GW,negative_QTL,0.0454761904761532,0.00666463808439259,Inf,6.82350487757923,8.88457229443287e-12
QTL fixation,2 - 8,2X,WT,2,3,GW,negative_QTL,0.0316666666666433,0.00666463808439268,Inf,4.75144580480681,2.01967294325915e-06
QTL fixation,2 - 8,20X,Chr,200,3,GW,negative_QTL,0.0594641975308656,0.00666463808439269,Inf,8.9223445861403,4.56519254059146e-19
QTL fixation,2 - 8,2X,Chr,200,3,GW,negative_QTL,0.0453209876543214,0.00666463808439272,Inf,6.80021736821004,1.04461416366378e-11
QTL fixation,2 - 8,20X,Peri,200,3,GW,negative_QTL,0.0505728395061718,0.00666463808439269,Inf,7.58823492975616,3.24292554895916e-14
QTL fixation,2 - 8,2X,Peri,200,3,GW,negative_QTL,0.0387975308641966,0.00666463808439265,Inf,5.82140100826379,5.83563655867022e-09
QTL fixation,2 - 8,20X,WT,200,3,GW,negative_QTL,0.0451382716049441,0.00666463808439269,Inf,6.7728016185379,1.26312101941735e-11
QTL fixation,2 - 8,2X,WT,200,3,GW,negative_QTL,0.0413925925925939,0.00666463808439269,Inf,6.21077875024114,5.27226621051612e-10
QTL fixation,2 - 8,20X,Chr,2,4,GW,negative_QTL,0.069285714285784,0.00666463808439267,Inf,10.3960205203097,2.58504719738426e-25
QTL fixation,2 - 8,2X,Chr,2,4,GW,negative_QTL,0.0457142857142408,0.0066646380843927,Inf,6.85923003400513,6.92326797411822e-12
QTL fixation,2 - 8,20X,Peri,2,4,GW,negative_QTL,0.0478571428571367,0.00666463808439267,Inf,7.18075644185528,6.93267604656952e-13
QTL fixation,2 - 8,2X,Peri,2,4,GW,negative_QTL,0.0530952380952392,0.00666463808439266,Inf,7.96670988325358,1.62954616579898e-15
QTL fixation,2 - 8,20X,WT,2,4,GW,negative_QTL,0.0430952380952378,0.0066646380843927,Inf,6.46625331331322,1.00462616523511e-10
QTL fixation,2 - 8,2X,WT,2,4,GW,negative_QTL,0.0483333333333329,0.00666463808439273,Inf,7.25220675471036,4.10035316234013e-13
QTL fixation,2 - 8,20X,Chr,200,4,GW,negative_QTL,0.0639827160493856,0.00666463808439269,Inf,9.60032866589123,7.96899052354252e-22
QTL fixation,2 - 8,2X,Chr,200,4,GW,negative_QTL,0.0356271604938288,0.00666463808439269,Inf,5.34570070312757,9.00679325036459e-08
QTL fixation,2 - 8,20X,Peri,200,4,GW,negative_QTL,0.0398790123456779,0.00666463808439267,Inf,5.98367260767948,2.18161611576955e-09
QTL fixation,2 - 8,2X,Peri,200,4,GW,negative_QTL,0.0385456790123458,0.00666463808439261,Inf,5.78361173168771,7.31135868453624e-09
QTL fixation,2 - 8,20X,WT,200,4,GW,negative_QTL,0.038883950617284,0.00666463808439268,Inf,5.83436791689301,5.39948605217838e-09
QTL fixation,2 - 8,2X,WT,200,4,GW,negative_QTL,0.0398197530864197,0.00666463808439266,Inf,5.97478101319113,2.30399461853069e-09
QTL fixation,2 - 8,20X,Chr,2,3,CV,positive_QTL,-0.108571428571005,0.00666463808439277,Inf,-16.2906713307144,1.14960344835835e-59
QTL fixation,2 - 8,2X,Chr,2,3,CV,positive_QTL,-0.115000000000074,0.0066646380843926,Inf,-17.2552505543225,1.02177530756662e-66
QTL fixation,2 - 8,20X,Peri,2,3,CV,positive_QTL,-0.106666666666649,0.00666463808439268,Inf,-16.0048700793584,1.18159624816109e-57
QTL fixation,2 - 8,2X,Peri,2,3,CV,positive_QTL,-0.133809523809561,0.00666463808439265,Inf,-20.0775379120614,1.16003527909234e-89
QTL fixation,2 - 8,20X,WT,2,3,CV,positive_QTL,-0.0942857142856634,0.00666463808439264,Inf,-14.147161945142,1.9444763732998e-45
QTL fixation,2 - 8,2X,WT,2,3,CV,positive_QTL,-0.112619047619076,0.00666463808439271,Inf,-16.8979989900439,4.65435104646229e-64
QTL fixation,2 - 8,20X,Chr,200,3,CV,positive_QTL,0.060965618141901,0.00666463808439268,Inf,9.14762622814748,5.81982662404894e-20
QTL fixation,2 - 8,2X,Chr,200,3,CV,positive_QTL,0.0480614484272241,0.00666463808439267,Inf,7.21141160534658,5.5374790198297e-13
QTL fixation,2 - 8,20X,Peri,200,3,CV,positive_QTL,0.0524798829553864,0.00666463808439269,Inf,7.87437851700969,3.42440752454608e-15
QTL fixation,2 - 8,2X,Peri,200,3,CV,positive_QTL,0.0588953913679572,0.00666463808439264,Inf,8.83699769172455,9.83251714411943e-19
QTL fixation,2 - 8,20X,WT,200,3,CV,positive_QTL,0.0603389417215257,0.00666463808439269,Inf,9.05359615292959,1.38335711958571e-19
QTL fixation,2 - 8,2X,WT,200,3,CV,positive_QTL,0.0520921726408227,0.00666463808439268,Inf,7.81620426813763,5.44400056893802e-15
QTL fixation,2 - 8,20X,Chr,2,4,CV,positive_QTL,-0.100952380952514,0.00666463808439267,Inf,-15.1474663251295,7.87442634564042e-52
QTL fixation,2 - 8,2X,Chr,2,4,CV,positive_QTL,-0.110952380952365,0.00666463808439271,Inf,-16.6479228950471,3.13288550356839e-62
QTL fixation,2 - 8,20X,Peri,2,4,CV,positive_QTL,-0.10309523809524,0.0066646380843927,Inf,-15.4689927329541,5.61792165839608e-54
QTL fixation,2 - 8,2X,Peri,2,4,CV,positive_QTL,-0.111904761904762,0.0066646380843927,Inf,-16.7908235207583,2.84864571306641e-63
QTL fixation,2 - 8,20X,WT,2,4,CV,positive_QTL,-0.0966666666666567,0.00666463808439272,Inf,-14.5044135094194,1.13604310577245e-47
QTL fixation,2 - 8,2X,WT,2,4,CV,positive_QTL,-0.104761904761911,0.00666463808439269,Inf,-15.7190688279448,1.11957016837557e-55
QTL fixation,2 - 8,20X,Chr,200,4,CV,positive_QTL,0.0789027066569136,0.0066646380843927,Inf,11.8390084589422,2.45336240360258e-32
QTL fixation,2 - 8,2X,Chr,200,4,CV,positive_QTL,0.0581248475981485,0.00666463808439265,Inf,8.72138094554094,2.74829107466077e-18
QTL fixation,2 - 8,20X,Peri,200,4,CV,positive_QTL,0.0599146549622023,0.00666463808439267,Inf,8.98993376737308,2.47379464644785e-19
QTL fixation,2 - 8,2X,Peri,200,4,CV,positive_QTL,0.0483272372592061,0.00666463808439253,Inf,7.25129206526314,4.12814413459113e-13
QTL fixation,2 - 8,20X,WT,200,4,CV,positive_QTL,0.0648378444281898,0.00666463808439271,Inf,9.7286369653031,2.27622458194733e-22
QTL fixation,2 - 8,2X,WT,200,4,CV,positive_QTL,0.0555401121677638,0.00666463808439273,Inf,8.33355261973308,7.84519611587553e-17
QTL fixation,2 - 8,20X,Chr,2,3,GW,positive_QTL,-0.0850000000004743,0.00666463808439256,Inf,-12.7538808445622,2.96603839139162e-37
QTL fixation,2 - 8,2X,Chr,2,3,GW,positive_QTL,-0.116428571428458,0.00666463808439267,Inf,-17.469601492857,2.4419434939036e-68
QTL fixation,2 - 8,20X,Peri,2,3,GW,positive_QTL,-0.137142857142848,0.0066646380843927,Inf,-20.5776901020342,4.34917911393031e-94
QTL fixation,2 - 8,2X,Peri,2,3,GW,positive_QTL,-0.132380952380955,0.00666463808439268,Inf,-19.8631869734932,8.47577120183422e-88
QTL fixation,2 - 8,20X,WT,2,3,GW,positive_QTL,-0.115952380952343,0.00666463808439271,Inf,-17.398151180014,8.52090014072443e-68
QTL fixation,2 - 8,2X,WT,2,3,GW,positive_QTL,-0.145000000000003,0.00666463808439271,Inf,-21.7566202641318,5.97964442526282e-105
QTL fixation,2 - 8,20X,Chr,200,3,GW,positive_QTL,0.0493876543209915,0.00666463808439268,Inf,7.41040303998622,1.25916153331348e-13
QTL fixation,2 - 8,2X,Chr,200,3,GW,positive_QTL,0.0356370370370371,0.0066646380843927,Inf,5.34718263554209,8.93338623008244e-08
QTL fixation,2 - 8,20X,Peri,200,3,GW,positive_QTL,0.0369530864197522,0.0066646380843927,Inf,5.54465012980813,2.94542522060529e-08
QTL fixation,2 - 8,2X,Peri,200,3,GW,positive_QTL,0.0274641975308651,0.00666463808439266,Inf,4.12088356233194,3.77422149142818e-05
QTL fixation,2 - 8,20X,WT,200,3,GW,positive_QTL,0.0347530864197528,0.00666463808439269,Inf,5.2145496844214,1.8426431167734e-07
QTL fixation,2 - 8,2X,WT,200,3,GW,positive_QTL,0.0305234567901222,0.00666463808439277,Inf,4.57991212780211,4.65171324138201e-06
QTL fixation,2 - 8,20X,Chr,2,4,GW,positive_QTL,-0.0809523809522238,0.00666463808439271,Inf,-12.1465531852058,5.98354099072734e-34
QTL fixation,2 - 8,2X,Chr,2,4,GW,positive_QTL,-0.110714285714286,0.0066646380843927,Inf,-16.6121977386225,5.68709139391846e-62
QTL fixation,2 - 8,20X,Peri,2,4,GW,positive_QTL,-0.112857142857146,0.00666463808439269,Inf,-16.9337241464673,2.53801750646483e-64
QTL fixation,2 - 8,2X,Peri,2,4,GW,positive_QTL,-0.114761904761906,0.0066646380843927,Inf,-17.2195253978841,1.89536003429278e-66
QTL fixation,2 - 8,20X,WT,2,4,GW,positive_QTL,-0.12071428571429,0.00666463808439273,Inf,-18.1126543085631,2.53238437072434e-73
QTL fixation,2 - 8,2X,WT,2,4,GW,positive_QTL,-0.111428571428572,0.00666463808439272,Inf,-16.7193732079039,9.4710071996068e-63
QTL fixation,2 - 8,20X,Chr,200,4,GW,positive_QTL,0.0624962962962941,0.00666463808439267,Inf,9.37729783746978,6.76850952298851e-21
QTL fixation,2 - 8,2X,Chr,200,4,GW,positive_QTL,0.0347382716049377,0.00666463808439273,Inf,5.2123267857992,1.86486666822274e-07
QTL fixation,2 - 8,20X,Peri,200,4,GW,positive_QTL,0.0390395061728405,0.00666463808439263,Inf,5.8577083524256,4.69297858820068e-09
QTL fixation,2 - 8,2X,Peri,200,4,GW,positive_QTL,0.0378419753086417,0.00666463808439222,Inf,5.67802404713665,1.36259562881603e-08
QTL fixation,2 - 8,20X,WT,200,4,GW,positive_QTL,0.0383234567901232,0.00666463808439277,Inf,5.75026825235551,8.91019615853245e-09
QTL fixation,2 - 8,2X,WT,200,4,GW,positive_QTL,0.0390864197530865,0.00666463808439237,Inf,5.86474753139579,4.49816592570642e-09
