response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,2 - 8,2X,WT,200,3,GW,R,0.437058801354815,0.0686706200495271,Inf,6.36456756964765,1.95840694552438e-10
Bulmer effect,2 - 8,20X,Chr,200,4,GW,R,0.295073845050203,0.0686706200495152,Inf,4.29694452791367,1.73168507780075e-05
Bulmer effect,2 - 8,2X,Chr,200,4,GW,R,0.407495250014832,0.0686706200495169,Inf,5.93405520033161,2.9554239321246e-09
Bulmer effect,2 - 8,20X,Peri,200,4,GW,R,0.360911604229924,0.0686706200495158,Inf,5.25569164760249,1.4746919470856e-07
Bulmer effect,2 - 8,2X,Peri,200,4,GW,R,0.510575941144062,0.0686706200495177,Inf,7.43514389087925,1.04454197412329e-13
Bulmer effect,2 - 8,20X,WT,200,4,GW,R,0.444686957691229,0.068670620049521,Inf,6.47565082957672,9.44041304090674e-11
Bulmer effect,2 - 8,2X,WT,200,4,GW,R,0.401442108464107,0.0686706200495126,Inf,5.84590772843847,5.03813272956732e-09
Bulmer effect,2 - 8,20X,WT,2,5,GW,R,0.138122259159168,0.0688438497440771,Inf,2.00631225116883,0.0448229437362695
Bulmer effect,2 - 8,2X,WT,2,5,GW,R,0.15793647927248,0.0690201664333079,Inf,2.28826569731746,0.022122052854879
Bulmer effect,2 - 8,20X,Chr,200,5,GW,R,0.661530180683531,0.0686706200495075,Inf,9.63338004239085,5.77963959409574e-22
Bulmer effect,2 - 8,2X,Chr,200,5,GW,R,0.816194920207366,0.0686706200495172,Inf,11.885649490551,1.40538370194356e-32
Bulmer effect,2 - 8,20X,Peri,200,5,GW,R,0.7859042029494,0.0686706200494998,Inf,11.4445479359717,2.50406368304652e-30
Bulmer effect,2 - 8,2X,Peri,200,5,GW,R,0.854004547092566,0.0686706200495049,Inf,12.4362434251637,1.66135263210117e-35
Bulmer effect,2 - 8,20X,WT,200,5,GW,R,0.985385802971974,0.0686706200495197,Inf,14.3494525353258,1.07381543817909e-46
Bulmer effect,2 - 8,2X,WT,200,5,GW,R,0.918480691241648,0.0686706200495131,Inf,13.3751623413245,8.44690729366232e-41
