response,contrast,Map_type,QTL,H2,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL AF,20X - 2X,Peri,2,2,2,CV,small_neg,R,-0.0318249999999916,0.00754599282974147,Inf,-4.21747021472878,2.4705844147635e-05
QTL AF,20X - 2X,Chr,2,8,2,CV,small_neg,R,-0.0283659090909035,0.00754599282974149,Inf,-3.75906918160632,0.000170546678642323
QTL AF,20X - 2X,WT,2,8,2,CV,small_neg,R,-0.0287886363636394,0.00754599282974155,Inf,-3.81508928158171,0.000136133704866224
QTL AF,20X - 2X,Peri,2,2,3,CV,small_neg,R,-0.0154727272727182,0.00754599282974143,Inf,-2.05045613239052,0.0403199403769146
QTL AF,20X - 2X,Peri,2,8,3,CV,small_neg,R,0.0172818181818157,0.00754599282974126,Inf,2.29019806561468,0.0220098375231472
QTL AF,20X - 2X,WT,2,2,4,CV,small_neg,R,0.0148931818181887,0.00754599282974139,Inf,1.97365438242791,0.0484210555280534
QTL AF,20X - 2X,Chr,2,2,3,GW,small_neg,R,-0.0225363636363584,0.00754599282974131,Inf,-2.98653393196121,0.00282159523353634
QTL AF,20X - 2X,Chr,2,2,4,GW,small_neg,R,0.0250522727272757,0.00754599282974131,Inf,3.31994388180919,0.000900355448619643
QTL AF,20X - 2X,Peri,2,2,4,GW,small_neg,R,-0.0199409090909112,0.00754599282974137,Inf,-2.64258256545344,0.00822764023953155
QTL AF,20X - 2X,WT,2,2,5,GW,small_neg,R,0.0154704545454526,0.00754599282974157,Inf,2.05015494905824,0.040349312658047
QTL AF,20X - 2X,Chr,2,8,5,GW,small_neg,R,0.0232136363636365,0.00754599282974148,Inf,3.07628656525397,0.00209596299359494
QTL AF,20X - 2X,WT,2,8,5,GW,small_neg,R,-0.0247159090909091,0.00754599282974145,Inf,-3.27536874849587,0.00105524135859964
