response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 8,20X,Peri,2,1,CV,negative_QTL,R,0.0328571428563655,0.00576834677914851,Inf,5.69611088139463,1.22571178923282e-08
QTL fixation,2 - 8,2X,Peri,2,1,CV,negative_QTL,R,0.0266666666669043,0.00576834677914856,Inf,4.62293057055777,3.78356387228887e-06
QTL fixation,2 - 8,20X,WT,2,1,CV,negative_QTL,R,0.0338095238092348,0.00576834677914847,Inf,5.86121554471207,4.59491067762659e-09
QTL fixation,2 - 8,2X,WT,2,1,CV,negative_QTL,R,0.0285714285715171,0.00576834677914856,Inf,4.95313989699738,7.30254339874893e-07
QTL fixation,2 - 8,20X,Chr,200,1,CV,negative_QTL,R,0.0137377141276523,0.00576834677914862,Inf,2.38156869786528,0.0172390749734215
QTL fixation,2 - 8,2X,Chr,200,1,CV,negative_QTL,R,0.0148862804041895,0.00576834677914858,Inf,2.58068402856783,0.00986047856916392
QTL fixation,2 - 8,20X,Peri,200,1,CV,negative_QTL,R,0.0145037742179947,0.0057683467791486,Inf,2.51437279575889,0.0119244310863171
QTL fixation,2 - 8,2X,Peri,200,1,CV,negative_QTL,R,0.0171793532964261,0.00576834677914855,Inf,2.97821090759073,0.00289936399153614
QTL fixation,2 - 8,20X,WT,200,1,CV,negative_QTL,R,0.0173550368873097,0.00576834677914851,Inf,3.00866739670453,0.00262396204025673
QTL fixation,2 - 8,2X,WT,200,1,CV,negative_QTL,R,0.0161317920301985,0.00576834677914856,Inf,2.79660579501075,0.00516425003297495
QTL fixation,2 - 8,20X,Chr,2,2,CV,negative_QTL,R,-0.0528571428583872,0.00576834677914856,Inf,-9.16330880963249,5.03299287399602e-20
QTL fixation,2 - 8,2X,Chr,2,2,CV,negative_QTL,R,-0.0542857142854731,0.00576834677914855,Inf,-9.41096580422408,4.91598733835187e-21
QTL fixation,2 - 8,20X,Peri,2,2,CV,negative_QTL,R,-0.0514285714282979,0.00576834677914857,Inf,-8.91565181452022,4.84955100584066e-19
QTL fixation,2 - 8,2X,Peri,2,2,CV,negative_QTL,R,-0.046428571428597,0.00576834677914863,Inf,-8.04885233260015,8.35740094477306e-16
QTL fixation,2 - 8,20X,WT,2,2,CV,negative_QTL,R,-0.0528571428568301,0.00576834677914853,Inf,-9.1633088093626,5.03299288658798e-20
QTL fixation,2 - 8,2X,WT,2,2,CV,negative_QTL,R,-0.0404761904762334,0.00576834677914857,Inf,-7.01694818739865,2.26766651433038e-12
QTL fixation,2 - 8,20X,Chr,2,3,CV,negative_QTL,R,-0.0480952380951289,0.00576834677914848,Inf,-8.33778549323428,7.56947273456003e-17
QTL fixation,2 - 8,2X,Chr,2,3,CV,negative_QTL,R,-0.0316666666670239,0.00576834677914852,Inf,-5.4897300525504,4.02548496873736e-08
QTL fixation,2 - 8,20X,Peri,2,3,CV,negative_QTL,R,-0.0319047619047664,0.00576834677914847,Inf,-5.53100621829748,3.18399036890104e-08
QTL fixation,2 - 8,2X,Peri,2,3,CV,negative_QTL,R,-0.0149999999999836,0.00576834677914847,Inf,-2.60039844591277,0.00931155749533285
QTL fixation,2 - 8,20X,WT,2,3,CV,negative_QTL,R,-0.0297619047618754,0.00576834677914852,Inf,-5.1595207260179,2.47582815854765e-07
QTL fixation,2 - 8,2X,WT,2,3,CV,negative_QTL,R,-0.0423809523809391,0.00576834677914854,Inf,-7.34715751385442,2.02466227306726e-13
QTL fixation,2 - 8,20X,Chr,200,3,CV,negative_QTL,R,0.0177932321578717,0.00576834677914856,Inf,3.08463288340964,0.00203803544821426
QTL fixation,2 - 8,2X,Chr,200,3,CV,negative_QTL,R,0.0287164997649863,0.0057683467791485,Inf,4.97828942406707,6.41486834849783e-07
QTL fixation,2 - 8,20X,Peri,200,3,CV,negative_QTL,R,0.0245119944555542,0.00576834677914855,Inf,4.24939681923429,2.14346913225699e-05
QTL fixation,2 - 8,2X,Peri,200,3,CV,negative_QTL,R,0.0282997775838079,0.00576834677914835,Inf,4.90604650991288,9.29304973536548e-07
QTL fixation,2 - 8,20X,WT,200,3,CV,negative_QTL,R,0.0249386459275664,0.00576834677914852,Inf,4.32336107421885,1.536699204068e-05
QTL fixation,2 - 8,2X,WT,200,3,CV,negative_QTL,R,0.0230982963300036,0.00576834677914856,Inf,4.00431825865591,6.21965852433142e-05
QTL fixation,2 - 8,20X,Chr,2,4,CV,negative_QTL,R,0.0826190476185255,0.0057683467791486,Inf,14.3228295353491,1.57574571017595e-46
QTL fixation,2 - 8,2X,Chr,2,4,CV,negative_QTL,R,0.078095238095645,0.00576834677914852,Inf,13.5385823851549,9.25578937924434e-42
QTL fixation,2 - 8,20X,Peri,2,4,CV,negative_QTL,R,0.0885714285716878,0.00576834677914858,Inf,15.3547336806892,3.29258893251547e-53
QTL fixation,2 - 8,2X,Peri,2,4,CV,negative_QTL,R,0.0833333333332639,0.00576834677914861,Inf,14.4466580328521,2.63147730350708e-47
QTL fixation,2 - 8,20X,WT,2,4,CV,negative_QTL,R,0.0907142857145159,0.0057683467791485,Inf,15.726219172958,1.00007133391151e-55
QTL fixation,2 - 8,2X,WT,2,4,CV,negative_QTL,R,0.0719047619047039,0.00576834677914853,Inf,12.4654020740615,1.15288825144733e-35
QTL fixation,2 - 8,20X,Chr,200,4,CV,negative_QTL,R,0.0329640659805633,0.00576834677914853,Inf,5.7146470631277,1.09931943104286e-08
QTL fixation,2 - 8,2X,Chr,200,4,CV,negative_QTL,R,0.0306565536713889,0.00576834677914846,Inf,5.31461696828056,1.06881909271276e-07
QTL fixation,2 - 8,20X,Peri,200,4,CV,negative_QTL,R,0.0269687159224404,0.00576834677914859,Inf,4.67529379820348,2.93533084376212e-06
QTL fixation,2 - 8,2X,Peri,200,4,CV,negative_QTL,R,0.0293710393459124,0.0057683467791485,Inf,5.09176033800243,3.5475434314377e-07
QTL fixation,2 - 8,20X,WT,200,4,CV,negative_QTL,R,0.0312969591507183,0.00576834677914853,Inf,5.42563759582741,5.77480231391395e-08
QTL fixation,2 - 8,2X,WT,200,4,CV,negative_QTL,R,0.0334381171475051,0.00576834677914848,Inf,5.79682852431441,6.75807279893981e-09
QTL fixation,2 - 8,2X,Peri,2,5,CV,negative_QTL,R,0.0119047619047526,0.00576834677914858,Inf,2.06380829040755,0.03903589671762
QTL fixation,2 - 8,20X,Chr,200,5,CV,negative_QTL,R,0.0254039387753771,0.00576834677914856,Inf,4.40402419410833,1.06261084707336e-05
QTL fixation,2 - 8,2X,Chr,200,5,CV,negative_QTL,R,0.0292052790220103,0.00576834677914859,Inf,5.06302414542439,4.12657565272801e-07
QTL fixation,2 - 8,20X,Peri,200,5,CV,negative_QTL,R,0.0275281348746507,0.00576834677914859,Inf,4.77227460979971,1.82156906125653e-06
QTL fixation,2 - 8,2X,Peri,200,5,CV,negative_QTL,R,0.026767227037879,0.00576834677914869,Inf,4.64036370605121,3.47796501975443e-06
QTL fixation,2 - 8,20X,WT,200,5,CV,negative_QTL,R,0.0297425088778679,0.00576834677914856,Inf,5.15615825757584,2.5206787873188e-07
QTL fixation,2 - 8,2X,WT,200,5,CV,negative_QTL,R,0.0273703102966231,0.00576834677914864,Inf,4.74491415730432,2.08594777056302e-06
QTL fixation,2 - 8,20X,Chr,200,1,GW,negative_QTL,R,0.0149002337833312,0.00576834677914856,Inf,2.58310298493022,0.00979160899684053
QTL fixation,2 - 8,2X,Chr,200,1,GW,negative_QTL,R,0.0136945040414095,0.00576834677914854,Inf,2.37407780179106,0.0175928430439674
QTL fixation,2 - 8,20X,Peri,200,1,GW,negative_QTL,R,0.0127504715913008,0.00576834677914863,Inf,2.21042043404725,0.0270759969330138
QTL fixation,2 - 8,2X,Peri,200,1,GW,negative_QTL,R,0.0130129165028125,0.00576834677914869,Inf,2.25591785671612,0.0240757759931304
QTL fixation,2 - 8,20X,WT,200,1,GW,negative_QTL,R,0.0151124397206093,0.00576834677914857,Inf,2.61989098423101,0.00879578798778341
QTL fixation,2 - 8,2X,WT,200,1,GW,negative_QTL,R,0.0135375961452419,0.00576834677914859,Inf,2.34687626516797,0.0189315405634585
QTL fixation,2 - 8,20X,Chr,2,2,GW,negative_QTL,R,-0.0566666666662922,0.00576834677914851,Inf,-9.82372746228288,8.89908159669506e-23
QTL fixation,2 - 8,2X,Chr,2,2,GW,negative_QTL,R,-0.059285714285761,0.00576834677914843,Inf,-10.2777652862461,8.87617688002711e-25
QTL fixation,2 - 8,20X,Peri,2,2,GW,negative_QTL,R,-0.0604761904762454,0.00576834677914849,Inf,-10.4841461152883,1.02164320152013e-25
QTL fixation,2 - 8,2X,Peri,2,2,GW,negative_QTL,R,-0.0459523809523851,0.00576834677914864,Inf,-7.96630000098006,1.63495752167167e-15
QTL fixation,2 - 8,20X,WT,2,2,GW,negative_QTL,R,-0.0642857142857949,0.00576834677914845,Inf,-11.1445647682238,7.61155145712183e-29
QTL fixation,2 - 8,2X,WT,2,2,GW,negative_QTL,R,-0.0640476190476187,0.00576834677914841,Inf,-11.1032886024016,1.20911400744968e-28
QTL fixation,2 - 8,20X,Chr,2,3,GW,negative_QTL,R,-0.035000000000426,0.00576834677914852,Inf,-6.0675963738769,1.29838708140675e-09
QTL fixation,2 - 8,2X,Chr,2,3,GW,negative_QTL,R,-0.0285714285712701,0.00576834677914853,Inf,-4.95313989695458,7.30254340035575e-07
QTL fixation,2 - 8,20X,Peri,2,3,GW,negative_QTL,R,-0.0247619047618493,0.0057683467791485,Inf,-4.29272124404154,1.76496536721643e-05
QTL fixation,2 - 8,2X,Peri,2,3,GW,negative_QTL,R,-0.0273809523809563,0.00576834677914839,Inf,-4.74675906794194,2.06701923650103e-06
QTL fixation,2 - 8,20X,WT,2,3,GW,negative_QTL,R,-0.0333333333332892,0.00576834677914855,Inf,-5.77866321313807,7.52964783801787e-09
QTL fixation,2 - 8,2X,WT,2,3,GW,negative_QTL,R,-0.0247619047619054,0.00576834677914859,Inf,-4.2927212440512,1.7649653671396e-05
QTL fixation,2 - 8,20X,Chr,200,3,GW,negative_QTL,R,0.0160503640918846,0.00576834677914858,Inf,2.78248945606103,0.0053943618086225
QTL fixation,2 - 8,2X,Chr,200,3,GW,negative_QTL,R,0.0203976277130085,0.00576834677914856,Inf,3.5361306270181,0.000406033869076298
QTL fixation,2 - 8,20X,Peri,200,3,GW,negative_QTL,R,0.0180218837406519,0.0057683467791486,Inf,3.1242718981108,0.00178245663206202
QTL fixation,2 - 8,2X,Peri,200,3,GW,negative_QTL,R,0.0152481608776387,0.00576834677914872,Inf,2.64341958995207,0.00820732574163271
QTL fixation,2 - 8,20X,WT,200,3,GW,negative_QTL,R,0.0179957004096629,0.00576834677914847,Inf,3.11973275856335,0.00181015184647742
QTL fixation,2 - 8,2X,WT,200,3,GW,negative_QTL,R,0.0166655191036249,0.00576834677914822,Inf,2.889132665163,0.00386306057034211
QTL fixation,2 - 8,20X,Chr,2,4,GW,negative_QTL,R,0.0730952380956503,0.00576834677914856,Inf,12.6717829031838,8.4765613241386e-37
QTL fixation,2 - 8,2X,Chr,2,4,GW,negative_QTL,R,0.0726190476190071,0.00576834677914854,Inf,12.589230571489,2.42020933104185e-36
QTL fixation,2 - 8,20X,Peri,2,4,GW,negative_QTL,R,0.0628571428570257,0.0057683467791486,Inf,10.8969077733401,1.19240987582782e-27
QTL fixation,2 - 8,2X,Peri,2,4,GW,negative_QTL,R,0.0602380952380962,0.00576834677914865,Inf,10.4428699494705,1.57961573031967e-25
QTL fixation,2 - 8,20X,WT,2,4,GW,negative_QTL,R,0.063809523809412,0.00576834677914853,Inf,11.0620124365739,1.91746359926361e-28
QTL fixation,2 - 8,2X,WT,2,4,GW,negative_QTL,R,0.0585714285714295,0.00576834677914868,Inf,10.1539367888131,3.18260099578171e-24
QTL fixation,2 - 8,20X,Chr,200,4,GW,negative_QTL,R,0.0183319408479246,0.00576834677914856,Inf,3.17802336610394,0.00148282800192244
QTL fixation,2 - 8,2X,Chr,200,4,GW,negative_QTL,R,0.01841612623325,0.00576834677914845,Inf,3.19261773578194,0.0014098945501894
QTL fixation,2 - 8,20X,Peri,200,4,GW,negative_QTL,R,0.0219731813077403,0.00576834677914862,Inf,3.80926843496456,0.000139378573690773
QTL fixation,2 - 8,2X,Peri,200,4,GW,negative_QTL,R,0.0181425377668867,0.00576834677914843,Inf,3.14518846759851,0.00165979865564999
QTL fixation,2 - 8,20X,WT,200,4,GW,negative_QTL,R,0.0206988729127061,0.00576834677914858,Inf,3.58835446362698,0.000332771666097126
QTL fixation,2 - 8,2X,WT,200,4,GW,negative_QTL,R,0.0266856902190843,0.00576834677914831,Inf,4.62622849159294,3.72384471836958e-06
QTL fixation,2 - 8,20X,Peri,2,5,GW,negative_QTL,R,0.0119047619048137,0.00576834677914857,Inf,2.06380829041816,0.039035896716614
QTL fixation,2 - 8,20X,Chr,200,5,GW,negative_QTL,R,0.0276276123873885,0.00576834677914855,Inf,4.78952002110153,1.6718071820269e-06
QTL fixation,2 - 8,2X,Chr,200,5,GW,negative_QTL,R,0.0238213670734174,0.00576834677914862,Inf,4.12966972781989,3.63284728583905e-05
QTL fixation,2 - 8,20X,Peri,200,5,GW,negative_QTL,R,0.019362346443585,0.00576834677914871,Inf,3.35665437341174,0.000788916655225658
QTL fixation,2 - 8,2X,Peri,200,5,GW,negative_QTL,R,0.0299034771940924,0.00576834677914887,Inf,5.18406370819902,2.17102719129475e-07
QTL fixation,2 - 8,20X,WT,200,5,GW,negative_QTL,R,0.0265379605745486,0.00576834677914851,Inf,4.60061809572169,4.21239117585145e-06
QTL fixation,2 - 8,2X,WT,200,5,GW,negative_QTL,R,0.0290942179532003,0.00576834677914865,Inf,5.04377061004198,4.56446463984864e-07
QTL fixation,2 - 8,20X,Chr,2,1,CV,positive_QTL,R,-0.0326190476159426,0.00576834677914856,Inf,-5.65483471518288,1.55996316755244e-08
QTL fixation,2 - 8,2X,Chr,2,1,CV,positive_QTL,R,-0.029999999999634,0.00576834677914861,Inf,-5.20079689176765,1.98435861315197e-07
QTL fixation,2 - 8,20X,Peri,2,1,CV,positive_QTL,R,-0.0328571428570128,0.0057683467791485,Inf,-5.69611088150686,1.22571178842644e-08
QTL fixation,2 - 8,2X,Peri,2,1,CV,positive_QTL,R,-0.02666666666664,0.00576834677914857,Inf,-4.62293057051194,3.78356387312522e-06
QTL fixation,2 - 8,20X,WT,2,1,CV,positive_QTL,R,-0.0338095238094433,0.00576834677914852,Inf,-5.86121554474817,4.5949106766276e-09
QTL fixation,2 - 8,2X,WT,2,1,CV,positive_QTL,R,-0.0285714285713555,0.00576834677914852,Inf,-4.9531398969694,7.30254339979938e-07
QTL fixation,2 - 8,20X,Chr,200,1,CV,positive_QTL,R,-0.0617235980586153,0.0057683467791486,Inf,-10.7003965645293,1.0134356156238e-26
QTL fixation,2 - 8,2X,Chr,200,1,CV,positive_QTL,R,-0.061169818397255,0.0057683467791486,Inf,-10.6043933798106,2.84302931783248e-26
QTL fixation,2 - 8,20X,Peri,200,1,CV,positive_QTL,R,-0.0601001433414704,0.00576834677914859,Inf,-10.4189546229641,2.03174024574384e-25
QTL fixation,2 - 8,2X,Peri,200,1,CV,positive_QTL,R,-0.055013357077595,0.00576834677914865,Inf,-9.53710988327827,1.46868191449709e-21
QTL fixation,2 - 8,20X,WT,200,1,CV,positive_QTL,R,-0.0555798860278665,0.00576834677914849,Inf,-9.63532328340201,5.67131996753334e-22
QTL fixation,2 - 8,2X,WT,200,1,CV,positive_QTL,R,-0.0571751496653167,0.00576834677914846,Inf,-9.91187802231215,3.69631823659984e-23
QTL fixation,2 - 8,20X,Chr,2,2,CV,positive_QTL,R,0.041904761904963,0.00576834677914864,Inf,7.26460518227509,3.7412940883492e-13
QTL fixation,2 - 8,2X,Chr,2,2,CV,positive_QTL,R,0.0385714285715434,0.00576834677914864,Inf,6.68673886094556,2.28198548669998e-11
QTL fixation,2 - 8,20X,Peri,2,2,CV,positive_QTL,R,0.035714285714199,0.00576834677914867,Inf,6.1914248712124,5.96227551132161e-10
QTL fixation,2 - 8,2X,Peri,2,2,CV,positive_QTL,R,0.0388095238095145,0.00576834677914879,Inf,6.72801502673207,1.71993164068366e-11
QTL fixation,2 - 8,20X,WT,2,2,CV,positive_QTL,R,0.0347619047618093,0.00576834677914858,Inf,6.02632020797824,1.6773470956249e-09
QTL fixation,2 - 8,2X,WT,2,2,CV,positive_QTL,R,0.027380952380947,0.00576834677914856,Inf,4.74675906794018,2.06701923651892e-06
QTL fixation,2 - 8,20X,Chr,200,2,CV,positive_QTL,R,-0.0133680343564715,0.00576834677914874,Inf,-2.31748105103422,0.0204775416995827
QTL fixation,2 - 8,2X,Chr,200,2,CV,positive_QTL,R,-0.0142849540081306,0.0057683467791488,Inf,-2.47643814684778,0.0132700616138921
QTL fixation,2 - 8,20X,Peri,200,2,CV,positive_QTL,R,-0.0157899110280711,0.00576834677914902,Inf,-2.73733733990253,0.00619387422980493
QTL fixation,2 - 8,2X,Peri,200,2,CV,positive_QTL,R,-0.0133722167458083,0.0057683467791493,Inf,-2.3182061096161,0.0204381221543225
QTL fixation,2 - 8,20X,WT,200,2,CV,positive_QTL,R,-0.015922241885053,0.00576834677914867,Inf,-2.76027820355886,0.00577521581158543
QTL fixation,2 - 8,2X,Peri,2,3,CV,positive_QTL,R,-0.0223809523809504,0.00576834677914833,Inf,-3.87995958596907,0.000104473822211047
QTL fixation,2 - 8,20X,WT,2,3,CV,positive_QTL,R,-0.0138095238095971,0.00576834677914849,Inf,-2.39401761688739,0.0166649483342453
QTL fixation,2 - 8,2X,Chr,200,3,CV,positive_QTL,R,0.0193262180591531,0.00576834677914851,Inf,3.35039116042984,0.000806975155597635
QTL fixation,2 - 8,20X,Peri,200,3,CV,positive_QTL,R,0.0138819909037082,0.0057683467791485,Inf,2.40658050481449,0.016102654521452
QTL fixation,2 - 8,2X,Peri,200,3,CV,positive_QTL,R,0.0156686973575657,0.00576834677914835,Inf,2.71632375054245,0.00660113319356232
QTL fixation,2 - 8,20X,WT,200,3,CV,positive_QTL,R,0.0151686958205995,0.00576834677914845,Inf,2.62964353589691,0.00854744404753279
QTL fixation,2 - 8,2X,WT,200,3,CV,positive_QTL,R,0.0146578465653991,0.00576834677914837,Inf,2.54108276194227,0.0110509757301056
QTL fixation,2 - 8,20X,Chr,2,4,CV,positive_QTL,R,-0.0947619047622097,0.00576834677914854,Inf,-16.42791399171,1.20741476970609e-60
QTL fixation,2 - 8,2X,Chr,2,4,CV,positive_QTL,R,-0.0899999999999702,0.00576834677914855,Inf,-15.6023906754883,7.01184381039078e-55
QTL fixation,2 - 8,20X,Peri,2,4,CV,positive_QTL,R,-0.0966666666666745,0.00576834677914859,Inf,-16.7581233181238,4.93971758307736e-63
QTL fixation,2 - 8,2X,Peri,2,4,CV,positive_QTL,R,-0.0926190476190417,0.00576834677914865,Inf,-16.0564284993822,5.15385374662582e-58
QTL fixation,2 - 8,20X,WT,2,4,CV,positive_QTL,R,-0.0966666666666698,0.0057683467791485,Inf,-16.7581233181233,4.93971758312311e-63
QTL fixation,2 - 8,2X,WT,2,4,CV,positive_QTL,R,-0.0797619047618922,0.00576834677914861,Inf,-13.8275155457392,1.73924417840567e-43
QTL fixation,2 - 8,20X,Chr,2,5,CV,positive_QTL,R,-0.0749999999996746,0.00576834677914855,Inf,-13.0019922295215,1.19197107227337e-38
QTL fixation,2 - 8,2X,Chr,2,5,CV,positive_QTL,R,-0.0607142857143226,0.00576834677914856,Inf,-10.5254222810932,6.59649931226069e-26
QTL fixation,2 - 8,20X,Peri,2,5,CV,positive_QTL,R,-0.0752380952381367,0.00576834677914857,Inf,-13.0432683953932,6.94162496989942e-39
QTL fixation,2 - 8,2X,Peri,2,5,CV,positive_QTL,R,-0.05333333333333,0.00576834677914857,Inf,-9.24586114103254,2.33353993820594e-20
QTL fixation,2 - 8,20X,WT,2,5,CV,positive_QTL,R,-0.0635714285714799,0.00576834677914857,Inf,-11.0207362707939,3.03565809414463e-28
QTL fixation,2 - 8,2X,WT,2,5,CV,positive_QTL,R,-0.0547619047619011,0.00576834677914868,Inf,-9.49351813588141,2.23365601510837e-21
QTL fixation,2 - 8,20X,Chr,200,5,CV,positive_QTL,R,-0.0237831920076867,0.00576834677914852,Inf,-4.12305170238003,3.73885735035898e-05
QTL fixation,2 - 8,2X,Chr,200,5,CV,positive_QTL,R,-0.0146976746703165,0.00576834677914859,Inf,-2.54798735808423,0.0108346397283616
QTL fixation,2 - 8,20X,Peri,200,5,CV,positive_QTL,R,-0.0287409711080586,0.00576834677914857,Inf,-4.98253177356665,6.27576815002299e-07
QTL fixation,2 - 8,2X,Peri,200,5,CV,positive_QTL,R,-0.0206285194583392,0.005768346779149,Inf,-3.57615799606669,0.000348680965100189
QTL fixation,2 - 8,20X,WT,200,5,CV,positive_QTL,R,-0.018770003176413,0.0057683467791486,Inf,-3.25396580598497,0.00113805977484359
QTL fixation,2 - 8,2X,WT,200,5,CV,positive_QTL,R,-0.0180607657940461,0.00576834677914868,Inf,-3.13101248685877,0.00174204753305832
QTL fixation,2 - 8,20X,Chr,2,1,GW,positive_QTL,R,-0.0511904761910912,0.00576834677914852,Inf,-8.87437564886617,7.03268141685745e-19
QTL fixation,2 - 8,2X,Chr,2,1,GW,positive_QTL,R,-0.0495238095235419,0.00576834677914857,Inf,-8.58544248805579,9.04874633235543e-18
QTL fixation,2 - 8,20X,Peri,2,1,GW,positive_QTL,R,-0.0492857142855975,0.00576834677914855,Inf,-8.54416632227378,1.29467469112034e-17
QTL fixation,2 - 8,2X,Peri,2,1,GW,positive_QTL,R,-0.053571428571458,0.00576834677914869,Inf,-9.28713730684621,1.58493701828371e-20
QTL fixation,2 - 8,20X,WT,2,1,GW,positive_QTL,R,-0.0478571428570536,0.00576834677914851,Inf,-8.29650932742951,1.07215106524893e-16
QTL fixation,2 - 8,2X,WT,2,1,GW,positive_QTL,R,-0.0404761904762626,0.0057683467791485,Inf,-7.0169481874038,2.26766651424676e-12
QTL fixation,2 - 8,20X,Chr,200,1,GW,positive_QTL,R,-0.0559154131622219,0.00576834677914853,Inf,-9.69349023265131,3.21355118595294e-22
QTL fixation,2 - 8,2X,Chr,200,1,GW,positive_QTL,R,-0.0664436760578551,0.00576834677914854,Inf,-11.518668797451,1.06239624510411e-30
QTL fixation,2 - 8,20X,Peri,200,1,GW,positive_QTL,R,-0.070349938037662,0.00576834677914854,Inf,-12.1958579695596,3.27041162258796e-34
QTL fixation,2 - 8,2X,Peri,200,1,GW,positive_QTL,R,-0.0652629921380197,0.00576834677914895,Inf,-11.313985555433,1.11888989876671e-29
QTL fixation,2 - 8,20X,WT,200,1,GW,positive_QTL,R,-0.0629084306659002,0.00576834677914855,Inf,-10.905799022573,1.08139003974556e-27
QTL fixation,2 - 8,2X,WT,200,1,GW,positive_QTL,R,-0.0656603694647573,0.00576834677914845,Inf,-11.3828748476267,5.08938607481144e-30
QTL fixation,2 - 8,20X,Chr,2,2,GW,positive_QTL,R,-0.0514285714282953,0.00576834677914855,Inf,-8.91565181451982,4.84955100585807e-19
QTL fixation,2 - 8,2X,Chr,2,2,GW,positive_QTL,R,-0.0511904761905573,0.00576834677914851,Inf,-8.87437564877362,7.03268142270492e-19
QTL fixation,2 - 8,20X,Peri,2,2,GW,positive_QTL,R,-0.0364285714285795,0.00576834677914858,Inf,-6.31525336865348,2.69719211926956e-10
QTL fixation,2 - 8,2X,Peri,2,2,GW,positive_QTL,R,-0.0452380952380927,0.00576834677914888,Inf,-7.84247150355402,4.41764001771736e-15
QTL fixation,2 - 8,20X,WT,2,2,GW,positive_QTL,R,-0.0438095238095324,0.00576834677914845,Inf,-7.59481450870743,3.08233642621242e-14
QTL fixation,2 - 8,2X,WT,2,2,GW,positive_QTL,R,-0.0378571428571416,0.00576834677914839,Inf,-6.56291036350119,5.27675707415655e-11
QTL fixation,2 - 8,20X,Chr,200,2,GW,positive_QTL,R,-0.0188138775791919,0.00576834677914875,Inf,-3.26157186790499,0.00110796342937322
QTL fixation,2 - 8,2X,Chr,200,2,GW,positive_QTL,R,-0.022404063166446,0.00576834677914849,Inf,-3.88396606934807,0.000102766255241426
QTL fixation,2 - 8,20X,Peri,200,2,GW,positive_QTL,R,-0.0216121952528834,0.00576834677914918,Inf,-3.74668792989438,0.000179184774218234
QTL fixation,2 - 8,2X,Peri,200,2,GW,positive_QTL,R,-0.0227383791881202,0.00576834677915082,Inf,-3.94192306022691,8.0830908054916e-05
QTL fixation,2 - 8,20X,WT,200,2,GW,positive_QTL,R,-0.0174691110755192,0.0057683467791487,Inf,-3.02844328615371,0.00245817212463567
QTL fixation,2 - 8,2X,WT,200,2,GW,positive_QTL,R,-0.0166237286352696,0.00576834677915117,Inf,-2.88188787389718,0.00395300373392138
QTL fixation,2 - 8,20X,Chr,2,3,GW,positive_QTL,R,-0.0738095238095376,0.00576834677914849,Inf,-12.7956114005395,1.7348173633979e-37
QTL fixation,2 - 8,2X,Chr,2,3,GW,positive_QTL,R,-0.0921428571428649,0.00576834677914856,Inf,-15.9738761677684,1.94325232549985e-57
QTL fixation,2 - 8,20X,Peri,2,3,GW,positive_QTL,R,-0.0911904761904773,0.00576834677914843,Inf,-15.8087715045349,2.7069393434352e-56
QTL fixation,2 - 8,2X,Peri,2,3,GW,positive_QTL,R,-0.0730952380952393,0.00576834677914832,Inf,-12.6717829031131,8.47656133178182e-37
QTL fixation,2 - 8,20X,WT,2,3,GW,positive_QTL,R,-0.0916666666666651,0.00576834677914839,Inf,-15.8913238361509,7.27742886499979e-57
QTL fixation,2 - 8,2X,WT,2,3,GW,positive_QTL,R,-0.0928571428571421,0.00576834677914869,Inf,-16.0977046651911,2.64745067090044e-58
QTL fixation,2 - 8,20X,Chr,2,4,GW,positive_QTL,R,-0.192857142857064,0.00576834677914855,Inf,-33.4336943046152,4.44216641082891e-245
QTL fixation,2 - 8,2X,Chr,2,4,GW,positive_QTL,R,-0.202142857142932,0.00576834677914871,Inf,-35.04346477116,4.90367677344708e-269
QTL fixation,2 - 8,20X,Peri,2,4,GW,positive_QTL,R,-0.196428571428562,0.00576834677914874,Inf,-34.0528367917488,3.68474611080965e-254
QTL fixation,2 - 8,2X,Peri,2,4,GW,positive_QTL,R,-0.195714285714281,0.00576834677914886,Inf,-33.9290082943244,2.48858186493165e-252
QTL fixation,2 - 8,20X,WT,2,4,GW,positive_QTL,R,-0.183095238095225,0.00576834677914841,Inf,-31.7413715064919,4.17690535700283e-221
QTL fixation,2 - 8,2X,WT,2,4,GW,positive_QTL,R,-0.189999999999998,0.00576834677914899,Inf,-32.9383803149278,6.20561013536292e-238
QTL fixation,2 - 8,20X,Chr,2,5,GW,positive_QTL,R,-0.128571428571381,0.00576834677914852,Inf,-22.289129536411,4.71061845044246e-110
QTL fixation,2 - 8,2X,Chr,2,5,GW,positive_QTL,R,-0.142142857142848,0.00576834677914857,Inf,-24.641870987484,4.49794685877637e-134
QTL fixation,2 - 8,20X,Peri,2,5,GW,positive_QTL,R,-0.134047619047612,0.0057683467791486,Inf,-23.2384813500059,1.86018164009785e-119
QTL fixation,2 - 8,2X,Peri,2,5,GW,positive_QTL,R,-0.14261904761905,0.00576834677914903,Inf,-24.7244233191003,5.84286458731237e-135
QTL fixation,2 - 8,20X,WT,2,5,GW,positive_QTL,R,-0.126428571428563,0.00576834677914861,Inf,-21.9176440441439,1.76350861740311e-106
QTL fixation,2 - 8,2X,WT,2,5,GW,positive_QTL,R,-0.144761904761906,0.0057683467791486,Inf,-25.0959088113756,5.51201724175972e-139
QTL fixation,2 - 8,20X,Chr,200,5,GW,positive_QTL,R,-0.0315275899332948,0.00576834677914852,Inf,-5.46561972440024,4.61292314908881e-08
