response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Prediction accuracy,2 - 200,Peri,20X,2,1,GW,DV,-0.06591664500141,0.0251250088970441,Inf,-2.62354713073017,0.00870194045130039
Prediction accuracy,2 - 200,WT,20X,2,1,GW,DV,-0.0764659783828237,0.0277249359533364,Inf,-2.75802182235959,0.00581523156543577
Prediction accuracy,2 - 200,Chr,2X,2,1,GW,DV,-0.100594953658452,0.0260654986590294,Inf,-3.85931437469757,0.000113705587562347
Prediction accuracy,2 - 200,Peri,2X,2,1,GW,DV,-0.0845478933511984,0.0269553609815385,Inf,-3.13658917085564,0.00170925450699633
Prediction accuracy,2 - 200,WT,2X,2,1,GW,DV,-0.0933363628724001,0.0274573661342509,Inf,-3.39931960028644,0.000675537275383019
Prediction accuracy,2 - 200,Chr,20X,8,1,GW,DV,-0.487439540145497,0.0844246200954031,Inf,-5.77366578131678,7.75652169279914e-09
Prediction accuracy,2 - 200,Peri,20X,8,1,GW,DV,-0.506007149340072,0.102895461190893,Inf,-4.91768192186164,8.75750580996899e-07
Prediction accuracy,2 - 200,WT,20X,8,1,GW,DV,-0.564698533765731,0.102895461190835,Inf,-5.488080108008,4.06325798082966e-08
Prediction accuracy,2 - 200,Chr,2X,8,1,GW,DV,-0.279624764017333,0.0844246200952741,Inf,-3.31212345050263,0.000925906781144391
Prediction accuracy,2 - 200,Peri,2X,8,1,GW,DV,-0.362914217746759,0.0660268802373003,Inf,-5.49646169018508,3.87487224535163e-08
Prediction accuracy,2 - 200,WT,2X,8,1,GW,DV,-0.384636123242687,0.0844246200952896,Inf,-4.5559710284577,5.21441237370484e-06
Prediction accuracy,2 - 200,Peri,20X,2,2,GW,DV,-0.0571312355891093,0.0208145885626078,Inf,-2.74476891134626,0.00605535209483706
Prediction accuracy,2 - 200,WT,20X,2,2,GW,DV,-0.103621458652966,0.0216882294833183,Inf,-4.77777398716052,1.77246444586378e-06
Prediction accuracy,2 - 200,Chr,2X,2,2,GW,DV,-0.0748423180821039,0.0221805725025862,Inf,-3.37422841873795,0.000740229169733496
Prediction accuracy,2 - 200,Peri,2X,2,2,GW,DV,-0.0722314843438749,0.021189386198639,Inf,-3.40885213317384,0.000652368298459184
Prediction accuracy,2 - 200,WT,2X,2,2,GW,DV,-0.120820557592126,0.0221805725025868,Inf,-5.44713431441123,5.11878099247273e-08
Prediction accuracy,2 - 200,Chr,20X,8,2,GW,DV,-0.356708166747861,0.0269553609815409,Inf,-13.2332921451928,5.63634059712244e-40
Prediction accuracy,2 - 200,Peri,20X,8,2,GW,DV,-0.401104240850849,0.0282972343874152,Inf,-14.174679947848,1.31441032334709e-45
Prediction accuracy,2 - 200,WT,20X,8,2,GW,DV,-0.4444269728405,0.0299931568598209,Inf,-14.8176123946412,1.12720302596927e-49
Prediction accuracy,2 - 200,Chr,2X,8,2,GW,DV,-0.380910580396664,0.0292632869859936,Inf,-13.0166710451557,9.8366621281485e-39
Prediction accuracy,2 - 200,Peri,2X,8,2,GW,DV,-0.424539853756848,0.0303883406550241,Inf,-13.970484883539,2.36014326657223e-44
Prediction accuracy,2 - 200,WT,2X,8,2,GW,DV,-0.432009517638142,0.0292632869859943,Inf,-14.7628500463706,2.5430309632476e-49
Prediction accuracy,2 - 200,Chr,20X,2,3,GW,DV,-0.0792675479097553,0.0209346968218816,Inf,-3.78641967372091,0.000152833469960731
Prediction accuracy,2 - 200,Peri,20X,2,3,GW,DV,-0.0643528362206424,0.020480034660661,Inf,-3.14222301314042,0.00167670272841761
Prediction accuracy,2 - 200,WT,20X,2,3,GW,DV,-0.194205044402452,0.0210595321371428,Inf,-9.22171694687992,2.92380410765998e-20
