response,contrast,Map_type,QTL,H2,Repulsion,Matrix,estimate,SE,df,z.ratio,p.value
prediction accuracy,20X - 2X,Chr,2,2,3,CV,-0.0477422214995742,0.0234565506358837,Inf,-2.03534706533272,0.0418159635833587
prediction accuracy,20X - 2X,Chr,2,8,3,CV,0.0504723085558549,0.0234565506358833,Inf,2.15173617550755,0.0314181392194899
prediction accuracy,20X - 2X,Chr,2,8,4,CV,0.0533503758481808,0.0234565506358833,Inf,2.27443398120807,0.0229399062703651
prediction accuracy,20X - 2X,Chr,200,8,3,GW,-0.0637939402026982,0.0234565506358833,Inf,-2.71966416516109,0.00653482481549552
prediction accuracy,20X - 2X,Chr,200,8,4,GW,-0.0577066420725234,0.0234565506358833,Inf,-2.46015038478186,0.0138878808751035
