response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,estimate,SE,df,z.ratio,p.value
Genetic variance,DV - R,CV,20X,Peri,200,8,4,-0.0104952575485364,0.0023575988044767,Inf,-4.45167240864204,8.52040827415705e-06
Genetic variance,DV - R,GW,20X,Peri,200,8,4,-0.00900972307617247,0.00235759880447661,Inf,-3.82156754536218,0.000132606081858713
Genetic variance,DV - R,CV,2X,Peri,200,8,4,-0.00929142480111821,0.00235759880447673,Inf,-3.94105425548875,8.11242727025259e-05
Genetic variance,DV - R,GW,2X,Peri,200,8,4,-0.00770164429164998,0.00235759880447666,Inf,-3.26673235370917,0.00108796485757041
Genetic variance,DV - R,CV,20X,WT,200,8,4,-0.0129286585902444,0.0023575988044767,Inf,-5.48382471423677,4.16227202661657e-08
Genetic variance,DV - R,GW,20X,WT,200,8,4,-0.00919176021437234,0.00235759880447673,Inf,-3.89878048670476,9.6678367948076e-05
Genetic variance,DV - R,CV,2X,WT,200,8,4,-0.00921493373787839,0.00235759880447671,Inf,-3.90860977719394,9.28287644425468e-05
Genetic variance,DV - R,GW,2X,WT,200,8,4,-0.0103371300282689,0.00235759880447692,Inf,-4.38460097987809,1.1619857218852e-05
Genetic variance,DV - R,GW,2X,Chr,2,2,5,-0.00947830513611511,0.00235759880447669,Inf,-4.02032148901559,5.81187745430694e-05
Genetic variance,DV - R,GW,20X,Peri,2,2,5,0.0102877546804856,0.00235759880447669,Inf,4.3636579137005,1.27905535184218e-05
Genetic variance,DV - R,GW,2X,Peri,2,2,5,0.00534950076664543,0.00235759880447668,Inf,2.26904626711196,0.0232655124316851
Genetic variance,DV - R,GW,20X,WT,2,2,5,-0.00659105332278574,0.0023575988044767,Inf,-2.79566366858958,0.00517932693116297
Genetic variance,DV - R,CV,20X,Chr,200,2,5,-0.0154855754964398,0.00235759880447673,Inf,-6.56836755559725,5.08698498229691e-11
Genetic variance,DV - R,CV,2X,Chr,200,2,5,-0.011064734062692,0.00235759880447669,Inf,-4.69322178212931,2.68935656676211e-06
Genetic variance,DV - R,GW,2X,Chr,200,2,5,-0.00641773681800594,0.0023575988044767,Inf,-2.72214967441437,0.0064858759637513
Genetic variance,DV - R,CV,20X,Peri,200,2,5,-0.00813446653837755,0.00235759880447669,Inf,-3.45031840147337,0.000559925736070467
Genetic variance,DV - R,CV,2X,Peri,200,2,5,-0.0133921827060084,0.00235759880447669,Inf,-5.68043327837582,1.3435395612786e-08
Genetic variance,DV - R,CV,20X,WT,200,2,5,-0.0112002676746737,0.0023575988044767,Inf,-4.75070977021459,2.02703891852201e-06
Genetic variance,DV - R,CV,2X,WT,200,2,5,-0.012778318750557,0.00235759880447669,Inf,-5.42005651101158,5.95801988249834e-08
Genetic variance,DV - R,GW,2X,WT,200,2,5,-0.00939676517346468,0.0023575988044767,Inf,-3.98573546763841,6.72714267078223e-05
Genetic variance,DV - R,CV,20X,Chr,200,8,5,-0.0102380039443589,0.0023575988044767,Inf,-4.34255562266089,1.40834813549388e-05
Genetic variance,DV - R,GW,20X,Chr,200,8,5,-0.00597866838343302,0.00235759880447668,Inf,-2.53591424125281,0.0112154195807602
Genetic variance,DV - R,CV,2X,Chr,200,8,5,-0.0075069939360905,0.00235759880447671,Inf,-3.1841693853237,0.0014517003736302
Genetic variance,DV - R,GW,2X,Chr,200,8,5,-0.00656227731704976,0.00235759880447672,Inf,-2.78345802712023,0.00537828208078097
Genetic variance,DV - R,CV,20X,Peri,200,8,5,-0.00547664218004583,0.0023575988044767,Inf,-2.32297461707504,0.0201805160687616
Genetic variance,DV - R,CV,2X,Peri,200,8,5,-0.00781848753930068,0.00235759880447674,Inf,-3.31629262979541,0.000912202573750886
Genetic variance,DV - R,GW,2X,Peri,200,8,5,-0.00980555908433697,0.00235759880447673,Inf,-4.15912964738432,3.19462544387567e-05
Genetic variance,DV - R,CV,20X,WT,200,8,5,-0.00624002704268707,0.0023575988044767,Inf,-2.64677222894679,0.00812640676666426
Genetic variance,DV - R,GW,20X,WT,200,8,5,-0.00659053426217369,0.00235759880447673,Inf,-2.79544350364415,0.00518285597071412
Genetic variance,DV - R,CV,2X,WT,200,8,5,-0.00500498789794871,0.00235759880447673,Inf,-2.12291755851122,0.033760760826966
Genetic variance,DV - R,GW,2X,WT,200,8,5,-0.00745803025481408,0.00235759880447673,Inf,-3.16340093176684,0.00155937414702497
