response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,estimate,SE,df,z.ratio,p.value
Genetic variance,DV - R,GW,2X,Peri,2,2,1,-0.00494295685125807,0.00235759880447665,Inf,-2.09660644630134,0.0360284281713307
Genetic variance,DV - R,CV,20X,Chr,200,2,1,-0.0134690636260222,0.00235759880447668,Inf,-5.71304311846728,1.10973546068001e-08
Genetic variance,DV - R,GW,20X,Chr,200,2,1,-0.00696755373344341,0.00235759880447663,Inf,-2.95536022507873,0.00312304172882521
Genetic variance,DV - R,CV,2X,Chr,200,2,1,-0.00793946088445689,0.00235759880447665,Inf,-3.36760472960086,0.000758242212284232
Genetic variance,DV - R,GW,2X,Chr,200,2,1,-0.00961965468464682,0.00235759880447666,Inf,-4.08027636694623,4.49821875062207e-05
Genetic variance,DV - R,CV,20X,Peri,200,2,1,-0.00649340604117705,0.00235759880447663,Inf,-2.75424556071513,0.00588276115867523
Genetic variance,DV - R,CV,2X,Peri,200,2,1,-0.00995353412200979,0.00235759880447668,Inf,-4.2218947952933,2.42257183353362e-05
Genetic variance,DV - R,GW,2X,Peri,200,2,1,-0.00517377806652867,0.00235759880447669,Inf,-2.19451166021315,0.0281986466178954
Genetic variance,DV - R,CV,20X,WT,200,2,1,-0.00989239498560273,0.0023575988044767,Inf,-4.1959619960863,2.71715809129525e-05
Genetic variance,DV - R,GW,20X,WT,200,2,1,-0.0110708269678298,0.00235759880447668,Inf,-4.69580615107549,2.65557295838665e-06
Genetic variance,DV - R,CV,2X,WT,200,2,1,-0.0117965471748447,0.00235759880447667,Inf,-5.00362790838081,5.62613052739964e-07
Genetic variance,DV - R,CV,20X,Chr,200,8,1,-0.00970450947150041,0.00235759880447659,Inf,-4.11626840541043,3.85055866949684e-05
Genetic variance,DV - R,GW,20X,Chr,200,8,1,-0.00663854301901096,0.00235759880447664,Inf,-2.81580691609005,0.00486548986339603
Genetic variance,DV - R,CV,2X,Chr,200,8,1,-0.00658614498318569,0.00235759880447668,Inf,-2.79358174540965,0.00521278520787259
Genetic variance,DV - R,GW,2X,Chr,200,8,1,-0.0078631082294416,0.00235759880447668,Inf,-3.33521895859079,0.000852322590129613
Genetic variance,DV - R,CV,20X,Peri,200,8,1,-0.0066010226805827,0.00235759880447665,Inf,-2.79989227516088,0.00511196629957188
Genetic variance,DV - R,CV,2X,Peri,200,8,1,-0.00725165479554282,0.0023575988044767,Inf,-3.07586463895939,0.00209893108403506
Genetic variance,DV - R,GW,2X,Peri,200,8,1,-0.00511375037184218,0.00235759880447671,Inf,-2.16905029054645,0.0300788660446843
Genetic variance,DV - R,CV,20X,WT,200,8,1,-0.00572625163834269,0.00235759880447668,Inf,-2.42884905925025,0.0151468368057549
Genetic variance,DV - R,GW,20X,WT,200,8,1,-0.00775941395623057,0.00235759880447668,Inf,-3.29123595647264,0.0009974820838352
Genetic variance,DV - R,CV,2X,WT,200,8,1,-0.00620871796289673,0.0023575988044767,Inf,-2.63349215782913,0.00845117873407902
Genetic variance,DV - R,GW,20X,Peri,2,2,2,0.00886976876650492,0.00235759880447668,Inf,3.76220447247544,0.000168422263392807
Genetic variance,DV - R,GW,20X,WT,2,2,2,-0.00475747274515948,0.00235759880447669,Inf,-2.01793143775176,0.0435984023621094
Genetic variance,DV - R,CV,20X,Chr,200,2,2,-0.0117414741496196,0.00235759880447669,Inf,-4.98026811318554,6.34962434014274e-07
Genetic variance,DV - R,GW,20X,Chr,200,2,2,-0.00642245635204287,0.00235759880447669,Inf,-2.7241515137553,0.00644669242037116
Genetic variance,DV - R,CV,2X,Chr,200,2,2,-0.0147555163192023,0.0023575988044767,Inf,-6.25870537904243,3.88186432936177e-10
Genetic variance,DV - R,GW,2X,Chr,200,2,2,-0.0119286019797203,0.00235759880447669,Inf,-5.05964032432911,4.2004805887919e-07
Genetic variance,DV - R,CV,20X,Peri,200,2,2,-0.0118607417300208,0.0023575988044767,Inf,-5.03085669516765,4.88293029876994e-07
Genetic variance,DV - R,CV,2X,Peri,200,2,2,-0.00921631331745338,0.00235759880447672,Inf,-3.90919494018788,9.26042150407019e-05
Genetic variance,DV - R,GW,2X,Peri,200,2,2,-0.00840638521578058,0.00235759880447672,Inf,-3.56565553045672,0.000362947840252882
Genetic variance,DV - R,CV,20X,WT,200,2,2,-0.0116158159265,0.0023575988044767,Inf,-4.92696887377251,8.35150526250604e-07
Genetic variance,DV - R,GW,20X,WT,200,2,2,-0.00623618511627195,0.0023575988044767,Inf,-2.64514263598642,0.00816564884072998
Genetic variance,DV - R,CV,2X,WT,200,2,2,-0.013969646124943,0.0023575988044767,Inf,-5.92537038041284,3.115942820358e-09
Genetic variance,DV - R,GW,2X,WT,200,2,2,-0.0130755702357985,0.00235759880447669,Inf,-5.54613881334268,2.9204699658505e-08
Genetic variance,DV - R,CV,20X,Chr,200,8,2,-0.0123521340897665,0.00235759880447669,Inf,-5.23928586420722,1.61199172084672e-07
Genetic variance,DV - R,GW,20X,Chr,200,8,2,-0.00828957160740921,0.00235759880447667,Inf,-3.51610782617838,0.000437923093950428
Genetic variance,DV - R,CV,2X,Chr,200,8,2,-0.0121397630552856,0.00235759880447669,Inf,-5.14920648595265,2.61590778290846e-07
Genetic variance,DV - R,GW,2X,Chr,200,8,2,-0.00728009076081003,0.00235759880447663,Inf,-3.08792604873506,0.0020155862137394
Genetic variance,DV - R,CV,20X,Peri,200,8,2,-0.00730751069944336,0.00235759880447668,Inf,-3.09955650026952,0.00193810608592405
Genetic variance,DV - R,GW,20X,Peri,200,8,2,-0.00726164726014129,0.00235759880447667,Inf,-3.08010304652033,0.00206928987398485
Genetic variance,DV - R,CV,2X,Peri,200,8,2,-0.00810091194919946,0.00235759880447671,Inf,-3.43608587424505,0.000590183870689541
Genetic variance,DV - R,CV,20X,WT,200,8,2,-0.00786115650745451,0.00235759880447667,Inf,-3.33439111545507,0.000854863622149904
Genetic variance,DV - R,GW,20X,WT,200,8,2,-0.00742564634629343,0.00235759880447662,Inf,-3.14966496088885,0.00163457798570651
Genetic variance,DV - R,CV,2X,WT,200,8,2,-0.00731467551526241,0.0023575988044767,Inf,-3.10259553125538,0.00191831622515053
Genetic variance,DV - R,GW,2X,WT,200,8,2,-0.0107251823276634,0.00235759880447677,Inf,-4.54919738986029,5.38509124189514e-06
Genetic variance,DV - R,GW,20X,Peri,2,2,3,0.0105586531581828,0.00235759880447669,Inf,4.4785623143911,7.5147434720162e-06
Genetic variance,DV - R,GW,2X,WT,2,2,3,-0.00638654792161191,0.00235759880447669,Inf,-2.70892058033152,0.00675024960047792
Genetic variance,DV - R,CV,20X,Chr,200,2,3,-0.0118060100195154,0.00235759880447668,Inf,-5.00764167215293,5.5100992233405e-07
Genetic variance,DV - R,GW,20X,Chr,200,2,3,-0.00675774416609968,0.00235759880447668,Inf,-2.86636731969318,0.00415212167158702
Genetic variance,DV - R,CV,2X,Chr,200,2,3,-0.0132379987091216,0.00235759880447668,Inf,-5.61503453597993,1.96522989480348e-08
Genetic variance,DV - R,GW,20X,Peri,200,2,3,0.00580120179882313,0.00235759880447669,Inf,2.46063994764826,0.013868947061665
Genetic variance,DV - R,CV,2X,Peri,200,2,3,-0.0145872853957521,0.00235759880447671,Inf,-6.18734848696613,6.11846064503408e-10
Genetic variance,DV - R,GW,2X,Peri,200,2,3,-0.0115598430827454,0.00235759880447671,Inf,-4.90322741120968,9.42747350911467e-07
Genetic variance,DV - R,CV,20X,WT,200,2,3,-0.0221151710956229,0.00235759880447668,Inf,-9.38037933071137,6.57358007035787e-21
Genetic variance,DV - R,GW,20X,WT,200,2,3,-0.0105834699077421,0.0023575988044767,Inf,-4.48908859626407,7.15285458827511e-06
Genetic variance,DV - R,CV,2X,WT,200,2,3,-0.0165622485726694,0.00235759880447668,Inf,-7.0250496145572,2.13990194278243e-12
Genetic variance,DV - R,GW,2X,WT,200,2,3,-0.013779209513039,0.00235759880447668,Inf,-5.84459471512906,5.07803050927107e-09
Genetic variance,DV - R,CV,20X,Chr,200,8,3,-0.0106046390982438,0.00235759880447669,Inf,-4.49806772810852,6.85738540956151e-06
Genetic variance,DV - R,GW,20X,Chr,200,8,3,-0.0100513486011571,0.00235759880447668,Inf,-4.26338382173902,2.01354211839321e-05
Genetic variance,DV - R,CV,2X,Chr,200,8,3,-0.00855567428366573,0.00235759880447671,Inf,-3.62897803791715,0.000284545444377825
Genetic variance,DV - R,GW,2X,Chr,200,8,3,-0.0054651305993837,0.00235759880447666,Inf,-2.31809186067044,0.0204443291754578
Genetic variance,DV - R,CV,20X,Peri,200,8,3,-0.00667430388312864,0.00235759880447669,Inf,-2.83097525773055,0.00464063107181382
Genetic variance,DV - R,CV,2X,Peri,200,8,3,-0.00595391225423883,0.00235759880447674,Inf,-2.52541367213676,0.0115562169859144
Genetic variance,DV - R,GW,2X,Peri,200,8,3,-0.00760739567373691,0.00235759880447663,Inf,-3.2267558243124,0.00125202253585248
Genetic variance,DV - R,CV,20X,WT,200,8,3,-0.0108293944174096,0.00235759880447668,Inf,-4.59340002923588,4.36081975091692e-06
Genetic variance,DV - R,GW,20X,WT,200,8,3,-0.0077036041090446,0.00235759880447669,Inf,-3.26756363059598,0.00108477478437736
Genetic variance,DV - R,CV,2X,WT,200,8,3,-0.0108979146573883,0.00235759880447671,Inf,-4.62246360012352,3.79209367204273e-06
Genetic variance,DV - R,GW,2X,WT,200,8,3,-0.007963829167802,0.00235759880447659,Inf,-3.37794078987499,0.000730308037388491
Genetic variance,DV - R,GW,20X,Chr,2,2,4,-0.00621007172800589,0.00235759880447668,Inf,-2.63406637134953,0.00843689939838891
Genetic variance,DV - R,GW,20X,Peri,2,2,4,0.00478129905638104,0.00235759880447668,Inf,2.02803761492505,0.0425564091292793
Genetic variance,DV - R,CV,20X,Chr,200,2,4,-0.00772507619589452,0.0023575988044767,Inf,-3.27667123906996,0.00105038596887052
Genetic variance,DV - R,GW,20X,Chr,200,2,4,-0.0160131177637506,0.00235759880447669,Inf,-6.79213008309317,1.10489849634029e-11
Genetic variance,DV - R,CV,2X,Chr,200,2,4,-0.0146804516159688,0.00235759880447669,Inf,-6.22686590614701,4.75858061769316e-10
Genetic variance,DV - R,GW,2X,Chr,200,2,4,-0.0155098168618115,0.00235759880447667,Inf,-6.57864978229589,4.74739486927717e-11
Genetic variance,DV - R,CV,20X,Peri,200,2,4,-0.00923491980044638,0.00235759880447669,Inf,-3.91708707304687,8.96253831979572e-05
Genetic variance,DV - R,GW,20X,Peri,200,2,4,0.0129533828800517,0.00235759880447667,Inf,5.49431177834646,3.92237008225724e-08
Genetic variance,DV - R,CV,2X,Peri,200,2,4,-0.0145428215156743,0.00235759880447671,Inf,-6.16848867078645,6.8945788879431e-10
Genetic variance,DV - R,GW,2X,Peri,200,2,4,-0.00619341406962433,0.00235759880447669,Inf,-2.62700085267437,0.00861411181836459
Genetic variance,DV - R,CV,20X,WT,200,2,4,-0.0105552844284035,0.00235759880447669,Inf,-4.47713343269465,7.56519697325633e-06
Genetic variance,DV - R,GW,20X,WT,200,2,4,-0.0100245542019515,0.0023575988044767,Inf,-4.25201869924456,2.11852166272231e-05
Genetic variance,DV - R,CV,2X,WT,200,2,4,-0.00988911892002186,0.00235759880447668,Inf,-4.19457241887132,2.7338679939299e-05
Genetic variance,DV - R,GW,2X,WT,200,2,4,-0.00499963714793226,0.00235759880447671,Inf,-2.12064798236186,0.0339514370288222
Genetic variance,DV - R,CV,20X,Chr,200,8,4,-0.0180807201935292,0.0023575988044767,Inf,-7.66912511119231,1.73173461036862e-14
Genetic variance,DV - R,GW,20X,Chr,200,8,4,-0.00465267746488987,0.00235759880447668,Inf,-1.97348143206351,0.0484407379933134
Genetic variance,DV - R,CV,2X,Chr,200,8,4,-0.00865695256589082,0.0023575988044767,Inf,-3.67193627238556,0.000240719716187406
Genetic variance,DV - R,GW,2X,Chr,200,8,4,-0.0130472562633796,0.00235759880447671,Inf,-5.53412914809971,3.12778454165583e-08
