response,contrast,Map_type,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,20X - 2X,Peri,200,8,2,GW,R,0.0155649041886281,0.00628011413484626,Inf,2.47844288406538,0.0131957236317028
Genetic variance,20X - 2X,Peri,2,2,3,GW,R,0.0210905554608135,0.00628011413484607,Inf,3.35830766893068,0.000784212734900663
Genetic variance,20X - 2X,WT,2,2,3,GW,R,0.0134220932484509,0.00628011413484607,Inf,2.1372371521047,0.0325787076828852
Genetic variance,20X - 2X,Chr,200,2,3,GW,R,0.0248596020787543,0.00628011413484609,Inf,3.95846342040463,7.54334908599846e-05
Genetic variance,20X - 2X,Peri,200,2,3,GW,R,0.0173069319970603,0.00628011413484613,Inf,2.75583080584958,0.00585432714835842
Genetic variance,20X - 2X,Chr,2,8,3,GW,R,0.014099334914031,0.00628011413484606,Inf,2.24507622175191,0.024763239799688
Genetic variance,20X - 2X,Chr,200,8,3,GW,R,0.0263024409117991,0.00628011413484609,Inf,4.18821065143647,2.81162485463663e-05
Genetic variance,20X - 2X,Peri,200,8,3,GW,R,0.0196031269183991,0.00628011413484652,Inf,3.12146029474641,0.00179956513168476
Genetic variance,20X - 2X,Chr,2,2,4,GW,R,0.0157773696367798,0.0062801141348461,Inf,2.51227434693215,0.0119955793295057
Genetic variance,20X - 2X,Chr,200,2,4,GW,R,0.020869921357982,0.0062801141348461,Inf,3.32317548851259,0.000889989063556116
Genetic variance,20X - 2X,WT,200,2,4,GW,R,0.0255345231287524,0.006280114134846,Inf,4.06593297199344,4.78406854534637e-05
Genetic variance,20X - 2X,Chr,200,8,4,GW,R,0.0701819532998893,0.00628011413484601,Inf,11.1752671675943,5.38879714223025e-29
Genetic variance,20X - 2X,Peri,200,8,4,GW,R,0.0495053174631443,0.00628011413484601,Inf,7.88286906896449,3.19948273997272e-15
Genetic variance,20X - 2X,Peri,2,2,5,GW,R,0.0127924593884403,0.00628011413484604,Inf,2.03697880544235,0.0416521659827619
Genetic variance,20X - 2X,Chr,200,8,5,GW,R,0.0219474953399573,0.006280114134846,Inf,3.49476058375737,0.000474487173833795
