response,contrast,Matrix,Recombination,Map_type,QTL,H2,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,1 - 2,CV,20X,Chr,2,2,DV,-3.43702124653544,0.11920182121471,Inf,-28.8336303213402,0
Genetic gain,1 - 3,CV,20X,Chr,2,2,DV,-3.69865050350792,0.119201821214716,Inf,-31.0284731039939,0
Genetic gain,1 - 4,CV,20X,Chr,2,2,DV,-2.29337547687821,0.119201821214713,Inf,-19.2394332025117,0
Genetic gain,1 - 5,CV,20X,Chr,2,2,DV,-3.77031138150014,0.119201821214712,Inf,-31.6296457812409,0
Genetic gain,2 - 4,CV,20X,Chr,2,2,DV,1.14364576965722,0.119201821214881,Inf,9.59419711881428,3.85247389544929e-14
Genetic gain,2 - 5,CV,20X,Chr,2,2,DV,-0.333290134964707,0.119201821214883,Inf,-2.79601545989714,0.0413398890687449
Genetic gain,3 - 4,CV,20X,Chr,2,2,DV,1.40527502662971,0.119201821214882,Inf,11.7890399014664,0
Genetic gain,4 - 5,CV,20X,Chr,2,2,DV,-1.47693590462193,0.119201821214879,Inf,-12.3902125787117,0
Genetic gain,1 - 2,GW,20X,Chr,2,2,DV,-1.77864136950383,0.119201821214903,Inf,-14.9212600225059,0
Genetic gain,1 - 3,GW,20X,Chr,2,2,DV,-1.6851566188814,0.1192018212149,Inf,-14.1370039627445,0
Genetic gain,1 - 4,GW,20X,Chr,2,2,DV,-1.25924287340793,0.119201821214903,Inf,-10.563956662522,4.9737991503207e-14
Genetic gain,1 - 5,GW,20X,Chr,2,2,DV,-1.75163942344428,0.119201821214903,Inf,-14.6947370903531,0
Genetic gain,2 - 4,GW,20X,Chr,2,2,DV,0.519398496095894,0.119201821214887,Inf,4.35730335998446,0.000128359991936944
Genetic gain,3 - 4,GW,20X,Chr,2,2,DV,0.425913745473463,0.119201821214886,Inf,3.57304730022258,0.00324862038266582
Genetic gain,4 - 5,GW,20X,Chr,2,2,DV,-0.492396550036345,0.119201821214885,Inf,-4.13078042783172,0.000348583102876665
Genetic gain,1 - 2,CV,2X,Chr,2,2,DV,-3.43348909052576,0.119201821214891,Inf,-28.80399859274,0
Genetic gain,1 - 3,CV,2X,Chr,2,2,DV,-3.66316659377664,0.119201821214894,Inf,-30.7307938456139,0
Genetic gain,1 - 4,CV,2X,Chr,2,2,DV,-2.32624169316809,0.119201821214892,Inf,-19.5151522808905,0
Genetic gain,1 - 5,CV,2X,Chr,2,2,DV,-3.64860162164529,0.119201821214891,Inf,-30.6086063489564,0
Genetic gain,2 - 4,CV,2X,Chr,2,2,DV,1.10724739735767,0.119201821214886,Inf,9.28884631184976,5.25135490647699e-14
Genetic gain,3 - 4,CV,2X,Chr,2,2,DV,1.33692490060855,0.119201821214887,Inf,11.2156415647245,1.11022302462516e-14
Genetic gain,4 - 5,CV,2X,Chr,2,2,DV,-1.3223599284772,0.119201821214886,Inf,-11.0934540680664,2.22044604925031e-14
Genetic gain,1 - 2,GW,2X,Chr,2,2,DV,-2.06845451498998,0.119201821214889,Inf,-17.3525412104326,0
Genetic gain,1 - 3,GW,2X,Chr,2,2,DV,-1.89559945648451,0.119201821214891,Inf,-15.9024370363203,0
Genetic gain,1 - 4,GW,2X,Chr,2,2,DV,-1.35258240375922,0.11920182121489,Inf,-11.3469944500333,0
Genetic gain,1 - 5,GW,2X,Chr,2,2,DV,-2.07068810533584,0.119201821214891,Inf,-17.3712790981851,0
Genetic gain,2 - 4,GW,2X,Chr,2,2,DV,0.715872111230761,0.119201821214887,Inf,6.00554676039931,1.9046708654713e-08
Genetic gain,3 - 4,GW,2X,Chr,2,2,DV,0.543017052725288,0.119201821214887,Inf,4.55544258628719,5.13222782666523e-05
Genetic gain,4 - 5,GW,2X,Chr,2,2,DV,-0.718105701576616,0.119201821214887,Inf,-6.02428464815211,1.69670015814916e-08
Genetic gain,1 - 2,CV,20X,Peri,2,2,DV,-3.3748338985774,0.119201821214884,Inf,-28.3119323528928,0
Genetic gain,1 - 3,CV,20X,Peri,2,2,DV,-3.62871036771546,0.119201821214885,Inf,-30.4417359628592,0
Genetic gain,1 - 4,CV,20X,Peri,2,2,DV,-2.38033447540899,0.119201821214885,Inf,-19.968943856302,0
Genetic gain,1 - 5,CV,20X,Peri,2,2,DV,-3.40603064545004,0.119201821214887,Inf,-28.5736460293667,0
Genetic gain,2 - 4,CV,20X,Peri,2,2,DV,0.994499423168413,0.119201821214887,Inf,8.3429884965903,5.38458166943201e-14
Genetic gain,3 - 4,CV,20X,Peri,2,2,DV,1.24837589230648,0.119201821214887,Inf,10.4727921065569,4.61852778244065e-14
