response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 8,2X,Peri,200,2,GW,positive_QTL,DV,-0.016030566931743,0.00541011292048712,Inf,-2.96307436967501,0.00304582970010509
QTL fixation,2 - 8,20X,WT,200,2,GW,positive_QTL,DV,-0.0149685325079326,0.00541011292048731,Inf,-2.76676896174365,0.00566148621983206
QTL fixation,2 - 8,2X,WT,200,2,GW,positive_QTL,DV,-0.0128838310729209,0.00541011292048741,Inf,-2.38143478006372,0.0172453442412558
QTL fixation,2 - 8,20X,Chr,2,3,GW,positive_QTL,DV,-0.0359523809513869,0.00541011292048728,Inf,-6.64540305900838,3.02388430894481e-11
QTL fixation,2 - 8,2X,Chr,2,3,GW,positive_QTL,DV,-0.0259523809522571,0.00541011292048727,Inf,-4.7970128042946,1.61049310395079e-06
QTL fixation,2 - 8,20X,Peri,2,3,GW,positive_QTL,DV,-0.0476190476191781,0.00541011292048719,Inf,-8.80185835657011,1.34568961437301e-18
QTL fixation,2 - 8,2X,Peri,2,3,GW,positive_QTL,DV,-0.025000000000007,0.00541011292048712,Inf,-4.62097563718801,3.81939630093624e-06
QTL fixation,2 - 8,20X,WT,2,3,GW,positive_QTL,DV,-0.0207142857144344,0.00541011292048731,Inf,-3.82880838512491,0.000128765209910778
QTL fixation,2 - 8,20X,Chr,2,4,GW,positive_QTL,DV,-0.119523809523712,0.00541011292048725,Inf,-22.0926644749121,3.71806298824327e-108
QTL fixation,2 - 8,2X,Chr,2,4,GW,positive_QTL,DV,-0.134523809524001,0.00541011292048733,Inf,-24.8652498572771,1.76892836771924e-136
QTL fixation,2 - 8,20X,Peri,2,4,GW,positive_QTL,DV,-0.124285714285683,0.00541011292048728,Inf,-22.9728503105789,8.71059235674886e-117
QTL fixation,2 - 8,2X,Peri,2,4,GW,positive_QTL,DV,-0.128095238095232,0.00541011292048729,Inf,-23.6769989791071,6.22354614574892e-124
QTL fixation,2 - 8,20X,WT,2,4,GW,positive_QTL,DV,-0.111428571428529,0.00541011292048729,Inf,-20.5963485543094,2.95933063585138e-94
QTL fixation,2 - 8,2X,WT,2,4,GW,positive_QTL,DV,-0.12833333333333,0.00541011292048737,Inf,-23.7210082708901,2.18914934762284e-124
QTL fixation,2 - 8,20X,Peri,200,4,GW,positive_QTL,DV,-0.0125652510618414,0.00541011292048733,Inf,-2.32254876127605,0.0202034060322104
QTL fixation,2 - 8,20X,Chr,2,5,GW,positive_QTL,DV,-0.0904761904754104,0.0054101129204872,Inf,-16.7235308772932,8.83274725646056e-63
QTL fixation,2 - 8,2X,Chr,2,5,GW,positive_QTL,DV,-0.0757142857142074,0.00541011292048729,Inf,-13.9949547868934,1.67336065036085e-44
QTL fixation,2 - 8,20X,Peri,2,5,GW,positive_QTL,DV,-0.104047619047665,0.00541011292048733,Inf,-19.232060509061,1.9954034375688e-82
QTL fixation,2 - 8,2X,Peri,2,5,GW,positive_QTL,DV,-0.0800000000000154,0.00541011292048741,Inf,-14.7871220389995,1.77377536685827e-49
QTL fixation,2 - 8,20X,WT,2,5,GW,positive_QTL,DV,-0.0738095238096,0.00541011292048732,Inf,-13.64288045266,2.22591685970902e-42
QTL fixation,2 - 8,2X,WT,2,5,GW,positive_QTL,DV,-0.0826190476190656,0.00541011292048733,Inf,-15.2712242486102,1.18919334461842e-52
QTL fixation,2 - 8,20X,Chr,200,5,GW,positive_QTL,DV,-0.0301384960568685,0.00541011292048729,Inf,-5.5707702408093,2.53615600635473e-08
QTL fixation,2 - 8,2X,Chr,200,5,GW,positive_QTL,DV,-0.0332554858465332,0.0054101129204872,Inf,-6.14691159598541,7.90061328292174e-10
QTL fixation,2 - 8,20X,Peri,200,5,GW,positive_QTL,DV,-0.0415338607469911,0.00541011292048729,Inf,-7.6770783452058,1.62757899767547e-14
QTL fixation,2 - 8,2X,Peri,200,5,GW,positive_QTL,DV,-0.0370721558511605,0.00541011292048715,Inf,-6.85238116024801,7.26307187926666e-12
QTL fixation,2 - 8,20X,WT,200,5,GW,positive_QTL,DV,-0.0350340706007591,0.00541011292048749,Inf,-6.47566346870304,9.43962277128555e-11
QTL fixation,2 - 8,2X,WT,200,5,GW,positive_QTL,DV,-0.0315947948458714,0.00541011292048736,Inf,-5.8399510897871,5.22161495064543e-09
QTL fixation,2 - 8,20X,Chr,2,1,CV,negative_QTL,R,0.0326190476140989,0.00541011292048686,Inf,6.02927297331964,1.64698898899302e-09
QTL fixation,2 - 8,2X,Chr,2,1,CV,negative_QTL,R,0.0299999999986232,0.00541011292048789,Inf,5.54517076436878,2.93667423012496e-08
QTL fixation,2 - 8,20X,Peri,2,1,CV,negative_QTL,R,0.0328571428565661,0.00541011292048692,Inf,6.07328226591043,1.25321884828403e-09
QTL fixation,2 - 8,2X,Peri,2,1,CV,negative_QTL,R,0.0266666666666123,0.00541011292048719,Inf,4.92904067965571,8.26343688256796e-07
QTL fixation,2 - 8,20X,WT,2,1,CV,negative_QTL,R,0.0338095238090552,0.00541011292048743,Inf,6.24931943306075,4.12245026495378e-10
QTL fixation,2 - 8,2X,WT,2,1,CV,negative_QTL,R,0.0285714285714281,0.0054101129204873,Inf,5.28111501392741,1.28400051173542e-07
QTL fixation,2 - 8,20X,Chr,200,1,CV,negative_QTL,R,0.038042795759851,0.00541011292048763,Inf,7.03179329506899,2.03895720221785e-12
QTL fixation,2 - 8,2X,Chr,200,1,CV,negative_QTL,R,0.0397509513448156,0.00541011292048737,Inf,7.34752710877514,2.01907356605842e-13
QTL fixation,2 - 8,20X,Peri,200,1,CV,negative_QTL,R,0.0395543871746784,0.00541011292048736,Inf,7.31119437912125,2.64778175865051e-13
QTL fixation,2 - 8,2X,Peri,200,1,CV,negative_QTL,R,0.0404563265562974,0.00541011292048731,Inf,7.47790797546853,7.55150441892105e-14
QTL fixation,2 - 8,20X,WT,200,1,CV,negative_QTL,R,0.0404974059296066,0.00541011292048739,Inf,7.48550104679853,7.1274690023695e-14
QTL fixation,2 - 8,2X,WT,200,1,CV,negative_QTL,R,0.0402614806805145,0.00541011292048732,Inf,7.44189285366856,9.92527136739332e-14
QTL fixation,2 - 8,20X,Chr,2,2,CV,negative_QTL,R,-0.0488095238102652,0.00541011292048744,Inf,-9.02190481559627,1.84846795397096e-19
QTL fixation,2 - 8,2X,Chr,2,2,CV,negative_QTL,R,-0.0483333333331007,0.00541011292048732,Inf,-8.93388623185097,4.11300286233041e-19
QTL fixation,2 - 8,20X,Peri,2,2,CV,negative_QTL,R,-0.0466666666664989,0.00541011292048734,Inf,-8.62582118938382,6.36343783714044e-18
QTL fixation,2 - 8,2X,Peri,2,2,CV,negative_QTL,R,-0.0416666666666837,0.00541011292048732,Inf,-7.7016260619807,1.34345547068363e-14
QTL fixation,2 - 8,20X,WT,2,2,CV,negative_QTL,R,-0.0449999999998245,0.00541011292048732,Inf,-8.31775614690331,8.9644209677699e-17
QTL fixation,2 - 8,2X,WT,2,2,CV,negative_QTL,R,-0.0354761904762203,0.00541011292048733,Inf,-6.5573844756321,5.47597015371257e-11
QTL fixation,2 - 8,20X,Chr,200,2,CV,negative_QTL,R,0.0286418699571621,0.00541011292048734,Inf,5.29413533102043,1.19580855830525e-07
QTL fixation,2 - 8,2X,Chr,200,2,CV,negative_QTL,R,0.029044227457256,0.00541011292048733,Inf,5.36850669923536,7.93912427240321e-08
QTL fixation,2 - 8,20X,Peri,200,2,CV,negative_QTL,R,0.0243136939524442,0.00541011292048737,Inf,4.49411949617014,6.98583938461235e-06
QTL fixation,2 - 8,2X,Peri,200,2,CV,negative_QTL,R,0.0259649461016766,0.00541011292048735,Inf,4.79933533426834,1.59193059213943e-06
QTL fixation,2 - 8,20X,WT,200,2,CV,negative_QTL,R,0.0296914586927735,0.00541011292048734,Inf,5.48814029007344,4.06187418305502e-08
QTL fixation,2 - 8,2X,WT,200,2,CV,negative_QTL,R,0.0316748994115829,0.00541011292048747,Inf,5.85475753965018,4.77706416522632e-09
QTL fixation,2 - 8,20X,Chr,2,3,CV,negative_QTL,R,-0.0357142857155739,0.00541011292048743,Inf,-6.6013937676473,4.07310088045708e-11
QTL fixation,2 - 8,2X,Chr,2,3,CV,negative_QTL,R,-0.0188095238092429,0.0054101129204873,Inf,-3.47673405078368,0.000507561007328778
QTL fixation,2 - 8,20X,Peri,2,3,CV,negative_QTL,R,-0.0197619047618538,0.00541011292048729,Inf,-3.6527712179571,0.000259425353606051
QTL fixation,2 - 8,20X,WT,2,3,CV,negative_QTL,R,-0.0154761904761009,0.00541011292048739,Inf,-2.86060396586078,0.00422834887850885
QTL fixation,2 - 8,2X,WT,2,3,CV,negative_QTL,R,-0.0304761904761545,0.00541011292048735,Inf,-5.63318934818263,1.76907039590119e-08
QTL fixation,2 - 8,20X,Chr,200,3,CV,negative_QTL,R,0.0382367680690206,0.00541011292048738,Inf,7.06764694766777,1.57582841568191e-12
QTL fixation,2 - 8,2X,Chr,200,3,CV,negative_QTL,R,0.0439200884515995,0.0054101129204873,Inf,8.11814634871679,4.7335777933968e-16
QTL fixation,2 - 8,20X,Peri,200,3,CV,negative_QTL,R,0.0445472703612593,0.00541011292048739,Inf,8.23407404170155,1.80951753740366e-16
QTL fixation,2 - 8,2X,Peri,200,3,CV,negative_QTL,R,0.0436109750266735,0.00541011292048734,Inf,8.06101012448831,7.56665616320743e-16
QTL fixation,2 - 8,20X,WT,200,3,CV,negative_QTL,R,0.0406376474544151,0.0054101129204874,Inf,7.51142315357699,5.84880011347055e-14
QTL fixation,2 - 8,2X,WT,200,3,CV,negative_QTL,R,0.0386667739340558,0.00541011292048738,Inf,7.14712881271477,8.86117200911783e-13
QTL fixation,2 - 8,20X,Chr,2,4,CV,negative_QTL,R,0.0876190476192713,0.00541011292048719,Inf,16.195419376086,5.43260860986975e-59
QTL fixation,2 - 8,2X,Chr,2,4,CV,negative_QTL,R,0.0826190476189057,0.00541011292048734,Inf,15.2712242485806,1.18919334515844e-52
QTL fixation,2 - 8,20X,Peri,2,4,CV,negative_QTL,R,0.0914285714286541,0.0054101129204873,Inf,16.8995680445833,4.53214422818544e-64
QTL fixation,2 - 8,2X,Peri,2,4,CV,negative_QTL,R,0.0859523809523777,0.00541011292048727,Inf,15.8873543335647,7.75314273501533e-57
QTL fixation,2 - 8,20X,WT,2,4,CV,negative_QTL,R,0.09309523809529,0.00541011292048729,Inf,17.2076330870567,2.32752234048759e-66
QTL fixation,2 - 8,2X,WT,2,4,CV,negative_QTL,R,0.0745238095237962,0.00541011292048728,Inf,13.7749083279918,3.60840834860444e-43
QTL fixation,2 - 8,20X,Chr,200,4,CV,negative_QTL,R,0.0503729228731436,0.00541011292048733,Inf,9.31088197482689,1.26775195591258e-20
QTL fixation,2 - 8,2X,Chr,200,4,CV,negative_QTL,R,0.0486858716765861,0.00541011292048732,Inf,8.99904907570778,2.27681128094823e-19
QTL fixation,2 - 8,20X,Peri,200,4,CV,negative_QTL,R,0.0475909890269525,0.00541011292048731,Inf,8.79667203372638,1.40933436989038e-18
QTL fixation,2 - 8,2X,Peri,200,4,CV,negative_QTL,R,0.0457309011367597,0.00541011292048731,Inf,8.45285520078212,2.84264133160794e-17
QTL fixation,2 - 8,20X,WT,200,4,CV,negative_QTL,R,0.0495455983940982,0.00541011292048729,Inf,9.15796012435829,5.28875510112152e-20
QTL fixation,2 - 8,2X,WT,200,4,CV,negative_QTL,R,0.0501090647770777,0.00541011292048729,Inf,9.26211070148317,2.0043023528245e-20
QTL fixation,2 - 8,20X,Chr,2,5,CV,negative_QTL,R,0.0273809523798535,0.00541011292048738,Inf,5.06106855481066,4.16913263123493e-07
QTL fixation,2 - 8,2X,Chr,2,5,CV,negative_QTL,R,0.0264285714287259,0.00541011292048738,Inf,4.88503138791141,1.03412378427724e-06
QTL fixation,2 - 8,20X,Peri,2,5,CV,negative_QTL,R,0.0321428571428334,0.00541011292048728,Inf,5.94125439066405,2.8284927851798e-09
QTL fixation,2 - 8,2X,Peri,2,5,CV,negative_QTL,R,0.02619047619052,0.00541011292048731,Inf,4.84102209610829,1.29173006935742e-06
QTL fixation,2 - 8,20X,WT,2,5,CV,negative_QTL,R,0.0250000000000318,0.00541011292048736,Inf,4.62097563719238,3.81939630085575e-06
QTL fixation,2 - 8,2X,WT,2,5,CV,negative_QTL,R,0.0273809523809829,0.00541011292048735,Inf,5.06106855501944,4.16913262666887e-07
QTL fixation,2 - 8,20X,Chr,200,5,CV,negative_QTL,R,0.053542565724449,0.00541011292048736,Inf,9.89675567060543,4.29998273797064e-23
QTL fixation,2 - 8,2X,Chr,200,5,CV,negative_QTL,R,0.0547999608258844,0.0054101129204873,Inf,10.1291713558076,4.10110074244826e-24
QTL fixation,2 - 8,20X,Peri,200,5,CV,negative_QTL,R,0.0579565667042383,0.00541011292048735,Inf,10.7126353102104,8.87974588330521e-27
QTL fixation,2 - 8,2X,Peri,200,5,CV,negative_QTL,R,0.053070821669729,0.00541011292048736,Inf,9.80955895925147,1.02415197791256e-22
QTL fixation,2 - 8,20X,WT,200,5,CV,negative_QTL,R,0.0534890783521023,0.00541011292048734,Inf,9.88686911682503,4.74640246260326e-23
QTL fixation,2 - 8,2X,WT,200,5,CV,negative_QTL,R,0.0510403600951978,0.00541011292048729,Inf,9.43425042052552,3.9379978099777e-21
QTL fixation,2 - 8,20X,Chr,200,1,GW,negative_QTL,R,0.0339213922820813,0.00541011292048738,Inf,6.26999709259773,3.61054847037777e-10
QTL fixation,2 - 8,2X,Chr,200,1,GW,negative_QTL,R,0.0349758988633413,0.00541011292048732,Inf,6.464911061448,1.01358405632111e-10
QTL fixation,2 - 8,20X,Peri,200,1,GW,negative_QTL,R,0.0327157056083932,0.00541011292048728,Inf,6.04713914279012,1.47440417336686e-09
QTL fixation,2 - 8,2X,Peri,200,1,GW,negative_QTL,R,0.0343983229119726,0.00541011292048732,Inf,6.35815248545202,2.04194720572083e-10
QTL fixation,2 - 8,20X,WT,200,1,GW,negative_QTL,R,0.0369675031333157,0.00541011292048735,Inf,6.83303725386672,8.31353549253924e-12
QTL fixation,2 - 8,2X,WT,200,1,GW,negative_QTL,R,0.0345856625876593,0.00541011292048734,Inf,6.39278016854108,1.62896377037373e-10
QTL fixation,2 - 8,20X,Chr,2,2,GW,negative_QTL,R,-0.0380952380949626,0.00541011292048738,Inf,-7.04148668518563,1.90199393889371e-12
QTL fixation,2 - 8,2X,Chr,2,2,GW,negative_QTL,R,-0.0433333333333975,0.00541011292048732,Inf,-8.00969110446852,1.14996913418966e-15
QTL fixation,2 - 8,20X,Peri,2,2,GW,negative_QTL,R,-0.0423809523809851,0.00541011292048736,Inf,-7.83365393733175,4.73892004631906e-15
QTL fixation,2 - 8,2X,Peri,2,2,GW,negative_QTL,R,-0.0333333333333335,0.00541011292048743,Inf,-6.16130084958195,7.21497677831384e-10
QTL fixation,2 - 8,20X,WT,2,2,GW,negative_QTL,R,-0.0485714285714749,0.00541011292048732,Inf,-8.97789552368528,2.75994977150737e-19
QTL fixation,2 - 8,2X,WT,2,2,GW,negative_QTL,R,-0.0502380952380881,0.00541011292048729,Inf,-9.28596056615453,1.60255056562689e-20
QTL fixation,2 - 8,20X,Chr,200,2,GW,negative_QTL,R,0.0172082201299815,0.00541011292048732,Inf,3.1807506391995,0.00146894009943136
QTL fixation,2 - 8,2X,Chr,200,2,GW,negative_QTL,R,0.0204333814335748,0.00541011292048729,Inf,3.77688631159557,0.000158801172775961
QTL fixation,2 - 8,20X,Peri,200,2,GW,negative_QTL,R,0.0168882823391609,0.00541011292048736,Inf,3.12161364972759,0.00179862809468138
QTL fixation,2 - 8,2X,Peri,200,2,GW,negative_QTL,R,0.0172316043396816,0.00541011292048746,Inf,3.18507295373217,0.00144717520526715
QTL fixation,2 - 8,20X,WT,200,2,GW,negative_QTL,R,0.0214531299861138,0.00541011292048729,Inf,3.96537564028914,7.32804507570214e-05
QTL fixation,2 - 8,2X,WT,200,2,GW,negative_QTL,R,0.0216193422689502,0.00541011292048707,Inf,3.99609815667282,6.43950426269972e-05
QTL fixation,2 - 8,20X,Chr,2,3,GW,negative_QTL,R,-0.0107142857140744,0.00541011292048735,Inf,-1.98041813018374,0.0476565643929894
QTL fixation,2 - 8,2X,Peri,2,3,GW,negative_QTL,R,-0.0116666666666711,0.00541011292048745,Inf,-2.15645529735448,0.0310481307795095
QTL fixation,2 - 8,20X,WT,2,3,GW,negative_QTL,R,-0.0138095238094874,0.00541011292048736,Inf,-2.55253892339152,0.0106940959779532
QTL fixation,2 - 8,20X,Chr,200,3,GW,negative_QTL,R,0.0303536960580564,0.00541011292048735,Inf,5.61054759931371,2.0168738630066e-08
QTL fixation,2 - 8,2X,Chr,200,3,GW,negative_QTL,R,0.0343541022396873,0.00541011292048731,Inf,6.34997877948043,2.15344631071556e-10
QTL fixation,2 - 8,20X,Peri,200,3,GW,negative_QTL,R,0.0319489102112722,0.00541011292048745,Inf,5.90540542883782,3.5178054204824e-09
QTL fixation,2 - 8,2X,Peri,200,3,GW,negative_QTL,R,0.0323855046823844,0.0054101129204871,Inf,5.98610512541179,2.14925483982337e-09
QTL fixation,2 - 8,20X,WT,200,3,GW,negative_QTL,R,0.0327257344613473,0.00541011292048742,Inf,6.04899286619676,1.4575411265369e-09
QTL fixation,2 - 8,2X,WT,200,3,GW,negative_QTL,R,0.0329488575709669,0.00541011292048761,Inf,6.09023472434236,1.127452596379e-09
QTL fixation,2 - 8,20X,Chr,2,4,GW,negative_QTL,R,0.0952380952380981,0.00541011292048726,Inf,17.6037167130923,2.3067685174303e-69
QTL fixation,2 - 8,2X,Chr,2,4,GW,negative_QTL,R,0.0928571428572432,0.00541011292048731,Inf,17.1636237952829,4.97127044954049e-66
QTL fixation,2 - 8,20X,Peri,2,4,GW,negative_QTL,R,0.0842857142856661,0.00541011292048728,Inf,15.5792892910772,1.00667756325547e-54
QTL fixation,2 - 8,2X,Peri,2,4,GW,negative_QTL,R,0.081666666666656,0.00541011292048736,Inf,15.0951870814739,1.74193138532335e-51
QTL fixation,2 - 8,20X,WT,2,4,GW,negative_QTL,R,0.0830952380952033,0.00541011292048734,Inf,15.3592428321659,3.07140771426324e-53
QTL fixation,2 - 8,2X,WT,2,4,GW,negative_QTL,R,0.0849999999999957,0.00541011292048728,Inf,15.7113171664335,1.26522887313906e-55
QTL fixation,2 - 8,20X,Chr,200,4,GW,negative_QTL,R,0.0334979328221786,0.00541011292048737,Inf,6.1917252586959,5.95092143531372e-10
QTL fixation,2 - 8,2X,Chr,200,4,GW,negative_QTL,R,0.0363626855061931,0.00541011292048731,Inf,6.72124335307179,1.80180376426173e-11
QTL fixation,2 - 8,20X,Peri,200,4,GW,negative_QTL,R,0.0364198815858898,0.00541011292048726,Inf,6.73181542070469,1.67559122390845e-11
QTL fixation,2 - 8,2X,Peri,200,4,GW,negative_QTL,R,0.0346644560543603,0.0054101129204875,Inf,6.40734427614067,1.48076200608865e-10
QTL fixation,2 - 8,20X,WT,200,4,GW,negative_QTL,R,0.0356867606291016,0.00541011292048736,Inf,6.5963060574874,4.21528293781609e-11
QTL fixation,2 - 8,2X,WT,200,4,GW,negative_QTL,R,0.0385055832703456,0.00541011292048732,Inf,7.11733448751698,1.10034229727575e-12
QTL fixation,2 - 8,20X,Chr,2,5,GW,negative_QTL,R,0.0288095238096573,0.00541011292048733,Inf,5.32512430573486,1.00884024842107e-07
QTL fixation,2 - 8,2X,Chr,2,5,GW,negative_QTL,R,0.0288095238094705,0.00541011292048733,Inf,5.32512430570033,1.0088402486127e-07
QTL fixation,2 - 8,20X,Peri,2,5,GW,negative_QTL,R,0.0373809523810236,0.00541011292048728,Inf,6.90945880990166,4.86506101002711e-12
QTL fixation,2 - 8,2X,Peri,2,5,GW,negative_QTL,R,0.0380952380952328,0.00541011292048729,Inf,7.04148668523569,1.90199393821028e-12
QTL fixation,2 - 8,20X,WT,2,5,GW,negative_QTL,R,0.0152380952381687,0.00541011292048738,Inf,2.8165946741082,0.00485357357393269
QTL fixation,2 - 8,2X,WT,2,5,GW,negative_QTL,R,0.0335714285714174,0.00541011292048733,Inf,6.20531014136269,5.45891387625787e-10
QTL fixation,2 - 8,20X,Chr,200,5,GW,negative_QTL,R,0.0518419425066891,0.00541011292048738,Inf,9.58241413231332,9.4802623156125e-22
QTL fixation,2 - 8,2X,Chr,200,5,GW,negative_QTL,R,0.047163372313102,0.00541011292048736,Inf,8.71763177705604,2.84081088151739e-18
QTL fixation,2 - 8,20X,Peri,200,5,GW,negative_QTL,R,0.04651629185149,0.00541011292048733,Inf,8.59802605511975,8.10988896359155e-18
QTL fixation,2 - 8,2X,Peri,200,5,GW,negative_QTL,R,0.0515414822861695,0.00541011292048704,Inf,9.5268773579553,1.62085335851995e-21
QTL fixation,2 - 8,20X,WT,200,5,GW,negative_QTL,R,0.0485292739215153,0.0054101129204874,Inf,8.97010369926684,2.96235405841358e-19
QTL fixation,2 - 8,2X,WT,200,5,GW,negative_QTL,R,0.0477306023827315,0.0054101129204871,Inf,8.82247803035395,1.11954166851645e-18
QTL fixation,2 - 8,20X,Chr,2,1,CV,positive_QTL,R,-0.0326190476162339,0.00541011292048675,Inf,-6.02927297371442,1.64698898497026e-09
QTL fixation,2 - 8,2X,Chr,2,1,CV,positive_QTL,R,-0.0299999999991944,0.00541011292048726,Inf,-5.54517076447499,2.93667422834227e-08
QTL fixation,2 - 8,20X,Peri,2,1,CV,positive_QTL,R,-0.0328571428567792,0.00541011292048713,Inf,-6.07328226594958,1.25321884797833e-09
QTL fixation,2 - 8,2X,Peri,2,1,CV,positive_QTL,R,-0.0266666666665969,0.00541011292048727,Inf,-4.92904067965279,8.26343688269143e-07
QTL fixation,2 - 8,20X,WT,2,1,CV,positive_QTL,R,-0.0338095238090401,0.00541011292048738,Inf,-6.24931943305802,4.12245026502593e-10
QTL fixation,2 - 8,2X,WT,2,1,CV,positive_QTL,R,-0.0285714285713704,0.00541011292048734,Inf,-5.28111501391671,1.28400051181041e-07
QTL fixation,2 - 8,20X,Chr,200,1,CV,positive_QTL,R,-0.0543925814716421,0.00541011292048714,Inf,-10.053871752966,8.83273631045344e-24
QTL fixation,2 - 8,2X,Chr,200,1,CV,positive_QTL,R,-0.0520119302879821,0.00541011292048736,Inf,-9.61383450815231,6.98964108602019e-22
QTL fixation,2 - 8,20X,Peri,200,1,CV,positive_QTL,R,-0.0508652180877507,0.0054101129204873,Inf,-9.40187734254707,5.35980726709519e-21
QTL fixation,2 - 8,2X,Peri,200,1,CV,positive_QTL,R,-0.0484344715414439,0.00541011292048728,Inf,-8.95258051972075,3.47267416908118e-19
QTL fixation,2 - 8,20X,WT,200,1,CV,positive_QTL,R,-0.0485555387524493,0.0054101129204873,Inf,-8.97495846502143,2.83458718103702e-19
QTL fixation,2 - 8,2X,WT,200,1,CV,positive_QTL,R,-0.0476254757837868,0.00541011292048738,Inf,-8.80304653225175,1.33151320328427e-18
QTL fixation,2 - 8,20X,Chr,2,2,CV,positive_QTL,R,0.0488095238096665,0.00541011292048741,Inf,9.02190481548565,1.84846795583786e-19
QTL fixation,2 - 8,2X,Chr,2,2,CV,positive_QTL,R,0.0483333333334598,0.00541011292048733,Inf,8.93388623191732,4.11300285986279e-19
QTL fixation,2 - 8,20X,Peri,2,2,CV,positive_QTL,R,0.0466666666665556,0.00541011292048732,Inf,8.62582118939434,6.36343783655536e-18
QTL fixation,2 - 8,2X,Peri,2,2,CV,positive_QTL,R,0.0416666666666703,0.00541011292048732,Inf,7.70162606197824,1.34345547070952e-14
QTL fixation,2 - 8,20X,WT,2,2,CV,positive_QTL,R,0.044999999999898,0.00541011292048738,Inf,8.31775614691682,8.96442096674857e-17
QTL fixation,2 - 8,2X,WT,2,2,CV,positive_QTL,R,0.0354761904761943,0.00541011292048729,Inf,6.55738447562735,5.475970153887e-11
QTL fixation,2 - 8,20X,Chr,2,3,CV,positive_QTL,R,0.0357142857150605,0.00541011292048734,Inf,6.60139376755252,4.07310088306172e-11
QTL fixation,2 - 8,2X,Chr,2,3,CV,positive_QTL,R,0.0188095238095681,0.00541011292048729,Inf,3.47673405084378,0.000507561007215
QTL fixation,2 - 8,20X,Peri,2,3,CV,positive_QTL,R,0.0197619047617704,0.00541011292048728,Inf,3.65277121794169,0.000259425353621629
QTL fixation,2 - 8,20X,WT,2,3,CV,positive_QTL,R,0.0154761904760498,0.00541011292048735,Inf,2.86060396585136,0.00422834887863448
QTL fixation,2 - 8,2X,WT,2,3,CV,positive_QTL,R,0.0304761904761884,0.00541011292048738,Inf,5.63318934818886,1.76907039583722e-08
QTL fixation,2 - 8,20X,Chr,200,3,CV,positive_QTL,R,0.0166709137528536,0.00541011292048733,Inf,3.08143545206298,0.002060051360837
QTL fixation,2 - 8,2X,Chr,200,3,CV,positive_QTL,R,0.022092174235096,0.00541011292048742,Inf,4.08349595651428,4.43632015781075e-05
QTL fixation,2 - 8,20X,Peri,200,3,CV,positive_QTL,R,0.0224289685431066,0.00541011292048739,Inf,4.14574868819669,3.38705160569922e-05
QTL fixation,2 - 8,2X,Peri,200,3,CV,positive_QTL,R,0.0178610663661617,0.0054101129204872,Inf,3.30142210128829,0.000961960429564456
QTL fixation,2 - 8,20X,WT,200,3,CV,positive_QTL,R,0.0189843781155688,0.00541011292048735,Inf,3.50905395036721,0.000449703673922399
QTL fixation,2 - 8,2X,WT,200,3,CV,positive_QTL,R,0.0163071350802217,0.00541011292048735,Inf,3.01419495672057,0.00257662174581492
QTL fixation,2 - 8,20X,Chr,2,4,CV,positive_QTL,R,-0.0876190476189137,0.00541011292048735,Inf,-16.1954193760194,5.43260861575154e-59
QTL fixation,2 - 8,2X,Chr,2,4,CV,positive_QTL,R,-0.0826190476193102,0.00541011292048738,Inf,-15.2712242486553,1.18919334379649e-52
QTL fixation,2 - 8,20X,Peri,2,4,CV,positive_QTL,R,-0.0914285714285527,0.00541011292048734,Inf,-16.8995680445644,4.53214422963617e-64
QTL fixation,2 - 8,2X,Peri,2,4,CV,positive_QTL,R,-0.0859523809523697,0.00541011292048738,Inf,-15.8873543335629,7.75314273524225e-57
QTL fixation,2 - 8,20X,WT,2,4,CV,positive_QTL,R,-0.0930952380952306,0.00541011292048734,Inf,-17.2076330870455,2.32752234093545e-66
QTL fixation,2 - 8,2X,WT,2,4,CV,positive_QTL,R,-0.0745238095237897,0.00541011292048743,Inf,-13.7749083279902,3.60840834868335e-43
QTL fixation,2 - 8,20X,Chr,200,4,CV,positive_QTL,R,0.0141968175660379,0.00541011292048728,Inf,2.62412592392973,0.00868716606665719
QTL fixation,2 - 8,2X,Chr,200,4,CV,positive_QTL,R,0.0113454745797493,0.00541011292048742,Inf,2.09708646501359,0.0359859219164967
QTL fixation,2 - 8,20X,Peri,200,4,CV,positive_QTL,R,0.0130067758635876,0.00541011292048732,Inf,2.40415977535938,0.0162096868860844
QTL fixation,2 - 8,20X,WT,200,4,CV,positive_QTL,R,0.0155784479396514,0.00541011292048721,Inf,2.87950513577238,0.0039829981062604
QTL fixation,2 - 8,2X,WT,200,4,CV,positive_QTL,R,0.0132357193077103,0.00541011292048742,Inf,2.4464774584627,0.0144259817900833
QTL fixation,2 - 8,20X,Chr,2,5,CV,positive_QTL,R,-0.0273809523801565,0.00541011292048737,Inf,-5.06106855486667,4.16913263000989e-07
QTL fixation,2 - 8,2X,Chr,2,5,CV,positive_QTL,R,-0.0264285714285588,0.00541011292048736,Inf,-4.88503138788053,1.03412378443929e-06
QTL fixation,2 - 8,20X,Peri,2,5,CV,positive_QTL,R,-0.032142857142943,0.00541011292048735,Inf,-5.94125439068424,2.82849278483141e-09
