response,contrast,Matrix,Recombination,Map_type,QTL,H2,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,1 - 2,CV,20X,Chr,200,2,DV,1.55018042777983,0.0693182380709369,Inf,22.3632404821579,0
Bulmer effect,1 - 3,CV,20X,Chr,200,2,DV,1.79854329023687,0.0693182380709412,Inf,25.9461772296666,0
Bulmer effect,1 - 4,CV,20X,Chr,200,2,DV,2.29661245984358,0.0693182380709372,Inf,33.1314315504288,0
Bulmer effect,1 - 5,CV,20X,Chr,200,2,DV,1.42739136513976,0.0693182380709407,Inf,20.5918587209178,0
Bulmer effect,2 - 3,CV,20X,Chr,200,2,DV,0.248362862457034,0.069318238070942,Inf,3.58293674751014,0.0031315571729067
Bulmer effect,2 - 4,CV,20X,Chr,200,2,DV,0.746432032063751,0.0693182380709405,Inf,10.7681910682705,5.12923037376822e-14
Bulmer effect,3 - 4,CV,20X,Chr,200,2,DV,0.498069169606717,0.0693182380709419,Inf,7.18525432076016,6.74371669617813e-12
Bulmer effect,3 - 5,CV,20X,Chr,200,2,DV,-0.371151925097109,0.0693182380709423,Inf,-5.3543185087489,8.55056050297343e-07
Bulmer effect,4 - 5,CV,20X,Chr,200,2,DV,-0.869221094703826,0.0693182380709411,Inf,-12.5395728295092,0
Bulmer effect,1 - 2,GW,20X,Chr,200,2,DV,2.44232729435489,0.0693182380709272,Inf,35.2335454899456,0
Bulmer effect,1 - 3,GW,20X,Chr,200,2,DV,2.86975811217951,0.0693182380709231,Inf,41.3997555627902,0
Bulmer effect,1 - 4,GW,20X,Chr,200,2,DV,3.40715695547782,0.0693182380709207,Inf,49.1523883222753,0
Bulmer effect,1 - 5,GW,20X,Chr,200,2,DV,1.80295748978459,0.0693182380709317,Inf,26.0098574337631,0
Bulmer effect,2 - 3,GW,20X,Chr,200,2,DV,0.427430817824617,0.0693182380709414,Inf,6.16621007284082,6.98890401107377e-09
Bulmer effect,2 - 4,GW,20X,Chr,200,2,DV,0.964829661122926,0.0693182380709405,Inf,13.9188428323224,0
Bulmer effect,2 - 5,GW,20X,Chr,200,2,DV,-0.639369804570309,0.0693182380709421,Inf,-9.22368805617883,5.57331958361829e-14
