response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,GW,DV,-0.038945261418239,0.00576834677914831,Inf,-6.75154648451792,1.46277504064605e-11
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,GW,DV,-0.0260559521700632,0.00576834677914852,Inf,-4.51705716865888,6.27049806270421e-06
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,GW,DV,-0.0374767359421285,0.00576834677914853,Inf,-6.49696306012664,8.19575754258286e-11
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,GW,DV,-0.517619047619481,0.00576834677914855,Inf,-89.7343844670665,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,GW,DV,-0.73380952380917,0.00576834677914853,Inf,-127.213143020761,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,GW,DV,-0.509999999999747,0.00576834677914856,Inf,-88.4135471610856,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,GW,DV,-0.765476190476269,0.00576834677914859,Inf,-132.702873073323,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,4,GW,DV,-0.508809523808976,0.00576834677914855,Inf,-88.2071663319936,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,4,GW,DV,-0.733571428571402,0.00576834677914863,Inf,-127.171866855008,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,4,GW,DV,-0.501904761904892,0.00576834677914846,Inf,-87.0101575236751,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,4,GW,DV,-0.746666666666691,0.00576834677914854,Inf,-129.442055974469,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,4,GW,DV,-0.5228571428566,0.0057683467791485,Inf,-90.6424601146781,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,4,GW,DV,-0.749047619047611,0.00576834677914854,Inf,-129.854817632545,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,4,GW,DV,-0.509047619047741,0.00576834677914849,Inf,-88.2484424979189,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,4,GW,DV,-0.763809523809544,0.00576834677914863,Inf,-132.413939912655,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,4,GW,DV,-0.0362010011207688,0.00576834677914852,Inf,-6.27580180366904,3.47837046824223e-10
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,4,GW,DV,-0.0554814160268963,0.00576834677914857,Inf,-9.61825253423575,6.69589915670645e-22
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,4,GW,DV,-0.036593911131796,0.00576834677914853,Inf,-6.34391664247303,2.23996059057145e-10
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,4,GW,DV,-0.0569199726677891,0.00576834677914863,Inf,-9.86764056445825,5.75012166096933e-23
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,4,GW,DV,-0.0359675212485679,0.0057683467791486,Inf,-6.23532575721403,4.50838919587855e-10
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,4,GW,DV,-0.0554739301573773,0.00576834677914856,Inf,-9.61695478467153,6.78089213958303e-22
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,4,GW,DV,-0.0360895205606101,0.00576834677914864,Inf,-6.25647554530982,3.9377481726555e-10
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,4,GW,DV,-0.0569030299224389,0.0057683467791483,Inf,-9.86470337188026,5.9209193897989e-23
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,4,GW,DV,-0.0377315174904549,0.00576834677914851,Inf,-6.54113196294773,6.10549266030454e-11
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,4,GW,DV,-0.0563866745204369,0.00576834677914852,Inf,-9.77518805288615,1.4388986514592e-22
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,4,GW,DV,-0.0356396683335431,0.00576834677914855,Inf,-6.17848920983279,6.47179110004565e-10
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,4,GW,DV,-0.0573658205184031,0.00576834677914871,Inf,-9.94493270164821,2.65353323761785e-23
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,5,GW,DV,-0.0854761904752305,0.00576834677914864,Inf,-14.8181435249713,1.11832677471116e-49
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,5,GW,DV,-0.216666666666651,0.00576834677914852,Inf,-37.5613108854446,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,5,GW,DV,-0.109761904762615,0.00576834677914853,Inf,-19.0283124376959,9.94025860535523e-81
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,5,GW,DV,-0.247619047618897,0.00576834677914847,Inf,-42.9272124404856,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,5,GW,DV,-0.0950000000001719,0.00576834677914851,Inf,-16.4691901574952,6.10826184357911e-61
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,5,GW,DV,-0.24166666666663,0.0057683467791485,Inf,-41.8953082953004,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,5,GW,DV,-0.116428571428535,0.00576834677914847,Inf,-20.1840450801958,1.35215138130996e-90
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,5,GW,DV,-0.235238095238103,0.00576834677914868,Inf,-40.780851818486,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,5,GW,DV,-0.100000000000183,0.00576834677914856,Inf,-17.3359896394689,2.5169722066597e-67
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,5,GW,DV,-0.225476190476166,0.0057683467791485,Inf,-39.0885290203461,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,5,GW,DV,-0.100476190476158,0.00576834677914852,Inf,-17.418541971048,5.96785944512535e-68
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,5,GW,DV,-0.254523809523818,0.00576834677914843,Inf,-44.1242212489507,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,5,GW,DV,0.0747328072018891,0.00576834677914855,Inf,12.95567171378,2.18217536680673e-38
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,5,GW,DV,0.0161659711767015,0.00576834677914852,Inf,2.80253108830739,0.00507033294159954
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,5,GW,DV,0.0632393050994592,0.00576834677914852,Inf,10.9631593800944,5.74577728515002e-28
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,5,GW,DV,0.0743818990899259,0.00576834677914853,Inf,12.8948383198462,4.8127142380099e-38
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,5,GW,DV,0.014499092114667,0.00576834677914845,Inf,2.51356110681117,0.0119519070362678
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,5,GW,DV,0.0666313333956878,0.00576834677914852,Inf,11.5512010540953,7.27959444205487e-31
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,5,GW,DV,0.0130663526620938,0.00576834677914878,Inf,2.26518154375281,0.023501541242232
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,5,GW,DV,0.0643106487540822,0.00576834677914854,Inf,11.1488874050625,7.25072876931328e-29
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,5,GW,DV,0.0638634177978561,0.00576834677914851,Inf,11.0713554928269,1.72767335984901e-28
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,1,CV,R,-0.930476190482736,0.0057683467791484,Inf,-161.307255979521,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,1,CV,R,-0.99571428571503,0.00576834677914856,Inf,-172.616925409953,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,1,CV,R,-0.936666666668046,0.00576834677914871,Inf,-162.380436289629,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,1,CV,R,-0.996666666667031,0.00576834677914855,Inf,-172.78203007312,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,1,CV,R,-0.929523809524691,0.00576834677914851,Inf,-161.142151315303,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,1,CV,R,-0.995238095238069,0.00576834677914854,Inf,-172.534373078204,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,1,CV,R,-0.943809523809207,0.00576834677914858,Inf,-163.618721263585,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,1,CV,R,-0.997142857142751,0.0057683467791485,Inf,-172.864582404656,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,1,CV,R,-0.930000000000433,0.00576834677914848,Inf,-161.224703646843,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,1,CV,R,-0.997619047619111,0.00576834677914847,Inf,-172.947134736303,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,1,CV,R,-0.937142857142747,0.00576834677914852,Inf,-162.462988620993,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,1,CV,R,-0.994285714285619,0.00576834677914851,Inf,-172.36926841496,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,1,CV,R,-0.752593369221303,0.00576834677914858,Inf,-130.469508515295,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,1,CV,R,-0.82805468140757,0.00576834677914856,Inf,-143.551473777691,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,1,CV,R,-0.760287933702202,0.00576834677914857,Inf,-131.803437416504,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,1,CV,R,-0.836344032503646,0.00576834677914853,Inf,-144.988514824884,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,1,CV,R,-0.7565324614289,0.0057683467791486,Inf,-131.152389132292,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,1,CV,R,-0.831136378988365,0.00576834677914853,Inf,-144.085716551017,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,1,CV,R,-0.76289410566948,0.00576834677914859,Inf,-132.255243118737,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,1,CV,R,-0.835086816043501,0.00576834677914851,Inf,-144.770563909608,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,1,CV,R,-0.765950434526376,0.00576834677914844,Inf,-132.785087972719,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,1,CV,R,-0.838885357441552,0.00576834677914847,Inf,-145.429078652825,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,1,CV,R,-0.765584307037697,0.00576834677914851,Inf,-132.721616149213,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,1,CV,R,-0.838891248733212,0.00576834677914841,Inf,-145.430099966538,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,2,CV,R,-0.531428571430012,0.00576834677914855,Inf,-92.1284020841157,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,2,CV,R,-0.436666666666661,0.00576834677914858,Inf,-75.7004880922077,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,2,CV,R,-0.536666666666492,0.00576834677914854,Inf,-93.0364777316161,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,2,CV,R,-0.443809523809476,0.0057683467791485,Inf,-76.9387730664469,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,2,CV,R,-0.538809523809201,0.00576834677914859,Inf,-93.4079632238633,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,2,CV,R,-0.451666666666704,0.00576834677914858,Inf,-78.3008865381306,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,2,CV,R,-0.535714285714303,0.00576834677914853,Inf,-92.8713730684168,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,2,CV,R,-0.450476190476192,0.00576834677914847,Inf,-78.0945057090848,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,2,CV,R,-0.538809523809132,0.00576834677914852,Inf,-93.4079632238523,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,2,CV,R,-0.451190476190492,0.00576834677914859,Inf,-78.2183342065104,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,2,CV,R,-0.529285714285755,0.00576834677914852,Inf,-91.7569165915999,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,2,CV,R,-0.461428571428575,0.00576834677914859,Inf,-79.9932093362601,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,2,CV,R,-0.258773550849944,0.00576834677914854,Inf,-44.8609559649501,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,2,CV,R,-0.276548492894086,0.0057683467791486,Inf,-47.9424180761379,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,2,CV,R,-0.257232863491214,0.00576834677914855,Inf,-44.5938625640644,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,2,CV,R,-0.278838745493413,0.00576834677914864,Inf,-48.3394560294739,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,2,CV,R,-0.256539090056154,0.00576834677914862,Inf,-44.4735900732407,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,2,CV,R,-0.275531669266864,0.00576834677914873,Inf,-47.7661416374704,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,2,CV,R,-0.260525341230941,0.00576834677914873,Inf,-45.1646461639029,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,2,CV,R,-0.279015801280723,0.00576834677914863,Inf,-48.370150402418,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,2,CV,R,-0.258456567561167,0.00576834677914852,Inf,-44.806003774849,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,2,CV,R,-0.281937357227735,0.00576834677914847,Inf,-48.8766310387038,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,2,CV,R,-0.260126684617645,0.0057683467791485,Inf,-45.0955350947267,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,2,CV,R,-0.282071260734555,0.00576834677914842,Inf,-48.8998445367734,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,3,CV,R,-0.406190476191053,0.00576834677914843,Inf,-70.417138868863,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,3,CV,R,-0.348809523809559,0.00576834677914849,Inf,-60.469582908996,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,3,CV,R,-0.398571428571642,0.00576834677914852,Inf,-69.096301562937,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,3,CV,R,-0.375952380952249,0.00576834677914851,Inf,-65.1750658110997,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,3,CV,R,-0.414047619047539,0.00576834677914848,Inf,-71.7792523404185,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,3,CV,R,-0.382619047619024,0.00576834677914844,Inf,-66.3307984537485,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,3,CV,R,-0.393571428571419,0.00576834677914852,Inf,-68.2295020809264,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,3,CV,R,-0.400952380952386,0.00576834677914841,Inf,-69.509063220984,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,3,CV,R,-0.394999999999889,0.00576834677914847,Inf,-68.4771590757584,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,3,CV,R,-0.37904761904761,0.00576834677914846,Inf,-65.711655966628,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,3,CV,R,-0.40619047619047,0.00576834677914856,Inf,-70.4171388687602,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,3,CV,R,-0.35285714285715,0.00576834677914854,Inf,-61.1712777277296,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,3,CV,R,-0.0266554114679172,0.00576834677914849,Inf,-4.62097937042752,3.81932756452803e-06
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,3,CV,R,-0.03681234375199,0.0057683467791485,Inf,-6.38178409887903,1.75036626745532e-10
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,3,CV,R,-0.0314715995603906,0.00576834677914854,Inf,-5.45591323915447,4.87217798114302e-08
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,3,CV,R,-0.0408618812662237,0.00576834677914856,Inf,-7.08381150279165,1.4024263901625e-12
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,3,CV,R,-0.0273324522788856,0.0057683467791485,Inf,-4.73835109527176,2.15464267652595e-06
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,3,CV,R,-0.0379624558307316,0.00576834677914839,Inf,-6.58116740969172,4.66768652924562e-11
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,3,CV,R,-0.0301600722698928,0.00576834677914856,Inf,-5.22854700395536,1.70847401030355e-07
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,3,CV,R,-0.042791152496135,0.00576834677914862,Inf,-7.41826976332563,1.18660228024223e-13
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,3,CV,R,-0.0312380482303438,0.0057683467791485,Inf,-5.41542480477484,6.11433643495257e-08
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,CV,R,-0.0410079983373107,0.00576834677914839,Inf,-7.10914234309694,1.16766272826548e-12
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,CV,R,-0.0326423470424528,0.00576834677914853,Inf,-5.65887390134876,1.52369453103946e-08
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,CV,R,-0.0410827968070572,0.00576834677914839,Inf,-7.12210939806266,1.06287636914534e-12
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,CV,R,-0.723095238094925,0.0057683467791487,Inf,-125.355715559396,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,CV,R,-0.90047619047566,0.0057683467791485,Inf,-156.10645908646,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,CV,R,-0.7376190476187,0.00576834677914855,Inf,-127.873561673693,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,CV,R,-0.905714285714315,0.00576834677914848,Inf,-157.014534734338,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,4,CV,R,-0.722142857142622,0.00576834677914853,Inf,-125.190610896181,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,4,CV,R,-0.907380952380985,0.00576834677914851,Inf,-157.303467894995,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,4,CV,R,-0.720952380952466,0.00576834677914852,Inf,-124.984230067196,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,4,CV,R,-0.896904761904772,0.0057683467791485,Inf,-155.487316599431,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,4,CV,R,-0.720238095237902,0.0057683467791485,Inf,-124.860401569723,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,4,CV,R,-0.907619047619088,0.00576834677914855,Inf,-157.344744060803,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,4,CV,R,-0.738095238095314,0.00576834677914856,Inf,-127.956114005382,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,4,CV,R,-0.88976190476191,0.0057683467791486,Inf,-154.249031625182,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,4,CV,R,-0.0458422871964039,0.00576834677914852,Inf,-7.94721415884965,1.90752488168831e-15
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,4,CV,R,-0.0718709638757346,0.00576834677914845,Inf,-12.4595428512612,1.24079834718827e-35
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,4,CV,R,-0.0438672169266456,0.0057683467791485,Inf,-7.60481618151277,2.85309121454497e-14
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,4,CV,R,-0.0728900561354785,0.00576834677914838,Inf,-12.6362125798269,1.33322856965529e-36
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,4,CV,R,-0.0466221475916983,0.0057683467791485,Inf,-8.08241067617999,6.3498846668457e-16
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,4,CV,R,-0.0721127488909754,0.00576834677914836,Inf,-12.5014586764533,7.32939443972498e-36
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,4,CV,R,-0.0467311483762597,0.00576834677914869,Inf,-8.10130704089819,5.43718314279648e-16
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,4,CV,R,-0.0735977054298641,0.00576834677914802,Inf,-12.7588905881859,2.78134027817428e-37
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,4,CV,R,-0.0467201948493674,0.00576834677914852,Inf,-8.09940813861122,5.52272101929834e-16
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,4,CV,R,-0.0720014039656391,0.00576834677914844,Inf,-12.4821559317327,9.3422311039264e-36
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,4,CV,R,-0.0458196428964982,0.00576834677914849,Inf,-7.94328854536411,1.96890205837033e-15
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,4,CV,R,-0.073784530396545,0.00576834677914843,Inf,-12.7912785450527,1.83431102972401e-37
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,5,CV,R,-0.344285714285609,0.00576834677914855,Inf,-59.6853357586155,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,5,CV,R,-0.427380952380833,0.00576834677914854,Inf,-74.0907176256693,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,5,CV,R,-0.336190476190663,0.00576834677914854,Inf,-58.281946121188,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,5,CV,R,-0.405476190476086,0.00576834677914846,Inf,-70.2933103713199,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,5,CV,R,-0.35785714285709,0.00576834677914851,Inf,-62.0380772096915,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,5,CV,R,-0.442857142857127,0.00576834677914853,Inf,-76.7736684032193,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,5,CV,R,-0.344285714285732,0.00576834677914851,Inf,-59.6853357586371,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,5,CV,R,-0.409523809523814,0.00576834677914846,Inf,-70.9950051900779,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,5,CV,R,-0.342380952380907,0.00576834677914852,Inf,-59.3551264321607,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,5,CV,R,-0.412619047619066,0.00576834677914852,Inf,-71.5315953455859,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,5,CV,R,-0.356666666666661,0.0057683467791485,Inf,-61.8316963806587,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,5,CV,R,-0.422619047619052,0.00576834677914855,Inf,-73.2651943095269,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,5,CV,R,0.0700454627494004,0.00576834677914854,Inf,12.1430741651319,6.24353972229114e-34
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,5,CV,R,0.0208583319663366,0.00576834677914849,Inf,3.61599826864356,0.000299192374213477
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,5,CV,R,0.0641094130921626,0.0057683467791485,Inf,11.1140012115614,1.0724395187297e-28
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,5,CV,R,0.0202064593998358,0.00576834677914853,Inf,3.50298970805262,0.000460067239059239
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,5,CV,R,0.0708637755827377,0.00576834677914857,Inf,12.2849367931374,1.09130282485435e-34
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,5,CV,R,0.0145946696000283,0.00576834677914844,Inf,2.53013040977105,0.0114020138868901
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,5,CV,R,0.0650121454201378,0.00576834677914866,Inf,11.2704987944107,1.83527244531109e-29
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,5,CV,R,0.0176163989239196,0.00576834677914838,Inf,3.05397709229272,0.00225829324238516
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,5,CV,R,0.0666219363011179,0.00576834677914851,Inf,11.5495719747543,7.41889890094753e-31
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,5,CV,R,0.018109424246837,0.00576834677914849,Inf,3.13944791119342,0.00169266504219271
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,5,CV,R,0.0646193691357865,0.00576834677914851,Inf,11.2024071384497,3.96802757706188e-29
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,5,CV,R,0.0191882930451173,0.00576834677914836,Inf,3.32648049428648,0.000879501751650545
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,1,GW,R,-0.940476190475358,0.00576834677914863,Inf,-163.040854942179,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,1,GW,R,-0.996904761905372,0.00576834677914852,Inf,-172.823306238972,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,1,GW,R,-0.943809523810026,0.00576834677914856,Inf,-163.618721263727,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,1,GW,R,-0.996190476190333,0.00576834677914853,Inf,-172.699477741416,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,1,GW,R,-0.94499999999991,0.00576834677914855,Inf,-163.825102092666,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,1,GW,R,-0.996904761904664,0.0057683467791485,Inf,-172.82330623885,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,1,GW,R,-0.937142857142838,0.00576834677914851,Inf,-162.462988621009,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,1,GW,R,-0.994999999999952,0.00576834677914861,Inf,-172.49309691239,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,1,GW,R,-0.946190476190509,0.00576834677914849,Inf,-164.03148292173,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,1,GW,R,-0.996904761904688,0.00576834677914849,Inf,-172.823306238854,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,1,GW,R,-0.952619047618939,0.00576834677914849,Inf,-165.145939398526,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,1,GW,R,-0.995952380952343,0.0057683467791485,Inf,-172.658201575627,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,1,GW,R,-0.760473000722213,0.00576834677914851,Inf,-131.835520615921,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,1,GW,R,-0.831288647667766,0.0057683467791485,Inf,-144.112113833502,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,1,GW,R,-0.756184205468606,0.00576834677914854,Inf,-131.092015515098,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,1,GW,R,-0.836322385567871,0.00576834677914856,Inf,-144.98476211434,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,1,GW,R,-0.753410955506492,0.00576834677914854,Inf,-130.61124518899,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,1,GW,R,-0.836511365135455,0.00576834677914833,Inf,-145.017523592602,0
