response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 200,WT,2X,2,2,CV,negative_QTL,DV,-0.0883290580059243,0.00541011292048722,Inf,-16.3266570040408,6.3785043243176e-60
QTL fixation,2 - 200,WT,20X,8,2,CV,negative_QTL,DV,-0.0224763236185426,0.00541011292048725,Inf,-4.15450175419227,3.25997116651865e-05
QTL fixation,2 - 200,Chr,2X,8,2,CV,negative_QTL,DV,-0.0121341412208624,0.00541011292048735,Inf,-2.24286283839143,0.0249056607913288
QTL fixation,2 - 200,Peri,2X,8,2,CV,negative_QTL,DV,-0.0138227034289475,0.00541011292048726,Inf,-2.55497503140888,0.0106195415352625
QTL fixation,2 - 200,WT,2X,8,2,CV,negative_QTL,DV,-0.0122436445668609,0.00541011292048724,Inf,-2.26310333015346,0.0236293203253559
QTL fixation,2 - 200,Chr,20X,2,3,CV,negative_QTL,DV,-0.116323323333615,0.00541011292048759,Inf,-21.5010897264473,1.52074943703628e-102
QTL fixation,2 - 200,Peri,20X,2,3,CV,negative_QTL,DV,-0.118965614805521,0.0054101129204873,Inf,-21.9894883071692,3.63058412272384e-107
QTL fixation,2 - 200,WT,20X,2,3,CV,negative_QTL,DV,-0.128114265008999,0.00541011292048731,Inf,-23.6805158953058,5.72541855905263e-124
QTL fixation,2 - 200,Chr,2X,2,3,CV,negative_QTL,DV,-0.128203605946118,0.00541011292048737,Inf,-23.6970295870588,3.86913867878782e-124
QTL fixation,2 - 200,Peri,2X,2,3,CV,negative_QTL,DV,-0.130566907070049,0.00541011292048728,Inf,-24.13385986374,1.10316041330633e-128
QTL fixation,2 - 200,WT,2X,2,3,CV,negative_QTL,DV,-0.150253393693009,0.0054101129204873,Inf,-27.7726908663998,9.27339902543642e-170
QTL fixation,2 - 200,Chr,20X,8,3,CV,negative_QTL,DV,-0.0538903313685707,0.0054101129204874,Inf,-9.96103633336284,2.25697633174864e-23
QTL fixation,2 - 200,Peri,20X,8,3,CV,negative_QTL,DV,-0.0423060852014551,0.00541011292048732,Inf,-7.81981556082649,5.29007887474115e-15
QTL fixation,2 - 200,WT,20X,8,3,CV,negative_QTL,DV,-0.081398285611237,0.00541011292048731,Inf,-15.0455797887311,3.69085726969376e-51
QTL fixation,2 - 200,Chr,2X,8,3,CV,negative_QTL,DV,-0.0634172485706705,0.00541011292048732,Inf,-11.7219824248988,9.83433515693286e-32
QTL fixation,2 - 200,Peri,2X,8,3,CV,negative_QTL,DV,-0.0869617501617668,0.00541011292048732,Inf,-16.0739251545851,3.88676445410618e-58
QTL fixation,2 - 200,WT,2X,8,3,CV,negative_QTL,DV,-0.0819883073961858,0.00541011292048727,Inf,-15.1546388404775,7.0602454476615e-52
QTL fixation,2 - 200,Chr,20X,2,4,CV,negative_QTL,DV,-0.256356305047941,0.00541011292048675,Inf,-47.3846496026328,0
QTL fixation,2 - 200,Peri,20X,2,4,CV,negative_QTL,DV,-0.263504713767159,0.00541011292048729,Inf,-48.7059545040743,0
QTL fixation,2 - 200,WT,20X,2,4,CV,negative_QTL,DV,-0.285293125682057,0.00541011292048742,Inf,-52.7333033293424,0
QTL fixation,2 - 200,Chr,2X,2,4,CV,negative_QTL,DV,-0.274171145792147,0.0054101129204873,Inf,-50.6775274050013,0
QTL fixation,2 - 200,Peri,2X,2,4,CV,negative_QTL,DV,-0.281560005383616,0.00541011292048737,Inf,-52.0432770113515,0
QTL fixation,2 - 200,WT,2X,2,4,CV,negative_QTL,DV,-0.274353816588688,0.00541011292048734,Inf,-50.7112920970187,0
QTL fixation,2 - 200,Chr,20X,8,4,CV,negative_QTL,DV,-0.287375980521338,0.00541011292048737,Inf,-53.1182961880673,0
QTL fixation,2 - 200,Peri,20X,8,4,CV,negative_QTL,DV,-0.286066117969465,0.00541011292048739,Inf,-52.8761824704564,0
QTL fixation,2 - 200,WT,20X,8,4,CV,negative_QTL,DV,-0.314130842144351,0.00541011292048735,Inf,-58.0636387375171,0
QTL fixation,2 - 200,Chr,2X,8,4,CV,negative_QTL,DV,-0.315139093677391,0.00541011292048739,Inf,-58.2500029683301,0
QTL fixation,2 - 200,Peri,2X,8,4,CV,negative_QTL,DV,-0.317824046450367,0.0054101129204874,Inf,-58.7462870223667,0
QTL fixation,2 - 200,WT,2X,8,4,CV,negative_QTL,DV,-0.317178353454295,0.0054101129204873,Inf,-58.6269377582097,0
QTL fixation,2 - 200,Chr,20X,2,5,CV,negative_QTL,DV,-0.133965977129057,0.00541011292048683,Inf,-24.7621406610127,2.29435315397099e-135
QTL fixation,2 - 200,Peri,20X,2,5,CV,negative_QTL,DV,-0.139099492666261,0.00541011292048716,Inf,-25.7110146702328,8.80278368829873e-146
QTL fixation,2 - 200,WT,20X,2,5,CV,negative_QTL,DV,-0.147789747710779,0.00541011292048738,Inf,-27.3173129438979,2.64194235354241e-164
QTL fixation,2 - 200,Chr,2X,2,5,CV,negative_QTL,DV,-0.148733130345511,0.00541011292048748,Inf,-27.4916868707629,2.20716338604844e-166
QTL fixation,2 - 200,Peri,2X,2,5,CV,negative_QTL,DV,-0.134609181413295,0.00541011292048729,Inf,-24.8810299140984,1.19391995513168e-136
QTL fixation,2 - 200,WT,2X,2,5,CV,negative_QTL,DV,-0.159849566576492,0.00541011292048731,Inf,-29.546438110592,7.2968194972711e-192
QTL fixation,2 - 200,Chr,20X,8,5,CV,negative_QTL,DV,-0.0952189500004892,0.00541011292048725,Inf,-17.60017792603,2.45551605845362e-69
QTL fixation,2 - 200,Peri,20X,8,5,CV,negative_QTL,DV,-0.0964056832810974,0.00541011292048728,Inf,-17.819532549131,4.98513304023415e-71
QTL fixation,2 - 200,WT,20X,8,5,CV,negative_QTL,DV,-0.119852581753685,0.0054101129204874,Inf,-22.1534344135071,9.66620490314216e-109
QTL fixation,2 - 200,Chr,2X,8,5,CV,negative_QTL,DV,-0.111751762618253,0.00541011292048736,Inf,-20.6560868988638,8.60625547946191e-95
QTL fixation,2 - 200,Peri,2X,8,5,CV,negative_QTL,DV,-0.123588483350457,0.00541011292048729,Inf,-22.843974823972,1.67750385618735e-115
QTL fixation,2 - 200,WT,2X,8,5,CV,negative_QTL,DV,-0.124038805378536,0.00541011292048727,Inf,-22.9272119087977,2.48765018463382e-116
QTL fixation,2 - 200,Chr,20X,2,1,GW,negative_QTL,DV,-0.0416978839297897,0.00541011292048726,Inf,-7.70739623047169,1.28410641623016e-14
QTL fixation,2 - 200,Peri,20X,2,1,GW,negative_QTL,DV,-0.0360105839662601,0.00541011292048711,Inf,-6.65616124755818,2.81071884002153e-11
QTL fixation,2 - 200,WT,20X,2,1,GW,negative_QTL,DV,-0.0420650828138235,0.00541011292048735,Inf,-7.77526891435646,7.52872976107299e-15
QTL fixation,2 - 200,Chr,2X,2,1,GW,negative_QTL,DV,-0.0418333896410294,0.00541011292048749,Inf,-7.73244297408488,1.05502084619038e-14
QTL fixation,2 - 200,Peri,2X,2,1,GW,negative_QTL,DV,-0.0364975828156078,0.00541011292048721,Inf,-6.746177640285,1.51790764444841e-11
QTL fixation,2 - 200,WT,2X,2,1,GW,negative_QTL,DV,-0.039684835246804,0.00541011292048723,Inf,-7.33530627364983,2.2121501222877e-13
QTL fixation,2 - 200,Chr,20X,8,1,GW,negative_QTL,DV,-0.0203671434424504,0.00541011292048696,Inf,-3.76464294586613,0.00016678723468218
QTL fixation,2 - 200,Peri,20X,8,1,GW,negative_QTL,DV,-0.0193980558138067,0.00541011292048721,Inf,-3.5855177329755,0.000336410141790241
QTL fixation,2 - 200,WT,20X,8,1,GW,negative_QTL,DV,-0.021639429617814,0.00541011292048731,Inf,-3.99981108266125,6.33930684764198e-05
QTL fixation,2 - 200,Chr,2X,8,1,GW,negative_QTL,DV,-0.0207177018035414,0.0054101129204873,Inf,-3.82943981170644,0.000128435289928424
QTL fixation,2 - 200,Peri,2X,8,1,GW,negative_QTL,DV,-0.0206848887994375,0.00541011292048731,Inf,-3.82337468800453,0.000131637507472218
QTL fixation,2 - 200,WT,2X,8,1,GW,negative_QTL,DV,-0.0216828509593482,0.00541011292048726,Inf,-4.00783704111584,6.12773767758175e-05
QTL fixation,2 - 200,Chr,20X,2,2,GW,negative_QTL,DV,-0.0429834864507496,0.00541011292048739,Inf,-7.94502574760996,1.94150454154039e-15
QTL fixation,2 - 200,Peri,20X,2,2,GW,negative_QTL,DV,-0.0535981599960497,0.00541011292048733,Inf,-9.90703166159085,3.88002509550542e-23
QTL fixation,2 - 200,WT,20X,2,2,GW,negative_QTL,DV,-0.0592724458906415,0.00541011292048729,Inf,-10.9558611366845,6.22831386136252e-28
QTL fixation,2 - 200,Chr,2X,2,2,GW,negative_QTL,DV,-0.0521855713199037,0.00541011292048729,Inf,-9.64593014727747,5.11453937875514e-22
QTL fixation,2 - 200,Peri,2X,2,2,GW,negative_QTL,DV,-0.062474924503053,0.00541011292048731,Inf,-11.5478041625471,7.57306158802641e-31
QTL fixation,2 - 200,WT,2X,2,2,GW,negative_QTL,DV,-0.0634258735595208,0.00541011292048721,Inf,-11.723576659433,9.65095530809152e-32
QTL fixation,2 - 200,WT,20X,8,2,GW,negative_QTL,DV,-0.0142329050493711,0.00541011292048729,Inf,-2.63079629918134,0.00851850772147367
QTL fixation,2 - 200,Chr,2X,8,2,GW,negative_QTL,DV,-0.0114253844110346,0.0054101129204873,Inf,-2.11185692035527,0.0346987233697213
QTL fixation,2 - 200,WT,2X,8,2,GW,negative_QTL,DV,-0.011831773500471,0.0054101129204872,Inf,-2.18697348361547,0.0287444597869336
QTL fixation,2 - 200,Chr,20X,2,3,GW,negative_QTL,DV,-0.0837734617065728,0.00541011292048748,Inf,-15.4846050235536,4.40761179529383e-54
QTL fixation,2 - 200,Peri,20X,2,3,GW,negative_QTL,DV,-0.0796747043289332,0.00541011292048732,Inf,-14.7269947041616,4.32516693319677e-49
QTL fixation,2 - 200,WT,20X,2,3,GW,negative_QTL,DV,-0.107270527949303,0.00541011292048733,Inf,-19.8277798496746,1.71441726406953e-87
QTL fixation,2 - 200,Chr,2X,2,3,GW,negative_QTL,DV,-0.0915579189503478,0.00541011292048736,Inf,-16.9234765144421,3.02062125997018e-64
QTL fixation,2 - 200,Peri,2X,2,3,GW,negative_QTL,DV,-0.0960932668006031,0.00541011292048729,Inf,-17.7617857913302,1.3971767540261e-70
QTL fixation,2 - 200,WT,2X,2,3,GW,negative_QTL,DV,-0.103378506182958,0.00541011292048728,Inf,-19.1083823392076,2.15031860455161e-81
QTL fixation,2 - 200,Chr,20X,8,3,GW,negative_QTL,DV,-0.0509627535985261,0.00541011292048735,Inf,-9.41990571130914,4.51493280691551e-21
QTL fixation,2 - 200,Peri,20X,8,3,GW,negative_QTL,DV,-0.0527135832367385,0.00541011292048739,Inf,-9.74352735543082,1.96608726616436e-22
QTL fixation,2 - 200,WT,20X,8,3,GW,negative_QTL,DV,-0.0703931668623608,0.00541011292048734,Inf,-13.011404363815,1.05387324724391e-38
QTL fixation,2 - 200,Chr,2X,8,3,GW,negative_QTL,DV,-0.060919261293712,0.00541011292048732,Inf,-11.2602568909457,2.06156872377648e-29
QTL fixation,2 - 200,Peri,2X,8,3,GW,negative_QTL,DV,-0.0627453320979301,0.0054101129204873,Inf,-11.5977860388686,4.22876802454276e-31
QTL fixation,2 - 200,WT,2X,8,3,GW,negative_QTL,DV,-0.0585116497846291,0.0054101129204873,Inf,-10.8152363258545,2.91540300125973e-27
QTL fixation,2 - 200,Chr,20X,2,4,GW,negative_QTL,DV,-0.247661638304804,0.00541011292048704,Inf,-45.7775358748905,0
QTL fixation,2 - 200,Peri,20X,2,4,GW,negative_QTL,DV,-0.236657471198609,0.00541011292048732,Inf,-43.7435363506779,0
QTL fixation,2 - 200,WT,20X,2,4,GW,negative_QTL,DV,-0.259163468824217,0.00541011292048726,Inf,-47.9035230194189,0
QTL fixation,2 - 200,Chr,2X,2,4,GW,negative_QTL,DV,-0.245217204567971,0.00541011292048728,Inf,-45.3257091251036,0
QTL fixation,2 - 200,Peri,2X,2,4,GW,negative_QTL,DV,-0.237849749082138,0.00541011292048733,Inf,-43.9639158327794,0
QTL fixation,2 - 200,WT,2X,2,4,GW,negative_QTL,DV,-0.249943723398412,0.00541011292048726,Inf,-46.1993542596705,0
QTL fixation,2 - 200,Chr,20X,8,4,GW,negative_QTL,DV,-0.295085976204159,0.00541011292048731,Inf,-54.5434042765931,0
QTL fixation,2 - 200,Peri,20X,8,4,GW,negative_QTL,DV,-0.293382325982605,0.00541011292048735,Inf,-54.2285032298692,0
QTL fixation,2 - 200,WT,20X,8,4,GW,negative_QTL,DV,-0.31150896416351,0.00541011292048731,Inf,-57.5790133665919,0
QTL fixation,2 - 200,Chr,2X,8,4,GW,negative_QTL,DV,-0.31288674836139,0.0054101129204873,Inf,-57.8336816550601,0
QTL fixation,2 - 200,Peri,2X,8,4,GW,negative_QTL,DV,-0.305478454725459,0.00541011292048739,Inf,-56.4643398788688,0
QTL fixation,2 - 200,WT,2X,8,4,GW,negative_QTL,DV,-0.319355459274135,0.00541011292048735,Inf,-59.0293518763314,0
QTL fixation,2 - 200,Chr,20X,2,5,GW,negative_QTL,DV,-0.0964121478108714,0.00541011292048718,Inf,-17.820727446515,4.87978043987214e-71
QTL fixation,2 - 200,Peri,20X,2,5,GW,negative_QTL,DV,-0.0917571194588117,0.00541011292048733,Inf,-16.9602965423033,1.61527200020866e-64
QTL fixation,2 - 200,WT,20X,2,5,GW,negative_QTL,DV,-0.097376398078706,0.00541011292048735,Inf,-17.998958526347,1.98516913758237e-72
QTL fixation,2 - 200,Chr,2X,2,5,GW,negative_QTL,DV,-0.0996831849425332,0.0054101129204873,Inf,-18.4253427622643,8.22679521445618e-76
QTL fixation,2 - 200,Peri,2X,2,5,GW,negative_QTL,DV,-0.109023194671525,0.00541011292048734,Inf,-20.1517410586145,2.59813782453081e-90
QTL fixation,2 - 200,WT,2X,2,5,GW,negative_QTL,DV,-0.0967907191308956,0.00541011292048725,Inf,-17.8907022003855,1.39341320314676e-71
QTL fixation,2 - 200,Chr,20X,8,5,GW,negative_QTL,DV,-0.0865679622900895,0.00541011292048734,Inf,-16.0011377881354,1.25461102680009e-57
QTL fixation,2 - 200,Peri,20X,8,5,GW,negative_QTL,DV,-0.0903152082722337,0.00541011292048728,Inf,-16.6937750837369,1.45474198651115e-62
QTL fixation,2 - 200,WT,20X,8,5,GW,negative_QTL,DV,-0.0997429203491952,0.00541011292048732,Inf,-18.4363841966187,6.70797937969251e-76
QTL fixation,2 - 200,Chr,2X,8,5,GW,negative_QTL,DV,-0.0950084839152581,0.00541011292048731,Inf,-17.5612755799375,4.87669216692709e-69
QTL fixation,2 - 200,Peri,2X,8,5,GW,negative_QTL,DV,-0.0979867952437275,0.00541011292048731,Inf,-18.11178374349,2.572754049243e-73
QTL fixation,2 - 200,WT,2X,8,5,GW,negative_QTL,DV,-0.110015227097884,0.00541011292048725,Inf,-20.335107365555,6.29017420201525e-92
QTL fixation,2 - 200,Chr,20X,2,1,CV,positive_QTL,DV,0.0870971360972592,0.00541011292048698,Inf,16.0989497589672,2.59471447484466e-58
QTL fixation,2 - 200,Peri,20X,2,1,CV,positive_QTL,DV,0.0826206352022748,0.00541011292048683,Inf,15.2715176959449,1.18385352680542e-52
QTL fixation,2 - 200,WT,20X,2,1,CV,positive_QTL,DV,0.0658776618507441,0.00541011292048777,Inf,12.176762817883,4.13365420140672e-34
QTL fixation,2 - 200,Chr,2X,2,1,CV,positive_QTL,DV,0.0697965181487914,0.00541011292048809,Inf,12.9011203970387,4.43600298148588e-38
QTL fixation,2 - 200,Peri,2X,2,1,CV,positive_QTL,DV,0.0773275234957925,0.00541011292048727,Inf,14.2931440863212,2.41457332939717e-46
QTL fixation,2 - 200,WT,2X,2,1,CV,positive_QTL,DV,0.0694998439930344,0.00541011292048752,Inf,12.8462834352026,9.024274750906e-38
QTL fixation,2 - 200,Chr,20X,8,1,CV,positive_QTL,DV,0.0571862095430133,0.00541011292048681,Inf,10.5702432432533,4.0943130171502e-26
QTL fixation,2 - 200,Peri,20X,8,1,CV,positive_QTL,DV,0.0544191751577405,0.00541011292048728,Inf,10.0587873039883,8.4026982358473e-24
QTL fixation,2 - 200,WT,20X,8,1,CV,positive_QTL,DV,0.0471360282836608,0.0054101129204876,Inf,8.71257753330083,2.97042008057919e-18
QTL fixation,2 - 200,Chr,2X,8,1,CV,positive_QTL,DV,0.0525112145081778,0.00541011292048733,Inf,9.70612171685462,2.83935735493538e-22
QTL fixation,2 - 200,Peri,2X,8,1,CV,positive_QTL,DV,0.0518302969038398,0.00541011292048732,Inf,9.58026157043153,9.67994697483355e-22
QTL fixation,2 - 200,WT,2X,8,1,CV,positive_QTL,DV,0.0488535678236168,0.0054101129204873,Inf,9.03004586810296,1.71599855660067e-19
QTL fixation,2 - 200,Chr,20X,2,2,CV,positive_QTL,DV,0.153042730461721,0.0054101129204874,Inf,28.2882691564842,4.81822745097017e-176
QTL fixation,2 - 200,Peri,20X,2,2,CV,positive_QTL,DV,0.14907666045834,0.0054101129204873,Inf,27.5551846420449,3.83555991740435e-167
QTL fixation,2 - 200,WT,20X,2,2,CV,positive_QTL,DV,0.130941722609213,0.00541011292048732,Inf,24.2031404027364,2.06163778270468e-129
QTL fixation,2 - 200,Chr,2X,2,2,CV,positive_QTL,DV,0.137388865806026,0.00541011292048733,Inf,25.3948240684134,2.87673817433199e-142
QTL fixation,2 - 200,Peri,2X,2,2,CV,positive_QTL,DV,0.146227563302554,0.0054101129204873,Inf,27.0285603002503,6.82515041566175e-161
QTL fixation,2 - 200,WT,2X,2,2,CV,positive_QTL,DV,0.13163735166354,0.00541011292048726,Inf,24.3317197992392,9.05302333645661e-131
QTL fixation,2 - 200,Chr,20X,8,2,CV,positive_QTL,DV,0.0940493856061704,0.00541011292048725,Inf,17.3839967831392,1.09079375773698e-67
QTL fixation,2 - 200,Peri,20X,8,2,CV,positive_QTL,DV,0.0868262350633254,0.00541011292048723,Inf,16.0488766758506,5.82080398062497e-58
QTL fixation,2 - 200,WT,20X,8,2,CV,positive_QTL,DV,0.0815784422489973,0.00541011292048729,Inf,15.0788797660899,2.23020852302303e-51
QTL fixation,2 - 200,Chr,2X,8,2,CV,positive_QTL,DV,0.0809924248170848,0.00541011292048731,Inf,14.9705608750565,1.14352768483502e-50
QTL fixation,2 - 200,Peri,2X,8,2,CV,positive_QTL,DV,0.080498138938429,0.00541011292048729,Inf,14.8791975549336,4.49862708057687e-50
QTL fixation,2 - 200,WT,2X,8,2,CV,positive_QTL,DV,0.0736631150975329,0.00541011292048717,Inf,13.6158184089991,3.22512496842104e-42
QTL fixation,2 - 200,Chr,20X,2,3,CV,positive_QTL,DV,0.220751620760574,0.00541011292048719,Inf,40.8035144561631,0
QTL fixation,2 - 200,Peri,20X,2,3,CV,positive_QTL,DV,0.225706656389386,0.00541011292048733,Inf,41.7193984130474,0
QTL fixation,2 - 200,WT,20X,2,3,CV,positive_QTL,DV,0.190534041166397,0.00541011292048738,Inf,35.2181264913843,1.05568150296883e-271
QTL fixation,2 - 200,Chr,2X,2,3,CV,positive_QTL,DV,0.203701836472866,0.00541011292048724,Inf,37.6520489436513,0
QTL fixation,2 - 200,Peri,2X,2,3,CV,positive_QTL,DV,0.208171000280461,0.00541011292048727,Inf,38.4781248265908,0
QTL fixation,2 - 200,WT,2X,2,3,CV,positive_QTL,DV,0.205097112441006,0.00541011292048732,Inf,37.9099503938878,0
QTL fixation,2 - 200,Chr,20X,8,3,CV,positive_QTL,DV,0.214296310070942,0.00541011292048731,Inf,39.6103211190719,0
QTL fixation,2 - 200,Peri,20X,8,3,CV,positive_QTL,DV,0.199457499947173,0.00541011292048736,Inf,36.8675299164005,1.53193954960283e-297
QTL fixation,2 - 200,WT,20X,8,3,CV,positive_QTL,DV,0.188460249292916,0.00541011292048733,Inf,34.8348088224265,7.2315326586581e-266
QTL fixation,2 - 200,Chr,2X,8,3,CV,positive_QTL,DV,0.189826642345117,0.00541011292048724,Inf,35.0873715826289,1.05035107877792e-269
QTL fixation,2 - 200,Peri,2X,8,3,CV,positive_QTL,DV,0.20760599019745,0.00541011292048718,Inf,38.3736889134572,0
QTL fixation,2 - 200,WT,2X,8,3,CV,positive_QTL,DV,0.187616149027731,0.00541011292048729,Inf,34.6787861519963,1.64546936099138e-263
QTL fixation,2 - 200,Chr,20X,2,4,CV,positive_QTL,DV,0.353486170801399,0.00541011292048723,Inf,65.3380393342261,0
QTL fixation,2 - 200,Peri,20X,2,4,CV,positive_QTL,DV,0.353343603752122,0.00541011292048733,Inf,65.3116873797698,0
QTL fixation,2 - 200,WT,20X,2,4,CV,positive_QTL,DV,0.339881636798656,0.00541011292048731,Inf,62.823390526947,0
QTL fixation,2 - 200,Chr,2X,2,4,CV,positive_QTL,DV,0.339232576002761,0.00541011292048729,Inf,62.703418761952,0
QTL fixation,2 - 200,Peri,2X,2,4,CV,positive_QTL,DV,0.346426985121183,0.00541011292048736,Inf,64.0332263323582,0
QTL fixation,2 - 200,WT,2X,2,4,CV,positive_QTL,DV,0.332139566536468,0.0054101129204873,Inf,61.3923538044289,0
QTL fixation,2 - 200,Chr,20X,8,4,CV,positive_QTL,DV,0.447122268118568,0.0054101129204873,Inf,82.6456443127797,0
QTL fixation,2 - 200,Peri,20X,8,4,CV,positive_QTL,DV,0.433987207438863,0.00541011292048737,Inf,80.2177724970236,0
QTL fixation,2 - 200,WT,20X,8,4,CV,positive_QTL,DV,0.420752257789469,0.00541011292048729,Inf,77.771437301455,0
QTL fixation,2 - 200,Chr,2X,8,4,CV,positive_QTL,DV,0.431144060328252,0.00541011292048729,Inf,79.6922479557818,0
QTL fixation,2 - 200,Peri,2X,8,4,CV,positive_QTL,DV,0.434174358303605,0.0054101129204874,Inf,80.252365280481,0
QTL fixation,2 - 200,WT,2X,8,4,CV,positive_QTL,DV,0.420506426509086,0.00541011292048724,Inf,77.7259980871554,0
QTL fixation,2 - 200,Chr,20X,2,5,CV,positive_QTL,DV,0.256117074421915,0.005410112920487,Inf,47.3404304468492,0
QTL fixation,2 - 200,Peri,20X,2,5,CV,positive_QTL,DV,0.257658042646579,0.00541011292048723,Inf,47.6252615118012,0
QTL fixation,2 - 200,WT,20X,2,5,CV,positive_QTL,DV,0.219510424582225,0.00541011292048732,Inf,40.5740929641172,0
QTL fixation,2 - 200,Chr,2X,2,5,CV,positive_QTL,DV,0.234245243319576,0.00541011292048723,Inf,43.2976625002645,0
QTL fixation,2 - 200,Peri,2X,2,5,CV,positive_QTL,DV,0.223442731514339,0.0054101129204873,Inf,41.300936745367,0
QTL fixation,2 - 200,WT,2X,2,5,CV,positive_QTL,DV,0.229631615571595,0.00541011292048729,Inf,42.4448840433651,0
QTL fixation,2 - 200,Chr,20X,8,5,CV,positive_QTL,DV,0.264135620056708,0.00541011292048727,Inf,48.8225706078088,0
QTL fixation,2 - 200,Peri,20X,8,5,CV,positive_QTL,DV,0.257800489970699,0.0054101129204873,Inf,47.6515913363742,0
QTL fixation,2 - 200,WT,20X,8,5,CV,positive_QTL,DV,0.223349629604327,0.00541011292048731,Inf,41.2837278790493,0
QTL fixation,2 - 200,Chr,2X,8,5,CV,positive_QTL,DV,0.23445770161022,0.00541011292048727,Inf,43.3369330836635,0
QTL fixation,2 - 200,Peri,2X,8,5,CV,positive_QTL,DV,0.243178583284826,0.00541011292048729,Inf,44.948892353789,0
QTL fixation,2 - 200,WT,2X,8,5,CV,positive_QTL,DV,0.23522422029573,0.00541011292048719,Inf,43.4786156505117,0
QTL fixation,2 - 200,Chr,20X,2,1,GW,positive_QTL,DV,0.0942426978096898,0.0054101129204872,Inf,17.4197284224528,5.84539214617748e-68
QTL fixation,2 - 200,Peri,20X,2,1,GW,positive_QTL,DV,0.0954398040105584,0.00541011292048727,Inf,17.6410003660261,1.19329625995908e-69
QTL fixation,2 - 200,WT,20X,2,1,GW,positive_QTL,DV,0.0841325772503524,0.00541011292048744,Inf,15.5509835907034,1.56680932831905e-54
QTL fixation,2 - 200,Chr,2X,2,1,GW,positive_QTL,DV,0.0893923063656125,0.00541011292048744,Inf,16.523186794696,2.49840841587808e-61
QTL fixation,2 - 200,Peri,2X,2,1,GW,positive_QTL,DV,0.0911149450531111,0.00541011292048731,Inf,16.8415976509607,1.20926997989666e-63
QTL fixation,2 - 200,WT,2X,2,1,GW,positive_QTL,DV,0.081130429596406,0.00541011292048732,Inf,14.9960695439788,7.78976722704889e-51
QTL fixation,2 - 200,Chr,20X,8,1,GW,positive_QTL,DV,0.0639054133202298,0.00541011292048709,Inf,11.8122143214852,3.37552551466134e-32
QTL fixation,2 - 200,Peri,20X,8,1,GW,positive_QTL,DV,0.0642982567880175,0.00541011292048732,Inf,11.8848271252397,1.41928413775112e-32
QTL fixation,2 - 200,WT,20X,8,1,GW,positive_QTL,DV,0.056648393727676,0.00541011292048736,Inf,10.4708338920536,1.17602416136989e-25
QTL fixation,2 - 200,Chr,2X,8,1,GW,positive_QTL,DV,0.0595196160352064,0.00541011292048727,Inf,11.0015478253355,3.75628315767374e-28
