response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Prediction accuracy,2 - 8,20X,Chr,200,2,GW,R,-0.346957178906468,0.0203763376163238,Inf,-17.0274553474475,5.13908482298733e-65
Prediction accuracy,2 - 8,2X,Chr,200,2,GW,R,-0.393295607765402,0.0203763376163238,Inf,-19.3015847681247,5.20870082903832e-83
Prediction accuracy,2 - 8,20X,Peri,200,2,GW,R,-0.380757516293498,0.0203763376163238,Inf,-18.6862587115983,6.40501639186841e-78
Prediction accuracy,2 - 8,2X,Peri,200,2,GW,R,-0.395012943794689,0.0203763376163293,Inf,-19.3858656659738,1.01581362893913e-83
Prediction accuracy,2 - 8,20X,WT,200,2,GW,R,-0.36471540344776,0.0203763376163234,Inf,-17.8989674354232,1.20128549078889e-71
Prediction accuracy,2 - 8,2X,WT,200,2,GW,R,-0.431781432559612,0.0203763376163234,Inf,-21.1903356083831,1.17258567551773e-99
Prediction accuracy,2 - 8,2X,Peri,2,3,GW,R,-0.0762693059101807,0.0255799231516851,Inf,-2.98160809389126,0.0028673880136589
Prediction accuracy,2 - 8,20X,Chr,200,3,GW,R,-0.344818095809769,0.0203763376163215,Inf,-16.9224765658363,3.07235176280359e-64
Prediction accuracy,2 - 8,2X,Chr,200,3,GW,R,-0.349269499846904,0.020376337616323,Inf,-17.14093604177,7.34585356039685e-66
Prediction accuracy,2 - 8,20X,Peri,200,3,GW,R,-0.358264325169486,0.0203763376163218,Inf,-17.5823708811396,3.36218609547017e-69
Prediction accuracy,2 - 8,2X,Peri,200,3,GW,R,-0.38319458520894,0.0203763376163198,Inf,-18.8058616040025,6.76146237459834e-79
Prediction accuracy,2 - 8,20X,WT,200,3,GW,R,-0.375646598606064,0.0203763376163205,Inf,-18.4354325924197,6.82705077190691e-76
Prediction accuracy,2 - 8,2X,WT,200,3,GW,R,-0.348437624467927,0.0203763376163187,Inf,-17.1001104825077,1.48123241669682e-65
Prediction accuracy,2 - 8,20X,Chr,200,4,GW,R,-0.39215036263453,0.0203763376163207,Inf,-19.2453801079755,1.54327313716759e-82
Prediction accuracy,2 - 8,2X,Chr,200,4,GW,R,-0.392002174337682,0.0203763376163182,Inf,-19.238107540177,1.77574207219376e-82
Prediction accuracy,2 - 8,20X,Peri,200,4,GW,R,-0.44905360213976,0.0203763376163204,Inf,-22.0379938041511,1.24534385638821e-107
Prediction accuracy,2 - 8,2X,Peri,200,4,GW,R,-0.399163603413766,0.0203763376163187,Inf,-19.5895656486419,1.89802571223765e-85
Prediction accuracy,2 - 8,20X,WT,200,4,GW,R,-0.418323138139412,0.0203763376163199,Inf,-20.5298491817473,1.16535992537235e-93
Prediction accuracy,2 - 8,2X,WT,200,4,GW,R,-0.418320195089498,0.020376337616317,Inf,-20.5297047470648,1.16882877721912e-93
Prediction accuracy,2 - 8,20X,WT,2,5,GW,R,0.0646000682389873,0.0235235741564252,Inf,2.74618422393701,0.00602928968346033
Prediction accuracy,2 - 8,20X,Chr,200,5,GW,R,-0.34539192701971,0.0203763376163226,Inf,-16.9506382119931,1.90375947424857e-64
Prediction accuracy,2 - 8,2X,Chr,200,5,GW,R,-0.375309310142744,0.0203763376163223,Inf,-18.4188796441076,9.27024320087669e-76
Prediction accuracy,2 - 8,20X,Peri,200,5,GW,R,-0.383317241251237,0.0203763376163218,Inf,-18.8118811372753,6.03575116269503e-79
Prediction accuracy,2 - 8,2X,Peri,200,5,GW,R,-0.413809022199161,0.0203763376163195,Inf,-20.3083120230467,1.08571970747843e-91
Prediction accuracy,2 - 8,20X,WT,200,5,GW,R,-0.427469705041723,0.0203763376163218,Inf,-20.9787309717186,1.02594850242791e-97
Prediction accuracy,2 - 8,2X,WT,200,5,GW,R,-0.377487517997641,0.020376337616322,Inf,-18.5257785331974,1.27939153095225e-76
