response,contrast,Recombination,Map_type,QTL,H2,Repulsion,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL AF,CV - GW,2X,Chr,2,8,5,med_neg,R,-0.0416850000000021,0.00754599282974126,Inf,-5.5241239874636,3.31133570547973e-08
QTL AF,CV - GW,20X,Peri,2,8,5,med_neg,R,-0.0442800000000011,0.00754599282974132,Inf,-5.86801511730552,4.41043048886325e-09
QTL AF,CV - GW,2X,Peri,2,8,5,med_neg,R,-0.0312037499999997,0.00754599282974114,Inf,-4.13514175060118,3.54735604564241e-05
QTL AF,CV - GW,20X,WT,2,8,5,med_neg,R,-0.0336275000000038,0.00754599282974121,Inf,-4.45633871628752,8.33712706670458e-06
QTL AF,CV - GW,2X,WT,2,8,5,med_neg,R,-0.0441949999999996,0.00754599282974153,Inf,-5.85675086064367,4.72010392650935e-09
QTL AF,CV - GW,20X,Chr,2,2,1,small_neg,R,0.0678568181819645,0.00754599282974029,Inf,8.99243077922458,2.41821808374651e-19
QTL AF,CV - GW,2X,Chr,2,2,1,small_neg,R,0.0541249999999829,0.007545992829741,Inf,7.17268108003763,7.3543041570095e-13
QTL AF,CV - GW,20X,Peri,2,2,1,small_neg,R,0.0599727272727098,0.00754599282974158,Inf,7.94762579634781,1.90119911555427e-15
QTL AF,CV - GW,2X,Peri,2,2,1,small_neg,R,0.0452954545454641,0.0075459928297414,Inf,6.00258383057811,1.94201935010055e-09
QTL AF,CV - GW,20X,WT,2,2,1,small_neg,R,0.0622931818181771,0.00754599282974148,Inf,8.25513397954173,1.51731932443899e-16
QTL AF,CV - GW,2X,WT,2,2,1,small_neg,R,0.0638613636363644,0.00754599282974146,Inf,8.46295047944704,2.606964298103e-17
QTL AF,CV - GW,20X,Chr,2,2,2,small_neg,R,-0.0264863636363803,0.00754599282974144,Inf,-3.50999056505701,0.000448122594483233
QTL AF,CV - GW,2X,Chr,2,2,2,small_neg,R,-0.0279727272727229,0.00754599282974159,Inf,-3.7069644649637,0.000209758361390398
QTL AF,CV - GW,20X,Peri,2,2,2,small_neg,R,-0.0419704545454456,0.00754599282974135,Inf,-5.56195261411137,2.66772738503322e-08
QTL AF,CV - GW,20X,WT,2,2,2,small_neg,R,-0.0226590909090827,0.00754599282974157,Inf,-3.00279783195324,0.00267510074635224
QTL AF,CV - GW,20X,Chr,2,8,2,small_neg,R,-0.0762227272727194,0.00754599282974148,Inf,-10.1010866286936,5.46334238468715e-24
QTL AF,CV - GW,2X,Chr,2,8,2,small_neg,R,-0.0374909090909079,0.0075459928297414,Inf,-4.96832026438496,6.75353569149521e-07
QTL AF,CV - GW,20X,Peri,2,8,2,small_neg,R,-0.0419886363636387,0.0075459928297412,Inf,-5.56436208077854,2.63113126507669e-08
QTL AF,CV - GW,2X,Peri,2,8,2,small_neg,R,-0.0543727272727278,0.00754599282974173,Inf,-7.20551006335754,5.78269728209331e-13
QTL AF,CV - GW,20X,WT,2,8,2,small_neg,R,-0.0692227272727307,0.00754599282974151,Inf,-9.1734419624544,4.58151573700968e-20
QTL AF,CV - GW,2X,WT,2,8,2,small_neg,R,-0.0408727272727276,0.00754599282974188,Inf,-5.41648106417903,6.07834246521301e-08
QTL AF,CV - GW,20X,Chr,2,2,3,small_neg,R,-0.0437568181818426,0.00754599282974113,Inf,-5.79868271400725,6.68378536407627e-09
QTL AF,CV - GW,2X,Chr,2,2,3,small_neg,R,-0.0592159090909029,0.00754599282974137,Inf,-7.84733174639559,4.24981996650184e-15
QTL AF,CV - GW,20X,Peri,2,2,3,small_neg,R,-0.0535204545454453,0.00754599282974141,Inf,-7.0925663134084,1.3164752192799e-12
QTL AF,CV - GW,2X,Peri,2,2,3,small_neg,R,-0.0518863636363659,0.00754599282974143,Inf,-6.87601549684269,6.1549807679209e-12
QTL AF,CV - GW,20X,WT,2,2,3,small_neg,R,-0.044134090909081,0.00754599282974153,Inf,-5.84867914731278,4.95491800999326e-09
QTL AF,CV - GW,2X,WT,2,2,3,small_neg,R,-0.0618795454545483,0.00754599282974156,Inf,-8.20031861290114,2.39750739930515e-16
QTL AF,CV - GW,20X,Chr,2,8,3,small_neg,R,-0.0725204545454536,0.00754599282974146,Inf,-9.61045897891985,7.22263065741209e-22
QTL AF,CV - GW,2X,Chr,2,8,3,small_neg,R,-0.0549386363636358,0.00754599282974133,Inf,-7.28050471332332,3.32573565642508e-13
QTL AF,CV - GW,20X,Peri,2,8,3,small_neg,R,-0.086070454545457,0.00754599282974138,Inf,-11.4061140114292,3.89755506253833e-30
QTL AF,CV - GW,2X,Peri,2,8,3,small_neg,R,-0.115238636363636,0.00754599282974145,Inf,-15.2715009096536,1.18415833961557e-52
QTL AF,CV - GW,20X,WT,2,8,3,small_neg,R,-0.0908272727272755,0.00754599282974167,Inf,-12.0364907278059,2.28469401494301e-33
QTL AF,CV - GW,2X,WT,2,8,3,small_neg,R,-0.0941977272727275,0.00754599282974197,Inf,-12.4831456109333,9.22680636049188e-36
QTL AF,CV - GW,20X,Chr,2,2,4,small_neg,R,-0.0675227272727424,0.00754599282974151,Inf,-8.94815682922606,3.61467238787446e-19
QTL AF,CV - GW,2X,Chr,2,2,4,small_neg,R,-0.0562272727272697,0.00754599282974153,Inf,-7.45127566324439,9.24419777336076e-14
QTL AF,CV - GW,20X,Peri,2,2,4,small_neg,R,-0.0289477272727183,0.00754599282974146,Inf,-3.83617211490381,0.000124966845098148
QTL AF,CV - GW,2X,Peri,2,2,4,small_neg,R,-0.0492681818181857,0.00754599282974142,Inf,-6.52905229700225,6.61871399244827e-11
QTL AF,CV - GW,20X,WT,2,2,4,small_neg,R,-0.0452840909090837,0.00754599282974141,Inf,-6.00107791390992,1.96011900150553e-09
QTL AF,CV - GW,2X,WT,2,2,4,small_neg,R,-0.0522000000000015,0.00754599282974145,Inf,-6.91757879682348,4.59427855660452e-12
QTL AF,CV - GW,20X,Chr,2,8,4,small_neg,R,-0.0490045454545367,0.00754599282974141,Inf,-6.49411503034995,8.35229139509789e-11
QTL AF,CV - GW,2X,Chr,2,8,4,small_neg,R,-0.0502431818181823,0.00754599282974148,Inf,-6.65825994694242,2.77088391804617e-11
QTL AF,CV - GW,20X,Peri,2,8,4,small_neg,R,-0.0553318181818238,0.0075459928297414,Inf,-7.33260942996683,2.25714029355495e-13
QTL AF,CV - GW,2X,Peri,2,8,4,small_neg,R,-0.0563818181818171,0.0075459928297412,Inf,-7.47175612990223,7.91315608388098e-14
QTL AF,CV - GW,20X,WT,2,8,4,small_neg,R,-0.058886363636366,0.00754599282974151,Inf,-7.8036601630833,6.0136998214129e-15
QTL AF,CV - GW,2X,WT,2,8,4,small_neg,R,-0.0400272727272734,0.00754599282974142,Inf,-5.30444086423085,1.13018872913223e-07
QTL AF,CV - GW,20X,Chr,2,2,5,small_neg,R,-0.0627431818182164,0.0075459928297415,Inf,-8.31476827951953,9.19317146224157e-17
QTL AF,CV - GW,2X,Chr,2,2,5,small_neg,R,-0.068684090909084,0.00754599282974141,Inf,-9.10206151248592,8.86332129350174e-20
QTL AF,CV - GW,20X,Peri,2,2,5,small_neg,R,-0.0921454545454478,0.00754599282974138,Inf,-12.2111770610582,2.70940775686235e-34
QTL AF,CV - GW,2X,Peri,2,2,5,small_neg,R,-0.0765295454545474,0.00754599282974136,Inf,-10.1417463786764,3.60594598441913e-24
QTL AF,CV - GW,20X,WT,2,2,5,small_neg,R,-0.0886022727272633,0.00754599282974148,Inf,-11.7416322446067,7.79669971712843e-32
QTL AF,CV - GW,2X,WT,2,2,5,small_neg,R,-0.0710068181818205,0.00754599282974151,Inf,-9.40987087901233,4.96746764569733e-21
QTL AF,CV - GW,20X,Chr,2,8,5,small_neg,R,-0.119906818181807,0.0075459928297415,Inf,-15.8901314760346,7.4171845458467e-57
QTL AF,CV - GW,2X,Chr,2,8,5,small_neg,R,-0.100363636363638,0.00754599282974152,Inf,-13.3002559938923,2.30677182486011e-40
QTL AF,CV - GW,20X,Peri,2,8,5,small_neg,R,-0.110859090909095,0.00754599282974133,Inf,-14.6911206265876,7.3488326911895e-49
QTL AF,CV - GW,2X,Peri,2,8,5,small_neg,R,-0.126631818181818,0.00754599282974154,Inf,-16.78133295896,3.34248467506782e-63
QTL AF,CV - GW,20X,WT,2,8,5,small_neg,R,-0.0907363636363659,0.00754599282974158,Inf,-12.0244433944782,2.64363581143121e-33
QTL AF,CV - GW,2X,WT,2,8,5,small_neg,R,-0.111772727272727,0.00754599282974206,Inf,-14.81219632653,1.22181837655305e-49
