response,contrast,Recombination,Map_type,QTL,H2,Repulsion,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,CV - GW,2X,Peri,2,8,5,negative_QTL,DV,-0.029523809523805,0.00576834677914856,Inf,-5.11824456021399,3.08392551667482e-07
QTL fixation,CV - GW,20X,WT,2,8,5,negative_QTL,DV,-0.0247619047618164,0.00576834677914855,Inf,-4.29272124403578,1.76496536726216e-05
QTL fixation,CV - GW,2X,WT,2,8,5,negative_QTL,DV,-0.0235714285714338,0.00576834677914853,Inf,-4.0863404150111,4.38230666820657e-05
QTL fixation,CV - GW,20X,Chr,200,8,5,negative_QTL,DV,-0.0311905072693368,0.00576834677914853,Inf,-5.40718310870013,6.40236807515011e-08
QTL fixation,CV - GW,20X,Peri,200,8,5,negative_QTL,DV,-0.0194994484660963,0.00576834677914852,Inf,-3.38042236582985,0.000723745178227498
QTL fixation,CV - GW,2X,WT,200,8,5,negative_QTL,DV,-0.0117076959163294,0.00576834677914852,Inf,-2.02964495107168,0.0423926422371286
QTL fixation,CV - GW,20X,Chr,2,2,1,positive_QTL,DV,0.0192857142914643,0.00576834677914838,Inf,3.3433694314598,0.000827676331510363
QTL fixation,CV - GW,20X,Peri,2,2,1,positive_QTL,DV,0.0214285714292135,0.00576834677914835,Inf,3.71485492284798,0.000203320310459193
QTL fixation,CV - GW,2X,Peri,2,2,1,positive_QTL,DV,0.0216666666671104,0.00576834677914844,Inf,3.75613108862172,0.000172560330631865
QTL fixation,CV - GW,20X,WT,2,2,1,positive_QTL,DV,0.013571428572037,0.00576834677914864,Inf,2.35274145117192,0.0186355866429583
QTL fixation,CV - GW,2X,WT,2,2,1,positive_QTL,DV,0.0123809523812415,0.00576834677914843,Inf,2.14636062207573,0.0318442184455212
QTL fixation,CV - GW,2X,Peri,200,2,1,positive_QTL,DV,0.0156330773946413,0.00576834677914853,Inf,2.71014867746021,0.00672530540138483
QTL fixation,CV - GW,20X,WT,200,2,1,positive_QTL,DV,0.0155876231637933,0.00576834677914847,Inf,2.70226873670974,0.00688680745984224
QTL fixation,CV - GW,20X,Chr,2,2,2,positive_QTL,DV,0.153095238092985,0.00576834677914863,Inf,26.5405746142712,3.29945833430885e-155
QTL fixation,CV - GW,2X,Chr,2,2,2,positive_QTL,DV,0.129285714286013,0.00576834677914849,Inf,22.4129580338958,2.94229506175413e-111
QTL fixation,CV - GW,20X,Peri,2,2,2,positive_QTL,DV,0.1466666666675,0.00576834677914855,Inf,25.4261181379856,1.29723135490072e-142
QTL fixation,CV - GW,2X,Peri,2,2,2,positive_QTL,DV,0.141428571428498,0.00576834677914852,Inf,24.5180424900485,9.48542404823508e-133
QTL fixation,CV - GW,20X,WT,2,2,2,positive_QTL,DV,0.122142857143738,0.00576834677914855,Inf,21.174673059751,1.635125310298e-99
QTL fixation,CV - GW,2X,WT,2,2,2,positive_QTL,DV,0.127619047618925,0.00576834677914845,Inf,22.1240248731657,1.85607416920407e-108
QTL fixation,CV - GW,20X,Chr,2,8,2,positive_QTL,DV,0.067857142857566,0.00576834677914849,Inf,11.7637072554058,6.00389354631878e-32
QTL fixation,CV - GW,2X,Chr,2,8,2,positive_QTL,DV,0.0461904761906275,0.00576834677914847,Inf,8.00757616681398,1.16991288374723e-15
QTL fixation,CV - GW,20X,Peri,2,8,2,positive_QTL,DV,0.0554761904760175,0.00576834677914858,Inf,9.61734663327677,6.75511707142975e-22
QTL fixation,CV - GW,2X,Peri,2,8,2,positive_QTL,DV,0.0552380952380975,0.00576834677914857,Inf,9.57607046749897,1.00807535242268e-21
QTL fixation,CV - GW,20X,WT,2,8,2,positive_QTL,DV,0.0457142857141068,0.00576834677914846,Inf,7.92502383514038,2.28102575242871e-15
QTL fixation,CV - GW,2X,WT,2,8,2,positive_QTL,DV,0.0371428571428652,0.00576834677914854,Inf,6.43908186607807,1.20198359849226e-10
QTL fixation,CV - GW,20X,Chr,200,8,2,positive_QTL,DV,-0.0122974520953875,0.00576834677914854,Inf,-2.13188502117113,0.0330162998895473
QTL fixation,CV - GW,20X,Chr,2,2,3,positive_QTL,DV,0.175952380950575,0.00576834677914847,Inf,30.5030865319352,2.37150284216321e-204
QTL fixation,CV - GW,2X,Chr,2,2,3,positive_QTL,DV,0.164523809524506,0.00576834677914849,Inf,28.521830573576,6.2816668748517e-179
QTL fixation,CV - GW,20X,Peri,2,2,3,positive_QTL,DV,0.189761904762074,0.00576834677914846,Inf,32.8971041491523,2.41775264750167e-237
QTL fixation,CV - GW,2X,Peri,2,2,3,positive_QTL,DV,0.163571428571347,0.00576834677914844,Inf,28.3567259102086,6.91514482844756e-177
QTL fixation,CV - GW,20X,WT,2,2,3,positive_QTL,DV,0.149285714286003,0.00576834677914849,Inf,25.8801559617815,1.11406671619599e-147
QTL fixation,CV - GW,2X,WT,2,2,3,positive_QTL,DV,0.164999999999922,0.00576834677914847,Inf,28.6043829050581,5.92621823468318e-180
QTL fixation,CV - GW,2X,Chr,200,2,3,positive_QTL,DV,0.0142023285394945,0.0057683467791485,Inf,2.46211420416561,0.013812067866471
QTL fixation,CV - GW,2X,Peri,200,2,3,positive_QTL,DV,0.0173810234271922,0.00576834677914849,Inf,3.01317242056622,0.00258531985405142
QTL fixation,CV - GW,20X,WT,200,2,3,positive_QTL,DV,0.0138758163173005,0.0057683467791485,Inf,2.40551007915456,0.0161499064544833
QTL fixation,CV - GW,2X,WT,200,2,3,positive_QTL,DV,0.0186429120249956,0.00576834677914856,Inf,3.23193329714261,0.00122955753954664
QTL fixation,CV - GW,20X,Chr,2,8,3,positive_QTL,DV,0.095476190476968,0.00576834677914846,Inf,16.5517424892167,1.55535028165552e-61
QTL fixation,CV - GW,2X,Chr,2,8,3,positive_QTL,DV,0.0695238095238187,0.00576834677914844,Inf,12.0526404159915,1.87834895817798e-33
QTL fixation,CV - GW,20X,Peri,2,8,3,positive_QTL,DV,0.0880952380951615,0.00576834677914848,Inf,15.2721813490149,1.17186502418944e-52
QTL fixation,CV - GW,2X,Peri,2,8,3,positive_QTL,DV,0.09261904761905,0.00576834677914837,Inf,16.0564284993844,5.15385374644166e-58
QTL fixation,CV - GW,20X,WT,2,8,3,positive_QTL,DV,0.0719047619046628,0.00576834677914847,Inf,12.4654020740545,1.15288825154848e-35
QTL fixation,CV - GW,2X,WT,2,8,3,positive_QTL,DV,0.0885714285714274,0.00576834677914847,Inf,15.3547336806444,3.29258893479164e-53
QTL fixation,CV - GW,20X,Chr,200,8,3,positive_QTL,DV,-0.0169956327954167,0.00576834677914844,Inf,-2.94636114057028,0.00321536750798665
QTL fixation,CV - GW,20X,Peri,200,8,3,positive_QTL,DV,-0.0131303593181271,0.00576834677914842,Inf,-2.27627773101144,0.0228293920927977
QTL fixation,CV - GW,20X,Chr,2,2,4,positive_QTL,DV,0.139285714287031,0.00576834677914863,Inf,24.1465569980155,8.11511687967497e-129
QTL fixation,CV - GW,2X,Chr,2,2,4,positive_QTL,DV,0.148333333332518,0.00576834677914852,Inf,25.7150512983572,7.93368430592913e-146
QTL fixation,CV - GW,20X,Peri,2,2,4,positive_QTL,DV,0.160476190476118,0.00576834677914849,Inf,27.8201357547035,2.47601342210935e-170
QTL fixation,CV - GW,2X,Peri,2,2,4,positive_QTL,DV,0.162857142857136,0.00576834677914844,Inf,28.232897412797,2.30853527880569e-175
QTL fixation,CV - GW,20X,WT,2,2,4,positive_QTL,DV,0.149285714285618,0.00576834677914847,Inf,25.8801559617148,1.11406671812213e-147
QTL fixation,CV - GW,2X,WT,2,2,4,positive_QTL,DV,0.146666666666658,0.00576834677914845,Inf,25.4261181378402,1.29723135970657e-142
QTL fixation,CV - GW,2X,Chr,200,2,4,positive_QTL,DV,0.0140017722419625,0.0057683467791485,Inf,2.42734578520423,0.0152097515955681
QTL fixation,CV - GW,20X,Peri,200,2,4,positive_QTL,DV,0.0127255365045507,0.00576834677914857,Inf,2.2060976899917,0.0273771604311969
QTL fixation,CV - GW,2X,Peri,200,2,4,positive_QTL,DV,0.0162803384896071,0.0057683467791486,Inf,2.82235779382357,0.00476719588849862
QTL fixation,CV - GW,20X,WT,200,2,4,positive_QTL,DV,0.0130236277285861,0.00576834677914849,Inf,2.25777475370657,0.0239597059647794
QTL fixation,CV - GW,2X,WT,200,2,4,positive_QTL,DV,0.0117808887912416,0.00576834677914851,Inf,2.04233366028328,0.0411184453597169
QTL fixation,CV - GW,20X,Chr,2,8,4,positive_QTL,DV,0.0619047619043929,0.00576834677914847,Inf,10.7318031100639,7.21739254074227e-27
QTL fixation,CV - GW,2X,Chr,2,8,4,positive_QTL,DV,0.0488095238091851,0.00576834677914852,Inf,8.461613990619,2.63702131280824e-17
QTL fixation,CV - GW,20X,Peri,2,8,4,positive_QTL,DV,0.055000000000097,0.00576834677914854,Inf,9.53479430170727,1.50183001490566e-21
QTL fixation,CV - GW,2X,Peri,2,8,4,positive_QTL,DV,0.0604761904762115,0.00576834677914846,Inf,10.4841461152825,1.02164320158279e-25
QTL fixation,CV - GW,20X,WT,2,8,4,positive_QTL,DV,0.0485714285715018,0.00576834677914847,Inf,8.4203378248823,3.7540024068325e-17
QTL fixation,CV - GW,2X,WT,2,8,4,positive_QTL,DV,0.0447619047619296,0.00576834677914847,Inf,7.75991917194296,8.49835298199085e-15
QTL fixation,CV - GW,20X,Chr,200,8,4,positive_QTL,DV,-0.0222262786977449,0.00576834677914855,Inf,-3.85314537227349,0.000116610109017047
QTL fixation,CV - GW,20X,Peri,200,8,4,positive_QTL,DV,-0.0142472408475899,0.00576834677914851,Inf,-2.46990019724385,0.0135150752244709
QTL fixation,CV - GW,20X,Chr,2,2,5,positive_QTL,DV,0.198809523809607,0.00576834677914865,Inf,34.4655984498473,2.62949764732283e-260
QTL fixation,CV - GW,2X,Chr,2,2,5,positive_QTL,DV,0.18714285714319,0.00576834677914854,Inf,32.4430663252902,6.78459270260962e-231
QTL fixation,CV - GW,20X,Peri,2,2,5,positive_QTL,DV,0.214047619047612,0.00576834677914854,Inf,37.107273061556,2.14454345292348e-301
QTL fixation,CV - GW,2X,Peri,2,2,5,positive_QTL,DV,0.186904761904702,0.00576834677914854,Inf,32.401790159414,2.58988470589925e-230
QTL fixation,CV - GW,20X,WT,2,2,5,positive_QTL,DV,0.191428571428579,0.00576834677914857,Inf,33.186037309781,1.7119699351624e-241
QTL fixation,CV - GW,2X,WT,2,2,5,positive_QTL,DV,0.188095238095163,0.00576834677914848,Inf,32.6081709884525,3.14126798233049e-233
QTL fixation,CV - GW,2X,Chr,200,2,5,positive_QTL,DV,0.0197949022472538,0.00576834677914853,Inf,3.43164220272065,0.000599938506524914
QTL fixation,CV - GW,20X,Peri,200,2,5,positive_QTL,DV,0.0219116018007435,0.00576834677914851,Inf,3.79859301801164,0.000145519815792623
QTL fixation,CV - GW,2X,Peri,200,2,5,positive_QTL,DV,0.0294187024519554,0.00576834677914851,Inf,5.10002320912788,3.39611835415312e-07
QTL fixation,CV - GW,20X,WT,200,2,5,positive_QTL,DV,0.0246480116494319,0.0057683467791485,Inf,4.27297674587282,1.92880578984668e-05
QTL fixation,CV - GW,2X,WT,200,2,5,positive_QTL,DV,0.0191363896706602,0.00576834677914835,Inf,3.31748253066809,0.000908325956581342
QTL fixation,CV - GW,20X,Chr,2,8,5,positive_QTL,DV,0.118095238096094,0.00576834677914854,Inf,20.4729782410076,3.74988671245913e-93
QTL fixation,CV - GW,2X,Chr,2,8,5,positive_QTL,DV,0.0911904761904181,0.00576834677914851,Inf,15.8087715045244,2.70693934388548e-56
QTL fixation,CV - GW,20X,Peri,2,8,5,positive_QTL,DV,0.1104761904761,0.00576834677914852,Inf,19.1521409349817,9.2888304981263e-82
QTL fixation,CV - GW,2X,Peri,2,8,5,positive_QTL,DV,0.120952380952383,0.00576834677914864,Inf,20.9682922305574,1.27768530431865e-97
QTL fixation,CV - GW,20X,WT,2,8,5,positive_QTL,DV,0.110952380952282,0.00576834677914852,Inf,19.2346932665966,1.89661986181366e-82
QTL fixation,CV - GW,2X,WT,2,8,5,positive_QTL,DV,0.0959523809523881,0.00576834677914848,Inf,16.6342948206995,3.93359538779418e-62
QTL fixation,CV - GW,20X,Chr,200,8,5,positive_QTL,DV,-0.0177570959868517,0.00576834677914845,Inf,-3.07836832054557,0.00208137491313553
QTL fixation,CV - GW,20X,Chr,2,2,1,negative_QTL,R,0.0292857142822748,0.00576834677914839,Inf,5.07696839381047,3.83504636442227e-07
QTL fixation,CV - GW,2X,Chr,2,2,1,negative_QTL,R,0.0283333333327066,0.00576834677914859,Inf,4.91186373106517,9.02147445924649e-07
QTL fixation,CV - GW,20X,Peri,2,2,1,negative_QTL,R,0.0326190476181779,0.00576834677914848,Inf,5.65483471557045,1.55996316403242e-08
QTL fixation,CV - GW,2X,Peri,2,2,1,negative_QTL,R,0.0235714285717229,0.00576834677914852,Inf,4.08634041506124,4.38230666726001e-05
QTL fixation,CV - GW,20X,WT,2,2,1,negative_QTL,R,0.0321428571425479,0.00576834677914849,Inf,5.57228238405125,2.51423451406939e-08
QTL fixation,CV - GW,2X,WT,2,2,1,negative_QTL,R,0.028571428571517,0.0057683467791485,Inf,4.95313989699741,7.30254339874779e-07
QTL fixation,CV - GW,20X,Chr,2,2,2,negative_QTL,R,-0.0119047619063203,0.00576834677914855,Inf,-2.06380829067936,0.039035896691839
QTL fixation,CV - GW,2X,Chr,2,2,2,negative_QTL,R,-0.0135714285711395,0.00576834677914852,Inf,-2.35274145101637,0.0186355866507533
QTL fixation,CV - GW,20X,Peri,2,2,2,negative_QTL,R,-0.0171428571425607,0.00576834677914852,Inf,-2.97188393813784,0.00295978547928241
QTL fixation,CV - GW,2X,Peri,2,2,2,negative_QTL,R,-0.015952380952401,0.00576834677914851,Inf,-2.7655031091518,0.00568350632633507
QTL fixation,CV - GW,20X,WT,2,2,2,negative_QTL,R,-0.0128571428567595,0.00576834677914849,Inf,-2.22891295357549,0.0258196970692675
QTL fixation,CV - GW,20X,Chr,2,8,2,negative_QTL,R,-0.0157142857142254,0.0057683467791485,Inf,-2.72422694332969,0.00644522015158374
QTL fixation,CV - GW,2X,Chr,2,8,2,negative_QTL,R,-0.0185714285714274,0.00576834677914847,Inf,-3.21954093303817,0.00128396028525325
QTL fixation,CV - GW,20X,Peri,2,8,2,negative_QTL,R,-0.0261904761905082,0.00576834677914846,Inf,-4.54037823890582,5.61534001898003e-06
QTL fixation,CV - GW,2X,Peri,2,8,2,negative_QTL,R,-0.0154761904761891,0.00576834677914841,Inf,-2.68295077753177,0.00729757302329132
QTL fixation,CV - GW,20X,WT,2,8,2,negative_QTL,R,-0.0242857142857243,0.00576834677914845,Inf,-4.21016891243655,2.55179831375444e-05
QTL fixation,CV - GW,2X,WT,2,8,2,negative_QTL,R,-0.0249999999999995,0.00576834677914837,Inf,-4.33399740985935,1.46425897745493e-05
QTL fixation,CV - GW,20X,Chr,200,8,2,negative_QTL,R,-0.0130679210702479,0.0057683467791485,Inf,-2.26545344282803,0.0234848679538991
QTL fixation,CV - GW,20X,Chr,2,2,3,negative_QTL,R,-0.0438095238091773,0.00576834677914848,Inf,-7.59481450864582,3.08233642767872e-14
QTL fixation,CV - GW,2X,Chr,2,2,3,negative_QTL,R,-0.0302380952385043,0.00576834677914853,Inf,-5.24207305771026,1.58782473610201e-07
QTL fixation,CV - GW,20X,Peri,2,2,3,negative_QTL,R,-0.0435714285714606,0.00576834677914853,Inf,-7.55353834290321,4.2358973164196e-14
QTL fixation,CV - GW,2X,Peri,2,2,3,negative_QTL,R,-0.0316666666666481,0.00576834677914847,Inf,-5.48973005248529,4.02548497022115e-08
QTL fixation,CV - GW,20X,WT,2,2,3,negative_QTL,R,-0.0292857142857196,0.00576834677914853,Inf,-5.07696839440754,3.83504635237574e-07
QTL fixation,CV - GW,2X,WT,2,2,3,negative_QTL,R,-0.0354761904761786,0.00576834677914849,Inf,-6.15014870541738,7.74103335364236e-10
QTL fixation,CV - GW,20X,Chr,200,2,3,negative_QTL,R,-0.0163054226941843,0.00576834677914851,Inf,-2.82670638893025,0.00470294269120753
QTL fixation,CV - GW,20X,Chr,2,8,3,negative_QTL,R,-0.0307142857144745,0.00576834677914853,Inf,-5.32462538928844,1.01161300469967e-07
QTL fixation,CV - GW,2X,Chr,2,8,3,negative_QTL,R,-0.0271428571427505,0.00576834677914855,Inf,-4.70548290211445,2.53265732179184e-06
QTL fixation,CV - GW,20X,Peri,2,8,3,negative_QTL,R,-0.0364285714285435,0.00576834677914852,Inf,-6.31525336864731,2.69719211937716e-10
QTL fixation,CV - GW,2X,Peri,2,8,3,negative_QTL,R,-0.0440476190476208,0.00576834677914835,Inf,-7.63609067451455,2.23916653190868e-14
QTL fixation,CV - GW,20X,WT,2,8,3,negative_QTL,R,-0.0328571428571334,0.00576834677914853,Inf,-5.69611088152773,1.22571178827644e-08
QTL fixation,CV - GW,2X,WT,2,8,3,negative_QTL,R,-0.0178571428571449,0.00576834677914854,Inf,-3.09571243561414,0.00196340673070406
QTL fixation,CV - GW,20X,Chr,200,8,3,negative_QTL,R,-0.0180482907601715,0.00576834677914851,Inf,-3.12884981627885,0.00175491979773164
QTL fixation,CV - GW,20X,Peri,200,8,3,negative_QTL,R,-0.0123055257300811,0.00576834677914853,Inf,-2.13328466564514,0.0329013813625945
QTL fixation,CV - GW,20X,Chr,2,2,4,negative_QTL,R,-0.0169047619054475,0.00576834677914863,Inf,-2.93060777249986,0.0033829962402639
QTL fixation,CV - GW,2X,Chr,2,2,4,negative_QTL,R,-0.0235714285709451,0.0057683467791485,Inf,-4.0863404149264,4.38230666980569e-05
QTL fixation,CV - GW,2X,Peri,2,2,4,negative_QTL,R,-0.0114285714286502,0.00576834677914845,Inf,-1.98125595880652,0.0475625766287064
QTL fixation,CV - GW,20X,Chr,2,8,4,negative_QTL,R,-0.0264285714283227,0.00576834677914851,Inf,-4.58165440466531,4.61311808189779e-06
QTL fixation,CV - GW,2X,Chr,2,8,4,negative_QTL,R,-0.0290476190475829,0.00576834677914849,Inf,-5.0356922285922,4.76125043237002e-07
QTL fixation,CV - GW,20X,Peri,2,8,4,negative_QTL,R,-0.0276190476190494,0.0057683467791485,Inf,-4.78803523374967,1.68422083858756e-06
QTL fixation,CV - GW,2X,Peri,2,8,4,negative_QTL,R,-0.034523809523818,0.00576834677914842,Inf,-5.98504404218823,2.16331316647324e-09
QTL fixation,CV - GW,20X,WT,2,8,4,negative_QTL,R,-0.0333333333333428,0.00576834677914849,Inf,-5.77866321314743,7.52964783759899e-09
QTL fixation,CV - GW,2X,WT,2,8,4,negative_QTL,R,-0.0235714285714331,0.00576834677914858,Inf,-4.08634041501096,4.38230666820939e-05
QTL fixation,CV - GW,20X,Chr,200,8,4,negative_QTL,R,-0.0210018995273995,0.00576834677914853,Inf,-3.640887126155,0.000271700240748784
QTL fixation,CV - GW,20X,Chr,2,2,5,negative_QTL,R,-0.0428571428562422,0.00576834677914859,Inf,-7.42970984531688,1.08836156126874e-13
QTL fixation,CV - GW,2X,Chr,2,2,5,negative_QTL,R,-0.0380952380956709,0.00576834677914855,Inf,-6.60418652938443,3.9970600364656e-11
QTL fixation,CV - GW,20X,Peri,2,2,5,negative_QTL,R,-0.0497619047619389,0.00576834677914852,Inf,-8.62671865391637,6.31372343229924e-18
QTL fixation,CV - GW,2X,Peri,2,2,5,negative_QTL,R,-0.0442857142857272,0.00576834677914855,Inf,-7.67736684032442,1.62391904701083e-14
QTL fixation,CV - GW,20X,WT,2,2,5,negative_QTL,R,-0.0314285714286081,0.00576834677914853,Inf,-5.44845388668663,5.08095604612152e-08
QTL fixation,CV - GW,2X,WT,2,2,5,negative_QTL,R,-0.0371428571428462,0.00576834677914852,Inf,-6.43908186607481,1.20198359851805e-10
QTL fixation,CV - GW,20X,Chr,200,2,5,negative_QTL,R,-0.0225804643828204,0.00576834677914851,Inf,-3.91454696594257,9.05741071192216e-05
QTL fixation,CV - GW,20X,Chr,2,8,5,negative_QTL,R,-0.0466666666667365,0.00576834677914853,Inf,-8.09012849841614,5.96018192710945e-16
QTL fixation,CV - GW,2X,Chr,2,8,5,negative_QTL,R,-0.0433333333332394,0.00576834677914851,Inf,-7.5122621770732,5.81142538028329e-14
QTL fixation,CV - GW,20X,Peri,2,8,5,negative_QTL,R,-0.0476190476190249,0.00576834677914852,Inf,-8.25523316163284,1.51605978710707e-16
QTL fixation,CV - GW,2X,Peri,2,8,5,negative_QTL,R,-0.0461904761904778,0.00576834677914849,Inf,-8.007576166788,1.16991288399436e-15
QTL fixation,CV - GW,20X,WT,2,8,5,negative_QTL,R,-0.0454761904761969,0.00576834677914853,Inf,-7.88374766936424,3.1770552711378e-15
QTL fixation,CV - GW,2X,WT,2,8,5,negative_QTL,R,-0.0376190476190507,0.00576834677914845,Inf,-6.52163419769368,6.95454585425754e-11
QTL fixation,CV - GW,20X,Chr,200,8,5,negative_QTL,R,-0.020356790770809,0.00576834677914849,Inf,-3.52905113894938,0.000417052530443228
QTL fixation,CV - GW,20X,Peri,200,8,5,negative_QTL,R,-0.0163143458384635,0.00576834677914849,Inf,-2.82825330429801,0.00468027577682687
QTL fixation,CV - GW,20X,Chr,2,2,1,positive_QTL,R,0.0192857142896528,0.00576834677914856,Inf,3.34336943114565,0.000827676332447442
