response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
QTL AF,med_neg - small_neg,8,20X,Chr,200,4,CV,DV,-0.0326042812188634,0.00754599282974151,Inf,-4.32074108132703,4.62184867940918e-05
QTL AF,large_neg - med_neg,2,2X,Chr,200,4,CV,DV,-0.0331989747626141,0.00754599282974115,Inf,-4.39955026617126,3.22768617919689e-05
QTL AF,large_neg - small_neg,2,2X,Chr,200,4,CV,DV,-0.0532452600083351,0.00754599282974101,Inf,-7.05609734990466,5.16020559615527e-12
QTL AF,med_neg - small_neg,2,2X,Chr,200,4,CV,DV,-0.020046285245721,0.0075459928297415,Inf,-2.65654708373314,0.021534375649308
QTL AF,large_neg - med_neg,8,2X,Chr,200,4,CV,DV,-0.0467938744646387,0.0075459928297414,Inf,-6.20115543712256,1.68109770548597e-09
QTL AF,large_neg - small_neg,8,2X,Chr,200,4,CV,DV,-0.0757266336590272,0.00754599282974129,Inf,-10.0353439723085,2.26485497023532e-14
QTL AF,med_neg - small_neg,8,2X,Chr,200,4,CV,DV,-0.0289327591943885,0.00754599282974146,Inf,-3.83418853518573,0.000370487768954986
QTL AF,large_neg - med_neg,2,20X,Peri,200,4,CV,DV,-0.0367796993376151,0.00754599282974139,Inf,-4.87407027378207,3.26780954484907e-06
QTL AF,large_neg - small_neg,2,20X,Peri,200,4,CV,DV,-0.0571157804467455,0.00754599282974152,Inf,-7.56902129851374,1.32116539930394e-13
QTL AF,med_neg - small_neg,2,20X,Peri,200,4,CV,DV,-0.0203360811091304,0.00754599282974144,Inf,-2.69495102473178,0.0192843628469642
QTL AF,large_neg - med_neg,8,20X,Peri,200,4,CV,DV,-0.0528918721667889,0.00754599282974143,Inf,-7.00926615757218,7.21023241112562e-12
QTL AF,large_neg - small_neg,8,20X,Peri,200,4,CV,DV,-0.0880244421899553,0.00754599282974155,Inf,-11.6650577566173,0
QTL AF,med_neg - small_neg,8,20X,Peri,200,4,CV,DV,-0.0351325700231664,0.00754599282974158,Inf,-4.65579159904523,9.63079376536946e-06
QTL AF,large_neg - med_neg,2,2X,Peri,200,4,CV,DV,-0.0320904757296612,0.00754599282974152,Inf,-4.25265123539223,6.27194327720293e-05
QTL AF,large_neg - small_neg,2,2X,Peri,200,4,CV,DV,-0.0515071289913388,0.00754599282974147,Inf,-6.82575906888364,2.62607713352736e-11
QTL AF,med_neg - small_neg,2,2X,Peri,200,4,CV,DV,-0.0194166532616776,0.0075459928297416,Inf,-2.57310783349134,0.0272266609515019
QTL AF,large_neg - med_neg,8,2X,Peri,200,4,CV,DV,-0.0463761003883605,0.00754599282974161,Inf,-6.14579173804337,2.3863038212113e-09
QTL AF,large_neg - small_neg,8,2X,Peri,200,4,CV,DV,-0.0761576794612659,0.00754599282974149,Inf,-10.0924664493585,3.1863400806742e-14
QTL AF,med_neg - small_neg,8,2X,Peri,200,4,CV,DV,-0.0297815790729054,0.00754599282974155,Inf,-3.94667471131501,0.000233768749445584
QTL AF,large_neg - med_neg,2,20X,WT,200,4,CV,DV,-0.0326107277019988,0.0075459928297414,Inf,-4.32159537356947,4.60404623701116e-05
QTL AF,large_neg - small_neg,2,20X,WT,200,4,CV,DV,-0.052343871469598,0.00754599282974136,Inf,-6.93664473988005,1.20683463222804e-11
QTL AF,med_neg - small_neg,2,20X,WT,200,4,CV,DV,-0.0197331437675991,0.00754599282974144,Inf,-2.61504936631053,0.02422038563317
QTL AF,large_neg - med_neg,8,20X,WT,200,4,CV,DV,-0.0440184573819386,0.00754599282974143,Inf,-5.83335531521396,1.62879787435344e-08
QTL AF,large_neg - small_neg,8,20X,WT,200,4,CV,DV,-0.0717731552200476,0.00754599282974141,Inf,-9.51142637416303,2.50910403565285e-14
QTL AF,med_neg - small_neg,8,20X,WT,200,4,CV,DV,-0.027754697838109,0.0075459928297415,Inf,-3.67807105894901,0.000687586340838653
QTL AF,large_neg - med_neg,2,2X,WT,200,4,CV,DV,-0.0289633454687719,0.00754599282974147,Inf,-3.83824184865601,0.000364470035930209
QTL AF,large_neg - small_neg,2,2X,WT,200,4,CV,DV,-0.0485754707619804,0.0075459928297413,Inf,-6.4372537660688,3.64932972729548e-10
QTL AF,med_neg - small_neg,2,2X,WT,200,4,CV,DV,-0.0196121252932085,0.00754599282974134,Inf,-2.59901191741269,0.0253339960770161
QTL AF,large_neg - med_neg,8,2X,WT,200,4,CV,DV,-0.046338632903865,0.00754599282974147,Inf,-6.1408265220221,2.46210152266002e-09
QTL AF,large_neg - small_neg,8,2X,WT,200,4,CV,DV,-0.0732938725537296,0.00754599282974134,Inf,-9.71295284894168,3.5527136788005e-14
QTL AF,med_neg - small_neg,8,2X,WT,200,4,CV,DV,-0.0269552396498646,0.00754599282974143,Inf,-3.57212632691943,0.00103179567326905
QTL AF,large_neg - med_neg,2,20X,Chr,2,5,CV,DV,0.0496402272723779,0.00754599282974551,Inf,6.57835600859589,1.42712175410509e-10
QTL AF,large_neg - small_neg,2,20X,Chr,2,5,CV,DV,-0.0963227272730647,0.00754599282974513,Inf,-12.76475202751,0
QTL AF,med_neg - small_neg,2,20X,Chr,2,5,CV,DV,-0.145962954545443,0.00754599282974236,Inf,-19.3431080361133,0
QTL AF,large_neg - med_neg,8,20X,Chr,2,5,CV,DV,0.190271931818109,0.00754599282974156,Inf,25.2149632409107,0
QTL AF,large_neg - small_neg,8,20X,Chr,2,5,CV,DV,0.220836363636281,0.00754599282974139,Inf,29.2653821198833,0
QTL AF,med_neg - small_neg,8,20X,Chr,2,5,CV,DV,0.0305644318181724,0.00754599282974164,Inf,4.05041887897193,0.000151194566905155
QTL AF,large_neg - med_neg,2,2X,Chr,2,5,CV,DV,0.0496811363636482,0.00754599282974099,Inf,6.58377730864522,1.37602929051184e-10
QTL AF,large_neg - small_neg,2,2X,Chr,2,5,CV,DV,-0.0890681818181795,0.00754599282974077,Inf,-11.8033748279137,0
QTL AF,med_neg - small_neg,2,2X,Chr,2,5,CV,DV,-0.138749318181828,0.00754599282974155,Inf,-18.3871521365572,0
QTL AF,large_neg - med_neg,8,2X,Chr,2,5,CV,DV,0.190349204545408,0.00754599282974126,Inf,25.2252034742438,0
QTL AF,large_neg - small_neg,8,2X,Chr,2,5,CV,DV,0.213829545454497,0.00754599282974124,Inf,28.3368339036481,0
QTL AF,med_neg - small_neg,8,2X,Chr,2,5,CV,DV,0.0234803409090893,0.00754599282974149,Inf,3.11163042940417,0.00528687093655977
QTL AF,large_neg - med_neg,2,20X,Peri,2,5,CV,DV,0.0699872727272955,0.007545992829741,Inf,9.27476003574437,3.17523785042795e-14
QTL AF,large_neg - small_neg,2,20X,Peri,2,5,CV,DV,-0.0815249999999834,0.00754599282974125,Inf,-10.8037473450368,2.68673971959288e-14
QTL AF,med_neg - small_neg,2,20X,Peri,2,5,CV,DV,-0.151512272727279,0.0075459928297414,Inf,-20.0785073807804,0
QTL AF,large_neg - med_neg,8,20X,Peri,2,5,CV,DV,0.165664659090908,0.0075459928297414,Inf,21.9539910557515,0
QTL AF,large_neg - small_neg,8,20X,Peri,2,5,CV,DV,0.206620454545454,0.00754599282974145,Inf,27.3814803707591,0
QTL AF,med_neg - small_neg,8,20X,Peri,2,5,CV,DV,0.0409557954545463,0.00754599282974152,Inf,5.42748931500764,1.71237630963716e-07
QTL AF,large_neg - med_neg,2,2X,Peri,2,5,CV,DV,0.0689796590908949,0.00754599282974106,Inf,9.14123040496738,3.67483821150927e-14
QTL AF,large_neg - small_neg,2,2X,Peri,2,5,CV,DV,-0.0796340909091032,0.00754599282974128,Inf,-10.5531628118223,2.70894418008538e-14
QTL AF,med_neg - small_neg,2,2X,Peri,2,5,CV,DV,-0.148613749999998,0.00754599282974139,Inf,-19.6943932167891,0
QTL AF,large_neg - med_neg,8,2X,Peri,2,5,CV,DV,0.184095113636376,0.0075459928297415,Inf,24.3964071779648,0
QTL AF,large_neg - small_neg,8,2X,Peri,2,5,CV,DV,0.212609090909104,0.00754599282974141,Inf,28.1750984537299,0
QTL AF,med_neg - small_neg,8,2X,Peri,2,5,CV,DV,0.028513977272728,0.00754599282974156,Inf,3.77869127576478,0.000462850776437374
QTL AF,large_neg - med_neg,2,20X,WT,2,5,CV,DV,0.0450047727272683,0.00754599282974193,Inf,5.9640624822602,7.37815142315412e-09
QTL AF,large_neg - small_neg,2,20X,WT,2,5,CV,DV,-0.0948477272727153,0.00754599282974214,Inf,-12.5692840442252,0
QTL AF,med_neg - small_neg,2,20X,WT,2,5,CV,DV,-0.139852499999984,0.00754599282974144,Inf,-18.5333465264869,0
QTL AF,large_neg - med_neg,8,20X,WT,2,5,CV,DV,0.175954659090902,0.00754599282974158,Inf,23.3176287151241,0
QTL AF,large_neg - small_neg,8,20X,WT,2,5,CV,DV,0.188218181818178,0.00754599282974169,Inf,24.9427989218777,0
QTL AF,large_neg - med_neg,2,2X,WT,2,5,CV,DV,0.086505909090905,0.00754599282974152,Inf,11.4638207380682,0
QTL AF,large_neg - small_neg,2,2X,WT,2,5,CV,DV,-0.102256818181826,0.00754599282974146,Inf,-13.5511417104447,0
QTL AF,med_neg - small_neg,2,2X,WT,2,5,CV,DV,-0.188762727272731,0.00754599282974141,Inf,-25.0149624485132,0
QTL AF,large_neg - med_neg,8,2X,WT,2,5,CV,DV,0.179397500000008,0.00754599282974149,Inf,23.7738762874167,0
QTL AF,large_neg - small_neg,8,2X,WT,2,5,CV,DV,0.222072727272736,0.00754599282974146,Inf,29.4292258531532,0
QTL AF,med_neg - small_neg,8,2X,WT,2,5,CV,DV,0.0426752272727285,0.00754599282974134,Inf,5.6553495657365,4.6621002947056e-08
QTL AF,large_neg - med_neg,2,20X,Chr,200,5,CV,DV,-0.0203162381397933,0.00754599282974141,Inf,-2.6923214212078,0.0194315709289672
QTL AF,large_neg - small_neg,2,20X,Chr,200,5,CV,DV,-0.0354522103917278,0.00754599282974121,Inf,-4.69815055376134,7.83701566575701e-06
QTL AF,large_neg - med_neg,8,20X,Chr,200,5,CV,DV,-0.0398855184388531,0.00754599282974141,Inf,-5.28565549143517,3.75133476060441e-07
QTL AF,large_neg - small_neg,8,20X,Chr,200,5,CV,DV,-0.0636628223737378,0.00754599282974141,Inf,-8.43663965897505,2.96429547574917e-14
QTL AF,med_neg - small_neg,8,20X,Chr,200,5,CV,DV,-0.0237773039348847,0.00754599282974147,Inf,-3.15098416753987,0.00463626726663158
QTL AF,large_neg - med_neg,2,2X,Chr,200,5,CV,DV,-0.0221645636199656,0.00754599282974131,Inf,-2.93726274594478,0.00928340293636731
QTL AF,large_neg - small_neg,2,2X,Chr,200,5,CV,DV,-0.0296621918599016,0.00754599282974128,Inf,-3.93085343826368,0.000249598916678528
QTL AF,large_neg - med_neg,8,2X,Chr,200,5,CV,DV,-0.0405869608086251,0.0075459928297415,Inf,-5.37861110186285,2.24871139375971e-07
QTL AF,large_neg - small_neg,8,2X,Chr,200,5,CV,DV,-0.0620809255152534,0.00754599282974145,Inf,-8.22700563278702,3.46389583683049e-14
QTL AF,med_neg - small_neg,8,2X,Chr,200,5,CV,DV,-0.0214939647066283,0.00754599282974144,Inf,-2.84839453092414,0.012222775835779
QTL AF,large_neg - med_neg,2,20X,Peri,200,5,CV,DV,-0.0203420666373286,0.00754599282974127,Inf,-2.69574423091865,0.0192401508459766
QTL AF,large_neg - small_neg,2,20X,Peri,200,5,CV,DV,-0.0322599390921906,0.00754599282974133,Inf,-4.27510863316001,5.67401893220021e-05
QTL AF,large_neg - med_neg,8,20X,Peri,200,5,CV,DV,-0.0394495672892959,0.00754599282974141,Inf,-5.22788295448828,5.13418658476539e-07
QTL AF,large_neg - small_neg,8,20X,Peri,200,5,CV,DV,-0.0629143932924123,0.00754599282974141,Inf,-8.33745733821063,3.19744231092045e-14
QTL AF,med_neg - small_neg,8,20X,Peri,200,5,CV,DV,-0.0234648260031164,0.00754599282974145,Inf,-3.10957438372233,0.00532303862078232
QTL AF,large_neg - med_neg,2,2X,Peri,200,5,CV,DV,-0.0201016565134429,0.00754599282974136,Inf,-2.6638849210425,0.0210875276142134
QTL AF,large_neg - small_neg,2,2X,Peri,200,5,CV,DV,-0.0298135961961685,0.00754599282974137,Inf,-3.95091764183274,0.000229687233286091
QTL AF,large_neg - med_neg,8,2X,Peri,200,5,CV,DV,-0.0390153898732702,0.00754599282974146,Inf,-5.17034547389133,6.99514987823058e-07
QTL AF,large_neg - small_neg,8,2X,Peri,200,5,CV,DV,-0.0610185219992515,0.00754599282974131,Inf,-8.08621521064226,3.98570065840431e-14
QTL AF,med_neg - small_neg,8,2X,Peri,200,5,CV,DV,-0.0220031321259813,0.00754599282974131,Inf,-2.91586973675081,0.00992621989441056
QTL AF,large_neg - med_neg,2,20X,WT,200,5,CV,DV,-0.0198355419366452,0.00754599282974147,Inf,-2.62861923993172,0.0233116232880897
QTL AF,large_neg - small_neg,2,20X,WT,200,5,CV,DV,-0.0310458431216709,0.0075459928297415,Inf,-4.11421582582321,0.000115046161632049
QTL AF,large_neg - med_neg,8,20X,WT,200,5,CV,DV,-0.0364861057622002,0.00754599282974141,Inf,-4.83516305745689,3.97563488885311e-06
QTL AF,large_neg - small_neg,8,20X,WT,200,5,CV,DV,-0.0574882087959278,0.00754599282974146,Inf,-7.61837575161034,9.5590202420226e-14
QTL AF,med_neg - small_neg,8,20X,WT,200,5,CV,DV,-0.0210021030337276,0.00754599282974134,Inf,-2.78321269415353,0.0148788910223701
QTL AF,large_neg - med_neg,2,2X,WT,200,5,CV,DV,-0.0204660895636027,0.00754599282974143,Inf,-2.71217983178284,0.0183438652193668
QTL AF,large_neg - small_neg,2,2X,WT,200,5,CV,DV,-0.0332946412510201,0.00754599282974141,Inf,-4.41222805298651,3.04481858242056e-05
QTL AF,large_neg - med_neg,8,2X,WT,200,5,CV,DV,-0.0381426640267189,0.00754599282974147,Inf,-5.05469126294223,1.28989789882628e-06
QTL AF,large_neg - small_neg,8,2X,WT,200,5,CV,DV,-0.0601667419633882,0.00754599282974135,Inf,-7.97333675248807,4.55191440096314e-14
QTL AF,med_neg - small_neg,8,2X,WT,200,5,CV,DV,-0.0220240779366693,0.00754599282974129,Inf,-2.91864548954579,0.00984062267173813
QTL AF,large_neg - med_neg,2,20X,Chr,2,1,GW,DV,0.0339290909087686,0.0075459928297256,Inf,4.49630574456859,2.05990144319657e-05
QTL AF,large_neg - small_neg,2,20X,Chr,2,1,GW,DV,0.0495613636360651,0.00754599282972574,Inf,6.56790494695797,1.53091650467729e-10
QTL AF,large_neg - small_neg,8,20X,Chr,2,1,GW,DV,0.0471409090908108,0.00754599282973966,Inf,6.24714469711962,1.25380583693158e-09
QTL AF,med_neg - small_neg,8,20X,Chr,2,1,GW,DV,0.0444171590909445,0.00754599282974123,Inf,5.88619153146845,1.18499475787459e-08
QTL AF,large_neg - med_neg,2,2X,Chr,2,1,GW,DV,0.0301154545453068,0.00754599282973982,Inf,3.9909201114819,0.000194373592174224
QTL AF,large_neg - small_neg,2,2X,Chr,2,1,GW,DV,0.0666477272725804,0.00754599282974012,Inf,8.83220124592614,2.26485497023532e-14
QTL AF,med_neg - small_neg,2,2X,Chr,2,1,GW,DV,0.0365322727272736,0.00754599282974119,Inf,4.84128113444372,3.85531097513159e-06
QTL AF,large_neg - small_neg,8,2X,Chr,2,1,GW,DV,0.047154545454559,0.00754599282974129,Inf,6.24895179713226,1.23938825868919e-09
QTL AF,med_neg - small_neg,8,2X,Chr,2,1,GW,DV,0.0448645454545139,0.00754599282974142,Inf,5.94547947059887,8.26581636470536e-09
QTL AF,large_neg - med_neg,2,20X,Peri,2,1,GW,DV,0.033192045454513,0.00754599282974075,Inf,4.39863198964282,3.24133067122201e-05
QTL AF,large_neg - small_neg,2,20X,Peri,2,1,GW,DV,0.0489227272726879,0.00754599282974134,Inf,6.48327243035094,2.69250954865186e-10
QTL AF,large_neg - small_neg,8,20X,Peri,2,1,GW,DV,0.0467886363636106,0.00754599282974132,Inf,6.20046128048264,1.6885292053459e-09
QTL AF,med_neg - small_neg,8,20X,Peri,2,1,GW,DV,0.0443011363636256,0.00754599282974146,Inf,5.87081612230256,1.30029144118637e-08
QTL AF,large_neg - med_neg,2,2X,Peri,2,1,GW,DV,0.0298557954544835,0.00754599282974092,Inf,3.95650991567514,0.000224410277729237
QTL AF,large_neg - small_neg,2,2X,Peri,2,1,GW,DV,0.0554409090908452,0.00754599282974109,Inf,7.34706622995127,6.28386231937839e-13
QTL AF,med_neg - small_neg,2,2X,Peri,2,1,GW,DV,0.0255851136363617,0.00754599282974145,Inf,3.39055631427606,0.00201556009533255
QTL AF,large_neg - small_neg,8,2X,Peri,2,1,GW,DV,0.0488477272727386,0.00754599282974152,Inf,6.47333338036207,2.87576851221161e-10
QTL AF,med_neg - small_neg,8,2X,Peri,2,1,GW,DV,0.0465652272727342,0.00754599282974165,Inf,6.17085495883363,2.03711825186303e-09
QTL AF,large_neg - med_neg,2,20X,WT,2,1,GW,DV,0.0353432954546194,0.00754599282974099,Inf,4.68371707369254,8.40884899333538e-06
QTL AF,large_neg - small_neg,2,20X,WT,2,1,GW,DV,0.0554863636364547,0.00754599282974025,Inf,7.35308989663652,6.01629857044372e-13
QTL AF,med_neg - small_neg,2,20X,WT,2,1,GW,DV,0.0201430681818353,0.00754599282974173,Inf,2.669372822943,0.0207586553972222
QTL AF,large_neg - small_neg,8,20X,WT,2,1,GW,DV,0.049590909090813,0.007545992829741,Inf,6.57182033030305,1.49119605552528e-10
QTL AF,med_neg - small_neg,8,20X,WT,2,1,GW,DV,0.0467334090909021,0.00754599282974149,Inf,6.19314252548834,1.76885406322214e-09
QTL AF,large_neg - med_neg,2,2X,WT,2,1,GW,DV,0.0316515909090414,0.00754599282974149,Inf,4.19448992640054,8.11130166377128e-05
QTL AF,large_neg - small_neg,2,2X,WT,2,1,GW,DV,0.0614795454544978,0.00754599282974134,Inf,8.14731034625237,3.74145159298678e-14
QTL AF,med_neg - small_neg,2,2X,WT,2,1,GW,DV,0.0298279545454564,0.00754599282974147,Inf,3.95282041985167,0.000227878748429111
QTL AF,large_neg - small_neg,8,2X,WT,2,1,GW,DV,0.0514159090909262,0.00754599282974127,Inf,6.81367054687343,2.85639289998585e-11
QTL AF,med_neg - small_neg,8,2X,WT,2,1,GW,DV,0.0492859090909128,0.00754599282974135,Inf,6.5314015270012,1.95472305009048e-10
QTL AF,large_neg - small_neg,2,20X,Chr,2,2,GW,DV,-0.081818181818132,0.00754599282974176,Inf,-10.8425999950138,2.73114864057789e-14
QTL AF,med_neg - small_neg,2,20X,Chr,2,2,GW,DV,-0.0776989772727417,0.00754599282974145,Inf,-10.2967202627734,3.15303338993544e-14
QTL AF,large_neg - med_neg,8,20X,Chr,2,2,GW,DV,0.10863284090909,0.00754599282974156,Inf,14.3960964925553,0
QTL AF,large_neg - small_neg,8,20X,Chr,2,2,GW,DV,0.126859090909092,0.00754599282974151,Inf,16.8114512922798,0
QTL AF,med_neg - small_neg,8,20X,Chr,2,2,GW,DV,0.0182262500000022,0.00754599282974149,Inf,2.41535479972442,0.0415967934917232
QTL AF,large_neg - small_neg,2,2X,Chr,2,2,GW,DV,-0.0715568181818216,0.0075459928297415,Inf,-9.48275724564569,2.59792187762287e-14
QTL AF,med_neg - small_neg,2,2X,Chr,2,2,GW,DV,-0.0736323863636351,0.00754599282974142,Inf,-9.75781292468552,3.29736238313672e-14
QTL AF,large_neg - med_neg,8,2X,Chr,2,2,GW,DV,0.116041136363635,0.0075459928297415,Inf,15.3778487446044,0
QTL AF,large_neg - small_neg,8,2X,Chr,2,2,GW,DV,0.145811363636365,0.00754599282974153,Inf,19.323019107793,0
QTL AF,med_neg - small_neg,8,2X,Chr,2,2,GW,DV,0.02977022727273,0.00754599282974146,Inf,3.94517036318864,0.000235232214603753
QTL AF,large_neg - small_neg,2,20X,Peri,2,2,GW,DV,-0.0765704545454766,0.00754599282974154,Inf,-10.1471676786763,2.88657986402541e-14
QTL AF,med_neg - small_neg,2,20X,Peri,2,2,GW,DV,-0.0864265909090899,0.00754599282974147,Inf,-11.4533094397402,0
QTL AF,large_neg - med_neg,8,20X,Peri,2,2,GW,DV,0.118407045454556,0.00754599282974165,Inf,15.6913805944618,0
QTL AF,large_neg - small_neg,8,20X,Peri,2,2,GW,DV,0.125893181818192,0.00754599282974161,Inf,16.6834483756728,0
QTL AF,large_neg - small_neg,2,2X,Peri,2,2,GW,DV,-0.0650931818181745,0.00754599282974153,Inf,-8.62619184603758,2.60902410786912e-14
QTL AF,med_neg - small_neg,2,2X,Peri,2,2,GW,DV,-0.0703947727272722,0.00754599282974161,Inf,-9.32876220738241,3.03090885722668e-14
QTL AF,large_neg - med_neg,8,2X,Peri,2,2,GW,DV,0.104385909090909,0.00754599282974187,Inf,13.83329025698,0
QTL AF,large_neg - small_neg,8,2X,Peri,2,2,GW,DV,0.119502272727273,0.00754599282974163,Inf,15.8365208427271,0
QTL AF,large_neg - small_neg,2,20X,WT,2,2,GW,DV,-0.0789159090909305,0.00754599282974161,Inf,-10.4579888785334,2.8421709430404e-14
QTL AF,med_neg - small_neg,2,20X,WT,2,2,GW,DV,-0.0810763636363607,0.00754599282974151,Inf,-10.7442937550655,2.8199664825479e-14
QTL AF,large_neg - med_neg,8,20X,WT,2,2,GW,DV,0.115505909090915,0.00754599282974148,Inf,15.3069200696381,0
QTL AF,large_neg - small_neg,8,20X,WT,2,2,GW,DV,0.139890909090915,0.00754599282974149,Inf,18.5384365248207,0
QTL AF,med_neg - small_neg,8,20X,WT,2,2,GW,DV,0.0243850000000002,0.00754599282974146,Inf,3.2315164551827,0.00352656210290347
QTL AF,large_neg - small_neg,2,2X,WT,2,2,GW,DV,-0.0955590909090834,0.00754599282974154,Inf,-12.6635544275168,0
QTL AF,med_neg - small_neg,2,2X,WT,2,2,GW,DV,-0.0928963636363638,0.00754599282974151,Inf,-12.3106880343466,0
QTL AF,large_neg - med_neg,8,2X,WT,2,2,GW,DV,0.11075875,0.0075459928297414,Inf,14.6778233824264,0
QTL AF,large_neg - small_neg,8,2X,WT,2,2,GW,DV,0.127652272727273,0.00754599282974145,Inf,16.9165642755648,0
QTL AF,large_neg - small_neg,2,20X,Chr,200,2,GW,DV,-0.024115647977153,0.00754599282974146,Inf,-3.19582174556336,0.00398441989967535
QTL AF,large_neg - med_neg,8,20X,Chr,200,2,GW,DV,-0.020948606584742,0.00754599282974145,Inf,-2.77612330907287,0.0151965657492235
QTL AF,large_neg - small_neg,8,20X,Chr,200,2,GW,DV,-0.0375568292140714,0.0075459928297415,Inf,-4.97705604304927,1.93094836753449e-06
QTL AF,large_neg - small_neg,2,2X,Chr,200,2,GW,DV,-0.023912011166243,0.0075459928297415,Inf,-3.16883565963607,0.00436591298275946
QTL AF,large_neg - med_neg,8,2X,Chr,200,2,GW,DV,-0.0249600462885427,0.00754599282974135,Inf,-3.30772197266959,0.0027058964450003
QTL AF,large_neg - small_neg,8,2X,Chr,200,2,GW,DV,-0.0399040162549149,0.00754599282974177,Inf,-5.28810683435018,3.70144927486216e-07
QTL AF,large_neg - small_neg,2,20X,Peri,200,2,GW,DV,-0.0227441724096911,0.00754599282974154,Inf,-3.01407288912971,0.0072718853249707
QTL AF,large_neg - med_neg,8,20X,Peri,200,2,GW,DV,-0.0208940504322461,0.00754599282974156,Inf,-2.76889349137663,0.0155266984413682
QTL AF,large_neg - small_neg,8,20X,Peri,200,2,GW,DV,-0.0361833785981494,0.00754599282974178,Inf,-4.79504545187696,4.85884350831523e-06
QTL AF,large_neg - small_neg,2,2X,Peri,200,2,GW,DV,-0.0230061730773843,0.00754599282974171,Inf,-3.0487933922635,0.00649909091641843
QTL AF,large_neg - med_neg,8,2X,Peri,200,2,GW,DV,-0.0219268612506561,0.00754599282974197,Inf,-2.90576226950985,0.0102435708900592
QTL AF,large_neg - small_neg,8,2X,Peri,200,2,GW,DV,-0.0366442112490678,0.00754599282974184,Inf,-4.85611530197034,3.57792779048793e-06
QTL AF,large_neg - small_neg,2,20X,WT,200,2,GW,DV,-0.024950363466613,0.00754599282974148,Inf,-3.30643879865279,0.0027181236502315
QTL AF,large_neg - med_neg,8,20X,WT,200,2,GW,DV,-0.0226365235050693,0.00754599282974166,Inf,-2.99980718452979,0.00761275178958443
QTL AF,large_neg - small_neg,8,20X,WT,200,2,GW,DV,-0.0378291407998719,0.00754599282974147,Inf,-5.01314295592406,1.60193065545933e-06
QTL AF,large_neg - small_neg,2,2X,WT,200,2,GW,DV,-0.023622103145533,0.00754599282974161,Inf,-3.13041685547717,0.00496659341884898
QTL AF,large_neg - med_neg,8,2X,WT,200,2,GW,DV,-0.023644732581266,0.00754599282974167,Inf,-3.1334157233854,0.00491713279675388
QTL AF,large_neg - small_neg,8,2X,WT,200,2,GW,DV,-0.0389991868381851,0.00754599282974152,Inf,-5.16819823688077,7.07591724768975e-07
QTL AF,large_neg - small_neg,2,20X,Chr,2,3,GW,DV,-0.0906499999999546,0.00754599282974112,Inf,-12.0129984278112,0
QTL AF,med_neg - small_neg,2,20X,Chr,2,3,GW,DV,-0.10749511363638,0.00754599282974136,Inf,-14.2453241159606,0
QTL AF,large_neg - med_neg,8,20X,Chr,2,3,GW,DV,0.141386818181825,0.00754599282974134,Inf,18.7366753947302,0
QTL AF,large_neg - small_neg,8,20X,Chr,2,3,GW,DV,0.128727272727281,0.00754599282974133,Inf,17.0590239921675,0
QTL AF,large_neg - small_neg,2,2X,Chr,2,3,GW,DV,-0.101304545454554,0.00754599282974132,Inf,-13.4249458938363,0
QTL AF,med_neg - small_neg,2,2X,Chr,2,3,GW,DV,-0.118190795454545,0.00754599282974149,Inf,-15.6627230003072,0
QTL AF,large_neg - med_neg,8,2X,Chr,2,3,GW,DV,0.139083750000006,0.00754599282974148,Inf,18.4314712640366,0
QTL AF,large_neg - small_neg,8,2X,Chr,2,3,GW,DV,0.148688636363643,0.00754599282974146,Inf,19.7043172076189,0
QTL AF,large_neg - small_neg,2,20X,Peri,2,3,GW,DV,-0.124629545454574,0.00754599282974153,Inf,-16.5159904424191,0
QTL AF,med_neg - small_neg,2,20X,Peri,2,3,GW,DV,-0.120559431818179,0.00754599282974145,Inf,-15.9766162701628,0
QTL AF,large_neg - med_neg,8,20X,Peri,2,3,GW,DV,0.143703863636373,0.0075459928297414,Inf,19.0437318029227,0
QTL AF,large_neg - small_neg,8,20X,Peri,2,3,GW,DV,0.153081818181827,0.0075459928297415,Inf,20.286504590685,0
QTL AF,large_neg - small_neg,2,2X,Peri,2,3,GW,DV,-0.129343181818171,0.00754599282974134,Inf,-17.1406446754607,0
QTL AF,med_neg - small_neg,2,2X,Peri,2,3,GW,DV,-0.136306477272727,0.00754599282974141,Inf,-18.0634252308716,0
QTL AF,large_neg - med_neg,8,2X,Peri,2,3,GW,DV,0.150228409090909,0.00754599282974151,Inf,19.9083689158575,0
QTL AF,large_neg - small_neg,8,2X,Peri,2,3,GW,DV,0.14484090909091,0.00754599282974148,Inf,19.1944138245188,0
QTL AF,large_neg - med_neg,2,20X,WT,2,3,GW,DV,0.0190037499999853,0.00754599282974142,Inf,2.51838961800823,0.0316303413346598
QTL AF,large_neg - small_neg,2,20X,WT,2,3,GW,DV,-0.116634090909106,0.0075459928297414,Inf,-15.4564274762375,0
QTL AF,med_neg - small_neg,2,20X,WT,2,3,GW,DV,-0.135637840909091,0.00754599282974148,Inf,-17.9748170942455,0
QTL AF,large_neg - med_neg,8,20X,WT,2,3,GW,DV,0.147607159090921,0.00754599282974136,Inf,19.5609991185189,0
QTL AF,large_neg - small_neg,8,20X,WT,2,3,GW,DV,0.165245454545465,0.00754599282974143,Inf,21.8984377899452,0
