response,contrast,Matrix,Recombination,Map_type,QTL,H2,estimate,SE,df,z.ratio,p.value
prediction accuracy,3 - 4,CV,20X,Chr,2,2,-0.470265931001812,0.130551632691069,Inf,-3.60214515366978,0.000315602045737446
prediction accuracy,3 - 4,CV,20X,Peri,2,2,-1.14208851720641,0.137613503852442,Inf,-8.2992474229203,1.04772963173189e-16
prediction accuracy,3 - 4,GW,20X,Peri,2,2,-0.0452934061713177,0.0214263934903023,Inf,-2.11390713942679,0.034523199341135
prediction accuracy,3 - 4,CV,20X,WT,2,2,-1.19148532202178,0.184627889541628,Inf,-6.45344170363353,1.09338073890956e-10
prediction accuracy,3 - 4,GW,2X,WT,2,2,-0.065049958427207,0.0213189923453552,Inf,-3.05126796677045,0.00227877101865277
prediction accuracy,3 - 4,CV,2X,Chr,200,2,0.0622830101261115,0.0213189923453545,Inf,2.92148001730876,0.00348372622634795
prediction accuracy,3 - 4,GW,2X,Chr,2,8,-0.0677107636385532,0.0213189923453543,Inf,-3.17607711197984,0.00149281264094307
prediction accuracy,3 - 4,GW,2X,Peri,2,8,-0.0466615687430028,0.0213727603811779,Inf,-2.18322612104404,0.0290191620524008
prediction accuracy,3 - 4,GW,2X,WT,2,8,-0.0644022975345518,0.0213189923453555,Inf,-3.02088844028233,0.00252034200894599
