response,contrast,Recombination,Map_type,QTL,H2,Repulsion,QTL_type,estimate,SE,df,z.ratio,p.value
Prediction accuracy,CV - GW,20X,WT,200,8,2,DV,0.134848615236224,0.0304226666147073,Inf,4.43250478151819,9.31446362109116e-06
Prediction accuracy,CV - GW,2X,WT,200,8,2,DV,0.142379569225093,0.0304226666147077,Inf,4.68004895916193,2.86806418779731e-06
Prediction accuracy,CV - GW,20X,Chr,2,2,3,DV,0.233055241171444,0.0380483168166607,Inf,6.1252444436489,9.05444898305172e-10
Prediction accuracy,CV - GW,2X,Chr,2,2,3,DV,0.261684381178053,0.0414562455055192,Inf,6.31230295910936,2.74913373488733e-10
Prediction accuracy,CV - GW,20X,Peri,2,2,3,DV,0.264765135994444,0.0375161795150564,Inf,7.05735870274812,1.69697172517699e-12
Prediction accuracy,CV - GW,2X,Peri,2,2,3,DV,0.114149523676046,0.0375161792911129,Inf,3.04267454290278,0.0023448578660058
Prediction accuracy,CV - GW,20X,WT,2,2,3,DV,0.160303815506466,0.0386194173055347,Inf,4.15086054349899,3.31227548603867e-05
Prediction accuracy,CV - GW,2X,WT,2,2,3,DV,0.193791677526624,0.0389210026859538,Inf,4.9791029046783,6.38796733347022e-07
Prediction accuracy,CV - GW,20X,Chr,200,2,3,DV,0.133710170520768,0.0304226666147073,Inf,4.39508384370647,1.10730006421301e-05
Prediction accuracy,CV - GW,2X,Chr,200,2,3,DV,0.0847171959657709,0.0304226666147071,Inf,2.78467358035001,0.00535816332610436
Prediction accuracy,CV - GW,20X,Peri,200,2,3,DV,0.154398630699203,0.0304226666147067,Inf,5.07511825490553,3.87255085352624e-07
Prediction accuracy,CV - GW,2X,Peri,200,2,3,DV,0.0768787529106924,0.0304226666147071,Inf,2.52702216687104,0.0115034241862141
Prediction accuracy,CV - GW,20X,WT,200,2,3,DV,0.0686875658186728,0.0304226666147072,Inf,2.25777597633297,0.0239596297015843
Prediction accuracy,CV - GW,20X,Chr,2,8,3,DV,0.181701040381516,0.068529041935861,Inf,2.65144579945502,0.00801479756922823
Prediction accuracy,CV - GW,2X,Chr,2,8,3,DV,0.577571634829744,0.0597385578518589,Inf,9.66832236328871,4.11060990101439e-22
Prediction accuracy,CV - GW,20X,Peri,2,8,3,DV,-0.293707183092312,0.0791808535739854,Inf,-3.70932074908584,0.000207816024302344
Prediction accuracy,CV - GW,2X,Peri,2,8,3,DV,0.471782891895051,0.065881550239104,Inf,7.16107757305056,8.00453349119095e-13
Prediction accuracy,CV - GW,20X,WT,2,8,3,DV,0.563536309824742,0.0502139035583545,Inf,11.2227146246427,3.15436372937917e-29
Prediction accuracy,CV - GW,20X,Chr,200,8,3,DV,0.228844307833936,0.0304226666147066,Inf,7.52216466531934,5.38766676552547e-14
Prediction accuracy,CV - GW,2X,Chr,200,8,3,DV,0.136097659881382,0.0304226666147073,Inf,4.47356116427966,7.69275398383277e-06
Prediction accuracy,CV - GW,20X,Peri,200,8,3,DV,0.224015704625668,0.0304226666147069,Inf,7.36344737503629,1.79220469020842e-13
Prediction accuracy,CV - GW,2X,Peri,200,8,3,DV,0.129094949524936,0.0304226666147092,Inf,4.24338047548137,2.20177666268246e-05
Prediction accuracy,CV - GW,20X,WT,200,8,3,DV,0.128459916486635,0.0304226666147066,Inf,4.22250679447463,2.41600113423745e-05
Prediction accuracy,CV - GW,2X,WT,200,8,3,DV,0.128243435499293,0.0304226666147059,Inf,4.21539101497767,2.49345786030237e-05
Prediction accuracy,CV - GW,20X,Chr,2,2,4,DV,0.135800390465704,0.0497561007421709,Inf,2.72932139858392,0.00634648165181534
Prediction accuracy,CV - GW,2X,Chr,2,2,4,DV,0.584753910052046,0.0595764410427869,Inf,9.81518700709371,9.68582321609288e-23
Prediction accuracy,CV - GW,20X,Peri,2,2,4,DV,-0.184178926322667,0.0550897315326645,Inf,-3.34325329237557,0.000828022832950724
Prediction accuracy,CV - GW,2X,Peri,2,2,4,DV,0.312152573464442,0.0527033379608281,Inf,5.92282359224477,3.16460266624712e-09
Prediction accuracy,CV - GW,20X,WT,2,2,4,DV,0.420648020755162,0.0579346574852292,Inf,7.2607319869356,3.85001123794266e-13
Prediction accuracy,CV - GW,20X,Chr,200,2,4,DV,0.110342510347403,0.0304226666147062,Inf,3.6269835167593,0.000286751591658593
Prediction accuracy,CV - GW,20X,Peri,200,2,4,DV,0.142760920041331,0.0304226666147078,Inf,4.69258404759016,2.69775644753773e-06
Prediction accuracy,CV - GW,2X,Peri,2,8,4,DV,0.797846708370829,0.15387295959622,Inf,5.18510016616608,2.15898797164869e-07
Prediction accuracy,CV - GW,2X,WT,2,8,4,DV,0.767936385518039,0.154043607994494,Inf,4.98518825620785,6.19015114534064e-07
Prediction accuracy,CV - GW,20X,Chr,200,8,4,DV,0.225647479419479,0.030422666614706,Inf,7.41708418519775,1.19726851050202e-13
Prediction accuracy,CV - GW,2X,Chr,200,8,4,DV,0.15030599766852,0.0304226666147093,Inf,4.94059247245102,7.78855435505754e-07
Prediction accuracy,CV - GW,20X,Peri,200,8,4,DV,0.190757222208727,0.0304226666147083,Inf,6.27023346193141,3.60507163664846e-10
Prediction accuracy,CV - GW,2X,Peri,200,8,4,DV,0.144715744172975,0.0304226666147112,Inf,4.75683956326814,1.96647330986354e-06
Prediction accuracy,CV - GW,20X,WT,200,8,4,DV,0.112302845407827,0.0304226666147067,Inf,3.69142017792543,0.000223005384855014
Prediction accuracy,CV - GW,2X,WT,200,8,4,DV,0.121095832724448,0.0304226666147085,Inf,3.9804476792939,6.87856037414678e-05
Prediction accuracy,CV - GW,20X,Chr,2,2,5,DV,0.216888883757506,0.033883812135698,Inf,6.40095874953233,1.54404288541022e-10
Prediction accuracy,CV - GW,2X,Chr,2,2,5,DV,0.112573327457699,0.0353171702871079,Inf,3.18749567257354,0.00143510605417876
Prediction accuracy,CV - GW,20X,Peri,2,2,5,DV,0.336920681970643,0.0342762365191699,Inf,9.82957046005361,8.39761810717027e-23
Prediction accuracy,CV - GW,2X,Peri,2,2,5,DV,0.228614652965687,0.0353171702142581,Inf,6.47318716586731,9.59569676074812e-11
Prediction accuracy,CV - GW,20X,WT,2,2,5,DV,0.182521355003591,0.0363313675554261,Inf,5.02379533952698,5.0660222216445e-07
Prediction accuracy,CV - GW,2X,WT,2,2,5,DV,0.191789401901132,0.0351315055672062,Inf,5.45918538942889,4.78324106429279e-08
Prediction accuracy,CV - GW,20X,Chr,200,2,5,DV,0.14408311373919,0.030422666614719,Inf,4.73604485641901,2.17929372961082e-06
Prediction accuracy,CV - GW,2X,Chr,200,2,5,DV,0.110458863539439,0.0304226666147074,Inf,3.63080807275584,0.000282535235103877
Prediction accuracy,CV - GW,20X,Peri,200,2,5,DV,0.118714240907651,0.0304226666147127,Inf,3.90216421233238,9.53364420873435e-05
Prediction accuracy,CV - GW,2X,Peri,200,2,5,DV,0.0801382058344859,0.0304226666147061,Inf,2.63416112891786,0.00843454507649501
Prediction accuracy,CV - GW,20X,WT,200,2,5,DV,0.111894306513588,0.030422666614698,Inf,3.67799141116476,0.000235077873623133
Prediction accuracy,CV - GW,2X,WT,200,2,5,DV,0.0806580976865694,0.0304226666147053,Inf,2.65125009283644,0.00801944354948632
Prediction accuracy,CV - GW,20X,Chr,2,8,5,DV,0.553167281732394,0.0453778997748658,Inf,12.1902354334783,3.50407586017575e-34
Prediction accuracy,CV - GW,2X,Chr,2,8,5,DV,0.476782299811288,0.0434740995344954,Inf,10.9670425590523,5.50434219368843e-28
Prediction accuracy,CV - GW,20X,Peri,2,8,5,DV,0.348062505810616,0.048953647537562,Inf,7.11004232204656,1.16007375761939e-12
Prediction accuracy,CV - GW,2X,Peri,2,8,5,DV,0.330917630589326,0.0490521585455497,Inf,6.74623992911621,1.51725648123048e-11
Prediction accuracy,CV - GW,20X,WT,2,8,5,DV,0.438531772393817,0.0490519316995124,Inf,8.94015296034054,3.8863206061532e-19
Prediction accuracy,CV - GW,2X,WT,2,8,5,DV,0.379634099773736,0.0433586704467577,Inf,8.75566745617597,2.02899134559508e-18
Prediction accuracy,CV - GW,20X,Chr,200,8,5,DV,0.223853065426301,0.0304226666147198,Inf,7.35810138740406,1.86544344682354e-13
Prediction accuracy,CV - GW,2X,Chr,200,8,5,DV,0.145770005654797,0.0304226666147098,Inf,4.79149337896354,1.65544484558367e-06
Prediction accuracy,CV - GW,20X,Peri,200,8,5,DV,0.20278449790075,0.0304226666147083,Inf,6.66557276089371,2.63635156373041e-11
Prediction accuracy,CV - GW,2X,Peri,200,8,5,DV,0.148661678119626,0.030422666614707,Inf,4.88654331332546,1.02621759177724e-06
Prediction accuracy,CV - GW,20X,WT,200,8,5,DV,0.121635192553965,0.0304226666147052,Inf,3.99817656007746,6.38323303888192e-05
Prediction accuracy,CV - GW,2X,WT,200,8,5,DV,0.137541778457161,0.0304226666147057,Inf,4.52102967169471,6.15395607207751e-06
Prediction accuracy,CV - GW,20X,Chr,200,8,1,R,0.157023917809562,0.030422666614712,Inf,5.16141204182369,2.45094044502214e-07
Prediction accuracy,CV - GW,2X,Chr,200,8,1,R,0.0898611380981902,0.0304226666147075,Inf,2.9537561330915,0.00313931974659716
Prediction accuracy,CV - GW,20X,Peri,200,8,1,R,0.134963808179228,0.0304226666147089,Inf,4.43629119986396,9.15220229988701e-06
Prediction accuracy,CV - GW,2X,Peri,200,8,1,R,0.0675424029789596,0.0304226666147075,Inf,2.22013421224249,0.0264096584397749
Prediction accuracy,CV - GW,20X,WT,200,8,1,R,0.0666823041879974,0.0304226666147065,Inf,2.19186256854167,0.0283894315906647
Prediction accuracy,CV - GW,2X,WT,200,8,1,R,0.0728916819155365,0.0304226666147061,Inf,2.39596623263462,0.016576617365938
Prediction accuracy,CV - GW,20X,Chr,2,2,2,R,0.272478427606327,0.0489059050373195,Inf,5.57148318589344,2.5257974516797e-08
Prediction accuracy,CV - GW,2X,Peri,2,2,2,R,-0.206415689301321,0.0447876384634829,Inf,-4.60876474810386,4.0506834378183e-06
Prediction accuracy,CV - GW,20X,WT,2,2,2,R,0.199014407634135,0.0442283250570874,Inf,4.49970482439158,6.80478853999804e-06
Prediction accuracy,CV - GW,20X,Chr,2,8,2,R,0.719710546579815,0.0991553601463137,Inf,7.25841291401503,3.91658415623798e-13
Prediction accuracy,CV - GW,2X,Chr,2,8,2,R,0.233913798286233,0.110150042482265,Inf,2.12359244731018,0.0337042376511626
Prediction accuracy,CV - GW,2X,Peri,2,8,2,R,0.445774174399852,0.0715705874284072,Inf,6.22845487814061,4.71057712203427e-10
Prediction accuracy,CV - GW,20X,WT,2,8,2,R,0.455533956503418,0.0846489562131671,Inf,5.38144800458342,7.38890471073237e-08
Prediction accuracy,CV - GW,20X,Chr,200,8,2,R,0.167163168506307,0.030422666614707,Inf,5.49469152797725,3.91393944596513e-08
Prediction accuracy,CV - GW,2X,Chr,200,8,2,R,0.0937682344960056,0.0304226666147065,Inf,3.08218328404774,0.00205488270486341
Prediction accuracy,CV - GW,20X,Peri,200,8,2,R,0.123073343136485,0.0304226666147085,Inf,4.04544889819036,5.22229570256713e-05
Prediction accuracy,CV - GW,2X,Peri,200,8,2,R,0.0924943531093501,0.0304226666147087,Inf,3.04031051192045,0.0023633435326498
Prediction accuracy,CV - GW,20X,WT,200,8,2,R,0.0830887709957165,0.0304226666147085,Inf,2.73114687966062,0.00631143363076078
Prediction accuracy,CV - GW,2X,WT,200,8,2,R,0.0796267028832789,0.030422666614708,Inf,2.61734791008698,0.00886159689796618
Prediction accuracy,CV - GW,20X,Chr,2,2,3,R,0.19763327114088,0.0347754055913386,Inf,5.68313346114084,1.32248984196608e-08
Prediction accuracy,CV - GW,2X,Chr,2,2,3,R,0.266558563418124,0.0351315050400269,Inf,7.58745072590604,3.26260619521925e-14
Prediction accuracy,CV - GW,20X,Peri,2,2,3,R,0.283958784061706,0.0365533398409873,Inf,7.76834032941917,7.95211644689291e-15
Prediction accuracy,CV - GW,2X,Peri,2,2,3,R,0.158109972836698,0.0365533397457155,Inf,4.32545901240749,1.5221457072692e-05
Prediction accuracy,CV - GW,20X,WT,2,2,3,R,0.1828877330813,0.0346045456008765,Inf,5.28507830129309,1.25651000905147e-07
Prediction accuracy,CV - GW,2X,WT,2,2,3,R,0.119182212752201,0.0365533396716971,Inf,3.26050133373948,0.00111215444155021
Prediction accuracy,CV - GW,20X,Chr,200,2,3,R,0.096032109987655,0.0304226666147074,Inf,3.15659738851524,0.00159621574009396
Prediction accuracy,CV - GW,20X,Chr,2,8,3,R,0.547207987915397,0.0518333386562441,Inf,10.5570662068375,4.71157658093858e-26
Prediction accuracy,CV - GW,2X,Chr,2,8,3,R,0.466710207828885,0.0530325883604994,Inf,8.80044180865417,1.36278567718963e-18
Prediction accuracy,CV - GW,20X,Peri,2,8,3,R,0.404106414188908,0.0553573097647752,Inf,7.29996482679598,2.87842964598419e-13
Prediction accuracy,CV - GW,2X,Peri,2,8,3,R,0.558265131534377,0.0565732309553108,Inf,9.86800863424913,5.72906530504369e-23
Prediction accuracy,CV - GW,20X,WT,2,8,3,R,0.443043488495778,0.0484163128939923,Inf,9.15070690049909,5.65621971232594e-20
Prediction accuracy,CV - GW,2X,WT,2,8,3,R,0.521159975199329,0.0510099392283338,Inf,10.2168319171384,1.66700125828741e-24
Prediction accuracy,CV - GW,20X,Chr,200,8,3,R,0.152846191294683,0.0304226666147074,Inf,5.02408921710999,5.05827205461814e-07
Prediction accuracy,CV - GW,2X,Chr,200,8,3,R,0.0819358448705844,0.0304226666147072,Inf,2.69324993460548,0.00707592032500375
Prediction accuracy,CV - GW,20X,Peri,200,8,3,R,0.123237025392608,0.0304226666147065,Inf,4.05082917133355,5.10364582010891e-05
Prediction accuracy,CV - GW,2X,Peri,200,8,3,R,0.0725553147972124,0.0304226666147081,Inf,2.3849097686307,0.0170833108512496
Prediction accuracy,CV - GW,20X,WT,200,8,3,R,0.0762073402810027,0.0304226666147076,Inf,2.50495268038604,0.0122467776731907
Prediction accuracy,CV - GW,20X,Chr,2,2,4,R,0.232900318572988,0.0506673092505109,Inf,4.59665851647015,4.29320378455799e-06
Prediction accuracy,CV - GW,2X,Chr,2,2,4,R,0.209114947303156,0.0447876396525602,Inf,4.6690325483853,3.02621436374465e-06
Prediction accuracy,CV - GW,2X,Peri,2,2,4,R,0.291272010369776,0.0527033408536741,Inf,5.5266327646755,3.26435253306203e-08
Prediction accuracy,CV - GW,20X,WT,2,2,4,R,-0.287988823836248,0.0564463860808813,Inf,-5.10198869815319,3.36102827173529e-07
Prediction accuracy,CV - GW,2X,WT,2,2,4,R,0.268156764838369,0.0551321243612463,Inf,4.86389320101843,1.15099034578396e-06
Prediction accuracy,CV - GW,20X,Chr,200,2,4,R,0.0614277575023514,0.0304226666147073,Inf,2.01914441887403,0.043472211252878
Prediction accuracy,CV - GW,20X,Peri,2,8,4,R,0.780771197933718,0.21638450723969,Inf,3.60825831707469,0.000308259488255392
Prediction accuracy,CV - GW,2X,Peri,2,8,4,R,0.763812097935639,0.216398243723186,Inf,3.52965941309901,0.00041609494451902
Prediction accuracy,CV - GW,2X,WT,2,8,4,R,0.761445254642097,0.216441100051678,Inf,3.51802524779393,0.000434770995107771
Prediction accuracy,CV - GW,20X,Chr,200,8,4,R,0.156686527721268,0.0304226666147053,Inf,5.15032195256451,2.60039688810211e-07
Prediction accuracy,CV - GW,2X,Chr,200,8,4,R,0.0979511772253358,0.0304226666147069,Inf,3.21967756692256,0.00128334853320878
Prediction accuracy,CV - GW,20X,Peri,200,8,4,R,0.126418256779088,0.0304226666147075,Inf,4.15539697358324,3.24723244764148e-05
Prediction accuracy,CV - GW,2X,Peri,200,8,4,R,0.0893492634368017,0.0304226666147063,Inf,2.93693069606234,0.00331478172825533
Prediction accuracy,CV - GW,20X,WT,200,8,4,R,0.0661148469627099,0.0304226666147055,Inf,2.17321011994234,0.0297645064669379
Prediction accuracy,CV - GW,2X,WT,200,8,4,R,0.0709264528896363,0.0304226666147055,Inf,2.33136870570551,0.0197339262048243
Prediction accuracy,CV - GW,20X,Chr,2,2,5,R,0.282484141458525,0.0332506298498034,Inf,8.49560272194951,1.96908419690344e-17
Prediction accuracy,CV - GW,2X,Chr,2,2,5,R,0.244349213170508,0.0322691052889321,Inf,7.5722339055467,3.66860134125586e-14
Prediction accuracy,CV - GW,20X,Peri,2,2,5,R,0.141592178257911,0.0323824260489355,Inf,4.37250062870338,1.22831463334744e-05
Prediction accuracy,CV - GW,2X,Peri,2,2,5,R,0.294778225842539,0.0332506299520244,Inf,8.86534258953466,7.62691958113758e-19
Prediction accuracy,CV - GW,20X,WT,2,2,5,R,0.140943053914464,0.0324982418072761,Inf,4.33694397224001,1.44477433302932e-05
Prediction accuracy,CV - GW,2X,WT,2,2,5,R,0.150933902444408,0.0335257873952938,Inf,4.50202408864512,6.73093506248303e-06
Prediction accuracy,CV - GW,20X,Chr,200,2,5,R,0.0916519164004829,0.0304226666147126,Inf,3.01261942489155,0.00259003503838089
Prediction accuracy,CV - GW,20X,Peri,200,2,5,R,0.0824488175679595,0.0304226666147107,Inf,2.71011146432811,0.00672606002804613
Prediction accuracy,CV - GW,2X,Peri,200,2,5,R,0.0674882467815612,0.0304226666147068,Inf,2.21835408566507,0.0265306991117249
Prediction accuracy,CV - GW,20X,Chr,2,8,5,R,0.568375147378029,0.0466628717287705,Inf,12.1804579598472,3.95057312549494e-34
Prediction accuracy,CV - GW,2X,Chr,2,8,5,R,0.463003066070365,0.0433019709320083,Inf,10.6924247581562,1.10445130925387e-26
Prediction accuracy,CV - GW,20X,Peri,2,8,5,R,0.405564622233527,0.0455354406477233,Inf,8.90657071644709,5.26353940056666e-19
Prediction accuracy,CV - GW,2X,Peri,2,8,5,R,0.435941506812117,0.0393545515171627,Inf,11.0772830589113,1.61705243089646e-28
Prediction accuracy,CV - GW,20X,WT,2,8,5,R,0.397810695562605,0.0414562434239416,Inf,9.59591759182076,8.31736883251434e-22
Prediction accuracy,CV - GW,2X,WT,2,8,5,R,0.480486080960421,0.0419302938636238,Inf,11.4591632131933,2.11548767427348e-30
Prediction accuracy,CV - GW,20X,Chr,200,8,5,R,0.166770173060894,0.030422666614715,Inf,5.48177367792702,4.21082697705222e-08
Prediction accuracy,CV - GW,2X,Chr,200,8,5,R,0.0957218742497945,0.0304226666147078,Inf,3.14639986895554,0.0016529384883343
Prediction accuracy,CV - GW,20X,Peri,200,8,5,R,0.120464532290596,0.0304226666147082,Inf,3.95969668984755,7.50450148488781e-05
Prediction accuracy,CV - GW,2X,Peri,200,8,5,R,0.0815658412576932,0.0304226666147062,Inf,2.68108783134299,0.00733832524074555
Prediction accuracy,CV - GW,20X,WT,200,8,5,R,0.0610751461812756,0.0304226666147066,Inf,2.00755400421577,0.0446907064462915
Prediction accuracy,CV - GW,2X,WT,200,8,5,R,0.0710665343369912,0.0304226666147052,Inf,2.33597321487395,0.0194926375738371
