response,contrast,Recombination,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,Peri - WT,20X,200,2,5,CV,R,0.167043171716531,0.0693182380709417,Inf,2.40980117736945,0.0422022954554269
Bulmer effect,Chr - WT,20X,200,8,5,CV,R,0.291648063410665,0.0693182380709428,Inf,4.2073784840316,7.6641639806585e-05
Bulmer effect,Chr - Peri,20X,200,2,1,GW,R,-0.211943152750511,0.0693182380709324,Inf,-3.05753808303137,0.00631654751213473
Bulmer effect,Chr - WT,20X,200,2,1,GW,R,-0.252546266626738,0.0693182380709382,Inf,-3.64328744721251,0.000786561560752963
Bulmer effect,Peri - WT,2X,200,2,1,GW,R,0.205309338179103,0.0693182380709428,Inf,2.96183722917167,0.00859126766584017
Bulmer effect,Chr - Peri,20X,200,8,1,GW,R,0.202882951317998,0.0693182380709396,Inf,2.92683364384376,0.00959195929787737
Bulmer effect,Chr - WT,20X,200,8,1,GW,R,0.32002724732492,0.0693182380709411,Inf,4.61678277219626,1.16257326086e-05
Bulmer effect,Chr - WT,2X,200,8,1,GW,R,0.265828518086915,0.0693182380709403,Inf,3.83490009966592,0.000369424638162807
Bulmer effect,Peri - WT,2X,200,8,1,GW,R,0.18613644387073,0.0693182380709465,Inf,2.68524488000144,0.0198326302611386
Bulmer effect,Chr - WT,20X,200,8,2,GW,R,0.384684100835628,0.0693182380709427,Inf,5.54953662327553,8.58420758920175e-08
Bulmer effect,Peri - WT,20X,200,8,2,GW,R,0.242126901899549,0.0693182380709401,Inf,3.49297542230886,0.00138713016448444
Bulmer effect,Chr - WT,20X,200,2,3,GW,R,0.19054271207723,0.0693182380709421,Inf,2.74881066483866,0.0164772301448233
Bulmer effect,Peri - WT,20X,200,2,3,GW,R,0.21998534450477,0.0693182380709415,Inf,3.17355649287614,0.00429686154320241
Bulmer effect,Chr - Peri,20X,200,8,3,GW,R,0.179981305253666,0.0693182380709419,Inf,2.59644950971588,0.0255159834922118
Bulmer effect,Chr - WT,20X,200,8,3,GW,R,0.405427524067239,0.0693182380709457,Inf,5.84878576475491,1.48471703820263e-08
Bulmer effect,Peri - WT,20X,200,8,3,GW,R,0.225446218813573,0.0693182380709451,Inf,3.25233625503919,0.00328226198587767
Bulmer effect,Chr - WT,20X,200,2,4,GW,R,0.175364893121857,0.0693182380709393,Inf,2.52985214284285,0.0306602434132045
Bulmer effect,Chr - WT,20X,200,8,4,GW,R,0.300937120255479,0.0693182380709445,Inf,4.34138444124159,4.20947848326358e-05
Bulmer effect,Peri - WT,20X,200,8,4,GW,R,0.198950108903897,0.0693182380709433,Inf,2.87009760260038,0.0114371337196272
Bulmer effect,Chr - WT,20X,200,2,5,GW,R,0.32583384064423,0.0693182380709413,Inf,4.70054995210303,7.74564526717647e-06
Bulmer effect,Peri - WT,20X,200,2,5,GW,R,0.232194010456597,0.0693182380709417,Inf,3.34968136695807,0.00233286215270712
Bulmer effect,Chr - Peri,20X,200,8,5,GW,R,0.260027369603051,0.0693182380709391,Inf,3.75121146814123,0.000516197980042654
Bulmer effect,Chr - WT,20X,200,8,5,GW,R,0.426936396295547,0.0693182380709425,Inf,6.1590774401768,2.19450702054758e-09
Bulmer effect,Peri - WT,20X,200,8,5,GW,R,0.166909026692496,0.0693182380709434,Inf,2.40786597203573,0.0424150332025828
Bulmer effect,Chr - WT,2X,200,8,5,GW,R,0.164547835920048,0.0693182380709343,Inf,2.37380291968275,0.0463106921684009
