response,contrast,Recombination,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,Chr - WT,20X,200,2,1,CV,DV,-0.225969786953601,0.0693182380709455,Inf,-3.25988936306093,0.00319753628268549
Bulmer effect,Chr - WT,20X,200,8,1,CV,DV,0.196632939889299,0.0693182380709406,Inf,2.83666961771394,0.0126669061147507
Bulmer effect,Chr - WT,20X,200,8,2,CV,DV,0.186868829191162,0.0693182380709407,Inf,2.69581043014854,0.0192364650354513
Bulmer effect,Peri - WT,20X,200,8,2,CV,DV,0.178160940242481,0.0693182380709433,Inf,2.57018852758698,0.0274474452626623
Bulmer effect,Chr - WT,20X,200,2,3,CV,DV,0.192719844903509,0.0693182380709425,Inf,2.78021845717246,0.0150123383371598
Bulmer effect,Peri - WT,20X,200,2,3,CV,DV,0.200707322883465,0.0693182380709408,Inf,2.89544755419288,0.0105767587591898
Bulmer effect,Chr - WT,20X,200,8,3,CV,DV,0.17508657165589,0.0693182380709397,Inf,2.52583701675608,0.0309970971223459
Bulmer effect,Chr - WT,20X,200,8,5,CV,DV,0.235732216458853,0.0693182380709415,Inf,3.40072429737179,0.00194307029331775
Bulmer effect,Chr - Peri,20X,200,2,1,GW,DV,-0.323298977531434,0.0693182380709127,Inf,-4.66398146474379,9.2558212443361e-06
Bulmer effect,Chr - WT,20X,200,2,1,GW,DV,0.564446541851689,0.0693182380709343,Inf,8.14282874983179,3.77475828372553e-14
Bulmer effect,Peri - WT,20X,200,2,1,GW,DV,0.887745519383123,0.0693182380709388,Inf,12.8068102145733,0
Bulmer effect,Chr - Peri,2X,200,2,1,GW,DV,-0.528077131166903,0.069318238070942,Inf,-7.61815570999447,9.59232693276135e-14
Bulmer effect,Chr - WT,2X,200,2,1,GW,DV,-0.460029920844347,0.0693182380709508,Inf,-6.63649183312308,9.63866764180921e-11
Bulmer effect,Chr - WT,20X,200,8,1,GW,DV,0.655498602069442,0.0693182380709377,Inf,9.45636560177177,2.66453525910038e-14
Bulmer effect,Peri - WT,20X,200,8,1,GW,DV,0.576612292886143,0.0693182380709417,Inf,8.31833452396793,3.24185123190546e-14
Bulmer effect,Chr - WT,2X,200,8,1,GW,DV,0.253435494289826,0.0693182380709418,Inf,3.65611563915481,0.000748606333750401
Bulmer effect,Peri - WT,2X,200,8,1,GW,DV,0.199911176417265,0.0693182380709439,Inf,2.88396217186976,0.0109591339329572
Bulmer effect,Chr - WT,20X,200,2,2,GW,DV,0.304370210438644,0.0693182380709429,Inf,4.39091094795486,3.35825176746019e-05
Bulmer effect,Peri - WT,20X,200,2,2,GW,DV,0.295880003301445,0.0693182380709405,Inf,4.26842937061731,5.84593991419524e-05
Bulmer effect,Chr - WT,20X,200,8,2,GW,DV,0.407732741394644,0.0693182380709395,Inf,5.88204133199945,1.21509666772823e-08
Bulmer effect,Peri - WT,20X,200,8,2,GW,DV,0.272891993117424,0.0693182380709428,Inf,3.93679932888855,0.000243534760363651
Bulmer effect,Peri - WT,20X,2,2,3,GW,DV,0.18268876092469,0.0719849956839495,Inf,2.53787277736024,0.0299967695828659
Bulmer effect,Chr - WT,20X,200,2,3,GW,DV,0.265116825252071,0.0693182380709422,Inf,3.82463306382286,0.000385045654902716
Bulmer effect,Peri - WT,20X,200,2,3,GW,DV,0.329783241286685,0.0693182380709412,Inf,4.75752486595491,5.85330726354805e-06
Bulmer effect,Chr - WT,20X,200,8,3,GW,DV,0.314556045773742,0.0693182380709401,Inf,4.53785402698531,1.69382947428076e-05
Bulmer effect,Peri - WT,20X,200,8,3,GW,DV,0.22269032927698,0.0693182380709352,Inf,3.21257919234898,0.00376310510158384
Bulmer effect,Chr - WT,20X,200,8,4,GW,DV,0.246956980759967,0.0693182380709381,Inf,3.56265519194587,0.00106933903131967
Bulmer effect,Chr - WT,20X,200,2,5,GW,DV,0.367034209979731,0.0693182380709421,Inf,5.29491545362273,3.56623507391518e-07
Bulmer effect,Peri - WT,20X,200,2,5,GW,DV,0.343114835630526,0.0693182380709406,Inf,4.94984934959513,2.22110447745116e-06
Bulmer effect,Peri - WT,2X,200,2,5,GW,DV,0.238807761015898,0.06931823807094,Inf,3.44509277300879,0.00165406044397876
Bulmer effect,Chr - WT,20X,200,8,5,GW,DV,0.506027517725817,0.0693182380709417,Inf,7.30006318406331,8.84181616811475e-13
Bulmer effect,Peri - WT,20X,200,8,5,GW,DV,0.351502635406752,0.0693182380709409,Inf,5.07085357603898,1.18510607638456e-06
Bulmer effect,Chr - WT,2X,200,2,1,CV,R,-0.229544633505608,0.0693182380709422,Inf,-3.31146087802586,0.00267055647006431
Bulmer effect,Chr - WT,20X,200,8,1,CV,R,0.263850204191003,0.0693182380709417,Inf,3.80636051252447,0.000414391773725598
Bulmer effect,Chr - WT,20X,200,8,2,CV,R,0.256444623081326,0.0693182380709407,Inf,3.6995259864926,0.000632473127386901
Bulmer effect,Chr - Peri,20X,200,2,3,CV,R,0.181363033103268,0.0693182380709405,Inf,2.61638261661615,0.0241297540011936
Bulmer effect,Chr - WT,20X,200,8,3,CV,R,0.276990955607158,0.0693182380709436,Inf,3.99593185452395,0.000190329364538444
Bulmer effect,Chr - WT,20X,200,8,4,CV,R,0.216159894027753,0.0693182380709424,Inf,3.11836971110732,0.00516988031001398
Bulmer effect,Chr - WT,20X,200,2,5,CV,R,0.178378079940787,0.0693182380709412,Inf,2.57332103216808,0.0272105973402225
