response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 8,20X,Chr,2,1,CV,R,0.279757115818083,0.119201821214915,Inf,2.34691981185166,0.018929328165454
Genetic gain,2 - 8,2X,Chr,2,1,CV,R,0.317467374829648,0.119201821214892,Inf,2.66327621167239,0.00773838652733862
Genetic gain,2 - 8,20X,Peri,2,1,CV,R,0.268293042829101,0.119201821214887,Inf,2.25074617228745,0.0244016185565242
Genetic gain,2 - 8,2X,Peri,2,1,CV,R,0.328863552701436,0.119201821214887,Inf,2.75888027003033,0.00579997807302534
Genetic gain,2 - 8,20X,WT,2,1,CV,R,0.311030626568585,0.119201821214888,Inf,2.60927747075175,0.00907336378043365
Genetic gain,2 - 8,2X,WT,2,1,CV,R,0.356364111448243,0.119201821214888,Inf,2.98958613061638,0.00279355675416339
Genetic gain,2 - 8,20X,Chr,200,1,CV,R,-2.584024972378,0.119201821214892,Inf,-21.6777306423837,3.32893729094974e-104
Genetic gain,2 - 8,2X,Chr,200,1,CV,R,-2.60536483308774,0.119201821214888,Inf,-21.856753584251,6.70462426857053e-106
Genetic gain,2 - 8,20X,Peri,200,1,CV,R,-2.62156136629618,0.119201821214887,Inf,-21.9926284647131,3.38785153448527e-107
Genetic gain,2 - 8,2X,Peri,200,1,CV,R,-2.54568509884061,0.119201821214888,Inf,-21.3560923222092,3.42275456212489e-101
Genetic gain,2 - 8,20X,WT,200,1,CV,R,-2.53606387406281,0.119201821214887,Inf,-21.2753785824381,1.91957418543167e-100
Genetic gain,2 - 8,2X,WT,200,1,CV,R,-2.47160143924682,0.119201821214888,Inf,-20.734594606497,1.6887178440787e-95
Genetic gain,2 - 8,20X,Chr,2,2,CV,R,-1.0590010025123,0.119201821214885,Inf,-8.88410086120441,6.44398073176885e-19
Genetic gain,2 - 8,2X,Chr,2,2,CV,R,-0.693639531279531,0.119201821214886,Inf,-5.81903467757511,5.91884549981219e-09
Genetic gain,2 - 8,20X,Peri,2,2,CV,R,-0.887935830148977,0.119201821214886,Inf,-7.44901228101445,9.40416184491453e-14
Genetic gain,2 - 8,2X,Peri,2,2,CV,R,-0.845305457071023,0.119201821214887,Inf,-7.09138038710984,1.32780816243042e-12
Genetic gain,2 - 8,20X,WT,2,2,CV,R,-0.406971428317155,0.119201821214886,Inf,-3.41413767146648,0.000639842354095318
Genetic gain,2 - 8,2X,WT,2,2,CV,R,-1.07859622043937,0.119201821214887,Inf,-9.04848776173456,1.44961919132813e-19
Genetic gain,2 - 8,20X,Chr,200,2,CV,R,-2.51186495448214,0.119201821214887,Inf,-21.0723706138177,1.42610064822308e-98
Genetic gain,2 - 8,2X,Chr,200,2,CV,R,-2.52563761759634,0.119201821214888,Inf,-21.187911324302,1.23453409987128e-99
Genetic gain,2 - 8,20X,Peri,200,2,CV,R,-2.57304058929615,0.119201821214886,Inf,-21.5855811855232,2.45384282875179e-103
Genetic gain,2 - 8,2X,Peri,200,2,CV,R,-2.4650450855328,0.119201821214885,Inf,-20.679592479456,5.28856905885792e-95
Genetic gain,2 - 8,20X,WT,200,2,CV,R,-2.38232835341165,0.119201821214886,Inf,-19.9856707651891,7.33942348360616e-89
Genetic gain,2 - 8,2X,WT,200,2,CV,R,-2.52854676876192,0.119201821214888,Inf,-21.2123165820063,7.35027980886363e-100
Genetic gain,2 - 8,20X,Chr,2,3,CV,R,-0.485521602614104,0.119201821214887,Inf,-4.07310557561739,4.63903825425619e-05
Genetic gain,2 - 8,2X,Chr,2,3,CV,R,-0.821563928483941,0.119201821214888,Inf,-6.89220953262861,5.49323789388519e-12
Genetic gain,2 - 8,20X,Peri,2,3,CV,R,-0.865193463073534,0.119201821214887,Inf,-7.25822352591274,3.92207052343801e-13
Genetic gain,2 - 8,2X,Peri,2,3,CV,R,-0.657621638298222,0.119201821214887,Inf,-5.51687576243251,3.45079197820748e-08
Genetic gain,2 - 8,20X,WT,2,3,CV,R,-0.55317114106291,0.119201821214887,Inf,-4.64062658963659,3.47354308348598e-06
Genetic gain,2 - 8,2X,WT,2,3,CV,R,-0.481538463996654,0.119201821214887,Inf,-4.0396904937264,5.35217829015553e-05
Genetic gain,2 - 8,20X,Chr,200,3,CV,R,-2.40324725781881,0.119201821214888,Inf,-20.1611622484057,2.14777426513849e-90
Genetic gain,2 - 8,2X,Chr,200,3,CV,R,-2.14129232875862,0.119201821214888,Inf,-17.9635873591096,3.75721450154529e-72
Genetic gain,2 - 8,20X,Peri,200,3,CV,R,-2.3666088046166,0.119201821214887,Inf,-19.8537973706818,1.0217944689037e-87
Genetic gain,2 - 8,2X,Peri,200,3,CV,R,-2.28795322063371,0.119201821214887,Inf,-19.1939451705958,4.15839667679076e-82
Genetic gain,2 - 8,20X,WT,200,3,CV,R,-2.22167185373716,0.119201821214887,Inf,-18.6379019304757,1.58329963170232e-77
Genetic gain,2 - 8,2X,WT,200,3,CV,R,-2.13556046344409,0.119201821214887,Inf,-17.915501975379,8.92603027426821e-72
Genetic gain,2 - 8,20X,Chr,2,4,CV,R,0.482828702674551,0.119201821214886,Inf,4.05051447833295,5.11051472949189e-05
Genetic gain,2 - 8,2X,Chr,2,4,CV,R,0.618640375374063,0.119201821214887,Inf,5.18985674102101,2.10455934659172e-07
Genetic gain,2 - 8,20X,Peri,2,4,CV,R,0.461455087111686,0.119201821214887,Inf,3.87120836249486,0.000108297170711936
Genetic gain,2 - 8,2X,Peri,2,4,CV,R,0.492756331987845,0.119201821214888,Inf,4.13379868667898,3.56816049427681e-05
Genetic gain,2 - 8,20X,WT,2,4,CV,R,0.38510441665176,0.119201821214887,Inf,3.23069238982118,0.00123490764359364
Genetic gain,2 - 8,2X,WT,2,4,CV,R,0.756662711588521,0.119201821214887,Inf,6.3477445552151,2.1849448004692e-10
Genetic gain,2 - 8,20X,Chr,200,4,CV,R,-3.63971777709051,0.119201821214887,Inf,-30.5340785903693,9.20053761114751e-205
Genetic gain,2 - 8,2X,Chr,200,4,CV,R,-3.36828886823722,0.119201821214887,Inf,-28.2570252191462,1.16680842803323e-175
Genetic gain,2 - 8,20X,Peri,200,4,CV,R,-3.60444723227059,0.119201821214886,Inf,-30.2381892787764,7.46011281947663e-201
Genetic gain,2 - 8,2X,Peri,200,4,CV,R,-3.14995289945513,0.11920182121489,Inf,-26.425375613822,7.00289124951418e-154
Genetic gain,2 - 8,20X,WT,200,4,CV,R,-3.16023332258178,0.119201821214887,Inf,-26.5116194565918,7.12004558578192e-155
Genetic gain,2 - 8,2X,WT,200,4,CV,R,-3.15262369014402,0.119201821214887,Inf,-26.4477812336502,3.86959580478326e-154
Genetic gain,2 - 8,20X,Chr,2,5,CV,R,-0.509904247720114,0.119201821214887,Inf,-4.27765484221001,1.88872574563499e-05
Genetic gain,2 - 8,2X,Chr,2,5,CV,R,-0.685592148842944,0.119201821214887,Inf,-5.75152411142288,8.8442464144416e-09
Genetic gain,2 - 8,20X,Peri,2,5,CV,R,-0.609866381244835,0.119201821214887,Inf,-5.1162505323255,3.11669028834399e-07
Genetic gain,2 - 8,2X,Peri,2,5,CV,R,-0.826880337252031,0.119201821214887,Inf,-6.93680959589874,4.0105377484093e-12
Genetic gain,2 - 8,20X,WT,2,5,CV,R,-0.73693810126115,0.119201821214887,Inf,-6.1822721645558,6.31854664146387e-10
Genetic gain,2 - 8,2X,WT,2,5,CV,R,-0.680722658026252,0.119201821214887,Inf,-5.71067330254212,1.12530080564673e-08
Genetic gain,2 - 8,20X,Chr,200,5,CV,R,-2.10958032664555,0.119201821214887,Inf,-17.6975511376003,4.37940567779113e-70
Genetic gain,2 - 8,2X,Chr,200,5,CV,R,-1.96681649139224,0.119201821214887,Inf,-16.4998862546457,3.67584343969994e-61
Genetic gain,2 - 8,20X,Peri,200,5,CV,R,-2.04301632992323,0.119201821214886,Inf,-17.1391368781209,7.57670197164638e-66
Genetic gain,2 - 8,2X,Peri,200,5,CV,R,-1.97830850025556,0.119201821214889,Inf,-16.5962942519914,7.41285247167385e-62
Genetic gain,2 - 8,20X,WT,200,5,CV,R,-1.94507405598897,0.119201821214887,Inf,-16.317486059903,7.41259200887538e-60
Genetic gain,2 - 8,2X,WT,200,5,CV,R,-1.90307881636109,0.119201821214887,Inf,-15.965182385346,2.23387746463604e-57
Genetic gain,2 - 8,20X,Chr,2,1,GW,R,0.420739402693973,0.119201821214891,Inf,3.52963904750654,0.000416126972147348
Genetic gain,2 - 8,2X,Chr,2,1,GW,R,0.359143932738146,0.119201821214888,Inf,3.01290642271905,0.00258758693620183
Genetic gain,2 - 8,20X,Peri,2,1,GW,R,0.45866638061594,0.119201821214887,Inf,3.84781353121356,0.000119176706006089
Genetic gain,2 - 8,2X,Peri,2,1,GW,R,0.397611596889175,0.119201821214887,Inf,3.33561679542123,0.000851103939196422
Genetic gain,2 - 8,20X,WT,2,1,GW,R,0.406966404591904,0.119201821214887,Inf,3.41409552676431,0.000639941339938074
Genetic gain,2 - 8,2X,WT,2,1,GW,R,0.4213137606614,0.119201821214887,Inf,3.53445741321259,0.000408613276198224
Genetic gain,2 - 8,20X,Chr,200,1,GW,R,-2.0393255403325,0.119201821214889,Inf,-17.1081743512639,1.28979153929587e-65
Genetic gain,2 - 8,2X,Chr,200,1,GW,R,-2.2564219091344,0.119201821214888,Inf,-18.9294247867798,6.52711840516521e-80
Genetic gain,2 - 8,20X,Peri,200,1,GW,R,-2.21133275515506,0.119201821214887,Inf,-18.5511658514735,7.98022026818323e-77
Genetic gain,2 - 8,2X,Peri,200,1,GW,R,-2.1838012341399,0.119201821214887,Inf,-18.3202002442825,5.71023533293951e-75
Genetic gain,2 - 8,20X,WT,200,1,GW,R,-2.30520861260435,0.119201821214887,Inf,-19.3387029586463,2.53778238769509e-83
Genetic gain,2 - 8,2X,WT,200,1,GW,R,-2.1993409448337,0.119201821214888,Inf,-18.4505649529373,5.16028045786109e-76
Genetic gain,2 - 8,20X,Chr,2,2,GW,R,-1.5785526363444,0.119201821214887,Inf,-13.2426889141125,4.97357417899312e-40
Genetic gain,2 - 8,2X,Chr,2,2,GW,R,-1.4326847041474,0.119201821214887,Inf,-12.0189833472819,2.82424874193447e-33
Genetic gain,2 - 8,20X,Peri,2,2,GW,R,-1.56710101202972,0.119201821214887,Inf,-13.1466197081393,1.77953699454673e-39
Genetic gain,2 - 8,2X,Peri,2,2,GW,R,-1.82507246968609,0.119201821214888,Inf,-15.3107767237548,6.4785609292719e-53
Genetic gain,2 - 8,20X,WT,2,2,GW,R,-1.08816711238961,0.119201821214887,Inf,-9.12877925269246,6.92760198241153e-20
Genetic gain,2 - 8,2X,WT,2,2,GW,R,-1.38102102474767,0.119201821214887,Inf,-11.5855698400621,4.87712394004408e-31
Genetic gain,2 - 8,20X,Chr,200,2,GW,R,-2.00682386913154,0.119201821214888,Inf,-16.8355134902997,1.34020709542942e-63
Genetic gain,2 - 8,2X,Chr,200,2,GW,R,-2.22145919201057,0.119201821214888,Inf,-18.6361178828458,1.63698402543513e-77
Genetic gain,2 - 8,20X,Peri,200,2,GW,R,-1.99995901012024,0.119201821214885,Inf,-16.7779232711127,3.54000990350572e-63
Genetic gain,2 - 8,2X,Peri,200,2,GW,R,-2.24534968210638,0.119201821214886,Inf,-18.8365383953208,3.7895388567498e-79
Genetic gain,2 - 8,20X,WT,200,2,GW,R,-2.21198658344165,0.119201821214886,Inf,-18.5566509043019,7.20592000570002e-77
