response,contrast,Matrix,Recombination,Map_type,QTL,H2,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL AF,4 - 5,CV,20X,WT,200,2,large_neg,DV,0.0267450250667781,0.00754599282974144,Inf,3.54426855023854,0.00361259843372685
QTL AF,2 - 5,GW,20X,WT,200,2,large_neg,DV,0.0232071172058656,0.00754599282974146,Inf,3.07542264212047,0.0179220678129306
QTL AF,4 - 5,GW,20X,WT,200,2,large_neg,DV,0.0214803680770544,0.00754599282974142,Inf,2.84659269650943,0.0357767385416892
QTL AF,1 - 5,CV,2X,WT,200,2,large_neg,DV,0.0271795301819992,0.00754599282974144,Inf,3.60184945775128,0.00291844427685106
QTL AF,2 - 5,CV,2X,WT,200,2,large_neg,DV,0.0295448473203,0.0075459928297414,Inf,3.91530286165307,0.000858385073832957
QTL AF,4 - 5,CV,2X,WT,200,2,large_neg,DV,0.0296033974884508,0.00754599282974148,Inf,3.92306196896625,0.000831675727892112
QTL AF,2 - 5,GW,2X,WT,200,2,large_neg,DV,0.023132416994149,0.00754599282974155,Inf,3.06552332026815,0.0184892403236038
QTL AF,4 - 5,GW,2X,WT,200,2,large_neg,DV,0.0209034235121149,0.00754599282974154,Inf,2.77013561816899,0.0444609146763822
QTL AF,1 - 2,CV,20X,Chr,2,8,large_neg,DV,0.0260659090907416,0.00754599282972574,Inf,3.45427164839871,0.0050064119215506
QTL AF,1 - 3,CV,20X,Chr,2,8,large_neg,DV,0.0450477272726421,0.00754599282972501,Inf,5.96975484726026,2.37312925976951e-08
QTL AF,1 - 5,CV,20X,Chr,2,8,large_neg,DV,0.0664318181817612,0.00754599282972566,Inf,8.80358882930138,3.86357612569555e-14
QTL AF,2 - 5,CV,20X,Chr,2,8,large_neg,DV,0.0403659090910196,0.00754599282974162,Inf,5.34931718089133,8.78986350261179e-07
QTL AF,3 - 4,CV,20X,Chr,2,8,large_neg,DV,-0.0365409090908047,0.00754599282974082,Inf,-4.84242563109615,1.26831425066865e-05
QTL AF,3 - 5,CV,20X,Chr,2,8,large_neg,DV,0.0213840909091191,0.00754599282974104,Inf,2.83383398203586,0.0371157823698056
QTL AF,4 - 5,CV,20X,Chr,2,8,large_neg,DV,0.0579249999999238,0.00754599282974108,Inf,7.67625961313183,1.94066984704477e-13
QTL AF,1 - 2,GW,20X,Chr,2,8,large_neg,DV,0.0227159090908114,0.00754599282973896,Inf,3.01032741527231,0.0219517467478618
QTL AF,1 - 3,GW,20X,Chr,2,8,large_neg,DV,0.0397431818180793,0.0075459928297387,Inf,5.2667929475697,1.3811331304181e-06
QTL AF,1 - 5,GW,20X,Chr,2,8,large_neg,DV,0.0571977272726454,0.00754599282973906,Inf,7.5798809465107,3.77697872977478e-13
QTL AF,2 - 5,GW,20X,Chr,2,8,large_neg,DV,0.034481818181834,0.0075459928297415,Inf,4.56955353123695,4.8005961358899e-05
QTL AF,3 - 4,GW,20X,Chr,2,8,large_neg,DV,-0.0323931818181672,0.00754599282974125,Inf,-4.29276604802685,0.000171540538839943
QTL AF,4 - 5,GW,20X,Chr,2,8,large_neg,DV,0.0498477272727333,0.00754599282974135,Inf,6.60585404696732,3.95146915188604e-10
QTL AF,1 - 2,CV,2X,Chr,2,8,large_neg,DV,0.0211886363637652,0.00754599282974032,Inf,2.80793221539469,0.0399667088972611
QTL AF,1 - 3,CV,2X,Chr,2,8,large_neg,DV,0.0399977272728702,0.00754599282973969,Inf,5.30052548091938,1.14912613380369e-06
QTL AF,1 - 5,CV,2X,Chr,2,8,large_neg,DV,0.0628295454547193,0.00754599282973979,Inf,8.32621324620128,5.44009282066327e-14
QTL AF,2 - 5,CV,2X,Chr,2,8,large_neg,DV,0.0416409090909541,0.00754599282974132,Inf,5.51828103080528,3.41249354107731e-07
QTL AF,3 - 4,CV,2X,Chr,2,8,large_neg,DV,-0.029234090909109,0.00754599282974084,Inf,-3.87412121489029,0.00101411042112798
QTL AF,3 - 5,CV,2X,Chr,2,8,large_neg,DV,0.0228318181818491,0.00754599282974096,Inf,3.02568776528149,0.0209351189974409
QTL AF,4 - 5,CV,2X,Chr,2,8,large_neg,DV,0.0520659090909581,0.00754599282974092,Inf,6.89980898017176,5.21018783672389e-11
QTL AF,1 - 3,GW,2X,Chr,2,8,large_neg,DV,0.0364750000000097,0.00754599282974115,Inf,4.8336913144484,1.32504695959934e-05
QTL AF,1 - 5,GW,2X,Chr,2,8,large_neg,DV,0.0552340909091003,0.00754599282974125,Inf,7.31965854664009,2.52020626589911e-12
QTL AF,2 - 3,GW,2X,Chr,2,8,large_neg,DV,0.0222386363636286,0.00754599282974145,Inf,2.94707891531227,0.0266084340575845
QTL AF,2 - 5,GW,2X,Chr,2,8,large_neg,DV,0.0409977272727192,0.00754599282974146,Inf,5.43304614750394,5.51930061654105e-07
QTL AF,3 - 4,GW,2X,Chr,2,8,large_neg,DV,-0.0270068181818127,0.00754599282974138,Inf,-3.57896154835577,0.0031781369553352
QTL AF,4 - 5,GW,2X,Chr,2,8,large_neg,DV,0.0457659090909033,0.00754599282974141,Inf,6.06492878054744,1.31877472275832e-08
QTL AF,1 - 3,CV,20X,Peri,2,8,large_neg,DV,0.0388681818181032,0.00754599282974239,Inf,5.15083736429023,2.57667336445167e-06
QTL AF,1 - 5,CV,20X,Peri,2,8,large_neg,DV,0.0698454545453786,0.00754599282974224,Inf,9.25596619573841,5.35127497869326e-14
QTL AF,2 - 3,CV,20X,Peri,2,8,large_neg,DV,0.0217022727272589,0.00754599282974144,Inf,2.87599964867745,0.0328475761872984
QTL AF,2 - 5,CV,20X,Peri,2,8,large_neg,DV,0.0526795454545343,0.00754599282974141,Inf,6.98112848012599,2.93147728314125e-11
QTL AF,3 - 4,CV,20X,Peri,2,8,large_neg,DV,-0.029688636363629,0.00754599282974138,Inf,-3.93435788152565,0.000794180614017814
QTL AF,3 - 5,CV,20X,Peri,2,8,large_neg,DV,0.0309772727272753,0.00754599282974141,Inf,4.10512883144853,0.000389040900135362
QTL AF,4 - 5,CV,20X,Peri,2,8,large_neg,DV,0.0606659090909044,0.00754599282974132,Inf,8.03948671297425,7.38298311375729e-14
QTL AF,1 - 3,GW,20X,Peri,2,8,large_neg,DV,0.0307636363636124,0.00754599282974129,Inf,4.07681759812474,0.000438819298288817
QTL AF,1 - 5,GW,20X,Peri,2,8,large_neg,DV,0.0549590909090741,0.00754599282974129,Inf,7.28321536331997,3.29403171406284e-12
QTL AF,2 - 5,GW,20X,Peri,2,8,large_neg,DV,0.0398136363636443,0.0075459928297414,Inf,5.27612963091149,1.31273804604426e-06
QTL AF,3 - 4,GW,20X,Peri,2,8,large_neg,DV,-0.024270454545457,0.00754599282974141,Inf,-3.21633681518999,0.0113639862324866
QTL AF,3 - 5,GW,20X,Peri,2,8,large_neg,DV,0.0241954545454617,0.00754599282974143,Inf,3.20639776519517,0.0117437212342175
QTL AF,4 - 5,GW,20X,Peri,2,8,large_neg,DV,0.0484659090909187,0.00754599282974142,Inf,6.42273458038516,1.33788979894689e-09
QTL AF,1 - 2,CV,2X,Peri,2,8,large_neg,DV,0.0224409090907857,0.00754599282974148,Inf,2.97388423195129,0.0245389239556034
QTL AF,1 - 3,CV,2X,Peri,2,8,large_neg,DV,0.044259090908964,0.0075459928297415,Inf,5.86524423062302,4.47772141587421e-08
QTL AF,1 - 5,CV,2X,Peri,2,8,large_neg,DV,0.0641886363635046,0.00754599282974139,Inf,8.50632087940963,4.77395900588817e-14
QTL AF,2 - 3,CV,2X,Peri,2,8,large_neg,DV,0.0218181818181783,0.0075459928297414,Inf,2.89135999867178,0.0314015205187441
QTL AF,2 - 5,CV,2X,Peri,2,8,large_neg,DV,0.0417477272727189,0.00754599282974138,Inf,5.53243664745832,3.14841642645725e-07
QTL AF,3 - 4,CV,2X,Peri,2,8,large_neg,DV,-0.0306090909090952,0.00754599282974133,Inf,-4.0563371314712,0.000478506802030099
QTL AF,4 - 5,CV,2X,Peri,2,8,large_neg,DV,0.0505386363636357,0.00754599282974132,Inf,6.69741378025776,2.12124540155401e-10
QTL AF,1 - 2,GW,2X,Peri,2,8,large_neg,DV,0.0273590909090978,0.00754599282974135,Inf,3.62564496500264,0.00266932918690788
QTL AF,1 - 3,GW,2X,Peri,2,8,large_neg,DV,0.0346090909090968,0.0075459928297415,Inf,4.58641979789456,4.43103781720966e-05
QTL AF,1 - 5,GW,2X,Peri,2,8,large_neg,DV,0.0556272727272764,0.00754599282974136,Inf,7.37176326328196,1.71729297449019e-12
QTL AF,2 - 5,GW,2X,Peri,2,8,large_neg,DV,0.0282681818181787,0.00754599282974131,Inf,3.74611829827935,0.00168334499289535
QTL AF,3 - 4,GW,2X,Peri,2,8,large_neg,DV,-0.0236136363636349,0.00754599282974144,Inf,-3.1292948318961,0.0150973655296576
QTL AF,3 - 5,GW,2X,Peri,2,8,large_neg,DV,0.0210181818181796,0.00754599282974142,Inf,2.78534346538729,0.0426035424479545
QTL AF,4 - 5,GW,2X,Peri,2,8,large_neg,DV,0.0446318181818145,0.0075459928297414,Inf,5.91463829728341,3.32137745084893e-08
