response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,2 - 200,Chr,20X,2,1,GW,DV,-2.52373927147169,0.0886799584631249,Inf,-28.4589586554793,3.77536628671205e-178
Bulmer effect,2 - 200,Peri,20X,2,1,GW,DV,-2.8514926692411,0.0854793297466553,Inf,-33.3588562017553,5.42006544116503e-244
Bulmer effect,2 - 200,WT,20X,2,1,GW,DV,-1.97212645344705,0.0943271954993188,Inf,-20.9072944765043,4.59564262582439e-97
Bulmer effect,2 - 200,Chr,2X,2,1,GW,DV,-2.35028012101913,0.0886799579030743,Inf,-26.5029458357202,8.96344410275135e-155
Bulmer effect,2 - 200,Peri,2X,2,1,GW,DV,-2.88708510470861,0.0917082634714995,Inf,-31.4811882312638,1.57172061104033e-217
Bulmer effect,2 - 200,WT,2X,2,1,GW,DV,-2.74912605227238,0.0934166351839936,Inf,-29.4286563293325,2.36162366838231e-190
Bulmer effect,2 - 200,WT,20X,2,2,GW,DV,0.156156684238326,0.0737831128571492,Inf,2.11642851855084,0.0343083787118716
Bulmer effect,2 - 200,Chr,2X,2,2,GW,DV,0.163854057487928,0.0754587164715415,Inf,2.17143976401618,0.0298979458345955
Bulmer effect,2 - 200,WT,2X,2,2,GW,DV,0.188162603119016,0.0754587152510235,Inf,2.49358344484223,0.01264608558513
Bulmer effect,2 - 200,Chr,20X,8,2,GW,DV,0.449413953933475,0.0917082623369625,Inf,4.90047398654441,9.56057166967569e-07
Bulmer effect,2 - 200,Peri,20X,8,2,GW,DV,0.693332250795953,0.0962747673903556,Inf,7.20159881544837,5.9510574422795e-13
Bulmer effect,2 - 200,WT,20X,8,2,GW,DV,0.893728356465901,0.102046063261525,Inf,8.75808755282837,1.98590895018562e-18
Bulmer effect,2 - 200,Chr,2X,8,2,GW,DV,0.782363748910878,0.0995622961282485,Inf,7.8580324011722,3.90214379236653e-15
Bulmer effect,2 - 200,Peri,2X,8,2,GW,DV,0.739305210831737,0.103390876201458,Inf,7.15058463564224,8.64090859399879e-13
Bulmer effect,2 - 200,WT,2X,8,2,GW,DV,0.86748331492132,0.0995622972459056,Inf,8.71297005912542,2.96014856854461e-18
Bulmer effect,2 - 200,Chr,20X,2,3,GW,DV,0.278480244109886,0.0712185643767355,Inf,3.91021984993642,9.22121536519118e-05
Bulmer effect,2 - 200,Peri,20X,2,3,GW,DV,0.315693118053357,0.0696711636956376,Inf,4.53118767231276,5.86530033483237e-06
Bulmer effect,2 - 200,WT,20X,2,3,GW,DV,0.462787598415353,0.0716434271066126,Inf,6.4595960453801,1.04982839138946e-10
Bulmer effect,2 - 200,Chr,2X,2,3,GW,DV,0.468591802241564,0.0725454705625276,Inf,6.45928406843374,1.05199475679353e-10
Bulmer effect,2 - 200,Peri,2X,2,3,GW,DV,0.426940069114475,0.0708097883769745,Inf,6.02939337767185,1.64576251223307e-09
Bulmer effect,2 - 200,WT,2X,2,3,GW,DV,0.453701132316603,0.0735249359555869,Inf,6.1707110168809,6.7983577055035e-10
Bulmer effect,2 - 200,Chr,20X,8,3,GW,DV,0.770773090358225,0.0832856847949952,Inf,9.25456868434781,2.15097071827587e-20
Bulmer effect,2 - 200,Peri,20X,8,3,GW,DV,0.848172229515564,0.0822896915006758,Inf,10.3071504346155,6.54120914378213e-25
Bulmer effect,2 - 200,WT,20X,8,3,GW,DV,1.08381884708851,0.0909056933708088,Inf,11.922452894865,9.04069764704439e-33
Bulmer effect,2 - 200,Chr,2X,8,3,GW,DV,0.905161776123346,0.085479329056272,Inf,10.5892475539609,3.34267916578047e-26
Bulmer effect,2 - 200,Peri,2X,8,3,GW,DV,0.974970809837347,0.0886799577784487,Inf,10.9942633517388,4.07225021641297e-28
Bulmer effect,2 - 200,WT,2X,8,3,GW,DV,1.02943350376197,0.0917082647052686,Inf,11.2250897677582,3.07074452927574e-29
Bulmer effect,2 - 200,Chr,20X,2,4,GW,DV,0.822781018795645,0.071428924999051,Inf,11.5188772448497,1.05982952934892e-30
Bulmer effect,2 - 200,Peri,20X,2,4,GW,DV,0.78180849000954,0.0706111432840581,Inf,11.0720270717674,1.71477247503355e-28
Bulmer effect,2 - 200,WT,20X,2,4,GW,DV,0.96627041319229,0.0730248987654434,Inf,13.2320678224555,5.72892320346532e-40
Bulmer effect,2 - 200,Chr,2X,2,4,GW,DV,0.79472839697525,0.0725454708655298,Inf,10.9549002507456,6.29476807480517e-28
Bulmer effect,2 - 200,Peri,2X,2,4,GW,DV,0.962210194810127,0.0712185642053684,Inf,13.5106654500288,1.35292967478868e-41
Bulmer effect,2 - 200,WT,2X,2,4,GW,DV,0.985066714978573,0.0727826920315972,Inf,13.5343539443543,9.80405860009727e-42
Bulmer effect,2 - 200,Chr,20X,8,4,GW,DV,1.1762951618288,0.100771765043763,Inf,11.6728645302378,1.75415518559014e-31
Bulmer effect,2 - 200,Peri,20X,8,4,GW,DV,1.32078912424816,0.0901346989508985,Inf,14.6535034744796,1.27944644655167e-48
Bulmer effect,2 - 200,WT,20X,8,4,GW,DV,1.27136124447849,0.109616566154202,Inf,11.5982582659086,4.20550201552349e-31
Bulmer effect,2 - 200,Chr,2X,8,4,GW,DV,1.07477812208991,0.120080731368767,Inf,8.95046282479138,3.53994981351031e-19
Bulmer effect,2 - 200,Peri,2X,8,4,GW,DV,1.15258435475215,0.0943272002273329,Inf,12.2190031292603,2.46083707842654e-34
Bulmer effect,2 - 200,WT,2X,8,4,GW,DV,1.23135745530114,0.0943271959370368,Inf,13.054108553413,6.02106879328362e-39
Bulmer effect,2 - 200,Chr,20X,2,5,GW,DV,-0.73895807049344,0.0700369037339277,Inf,-10.5509814268884,5.02692324422729e-26
Bulmer effect,2 - 200,Peri,20X,2,5,GW,DV,-0.713083110546843,0.0698523876218977,Inf,-10.2084285852428,1.81784956700845e-24
Bulmer effect,2 - 200,WT,20X,2,5,GW,DV,-0.336965247060683,0.0704161829173876,Inf,-4.78533815807669,1.70699688041246e-06
Bulmer effect,2 - 200,Chr,2X,2,5,GW,DV,-0.335794417183174,0.0706111438059347,Inf,-4.75554422551291,1.97912526203069e-06
