response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,estimate,SE,df,z.ratio,p.value
Bulmer effect,DV - R,CV,20X,Chr,200,2,1,0.292102159522256,0.0693182380709383,Inf,4.21392937344032,2.5096579288406e-05
Bulmer effect,DV - R,GW,20X,Chr,200,2,1,0.927708806076428,0.0693182380709112,Inf,13.3833292924641,7.56800085318101e-41
Bulmer effect,DV - R,CV,2X,Chr,200,2,1,0.347451587472067,0.0693182380709497,Inf,5.01241227620987,5.37518827153116e-07
Bulmer effect,DV - R,GW,2X,Chr,200,2,1,0.585737642857518,0.0693182380709487,Inf,8.44997881016541,2.91355697549515e-17
Bulmer effect,DV - R,CV,20X,Peri,200,2,1,0.247358175732489,0.0693182380709399,Inf,3.56844291800008,0.000359109068611204
Bulmer effect,DV - R,GW,20X,Peri,200,2,1,1.03906463085735,0.0693182380709292,Inf,14.9897726741718,8.56458591085281e-51
Bulmer effect,DV - R,CV,2X,Peri,200,2,1,0.268321232788505,0.0693182380709437,Inf,3.87086054486688,0.00010845182440994
Bulmer effect,DV - R,GW,2X,Peri,200,2,1,1.04939813577493,0.0693182380709426,Inf,15.1388460667586,8.97751077413777e-52
Bulmer effect,DV - R,CV,20X,WT,200,2,1,0.355739314072031,0.0693182380709432,Inf,5.13197282521741,2.86720902887351e-07
Bulmer effect,DV - R,CV,2X,WT,200,2,1,0.201076711338854,0.0693182380709433,Inf,2.90077643250342,0.00372239352115196
Bulmer effect,DV - R,GW,2X,WT,200,2,1,1.18666026363147,0.0693182380709435,Inf,17.1190194190595,1.07063618182083e-65
Bulmer effect,DV - R,GW,20X,Chr,200,8,1,0.285675253626815,0.0693182380709306,Inf,4.12121342920597,3.76882068805881e-05
Bulmer effect,DV - R,GW,20X,Peri,200,8,1,0.409671895761514,0.0693182380709381,Inf,5.91001599524599,3.42074513386445e-09
Bulmer effect,DV - R,GW,2X,Peri,200,8,1,0.15037210980258,0.0693182380709378,Inf,2.16930080722326,0.0300598539969687
Bulmer effect,DV - R,GW,2X,WT,200,8,1,0.136597377256045,0.06931823807094,Inf,1.97058351535496,0.0487715337054618
Bulmer effect,DV - R,GW,20X,Peri,200,2,2,0.1379940984315,0.0693182380709397,Inf,1.99073291923949,0.0465102575822201
Bulmer effect,DV - R,CV,20X,Chr,200,8,2,-0.206569140499909,0.0693182380709373,Inf,-2.98001141183818,0.00288237645207807
Bulmer effect,DV - R,CV,2X,Chr,200,8,2,-0.145302693168185,0.0693182380709349,Inf,-2.09616829873105,0.036067264046562
Bulmer effect,DV - R,CV,20X,WT,200,8,2,-0.136993346609745,0.0693182380709313,Inf,-1.97629585549424,0.0481212787422033
Bulmer effect,DV - R,GW,2X,WT,2,2,3,-0.174362003310369,0.0763549571561449,Inf,-2.28357149037227,0.0223967268935452
Bulmer effect,DV - R,GW,2X,Chr,200,2,3,-0.19319568765136,0.0693182380709423,Inf,-2.78708306829204,0.00531848437708563
Bulmer effect,DV - R,CV,2X,Peri,200,2,3,-0.140689793901766,0.0693182380709427,Inf,-2.02962160921891,0.0423950166519766
Bulmer effect,DV - R,CV,20X,WT,200,2,3,-0.183594187718002,0.0693182380709417,Inf,-2.64856973903618,0.00808331696540724
Bulmer effect,DV - R,GW,20X,WT,200,2,3,-0.174461591805023,0.0693182380709421,Inf,-2.51682092130609,0.011841900074086
Bulmer effect,DV - R,GW,2X,WT,200,2,3,-0.254014511599984,0.0693182380709431,Inf,-3.66446866898167,0.000247852576377979
Bulmer effect,DV - R,CV,20X,Chr,200,8,3,-0.206757895735334,0.069318238070939,Inf,-2.98273443597545,0.00285685760741308
Bulmer effect,DV - R,GW,20X,Chr,200,8,3,-0.157618475209238,0.0693182380709385,Inf,-2.27383845284607,0.0229757013325851
Bulmer effect,DV - R,CV,2X,Chr,200,8,3,-0.158648058806063,0.0693182380709348,Inf,-2.28869145005843,0.0220972861465377
Bulmer effect,DV - R,CV,2X,WT,200,8,3,-0.139067803881747,0.0693182380709299,Inf,-2.00622242791928,0.0448325220176096
Bulmer effect,DV - R,GW,20X,Chr,200,2,4,-0.230135054866243,0.0693182380709394,Inf,-3.31997842516895,0.000900244050746435
Bulmer effect,DV - R,GW,2X,Chr,200,2,4,-0.22296077525153,0.0693182380709425,Inf,-3.21648070488094,0.00129773259774876
Bulmer effect,DV - R,GW,2X,Peri,200,2,4,-0.197752901765458,0.0693182380709417,Inf,-2.85282643166829,0.00433322820913668
Bulmer effect,DV - R,GW,20X,WT,200,2,4,-0.214569628093884,0.0693182380709412,Inf,-3.0954281883837,0.00196528955942945
Bulmer effect,DV - R,GW,2X,WT,200,2,4,-0.138160788477538,0.0693182380709417,Inf,-1.99313762614885,0.046246378861858
Bulmer effect,DV - R,GW,2X,Chr,2,8,4,-0.328247959161429,0.136717201595911,Inf,-2.40092655005928,0.0163536186556152
Bulmer effect,DV - R,GW,2X,WT,2,8,4,-0.282665827049655,0.111818019959161,Inf,-2.52790942956146,0.0114743948115135
Bulmer effect,DV - R,CV,20X,Chr,200,8,4,-0.239157768463141,0.0693182380709381,Inf,-3.45014205667481,0.00056029163633131
Bulmer effect,DV - R,GW,2X,Chr,200,8,4,-0.162392467160522,0.069318238070938,Inf,-2.34270910051601,0.0191443030981367
Bulmer effect,DV - R,CV,20X,Peri,200,8,4,-0.15064733064125,0.0693182380709346,Inf,-2.17327120298542,0.0297599115280228
Bulmer effect,DV - R,GW,20X,Peri,200,8,4,-0.144396512318576,0.0693182380709379,Inf,-2.0830955364273,0.0372425161680151
Bulmer effect,DV - R,GW,20X,Chr,200,2,5,0.322442166747887,0.0693182380709425,Inf,4.651620925764,3.29336059855245e-06
Bulmer effect,DV - R,GW,20X,Peri,200,2,5,0.392162622586314,0.0693182380709408,Inf,5.65742340688135,1.5366235397558e-08
Bulmer effect,DV - R,GW,2X,Peri,200,2,5,0.284581449725997,0.069318238070941,Inf,4.10543397590044,4.03556538028164e-05
Bulmer effect,DV - R,GW,20X,WT,200,2,5,0.281241797412386,0.0693182380709416,Inf,4.0572554242443,4.96527698849279e-05
Bulmer effect,DV - R,GW,20X,Peri,200,8,5,0.149355783563972,0.0693182380709339,Inf,2.15463906354825,0.0311900896858506
