response,contrast,Recombination,Map_type,QTL,H2,Repulsion,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,CV - GW,20X,Peri,2,8,4,negative_QTL,R,-0.0309523809523961,0.00541011292048733,Inf,-5.72120793175754,1.05769356264228e-08
QTL fixation,CV - GW,2X,Peri,2,8,4,negative_QTL,R,-0.0380952380952567,0.00541011292048735,Inf,-7.04148668524002,1.90199393815107e-12
QTL fixation,CV - GW,20X,WT,2,8,4,negative_QTL,R,-0.0364285714285904,0.00541011292048734,Inf,-6.733421642761,1.65718924586478e-11
QTL fixation,CV - GW,2X,WT,2,8,4,negative_QTL,R,-0.0271428571428708,0.00541011292048736,Inf,-5.01705926323358,5.24683868792565e-07
QTL fixation,CV - GW,20X,Chr,200,8,4,negative_QTL,R,-0.0210641704272542,0.00541011292048738,Inf,-3.89348073447542,9.88160534955897e-05
QTL fixation,CV - GW,20X,Peri,200,8,4,negative_QTL,R,-0.0115026280165766,0.00541011292048731,Inf,-2.12613455312879,0.0334920575971654
QTL fixation,CV - GW,20X,Chr,2,2,5,negative_QTL,R,-0.0528571428581042,0.0054101129204873,Inf,-9.77006277594355,1.51358258158776e-22
QTL fixation,CV - GW,2X,Chr,2,2,5,negative_QTL,R,-0.0492857142855726,0.00541011292048735,Inf,-9.10992339899865,8.2440157488928e-20
QTL fixation,CV - GW,20X,Peri,2,2,5,negative_QTL,R,-0.0583333333334196,0.00541011292048728,Inf,-10.7822764867846,4.17425245839572e-27
QTL fixation,CV - GW,2X,Peri,2,2,5,negative_QTL,R,-0.0611904761904283,0.00541011292048724,Inf,-11.3103879881526,1.16572897859772e-29
QTL fixation,CV - GW,20X,WT,2,2,5,negative_QTL,R,-0.0416666666666993,0.00541011292048743,Inf,-7.70162606198344,1.34345547065477e-14
QTL fixation,CV - GW,2X,WT,2,2,5,negative_QTL,R,-0.0488095238094851,0.00541011292048734,Inf,-9.02190481545224,1.84846795640168e-19
QTL fixation,CV - GW,20X,Chr,200,2,5,negative_QTL,R,-0.0212488862229219,0.0054101129204874,Inf,-3.92762342213877,8.57893983123891e-05
QTL fixation,CV - GW,20X,Chr,2,8,5,negative_QTL,R,-0.0514285714283004,0.00541011292048736,Inf,-9.50600702501928,1.9812168324652e-21
QTL fixation,CV - GW,2X,Chr,2,8,5,negative_QTL,R,-0.046904761904828,0.00541011292048732,Inf,-8.66983048120982,4.32764196454638e-18
QTL fixation,CV - GW,20X,Peri,2,8,5,negative_QTL,R,-0.0530952380952294,0.00541011292048728,Inf,-9.814072067547,9.79348497294667e-23
QTL fixation,CV - GW,2X,Peri,2,8,5,negative_QTL,R,-0.0492857142857155,0.00541011292048723,Inf,-9.10992339902528,8.24401574686972e-20
QTL fixation,CV - GW,20X,WT,2,8,5,negative_QTL,R,-0.0514285714285624,0.00541011292048733,Inf,-9.50600702506777,1.98121683154201e-21
QTL fixation,CV - GW,2X,WT,2,8,5,negative_QTL,R,-0.0426190476190507,0.00541011292048731,Inf,-7.87766322910906,3.33560286775873e-15
QTL fixation,CV - GW,20X,Chr,200,8,5,negative_QTL,R,-0.0229495094406817,0.00541011292048741,Inf,-4.24196496043084,2.21571290898736e-05
QTL fixation,CV - GW,20X,Peri,200,8,5,negative_QTL,R,-0.0172064411045884,0.00541011292048729,Inf,-3.18042180587953,0.00147060821623068
QTL fixation,CV - GW,20X,Peri,2,2,1,positive_QTL,R,-0.0107142857140267,0.00541011292048718,Inf,-1.98041813017497,0.0476565643939737
QTL fixation,CV - GW,20X,WT,2,2,1,positive_QTL,R,-0.0157142857139402,0.00541011292048735,Inf,-2.90461325759623,0.00367707140968636
QTL fixation,CV - GW,2X,WT,2,2,1,positive_QTL,R,-0.0114285714285546,0.0054101129204873,Inf,-2.11244600556789,0.0346482125460863
QTL fixation,CV - GW,20X,Chr,2,2,2,positive_QTL,R,0.089047619047767,0.00541011292048741,Inf,16.4594751267677,7.17196404760532e-61
QTL fixation,CV - GW,2X,Chr,2,2,2,positive_QTL,R,0.0738095238096759,0.00541011292048736,Inf,13.642880452674,2.2259168592839e-42
QTL fixation,CV - GW,20X,Peri,2,2,2,positive_QTL,R,0.0804761904760764,0.00541011292048741,Inf,14.8751406225411,4.77979764118279e-50
QTL fixation,CV - GW,2X,Peri,2,2,2,positive_QTL,R,0.0738095238095262,0.00541011292048733,Inf,13.6428804526464,2.22591686012578e-42
QTL fixation,CV - GW,20X,WT,2,2,2,positive_QTL,R,0.0702380952379868,0.00541011292048741,Inf,12.9827410758848,1.53294545315954e-38
QTL fixation,CV - GW,2X,WT,2,2,2,positive_QTL,R,0.052619047619052,0.00541011292048744,Inf,9.72605348398369,2.33475941462051e-22
QTL fixation,CV - GW,20X,Chr,2,8,2,positive_QTL,R,0.0326190476192642,0.00541011292048738,Inf,6.02927297427383,1.64698897926979e-09
QTL fixation,CV - GW,2X,Chr,2,8,2,positive_QTL,R,0.0328571428570709,0.0054101129204874,Inf,6.0732822660032,1.25321884755972e-09
QTL fixation,CV - GW,20X,Peri,2,8,2,positive_QTL,R,0.0416666666666706,0.00541011292048735,Inf,7.70162606197824,1.34345547070943e-14
QTL fixation,CV - GW,2X,Peri,2,8,2,positive_QTL,R,0.0326190476190494,0.00541011292048708,Inf,6.02927297423446,1.64698897967103e-09
QTL fixation,CV - GW,20X,WT,2,8,2,positive_QTL,R,0.0385714285714217,0.00541011292048737,Inf,7.12950526880076,1.0073032304235e-12
QTL fixation,CV - GW,2X,WT,2,8,2,positive_QTL,R,0.0347619047619078,0.0054101129204875,Inf,6.42535660027877,1.31560736293425e-10
QTL fixation,CV - GW,20X,Chr,2,2,3,positive_QTL,R,0.122142857143611,0.0054101129204874,Inf,22.576766684679,7.33203765846453e-113
QTL fixation,CV - GW,2X,Chr,2,2,3,positive_QTL,R,0.0990476190476684,0.00541011292048734,Inf,18.3078653816243,7.16229799599505e-75
QTL fixation,CV - GW,20X,Peri,2,2,3,positive_QTL,R,0.118095238095115,0.00541011292048738,Inf,21.8286087242105,1.24141861370467e-105
QTL fixation,CV - GW,2X,Peri,2,2,3,positive_QTL,R,0.0973809523809531,0.00541011292048719,Inf,17.9998003391367,1.95522548800092e-72
QTL fixation,CV - GW,20X,WT,2,2,3,positive_QTL,R,0.0957142857141518,0.00541011292048737,Inf,17.6917352966321,4.85567860984261e-70
QTL fixation,CV - GW,2X,WT,2,2,3,positive_QTL,R,0.0995238095238101,0.00541011292048739,Inf,18.3958839651805,1.41730440336194e-75
QTL fixation,CV - GW,2X,Peri,200,2,3,positive_QTL,R,0.0121726160194539,0.00541011292048712,Inf,2.249974482669,0.0244505651789936
QTL fixation,CV - GW,20X,Chr,2,8,3,positive_QTL,R,0.0552380952382016,0.00541011292048741,Inf,10.2101556936126,1.7857805852454e-24
QTL fixation,CV - GW,2X,Chr,2,8,3,positive_QTL,R,0.0445238095237488,0.0054101129204874,Inf,8.22973756335898,1.87624045282253e-16
QTL fixation,CV - GW,20X,Peri,2,8,3,positive_QTL,R,0.0600000000000035,0.00541011292048734,Inf,11.0903415292483,1.39753176695748e-28
QTL fixation,CV - GW,2X,Peri,2,8,3,positive_QTL,R,0.0680952380952407,0.00541011292048702,Inf,12.5866574498617,2.50038884358054e-36
QTL fixation,CV - GW,20X,WT,2,8,3,positive_QTL,R,0.0530952380952379,0.0054101129204874,Inf,9.81407206754836,9.79348497281387e-23
QTL fixation,CV - GW,2X,WT,2,8,3,positive_QTL,R,0.0335714285714316,0.00541011292048708,Inf,6.20531014136561,5.45891387615656e-10
QTL fixation,CV - GW,20X,Chr,200,8,3,positive_QTL,R,-0.0115610724471735,0.00541011292048752,Inf,-2.13693736472541,0.0326030864163605
QTL fixation,CV - GW,20X,Chr,2,2,4,positive_QTL,R,0.100238095237915,0.00541011292048734,Inf,18.5279118404956,1.22967100618675e-76
QTL fixation,CV - GW,2X,Chr,2,2,4,positive_QTL,R,0.0999999999997202,0.00541011292048739,Inf,18.4839025486942,2.78303751217215e-76
QTL fixation,CV - GW,20X,Peri,2,2,4,positive_QTL,R,0.0902380952381385,0.00541011292048732,Inf,16.6795215856623,1.84692080697267e-62
QTL fixation,CV - GW,2X,Peri,2,2,4,positive_QTL,R,0.0938095238095404,0.00541011292048732,Inf,17.3396609623983,2.36125569583526e-67
QTL fixation,CV - GW,20X,WT,2,2,4,positive_QTL,R,0.0792857142857493,0.00541011292048738,Inf,14.655094163655,1.24983248059395e-48
QTL fixation,CV - GW,2X,WT,2,2,4,positive_QTL,R,0.0964285714285966,0.00541011292048747,Inf,17.8237631720094,4.62199996872724e-71
QTL fixation,CV - GW,20X,Chr,2,8,4,positive_QTL,R,0.0419047619042365,0.0054101129204873,Inf,7.7456353536632,9.51050809908374e-15
QTL fixation,CV - GW,2X,Chr,2,8,4,positive_QTL,R,0.0442857142857396,0.00541011292048736,Inf,8.1857282715922,2.70661819730627e-16
QTL fixation,CV - GW,20X,Peri,2,8,4,positive_QTL,R,0.0435714285714594,0.0054101129204872,Inf,8.05370039624528,8.03277081683701e-16
QTL fixation,CV - GW,2X,Peri,2,8,4,positive_QTL,R,0.0490476190476238,0.00541011292048736,Inf,9.06591410724296,1.23563774687066e-19
QTL fixation,CV - GW,20X,WT,2,8,4,positive_QTL,R,0.0464285714286008,0.00541011292048738,Inf,8.58181189763747,9.33902681265895e-18
QTL fixation,CV - GW,2X,WT,2,8,4,positive_QTL,R,0.0392857142857196,0.00541011292048738,Inf,7.26153314415118,3.82727192906878e-13
QTL fixation,CV - GW,20X,Chr,200,8,4,positive_QTL,R,-0.0146144521610157,0.00541011292048733,Inf,-2.70132109547525,0.00690646256255728
QTL fixation,CV - GW,20X,Chr,2,2,5,positive_QTL,R,0.13642857142932,0.00541011292048736,Inf,25.2173241916419,2.58649671605437e-140
QTL fixation,CV - GW,2X,Chr,2,2,5,positive_QTL,R,0.136428571428583,0.00541011292048731,Inf,25.2173241915058,2.58649672494378e-140
QTL fixation,CV - GW,20X,Peri,2,2,5,positive_QTL,R,0.139761904761834,0.00541011292048737,Inf,25.8334542764485,3.73360482696178e-147
QTL fixation,CV - GW,2X,Peri,2,2,5,positive_QTL,R,0.134523809523807,0.00541011292048727,Inf,24.8652498572415,1.76892836928614e-136
QTL fixation,CV - GW,20X,WT,2,2,5,positive_QTL,R,0.118809523809451,0.00541011292048739,Inf,21.9606365995681,6.85322383622305e-107
QTL fixation,CV - GW,2X,WT,2,2,5,positive_QTL,R,0.112619047619041,0.00541011292048733,Inf,20.8163950132295,3.07465105713568e-96
QTL fixation,CV - GW,2X,Chr,200,2,5,positive_QTL,R,0.0107841210137363,0.00541011292048739,Inf,1.99332641891784,0.0462257153040366
QTL fixation,CV - GW,20X,Peri,200,2,5,positive_QTL,R,0.0118951210621907,0.00541011292048742,Inf,2.19868258519066,0.0279005000907239
QTL fixation,CV - GW,20X,Chr,2,8,5,positive_QTL,R,0.0795238095238205,0.00541011292048734,Inf,14.6991034554334,6.53187871463538e-49
QTL fixation,CV - GW,2X,Chr,2,8,5,positive_QTL,R,0.0676190476190152,0.00541011292048732,Inf,12.498638866289,7.59403786419485e-36
QTL fixation,CV - GW,20X,Peri,2,8,5,positive_QTL,R,0.0773809523809541,0.00541011292048733,Inf,14.3030198293872,2.09516918383457e-46
QTL fixation,CV - GW,2X,Peri,2,8,5,positive_QTL,R,0.0709523809523817,0.00541011292048709,Inf,13.1147689512539,2.71006897375745e-39
QTL fixation,CV - GW,20X,WT,2,8,5,positive_QTL,R,0.0733333333333374,0.00541011292048749,Inf,13.5548618690808,7.41516045367202e-42
QTL fixation,CV - GW,2X,WT,2,8,5,positive_QTL,R,0.0609523809523816,0.00541011292048747,Inf,11.2663786963784,1.92318006831873e-29
