response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,estimate,SE,df,z.ratio,p.value
Genetic gain,DV - R,CV,2X,WT,2,8,3,-0.403024912203473,0.119201821214887,Inf,-3.38102982065127,0.000722147051491454
Genetic gain,DV - R,GW,2X,WT,2,8,3,-0.247109988964932,0.119201821214888,Inf,-2.07303870399314,0.0381686777185002
Genetic gain,DV - R,CV,20X,Chr,200,8,3,0.377736892146391,0.119201821214887,Inf,3.16888524266285,0.00153024801836884
Genetic gain,DV - R,CV,20X,Peri,200,8,3,0.260308960586278,0.119201821214886,Inf,2.18376663991582,0.0289794001183666
Genetic gain,DV - R,GW,20X,Peri,200,8,3,-0.363064148604012,0.119201821214887,Inf,-3.04579363724243,0.00232067052580749
Genetic gain,DV - R,GW,2X,Peri,200,8,3,-0.338078606635232,0.119201821214885,Inf,-2.83618658833893,0.00456557640979759
Genetic gain,DV - R,GW,20X,WT,200,8,3,-0.301945807080376,0.119201821214887,Inf,-2.53306370660272,0.0113070400908887
Genetic gain,DV - R,GW,2X,WT,200,8,3,-0.319356718862798,0.119201821214884,Inf,-2.67912617112699,0.00738145741893813
Genetic gain,DV - R,CV,20X,WT,2,2,4,0.253975445431476,0.119201821214887,Inf,2.13063393531237,0.033119311585713
Genetic gain,DV - R,CV,2X,WT,2,2,4,-0.235992813586746,0.119201821214887,Inf,-1.9797752348206,0.0477287903314852
Genetic gain,DV - R,CV,20X,Chr,200,2,4,0.266616077038223,0.119201821214886,Inf,2.2366778822749,0.025307400587364
Genetic gain,DV - R,CV,2X,Chr,200,2,4,0.264957427624679,0.119201821214886,Inf,2.22276325079831,0.0262317683231425
Genetic gain,DV - R,CV,20X,Peri,200,2,4,0.348327434710925,0.119201821214887,Inf,2.92216537600537,0.00347606917318308
Genetic gain,DV - R,GW,20X,Peri,200,2,4,-0.305726403559816,0.119201821214888,Inf,-2.5647796354443,0.0103241350683413
Genetic gain,DV - R,CV,20X,Chr,200,8,4,0.444241530116937,0.119201821214887,Inf,3.72680153364515,0.000193925038510654
Genetic gain,DV - R,GW,2X,Chr,200,8,4,-0.260062342281914,0.119201821214887,Inf,-2.1816977260196,0.0291318488705308
Genetic gain,DV - R,CV,20X,Peri,200,8,4,0.511149126513096,0.119201821214887,Inf,4.28809829668323,1.80209346637667e-05
Genetic gain,DV - R,GW,2X,Peri,200,8,4,-0.391687776556488,0.119201821214887,Inf,-3.28592107540359,0.00101649487145806
Genetic gain,DV - R,CV,20X,Peri,2,2,5,-0.409378660071503,0.119201821214889,Inf,-3.43433226018839,0.00059401558949245
Genetic gain,DV - R,CV,2X,Peri,2,2,5,-0.262923959820714,0.119201821214888,Inf,-2.20570421777983,0.0274047164122629
Genetic gain,DV - R,GW,20X,Chr,200,2,5,-0.244962375282587,0.119201821214887,Inf,-2.05502208595446,0.0398768715289787
Genetic gain,DV - R,GW,20X,Peri,200,2,5,-0.447453770777515,0.119201821214888,Inf,-3.75374944960682,0.000174208998686645
Genetic gain,DV - R,GW,2X,Peri,200,2,5,-0.492435433026062,0.119201821214887,Inf,-4.13110662242603,3.61021072089429e-05
Genetic gain,DV - R,GW,2X,WT,200,2,5,-0.304606376924698,0.119201821214888,Inf,-2.55538358239995,0.0106070836375996
Genetic gain,DV - R,CV,20X,Peri,2,8,5,-0.475791706014992,0.119201821214887,Inf,-3.9914801734218,6.56621787684529e-05
Genetic gain,DV - R,CV,2X,Peri,2,8,5,-0.510471684329852,0.119201821214887,Inf,-4.2824151437218,1.84875644389868e-05
Genetic gain,DV - R,CV,20X,WT,2,8,5,-0.586405539038246,0.119201821214887,Inf,-4.91943439338166,8.67946536793922e-07
Genetic gain,DV - R,CV,2X,WT,2,8,5,-0.491236617012903,0.119201821214887,Inf,-4.12104959476537,3.77150217854383e-05
Genetic gain,DV - R,CV,20X,Chr,200,8,5,0.28075787871176,0.119201821214887,Inf,2.35531534543952,0.0185069926163684
Genetic gain,DV - R,GW,20X,Peri,200,8,5,-0.307057473841123,0.119201821214888,Inf,-2.57594616182569,0.00999662102727449
Genetic gain,DV - R,GW,2X,Peri,200,8,5,-0.273150900553717,0.119201821214885,Inf,-2.29149938960504,0.0219345471349409
Genetic gain,DV - R,GW,20X,WT,200,8,5,-0.405431533682178,0.119201821214888,Inf,-3.40121928968936,0.000670859887703739
