response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,estimate,SE,df,z.ratio,p.value
QTL DV AF,large_neg - small_neg,2,2X,WT,200,3,GW,-0.0576641658440248,0.00912757190996598,Inf,-6.31758001063393,7.96939292335708e-10
QTL DV AF,large_neg - med_neg,8,2X,WT,200,3,GW,-0.0596986057853613,0.00912757190996609,Inf,-6.54046951086502,1.83980497503455e-10
QTL DV AF,large_neg - small_neg,8,2X,WT,200,3,GW,-0.0929145853899286,0.00912757190996589,Inf,-10.1795511781704,2.73114864057789e-14
QTL DV AF,med_neg - small_neg,8,2X,WT,200,3,GW,-0.0332159796045674,0.00912757190996602,Inf,-3.63908166730521,0.000799391137461303
QTL DV AF,large_neg - med_neg,2,20X,Chr,2,4,GW,-0.212737954545516,0.00912757190996587,Inf,-23.3071792415286,0
QTL DV AF,large_neg - small_neg,2,20X,Chr,2,4,GW,-0.446963636363702,0.00912757190996591,Inf,-48.9685143839499,0
QTL DV AF,med_neg - small_neg,2,20X,Chr,2,4,GW,-0.234225681818186,0.00912757190996596,Inf,-25.6613351424212,0
QTL DV AF,large_neg - med_neg,8,20X,Chr,2,4,GW,-0.088541590909103,0.00912757190996586,Inf,-9.70045394136305,3.59712259978551e-14
QTL DV AF,large_neg - small_neg,8,20X,Chr,2,4,GW,-0.374970454545465,0.0091275719099659,Inf,-41.0810737230188,0
QTL DV AF,med_neg - small_neg,8,20X,Chr,2,4,GW,-0.286428863636362,0.00912757190996597,Inf,-31.3806197816556,0
QTL DV AF,large_neg - med_neg,2,2X,Chr,2,4,GW,-0.229391249999996,0.00912757190996589,Inf,-25.1316836791542,0
QTL DV AF,large_neg - small_neg,2,2X,Chr,2,4,GW,-0.490213636363635,0.00912757190996589,Inf,-53.7069048810667,0
QTL DV AF,med_neg - small_neg,2,2X,Chr,2,4,GW,-0.260822386363638,0.00912757190996591,Inf,-28.5752212019124,0
QTL DV AF,large_neg - med_neg,8,2X,Chr,2,4,GW,-0.105849090909103,0.00912757190996595,Inf,-11.596631826426,0
QTL DV AF,large_neg - small_neg,8,2X,Chr,2,4,GW,-0.400965909090921,0.00912757190996598,Inf,-43.9290879377378,0
QTL DV AF,med_neg - small_neg,8,2X,Chr,2,4,GW,-0.295116818181818,0.00912757190996596,Inf,-32.3324561113119,0
QTL DV AF,large_neg - med_neg,2,20X,Peri,2,4,GW,-0.221881704545452,0.00912757190996598,Inf,-24.3089516833266,0
QTL DV AF,large_neg - small_neg,2,20X,Peri,2,4,GW,-0.471384090909089,0.00912757190996599,Inf,-51.6439744938525,0
QTL DV AF,med_neg - small_neg,2,20X,Peri,2,4,GW,-0.249502386363636,0.009127571909966,Inf,-27.3350228105259,0
QTL DV AF,large_neg - med_neg,8,20X,Peri,2,4,GW,-0.0965043181818136,0.00912757190996597,Inf,-10.5728357041422,2.89768209427166e-14
QTL DV AF,large_neg - small_neg,8,20X,Peri,2,4,GW,-0.38640454545454,0.009127571909966,Inf,-42.3337717046789,0
QTL DV AF,med_neg - small_neg,8,20X,Peri,2,4,GW,-0.289900227272727,0.00912757190996596,Inf,-31.7609360005369,0
QTL DV AF,large_neg - med_neg,2,2X,Peri,2,4,GW,-0.238575568181816,0.00912757190996599,Inf,-26.1379006963863,0
QTL DV AF,large_neg - small_neg,2,2X,Peri,2,4,GW,-0.520181818181816,0.00912757190996597,Inf,-56.9901637930514,0
QTL DV AF,med_neg - small_neg,2,2X,Peri,2,4,GW,-0.281606249999999,0.009127571909966,Inf,-30.8522630966649,0
QTL DV AF,large_neg - med_neg,8,2X,Peri,2,4,GW,-0.099916477272725,0.00912757190996607,Inf,-10.9466655818542,2.93098878501041e-14
QTL DV AF,large_neg - small_neg,8,2X,Peri,2,4,GW,-0.399915909090907,0.00912757190996608,Inf,-43.8140518678634,0
QTL DV AF,med_neg - small_neg,8,2X,Peri,2,4,GW,-0.299999431818182,0.00912757190996598,Inf,-32.8673862860095,0
QTL DV AF,large_neg - med_neg,2,20X,WT,2,4,GW,-0.222118181818171,0.00912757190996589,Inf,-24.3348596986294,0
QTL DV AF,large_neg - small_neg,2,20X,WT,2,4,GW,-0.505431818181807,0.00912757190996587,Inf,-55.3741809067486,0
QTL DV AF,med_neg - small_neg,2,20X,WT,2,4,GW,-0.283313636363636,0.00912757190996597,Inf,-31.0393212081188,0
QTL DV AF,large_neg - med_neg,8,20X,WT,2,4,GW,-0.123764204545452,0.00912757190996591,Inf,-13.5593787445619,0
QTL DV AF,large_neg - small_neg,8,20X,WT,2,4,GW,-0.42882727272727,0.00912757190996602,Inf,-46.9815277225098,0
QTL DV AF,med_neg - small_neg,8,20X,WT,2,4,GW,-0.305063068181818,0.00912757190996601,Inf,-33.4221489779481,0
QTL DV AF,large_neg - med_neg,2,2X,WT,2,4,GW,-0.245305909090909,0.00912757190996597,Inf,-26.8752644745609,0
QTL DV AF,large_neg - small_neg,2,2X,WT,2,4,GW,-0.523038636363636,0.00912757190996594,Inf,-57.3031515416007,0
QTL DV AF,med_neg - small_neg,2,2X,WT,2,4,GW,-0.277732727272727,0.00912757190996597,Inf,-30.4278870670396,0
QTL DV AF,large_neg - med_neg,8,2X,WT,2,4,GW,-0.12137261363636,0.00912757190996589,Inf,-13.2973604408244,0
QTL DV AF,large_neg - small_neg,8,2X,WT,2,4,GW,-0.440684090909087,0.0091275719099662,Inf,-48.2805389271066,0
QTL DV AF,med_neg - small_neg,8,2X,WT,2,4,GW,-0.319311477272727,0.00912757190996615,Inf,-34.9831784862828,0
QTL DV AF,large_neg - med_neg,2,20X,Chr,200,4,GW,-0.055443742793774,0.00912757190996591,Inf,-6.07431454286741,3.73431852107586e-09
QTL DV AF,large_neg - small_neg,2,20X,Chr,200,4,GW,-0.0858019743336563,0.00912757190996591,Inf,-9.40030658536622,2.79776202205539e-14
QTL DV AF,med_neg - small_neg,2,20X,Chr,200,4,GW,-0.0303582315398822,0.00912757190996602,Inf,-3.32599204249877,0.00253719886038895
QTL DV AF,large_neg - med_neg,8,20X,Chr,200,4,GW,-0.0964337906499247,0.00912757190996597,Inf,-10.5651088373933,2.91988655476416e-14
QTL DV AF,large_neg - small_neg,8,20X,Chr,200,4,GW,-0.153214634748286,0.00912757190996599,Inf,-16.7859137413092,0
QTL DV AF,med_neg - small_neg,8,20X,Chr,200,4,GW,-0.0567808440983614,0.00912757190996597,Inf,-6.22080490391591,1.48349366124734e-09
QTL DV AF,large_neg - med_neg,2,2X,Chr,200,4,GW,-0.0599339869737037,0.00912757190996591,Inf,-6.5662574411783,1.54793955431387e-10
QTL DV AF,large_neg - small_neg,2,2X,Chr,200,4,GW,-0.0964583909180794,0.00912757190996602,Inf,-10.5678039975517,2.90878432451791e-14
QTL DV AF,med_neg - small_neg,2,2X,Chr,200,4,GW,-0.0365244039443757,0.00912757190996606,Inf,-4.00154655637344,0.000185892970764101
QTL DV AF,large_neg - med_neg,8,2X,Chr,200,4,GW,-0.0980335299578912,0.00912757190996591,Inf,-10.7403733353066,2.8643754035329e-14
QTL DV AF,large_neg - small_neg,8,2X,Chr,200,4,GW,-0.154419965449172,0.00912757190996608,Inf,-16.917967557239,0
QTL DV AF,med_neg - small_neg,8,2X,Chr,200,4,GW,-0.0563864354912812,0.00912757190996614,Inf,-6.1775942219326,1.95207028319544e-09
QTL DV AF,large_neg - med_neg,2,20X,Peri,200,4,GW,-0.0615904032776455,0.00912757190996599,Inf,-6.74773136658586,4.50731674206395e-11
QTL DV AF,large_neg - small_neg,2,20X,Peri,200,4,GW,-0.0951100691016758,0.00912757190996603,Inf,-10.4200843378543,3.09752223870419e-14
QTL DV AF,med_neg - small_neg,2,20X,Peri,200,4,GW,-0.0335196658240303,0.00912757190996602,Inf,-3.67235297126847,0.000703014616448283
QTL DV AF,large_neg - med_neg,8,20X,Peri,200,4,GW,-0.102290217330335,0.00912757190996594,Inf,-11.2067281791173,6.66133814775094e-15
QTL DV AF,large_neg - small_neg,8,20X,Peri,200,4,GW,-0.159691633761103,0.00912757190996604,Inf,-17.495521847025,0
QTL DV AF,med_neg - small_neg,8,20X,Peri,200,4,GW,-0.0574014164307678,0.0091275719099659,Inf,-6.28879366790793,9.59648915888067e-10
QTL DV AF,large_neg - med_neg,2,2X,Peri,200,4,GW,-0.0610886236948297,0.00912757190996595,Inf,-6.69275731787225,6.57202070541985e-11
QTL DV AF,large_neg - small_neg,2,2X,Peri,200,4,GW,-0.0970270483711718,0.00912757190996605,Inf,-10.6301050627968,2.97539770599542e-14
QTL DV AF,med_neg - small_neg,2,2X,Peri,200,4,GW,-0.035938424676342,0.00912757190996617,Inf,-3.93734774492455,0.000242982485708754
QTL DV AF,large_neg - med_neg,8,2X,Peri,200,4,GW,-0.0984988044624404,0.00912757190996588,Inf,-10.7913479547496,2.83106871279415e-14
QTL DV AF,large_neg - small_neg,8,2X,Peri,200,4,GW,-0.153906762092791,0.00912757190996662,Inf,-16.8617419408919,0
QTL DV AF,med_neg - small_neg,8,2X,Peri,200,4,GW,-0.0554079576303508,0.00912757190996705,Inf,-6.07039398614289,3.82662757036911e-09
QTL DV AF,large_neg - med_neg,2,20X,WT,200,4,GW,-0.0612680879178372,0.00912757190996591,Inf,-6.71241908825082,5.74470471192967e-11
QTL DV AF,large_neg - small_neg,2,20X,WT,200,4,GW,-0.0965534550839075,0.00912757190996597,Inf,-10.5782190528113,2.85327317328665e-14
QTL DV AF,med_neg - small_neg,2,20X,WT,200,4,GW,-0.0352853671660703,0.00912757190996598,Inf,-3.86579996456055,0.00032592726875702
QTL DV AF,large_neg - med_neg,8,20X,WT,200,4,GW,-0.0967119189177028,0.00912757190996595,Inf,-10.5955800591511,2.8421709430404e-14
QTL DV AF,large_neg - small_neg,8,20X,WT,200,4,GW,-0.148606219151033,0.0091275719099658,Inf,-16.2810241997414,0
QTL DV AF,med_neg - small_neg,8,20X,WT,200,4,GW,-0.0518943002333302,0.00912757190996585,Inf,-5.6854441405901,3.91121055542953e-08
QTL DV AF,large_neg - med_neg,2,2X,WT,200,4,GW,-0.0604088724667238,0.00912757190996595,Inf,-6.61828502285108,1.09030562356338e-10
QTL DV AF,large_neg - small_neg,2,2X,WT,200,4,GW,-0.0961193731490589,0.00912757190996594,Inf,-10.530661833966,2.85327317328665e-14
QTL DV AF,med_neg - small_neg,2,2X,WT,200,4,GW,-0.035710500682335,0.00912757190996603,Inf,-3.91237681111492,0.000269363718785498
QTL DV AF,large_neg - med_neg,8,2X,WT,200,4,GW,-0.093340729630415,0.0091275719099663,Inf,-10.2262387578122,2.56461518688411e-14
QTL DV AF,large_neg - small_neg,8,2X,WT,200,4,GW,-0.150133070088843,0.00912757190996579,Inf,-16.4483031818048,0
QTL DV AF,med_neg - small_neg,8,2X,WT,200,4,GW,-0.0567923404584278,0.00912757190996624,Inf,-6.2220644239918,1.47163081720691e-09
