response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,Allele,estimate,SE,df,z.ratio,p.value
QTL AF,DV - R,GW,20X,Chr,2,2,3,small_neg,0.0234227272727067,0.00754599282974138,Inf,3.10399543190521,0.0019092627880316
QTL AF,DV - R,CV,2X,Chr,2,2,3,small_neg,0.0177272727272455,0.00754599282974139,Inf,2.3492299989176,0.0188122823373223
QTL AF,DV - R,CV,20X,Peri,2,2,3,small_neg,0.0152863636363618,0.00754599282974144,Inf,2.02575909906948,0.0427894771660842
QTL AF,DV - R,GW,20X,Peri,2,2,3,small_neg,0.0208136363636455,0.00754599282974133,Inf,2.75823696540127,0.00581140536253976
QTL AF,DV - R,CV,2X,Peri,2,2,3,small_neg,-0.017799999999992,0.00754599282974137,Inf,-2.35886786558238,0.0183307814376773
QTL AF,DV - R,CV,20X,Chr,2,8,3,small_neg,0.023179545454546,0.00754599282974145,Inf,3.07176881525611,0.00212794463632981
QTL AF,DV - R,GW,20X,Chr,2,8,3,small_neg,0.0243272727272785,0.00754599282974152,Inf,3.22386639852027,0.00126472389629286
QTL AF,DV - R,CV,2X,Chr,2,8,3,small_neg,0.0213340909090911,0.00754599282974135,Inf,2.82720794870174,0.00469558248397303
QTL AF,DV - R,GW,2X,Chr,2,8,3,small_neg,0.0193272727272713,0.00754599282974125,Inf,2.56126306549035,0.0104292352119221
QTL AF,DV - R,CV,20X,Peri,2,8,3,small_neg,0.0619318181818279,0.00754599282974147,Inf,8.20724582956564,2.26319889458016e-16
QTL AF,DV - R,GW,20X,Peri,2,8,3,small_neg,0.0165545454545427,0.00754599282974149,Inf,2.19381939899217,0.0282483956450747
QTL AF,DV - R,CV,2X,Peri,2,8,3,small_neg,0.0595159090909067,0.00754599282974116,Inf,7.88708794637805,3.09319430825756e-15
QTL AF,DV - R,CV,20X,WT,2,8,3,small_neg,0.0551840909090915,0.00754599282974144,Inf,7.31303251330844,2.61179785398363e-13
QTL AF,DV - R,CV,2X,WT,2,8,3,small_neg,0.0446909090909076,0.00754599282974123,Inf,5.92246906394691,3.17143480514951e-09
QTL AF,DV - R,CV,20X,Chr,2,2,4,small_neg,0.0191681818181932,0.00754599282974243,Inf,2.54018023216801,0.0110795357065047
QTL AF,DV - R,CV,2X,Chr,2,2,4,small_neg,0.0270386363636212,0.00754599282974158,Inf,3.58317811501911,0.000339438980427083
QTL AF,DV - R,GW,2X,Chr,2,2,4,small_neg,0.0155818181818225,0.00754599282974146,Inf,2.06491293238565,0.0389312392289036
QTL AF,DV - R,GW,20X,Peri,2,2,4,small_neg,0.0336068181818264,0.00754599282974136,Inf,4.45359794795594,8.44431588949272e-06
QTL AF,DV - R,CV,2X,WT,2,2,4,small_neg,0.0285659090909157,0.00754599282974136,Inf,3.78557331492916,0.000153354612175863
QTL AF,DV - R,CV,20X,Chr,2,8,4,small_neg,0.0151249999999665,0.00754599282974161,Inf,2.00437508240839,0.0450298964421336
QTL AF,DV - R,GW,20X,Chr,2,8,4,small_neg,0.0332977272727365,0.00754599282974149,Inf,4.41263701464148,1.02119127267707e-05
QTL AF,DV - R,CV,2X,Chr,2,8,4,small_neg,0.0316363636363751,0.00754599282974148,Inf,4.19247199807622,2.7593115015711e-05
QTL AF,DV - R,CV,20X,Peri,2,8,4,small_neg,0.0398090909091043,0.00754599282974148,Inf,5.27552726424578,1.32374928039878e-07
QTL AF,DV - R,GW,20X,Peri,2,8,4,small_neg,0.0344545454545408,0.00754599282974133,Inf,4.565939331236,4.97262579006452e-06
QTL AF,DV - R,CV,20X,WT,2,8,4,small_neg,0.0270136363636465,0.00754599282974143,Inf,3.5798650983574,0.000343771633088389
QTL AF,DV - R,GW,20X,WT,2,8,4,small_neg,0.0292886363636335,0.00754599282974146,Inf,3.88134961488388,0.000103878379713649
QTL AF,DV - R,CV,2X,WT,2,8,4,small_neg,0.0179727272727248,0.00754599282974127,Inf,2.38175779890598,0.0172302257454617
QTL AF,DV - R,GW,2X,WT,2,8,4,small_neg,0.0157136363636362,0.00754599282974091,Inf,2.08238156571052,0.0373076308941008
QTL AF,DV - R,GW,20X,Chr,2,2,5,small_neg,0.0259045454545174,0.00754599282974155,Inf,3.43288763175311,0.000597189544302034
QTL AF,DV - R,CV,20X,Peri,2,2,5,small_neg,0.0281931818181793,0.00754599282974148,Inf,3.73617924828391,0.000186837507072646
QTL AF,DV - R,CV,2X,Peri,2,2,5,small_neg,0.0179068181818255,0.00754599282974147,Inf,2.37302348224454,0.0176431422048682
QTL AF,DV - R,GW,2X,Peri,2,2,5,small_neg,-0.0158000000000017,0.00754599282974124,Inf,-2.09382653237208,0.0362754357245048
QTL AF,DV - R,CV,20X,WT,2,2,5,small_neg,0.0266931818181653,0.0075459928297415,Inf,3.53739824837333,0.000404089853830169
QTL AF,DV - R,CV,2X,WT,2,2,5,small_neg,0.0377659090909187,0.00754599282974144,Inf,5.00476344770298,5.59306715453405e-07
QTL AF,DV - R,GW,2X,WT,2,2,5,small_neg,0.0165204545454528,0.00754599282974148,Inf,2.18930164899438,0.0285749225916928
QTL AF,DV - R,CV,20X,Chr,2,8,5,small_neg,0.0257227272727059,0.00754599282974153,Inf,3.40879296509841,0.000652509799981047
QTL AF,DV - R,CV,2X,Chr,2,8,5,small_neg,0.0400022727272826,0.00754599282974153,Inf,5.30112784756684,1.15089455061185e-07
QTL AF,DV - R,CV,20X,Peri,2,8,5,small_neg,0.0516159090909163,0.00754599282974152,Inf,6.84017468019305,7.90966731695294e-12
QTL AF,DV - R,GW,20X,Peri,2,8,5,small_neg,0.051195454545452,0.00754599282974145,Inf,6.78445576355075,1.16524931536613e-11
QTL AF,DV - R,CV,2X,Peri,2,8,5,small_neg,0.0644590909090869,0.00754599282974141,Inf,8.54216169607675,1.31733917801675e-17
QTL AF,DV - R,GW,2X,Peri,2,8,5,small_neg,0.0179772727272729,0.00754599282974154,Inf,2.38236016557262,0.0172020637733479
QTL AF,DV - R,CV,20X,WT,2,8,5,small_neg,0.0714340909090959,0.00754599282974142,Inf,9.46649334565346,2.89395888245358e-21
QTL AF,DV - R,GW,20X,WT,2,8,5,small_neg,0.0277136363636355,0.00754599282974162,Inf,3.67262956497991,0.000240067363476625
QTL AF,DV - R,CV,2X,WT,2,8,5,small_neg,0.0356090909090868,0.00754599282974161,Inf,4.71894046449898,2.37076184113134e-06
