response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 8,20X,Chr,2,4,CV,DV,0.365462538296461,0.134862247914548,Inf,2.70989505178668,0.00673045005923041
Genetic gain,2 - 8,2X,Chr,2,4,CV,DV,0.363506011101798,0.13486224791455,Inf,2.69538745440547,0.00703068244952065
Genetic gain,2 - 8,20X,Peri,2,4,CV,DV,0.558997340141402,0.13486224791455,Inf,4.14495048677811,3.39887143572401e-05
Genetic gain,2 - 8,2X,Peri,2,4,CV,DV,0.379324205661791,0.13486224791455,Inf,2.81267894853818,0.00491306777233414
Genetic gain,2 - 8,20X,WT,2,4,CV,DV,0.602725666755195,0.134862247914552,Inf,4.46919487162249,7.85145751688544e-06
Genetic gain,2 - 8,2X,WT,2,4,CV,DV,0.401463840714672,0.134862247914551,Inf,2.97684375666821,0.00291232387874618
Genetic gain,2 - 8,20X,Chr,200,4,CV,DV,-6.43155057057444,0.134862247914549,Inf,-47.6897773100266,0
Genetic gain,2 - 8,2X,Chr,200,4,CV,DV,-5.39508802741672,0.13486224791455,Inf,-40.0044349760143,0
Genetic gain,2 - 8,20X,Peri,200,4,CV,DV,-6.1020382946416,0.13486224791455,Inf,-45.2464525024668,0
Genetic gain,2 - 8,2X,Peri,200,4,CV,DV,-5.56444768267825,0.134862247914552,Inf,-41.2602323387334,0
Genetic gain,2 - 8,20X,WT,200,4,CV,DV,-4.98579958683488,0.13486224791455,Inf,-36.9695720183601,3.53141385486415e-299
Genetic gain,2 - 8,2X,WT,200,4,CV,DV,-5.3941871713563,0.134862247914549,Inf,-39.997755152162,0
Genetic gain,2 - 8,20X,Chr,2,5,CV,DV,-0.461762329282812,0.134862247914544,Inf,-3.42395545397857,0.000617167366637531
Genetic gain,2 - 8,2X,Chr,2,5,CV,DV,-0.562417858259474,0.134862247914549,Inf,-4.170313538121,3.04180850342823e-05
Genetic gain,2 - 8,20X,Peri,2,5,CV,DV,-0.485770793843626,0.134862247914551,Inf,-3.60197758346289,0.000315805602174412
Genetic gain,2 - 8,2X,Peri,2,5,CV,DV,-0.519197378306134,0.134862247914551,Inf,-3.84983482282677,0.000118197507384967
Genetic gain,2 - 8,20X,Chr,200,5,CV,DV,-3.89750406413635,0.134862247914549,Inf,-28.8998895124889,1.19774692120858e-183
Genetic gain,2 - 8,2X,Chr,200,5,CV,DV,-3.14256357879336,0.13486224791455,Inf,-23.3020257884514,4.22848305608185e-120
Genetic gain,2 - 8,20X,Peri,200,5,CV,DV,-3.73576035284095,0.134862247914551,Inf,-27.7005641727694,6.87375009152952e-169
Genetic gain,2 - 8,2X,Peri,200,5,CV,DV,-3.30876856127719,0.13486224791455,Inf,-24.534431335993,6.34161569714304e-133
Genetic gain,2 - 8,20X,WT,200,5,CV,DV,-2.9037359286953,0.134862247914551,Inf,-21.531125082055,7.95781479396619e-103
Genetic gain,2 - 8,2X,WT,200,5,CV,DV,-3.0010507684806,0.134862247914549,Inf,-22.2527120442343,1.06174509641611e-109
Genetic gain,2 - 8,20X,Chr,2,1,GW,DV,0.462578167485917,0.134862247914542,Inf,3.43000487266857,0.00060357041025437
Genetic gain,2 - 8,2X,Chr,2,1,GW,DV,0.456003926302094,0.134862247914555,Inf,3.38125704823639,0.000721550091210883
Genetic gain,2 - 8,20X,Peri,2,1,GW,DV,0.458429877733499,0.134862247914552,Inf,3.3992454139127,0.000675720549628122
Genetic gain,2 - 8,2X,Peri,2,1,GW,DV,0.451237330618618,0.134862247914551,Inf,3.34591286736167,0.00082012162802772
Genetic gain,2 - 8,20X,WT,2,1,GW,DV,0.484335972221472,0.134862247914554,Inf,3.59133841909812,0.000328984116143555
Genetic gain,2 - 8,2X,WT,2,1,GW,DV,0.441161170307826,0.134862247914552,Inf,3.27119840525973,0.00107092748451236
Genetic gain,2 - 8,20X,Chr,200,1,GW,DV,-2.74033026651293,0.134862247914553,Inf,-20.3194764204818,8.64939031142122e-92
Genetic gain,2 - 8,2X,Chr,200,1,GW,DV,-2.59257197676018,0.134862247914551,Inf,-19.223852611465,2.33752329334685e-82
Genetic gain,2 - 8,20X,Peri,200,1,GW,DV,-2.7082235693896,0.134862247914551,Inf,-20.0814061108157,1.07313828097295e-89
Genetic gain,2 - 8,2X,Peri,200,1,GW,DV,-2.66249909647899,0.134862247914552,Inf,-19.7423603539957,9.33153515774745e-87
Genetic gain,2 - 8,20X,WT,200,1,GW,DV,-2.61845427791641,0.134862247914552,Inf,-19.415769189725,5.67794240146605e-84
Genetic gain,2 - 8,2X,WT,200,1,GW,DV,-2.54709044056826,0.134862247914551,Inf,-18.8866082239865,1.46992108561276e-79
Genetic gain,2 - 8,20X,Chr,2,2,GW,DV,-1.12854986480523,0.134862247914549,Inf,-8.36816738751307,5.8521223907139e-17
Genetic gain,2 - 8,2X,Chr,2,2,GW,DV,-0.78068004343724,0.134862247914551,Inf,-5.78872186626963,7.09240232203396e-09
Genetic gain,2 - 8,20X,Peri,2,2,GW,DV,-0.930117652033648,0.13486224791455,Inf,-6.89679778007984,5.3187808787516e-12
Genetic gain,2 - 8,2X,Peri,2,2,GW,DV,-0.945487842706305,0.134862247914551,Inf,-7.01076733724153,2.37014592939369e-12
Genetic gain,2 - 8,20X,WT,2,2,GW,DV,-1.07003581848252,0.13486224791455,Inf,-7.9342872822386,2.11707536333699e-15
Genetic gain,2 - 8,2X,WT,2,2,GW,DV,-0.858607805279894,0.134862247914551,Inf,-6.36655415846183,1.93322058690983e-10
Genetic gain,2 - 8,20X,Chr,200,2,GW,DV,-2.79347954902766,0.13486224791455,Inf,-20.7135769440653,2.61313566726785e-95
Genetic gain,2 - 8,2X,Chr,200,2,GW,DV,-2.93891822604881,0.13486224791455,Inf,-21.7920008860517,2.76310309841025e-105
Genetic gain,2 - 8,20X,Peri,200,2,GW,DV,-2.96552590984744,0.13486224791455,Inf,-21.9892961574126,3.64598845426038e-107
Genetic gain,2 - 8,2X,Peri,200,2,GW,DV,-2.8768641434371,0.134862247914552,Inf,-21.3318715053591,5.74623114932332e-101
Genetic gain,2 - 8,20X,WT,200,2,GW,DV,-2.71831717830383,0.134862247914551,Inf,-20.1562499538505,2.3719207711501e-90
Genetic gain,2 - 8,2X,WT,200,2,GW,DV,-2.75578896515467,0.13486224791455,Inf,-20.4341022618928,8.32088609170441e-93
Genetic gain,2 - 8,20X,Chr,2,3,GW,DV,-1.43112883317092,0.134862247914548,Inf,-10.6117824320837,2.62689290503177e-26
Genetic gain,2 - 8,2X,Chr,2,3,GW,DV,-1.03385108894566,0.134862247914551,Inf,-7.66597847012543,1.77472962267293e-14
Genetic gain,2 - 8,20X,Peri,2,3,GW,DV,-0.996001654153925,0.13486224791455,Inf,-7.38532591259341,1.52080401696517e-13
Genetic gain,2 - 8,2X,Peri,2,3,GW,DV,-0.859483691714502,0.134862247914551,Inf,-6.3730488331996,1.8530684811605e-10
Genetic gain,2 - 8,20X,WT,2,3,GW,DV,-0.982833626578248,0.134862247914551,Inf,-7.28768533652929,3.1532536871375e-13
Genetic gain,2 - 8,2X,WT,2,3,GW,DV,-0.888760774550622,0.134862247914551,Inf,-6.59013762779443,4.39419048344552e-11
Genetic gain,2 - 8,20X,Chr,200,3,GW,DV,-3.13505346315344,0.13486224791455,Inf,-23.2463384796896,1.54916906295344e-119
Genetic gain,2 - 8,2X,Chr,200,3,GW,DV,-3.32937778938404,0.13486224791455,Inf,-24.6872482171108,1.46605904459879e-134
Genetic gain,2 - 8,20X,Peri,200,3,GW,DV,-3.46216889062441,0.134862247914549,Inf,-25.671890719322,2.40885685387206e-145
Genetic gain,2 - 8,2X,Peri,200,3,GW,DV,-2.95924380199147,0.134862247914552,Inf,-21.9427144938769,1.01650209133043e-106
Genetic gain,2 - 8,20X,WT,200,3,GW,DV,-2.9876666687804,0.134862247914551,Inf,-22.1534692990835,9.65872225010836e-109
Genetic gain,2 - 8,2X,WT,200,3,GW,DV,-2.82424043985323,0.134862247914551,Inf,-20.9416681356423,2.23495765629069e-97
Genetic gain,2 - 8,20X,Chr,200,4,GW,DV,-4.79638618353721,0.13486224791455,Inf,-35.5650766445495,4.85878225401105e-277
Genetic gain,2 - 8,2X,Chr,200,4,GW,DV,-4.29974329245203,0.13486224791455,Inf,-31.8824827477026,4.67062646999678e-223
Genetic gain,2 - 8,20X,Peri,200,4,GW,DV,-5.16812033830067,0.13486224791455,Inf,-38.3214755664997,0
Genetic gain,2 - 8,2X,Peri,200,4,GW,DV,-4.4519702991559,0.134862247914552,Inf,-33.0112419746751,5.60261691992411e-239
Genetic gain,2 - 8,20X,WT,200,4,GW,DV,-4.09286545843401,0.134862247914551,Inf,-30.3484890821876,2.63049779662589e-202
Genetic gain,2 - 8,2X,WT,200,4,GW,DV,-4.29367292244948,0.134862247914549,Inf,-31.8374711147482,1.96243830002839e-222
Genetic gain,2 - 8,20X,Chr,2,5,GW,DV,-0.732650566888251,0.134862247914549,Inf,-5.43258456845884,5.55436154194605e-08
Genetic gain,2 - 8,2X,Chr,2,5,GW,DV,-0.749512466365934,0.13486224791455,Inf,-5.55761510694105,2.73485626474748e-08
Genetic gain,2 - 8,20X,Peri,2,5,GW,DV,-1.04419307947618,0.134862247914551,Inf,-7.74266405627302,9.73550308072392e-15
Genetic gain,2 - 8,2X,Peri,2,5,GW,DV,-0.947313174760576,0.13486224791455,Inf,-7.02430212612799,2.15138828727041e-12
Genetic gain,2 - 8,20X,WT,2,5,GW,DV,-0.840649481782621,0.134862247914551,Inf,-6.23339366488434,4.56437221910815e-10
Genetic gain,2 - 8,2X,WT,2,5,GW,DV,-0.796837277673169,0.134862247914551,Inf,-5.90852733062886,3.45179552207823e-09
Genetic gain,2 - 8,20X,Chr,200,5,GW,DV,-3.04417743769828,0.13486224791455,Inf,-22.5724951554056,8.07578554640708e-113
Genetic gain,2 - 8,2X,Chr,200,5,GW,DV,-2.87742225049048,0.13486224791455,Inf,-21.3360098543934,5.25964618038617e-101
Genetic gain,2 - 8,20X,Peri,200,5,GW,DV,-3.29994599482735,0.134862247914551,Inf,-24.4690122392013,3.15847764415578e-132
Genetic gain,2 - 8,2X,Peri,200,5,GW,DV,-3.05762955689467,0.134862247914549,Inf,-22.6722422633206,8.41947284869907e-114
Genetic gain,2 - 8,20X,WT,200,5,GW,DV,-2.70451180933936,0.134862247914551,Inf,-20.0538835082517,1.8668749896247e-89
Genetic gain,2 - 8,2X,WT,200,5,GW,DV,-2.79006495805995,0.13486224791455,Inf,-20.6882578423857,4.41892735044877e-95
Genetic gain,2 - 8,20X,Chr,2,1,CV,R,0.279757115831972,0.134862247914548,Inf,2.07439161187074,0.0380429557135828
Genetic gain,2 - 8,2X,Chr,2,1,CV,R,0.317467374826951,0.134862247914555,Inf,2.35401218455211,0.0185720023033924
Genetic gain,2 - 8,20X,Peri,2,1,CV,R,0.268293042827509,0.134862247914551,Inf,1.98938581386764,0.0466586342555243
Genetic gain,2 - 8,2X,Peri,2,1,CV,R,0.328863552701351,0.134862247914551,Inf,2.43851454196225,0.0147477653088964
Genetic gain,2 - 8,20X,WT,2,1,CV,R,0.311030626569349,0.134862247914556,Inf,2.3062838665303,0.0210947760258081
Genetic gain,2 - 8,2X,WT,2,1,CV,R,0.356364111447874,0.134862247914552,Inf,2.6424304574373,0.00823133671290412
Genetic gain,2 - 8,20X,Chr,200,1,CV,R,-4.09075872747405,0.134862247914555,Inf,-30.3328677278601,4.22766294430124e-202
Genetic gain,2 - 8,2X,Chr,200,1,CV,R,-3.85801628249157,0.13486224791455,Inf,-28.6070886563899,5.48431340746047e-180
Genetic gain,2 - 8,20X,Peri,200,1,CV,R,-4.00559332075838,0.13486224791455,Inf,-29.7013684904344,7.37243534532059e-194
Genetic gain,2 - 8,2X,Peri,200,1,CV,R,-3.76828272938595,0.134862247914551,Inf,-27.9417167343492,8.3118321031704e-172
Genetic gain,2 - 8,20X,WT,200,1,CV,R,-3.69338931375744,0.134862247914551,Inf,-27.3863840390498,3.98428858918179e-165
Genetic gain,2 - 8,2X,WT,200,1,CV,R,-3.66025586985556,0.13486224791455,Inf,-27.1407004291871,3.26022554075292e-162
Genetic gain,2 - 8,20X,Chr,2,2,CV,R,-1.03646953073661,0.134862247914551,Inf,-7.68539414672457,1.52526674529127e-14
Genetic gain,2 - 8,2X,Chr,2,2,CV,R,-0.666904599444021,0.134862247914551,Inf,-4.94507995941588,7.61126168341587e-07
Genetic gain,2 - 8,20X,Peri,2,2,CV,R,-0.874942124785135,0.13486224791455,Inf,-6.48767270540757,8.71723896078618e-11
Genetic gain,2 - 8,2X,Peri,2,2,CV,R,-0.851143246868458,0.134862247914551,Inf,-6.3112046553439,2.76871768631432e-10
Genetic gain,2 - 8,20X,WT,2,2,CV,R,-0.380488530733102,0.134862247914551,Inf,-2.82131238813534,0.00478276038774385
Genetic gain,2 - 8,2X,WT,2,2,CV,R,-1.06068289555956,0.134862247914552,Inf,-7.86493560623138,3.69287359993042e-15
Genetic gain,2 - 8,20X,Chr,200,2,CV,R,-4.12766619734905,0.13486224791455,Inf,-30.6065356404588,1.00186424696593e-205
Genetic gain,2 - 8,2X,Chr,200,2,CV,R,-3.98103637161589,0.134862247914549,Inf,-29.5192793622892,1.62880475473455e-191
Genetic gain,2 - 8,20X,Peri,200,2,CV,R,-4.02359718973601,0.13486224791455,Inf,-29.8348667025437,1.37970286642147e-195
Genetic gain,2 - 8,2X,Peri,200,2,CV,R,-3.80499069311026,0.134862247914552,Inf,-28.2139053141178,3.94838292876515e-175
Genetic gain,2 - 8,20X,WT,200,2,CV,R,-3.5970530377354,0.13486224791455,Inf,-26.6720531012839,9.93280420555075e-157
Genetic gain,2 - 8,2X,WT,200,2,CV,R,-3.81479406846584,0.13486224791455,Inf,-28.2865970829949,5.05189662434278e-176
Genetic gain,2 - 8,20X,Chr,2,3,CV,R,-0.414498429280528,0.134862247914551,Inf,-3.07349488600513,0.00211567313865179
Genetic gain,2 - 8,2X,Chr,2,3,CV,R,-0.729025243351721,0.134862247914551,Inf,-5.40570289035693,6.45547294425834e-08
Genetic gain,2 - 8,20X,Peri,2,3,CV,R,-0.815093271382115,0.134862247914551,Inf,-6.04389504094995,1.50437397155664e-09
Genetic gain,2 - 8,2X,Peri,2,3,CV,R,-0.595395770752678,0.13486224791455,Inf,-4.41484388670376,1.010829103072e-05
Genetic gain,2 - 8,20X,WT,2,3,CV,R,-0.432827071470605,0.134862247914552,Inf,-3.20940128289158,0.00133011712466397
Genetic gain,2 - 8,2X,WT,2,3,CV,R,-0.435331940769986,0.134862247914552,Inf,-3.22797482247078,0.00124669946489882
Genetic gain,2 - 8,20X,Chr,200,3,CV,R,-4.10412798189496,0.13486224791455,Inf,-30.4320003956583,2.07318670664417e-203
Genetic gain,2 - 8,2X,Chr,200,3,CV,R,-3.54897963189947,0.134862247914548,Inf,-26.315590068973,1.2717603662329e-152
Genetic gain,2 - 8,20X,Peri,200,3,CV,R,-3.82833841628414,0.134862247914551,Inf,-28.3870280637009,2.92390350410441e-177
Genetic gain,2 - 8,2X,Peri,200,3,CV,R,-3.74491453984407,0.134862247914548,Inf,-27.7684422271898,1.04362956449876e-169
Genetic gain,2 - 8,20X,WT,200,3,CV,R,-3.48029473294898,0.13486224791455,Inf,-25.8062933605713,7.53617256144761e-147
Genetic gain,2 - 8,2X,WT,200,3,CV,R,-3.49494030180347,0.134862247914552,Inf,-25.9148898661236,4.52556667863635e-148
Genetic gain,2 - 8,20X,Chr,2,4,CV,R,0.499271631243856,0.134862247914549,Inf,3.70208593557036,0.000213834160731209
Genetic gain,2 - 8,2X,Chr,2,4,CV,R,0.634108232628301,0.134862247914549,Inf,4.70189576722821,2.57757078752333e-06
Genetic gain,2 - 8,20X,Peri,2,4,CV,R,0.470879589251102,0.13486224791455,Inf,3.49155969541198,0.000480209144152529
Genetic gain,2 - 8,2X,Peri,2,4,CV,R,0.508985255210924,0.134862247914551,Inf,3.77411220027579,0.000160578483355585
Genetic gain,2 - 8,20X,WT,2,4,CV,R,0.388151200086279,0.13486224791455,Inf,2.87813087864452,0.0040003913398246
Genetic gain,2 - 8,2X,WT,2,4,CV,R,0.76762286417601,0.134862247914551,Inf,5.69190322752426,1.25631055333079e-08
Genetic gain,2 - 8,20X,Chr,200,4,CV,R,-6.26059505365441,0.134862247914548,Inf,-46.422146675334,0
Genetic gain,2 - 8,2X,Chr,200,4,CV,R,-5.46341815682712,0.134862247914548,Inf,-40.511101077663,0
Genetic gain,2 - 8,20X,Peri,200,4,CV,R,-5.84779981452684,0.134862247914549,Inf,-43.3612808992484,0
Genetic gain,2 - 8,2X,Peri,200,4,CV,R,-5.22222432884772,0.134862247914552,Inf,-38.7226552248817,0
Genetic gain,2 - 8,20X,WT,200,4,CV,R,-5.02960805318875,0.134862247914549,Inf,-37.2944106372571,2.02179023867036e-304
Genetic gain,2 - 8,2X,WT,200,4,CV,R,-5.23094615579098,0.134862247914548,Inf,-38.7873273408985,0
Genetic gain,2 - 8,20X,Chr,2,5,CV,R,-0.376820807450298,0.134862247914551,Inf,-2.79411631703671,0.00520417560448831
Genetic gain,2 - 8,2X,Chr,2,5,CV,R,-0.607293860420179,0.13486224791455,Inf,-4.5030679067797,6.69794702077834e-06
Genetic gain,2 - 8,20X,Peri,2,5,CV,R,-0.531678674498619,0.134862247914551,Inf,-3.94238330385455,8.06759066510744e-05
Genetic gain,2 - 8,2X,Peri,2,5,CV,R,-0.738288568056682,0.134862247914551,Inf,-5.47439019794821,4.39020752129983e-08
Genetic gain,2 - 8,20X,WT,2,5,CV,R,-0.635159100899272,0.134862247914551,Inf,-4.70968792765273,2.48096367212155e-06
Genetic gain,2 - 8,2X,WT,2,5,CV,R,-0.61786344003421,0.134862247914551,Inf,-4.58144105995986,4.6178275894344e-06
Genetic gain,2 - 8,20X,Chr,200,5,CV,R,-3.72081315499175,0.13486224791455,Inf,-27.5897310962019,1.47777136057477e-167
Genetic gain,2 - 8,2X,Chr,200,5,CV,R,-3.39350581031171,0.134862247914549,Inf,-25.1627557955425,1.02476039351443e-139
Genetic gain,2 - 8,20X,Peri,200,5,CV,R,-3.42692584832329,0.134862247914551,Inf,-25.4105644931456,1.92743508263157e-142
Genetic gain,2 - 8,2X,Peri,200,5,CV,R,-3.28148790238063,0.134862247914548,Inf,-24.3321459720875,8.95947567464353e-131
Genetic gain,2 - 8,20X,WT,200,5,CV,R,-3.16394260452006,0.13486224791455,Inf,-23.4605506985526,1.03164679302841e-121
Genetic gain,2 - 8,2X,WT,200,5,CV,R,-3.08586040805147,0.134862247914548,Inf,-22.8815732776954,7.08974047094221e-116
Genetic gain,2 - 8,20X,Chr,2,1,GW,R,0.503826393181388,0.134862247914546,Inf,3.73585937482394,0.000187075197550352
Genetic gain,2 - 8,2X,Chr,2,1,GW,R,0.429262730875667,0.134862247914551,Inf,3.18297179168812,0.00145771815029339
Genetic gain,2 - 8,20X,Peri,2,1,GW,R,0.530245207149663,0.13486224791455,Inf,3.93175418138982,8.43282708340317e-05
Genetic gain,2 - 8,2X,Peri,2,1,GW,R,0.495785992795405,0.134862247914552,Inf,3.67624001870065,0.000236696838048835
Genetic gain,2 - 8,20X,WT,2,1,GW,R,0.491229131293978,0.134862247914552,Inf,3.64245101123644,0.000270054383232286
Genetic gain,2 - 8,2X,WT,2,1,GW,R,0.480493743093508,0.134862247914552,Inf,3.56284839177489,0.000366852565610388
Genetic gain,2 - 8,20X,Chr,200,1,GW,R,-3.13431296600533,0.13486224791455,Inf,-23.240847712929,1.76046716369013e-119
Genetic gain,2 - 8,2X,Chr,200,1,GW,R,-3.26548320934594,0.13486224791455,Inf,-24.2134715966991,1.60476075643497e-129
Genetic gain,2 - 8,20X,Peri,200,1,GW,R,-3.30344237548122,0.134862247914551,Inf,-24.4949378092398,1.67251007001142e-132
Genetic gain,2 - 8,2X,Peri,200,1,GW,R,-3.30854616134713,0.134862247914554,Inf,-24.5327822463953,6.60388881306623e-133
Genetic gain,2 - 8,20X,WT,200,1,GW,R,-3.30802136063319,0.13486224791455,Inf,-24.5288908629877,7.2665068617013e-133
Genetic gain,2 - 8,2X,WT,200,1,GW,R,-3.12111735473231,0.134862247914551,Inf,-23.1430026044787,1.70986417812072e-118
Genetic gain,2 - 8,20X,Chr,2,2,GW,R,-1.27810461786688,0.13486224791455,Inf,-9.47711192443338,2.61418129472389e-21
Genetic gain,2 - 8,2X,Chr,2,2,GW,R,-1.02684375477789,0.134862247914551,Inf,-7.61401927267665,2.65701153498985e-14
Genetic gain,2 - 8,20X,Peri,2,2,GW,R,-1.23608891583786,0.134862247914551,Inf,-9.16556660557109,4.92873598140274e-20
Genetic gain,2 - 8,2X,Peri,2,2,GW,R,-1.46431175172486,0.134862247914554,Inf,-10.8578328951822,1.83041422265764e-27
Genetic gain,2 - 8,20X,WT,2,2,GW,R,-0.710674866389039,0.134862247914551,Inf,-5.26963533070666,1.36695057716332e-07
Genetic gain,2 - 8,2X,WT,2,2,GW,R,-0.962109658694248,0.134862247914554,Inf,-7.1340176629995,9.74808135909732e-13
Genetic gain,2 - 8,20X,Chr,200,2,GW,R,-3.11407615624282,0.134862247914549,Inf,-23.0907923039807,5.72936246742708e-118
Genetic gain,2 - 8,2X,Chr,200,2,GW,R,-3.4115257687013,0.13486224791455,Inf,-25.2963733102156,3.50166204939882e-141
Genetic gain,2 - 8,20X,Peri,200,2,GW,R,-3.23681809023923,0.134862247914549,Inf,-24.0009204969662,2.71991985682338e-127
Genetic gain,2 - 8,2X,Peri,200,2,GW,R,-3.4209489033731,0.134862247914563,Inf,-25.3662456044802,5.94836447505917e-142
Genetic gain,2 - 8,20X,WT,200,2,GW,R,-3.30000846629159,0.13486224791455,Inf,-24.4694754634559,3.12282030659009e-132
Genetic gain,2 - 8,2X,WT,200,2,GW,R,-3.44756224783257,0.134862247914557,Inf,-25.5635828494924,3.87825292101805e-144
Genetic gain,2 - 8,20X,Chr,2,3,GW,R,-0.981401012936463,0.13486224791455,Inf,-7.27706254428063,3.41167113532243e-13
Genetic gain,2 - 8,2X,Chr,2,3,GW,R,-0.999228508950715,0.134862247914551,Inf,-7.40925295553301,1.27012839033123e-13
Genetic gain,2 - 8,20X,Peri,2,3,GW,R,-1.13216360006844,0.13486224791455,Inf,-8.39496313887478,4.66040433119922e-17
Genetic gain,2 - 8,2X,Peri,2,3,GW,R,-0.991145832608172,0.134862247914551,Inf,-7.34932012431059,1.9921754569502e-13
Genetic gain,2 - 8,20X,WT,2,3,GW,R,-0.808156679032941,0.134862247914552,Inf,-5.99246039221433,2.06689787138405e-09
Genetic gain,2 - 8,2X,WT,2,3,GW,R,-1.12659563326431,0.134862247914552,Inf,-8.3536768123435,6.61702404622618e-17
