response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,Allele,estimate,SE,df,z.ratio,p.value
QTL fixation,DV - R,GW,2X,Chr,200,8,2,positive_QTL,0.0214649933361169,0.00541011292048732,Inf,3.9675684503427,7.26096609968521e-05
QTL fixation,DV - R,CV,20X,Peri,200,8,2,positive_QTL,0.0215837610872453,0.00541011292048729,Inf,3.98952136572064,6.62067557799895e-05
QTL fixation,DV - R,GW,20X,Peri,200,8,2,positive_QTL,0.0219030852164148,0.00541011292048725,Inf,4.04854492657098,5.15370421957625e-05
QTL fixation,DV - R,CV,2X,Peri,200,8,2,positive_QTL,0.0250365434446282,0.00541011292048711,Inf,4.62773029187974,3.69695035950108e-06
QTL fixation,DV - R,GW,2X,Peri,200,8,2,positive_QTL,0.0196601062248942,0.00541011292048753,Inf,3.63395487558928,0.000279109697806448
QTL fixation,DV - R,CV,20X,WT,200,8,2,positive_QTL,0.0241258615384457,0.0054101129204873,Inf,4.45940073581174,8.21891265730574e-06
QTL fixation,DV - R,GW,20X,WT,200,8,2,positive_QTL,0.0228253370965277,0.00541011292048736,Inf,4.21901306534494,2.45374055363182e-05
QTL fixation,DV - R,CV,2X,WT,200,8,2,positive_QTL,0.023654869270145,0.00541011292048758,Inf,4.37234298392669,1.22920216320049e-05
QTL fixation,DV - R,GW,2X,WT,200,8,2,positive_QTL,0.0217527603774378,0.00541011292048606,Inf,4.02075902982881,5.80109223133065e-05
QTL fixation,DV - R,CV,20X,Chr,2,2,3,positive_QTL,-0.0230952380988948,0.00541011292048727,Inf,-4.26890130360065,1.96438157596516e-05
QTL fixation,DV - R,CV,2X,Chr,2,2,3,positive_QTL,-0.0230952380943021,0.00541011292048725,Inf,-4.26890130275175,1.96438158344009e-05
QTL fixation,DV - R,CV,20X,Peri,2,2,3,positive_QTL,-0.0207142857135113,0.00541011292048734,Inf,-3.82880838495426,0.000128765210000052
QTL fixation,DV - R,GW,20X,Peri,2,2,3,positive_QTL,-0.0157142857144083,0.00541011292048734,Inf,-2.90461325768276,0.00367707140866987
QTL fixation,DV - R,CV,2X,Peri,2,2,3,positive_QTL,-0.0116666666668104,0.00541011292048732,Inf,-2.15645529738028,0.0310481307774966
QTL fixation,DV - R,CV,20X,WT,2,2,3,positive_QTL,-0.0266666666657915,0.00541011292048737,Inf,-4.92904067950383,8.26343688899111e-07
QTL fixation,DV - R,CV,2X,WT,2,2,3,positive_QTL,-0.011190476190615,0.0054101129204874,Inf,-2.06843671381389,0.0385989758750691
QTL fixation,DV - R,CV,20X,Chr,200,2,3,positive_QTL,0.0139872917162671,0.00541011292048731,Inf,2.58539737004366,0.00972668251604322
QTL fixation,DV - R,CV,2X,Chr,200,2,3,positive_QTL,0.0127701215282472,0.00541011292048733,Inf,2.36041681863766,0.0182544116135379
QTL fixation,DV - R,CV,2X,Peri,200,2,3,positive_QTL,0.0122533398930808,0.00541011292048741,Inf,2.26489540480366,0.023519098835927
QTL fixation,DV - R,CV,20X,WT,200,2,3,positive_QTL,0.0157922143020802,0.00541011292048738,Inf,2.91901750188563,0.00351136508698842
QTL fixation,DV - R,CV,2X,WT,200,2,3,positive_QTL,0.0187359295957488,0.00541011292048735,Inf,3.46313096807988,0.000533928440957831
QTL fixation,DV - R,CV,20X,Chr,2,8,3,positive_QTL,-0.0128571428563346,0.00541011292048733,Inf,-2.37650175611797,0.0174776782006948
QTL fixation,DV - R,CV,2X,Chr,2,8,3,positive_QTL,-0.0328571428570791,0.0054101129204873,Inf,-6.07328226600484,1.25321884754691e-09
QTL fixation,DV - R,GW,2X,Chr,2,8,3,positive_QTL,-0.0166666666667364,0.00541011292048732,Inf,-3.08065042480391,0.0020654899218886
QTL fixation,DV - R,CV,20X,Peri,2,8,3,positive_QTL,-0.0397619047620641,0.00541011292048727,Inf,-7.34955172774525,1.98872680968849e-13
QTL fixation,DV - R,CV,2X,Peri,2,8,3,positive_QTL,-0.0247619047619049,0.00541011292048723,Inf,-4.5769663454039,4.71767320546545e-06
QTL fixation,DV - R,CV,20X,WT,2,8,3,positive_QTL,-0.0271428571430301,0.00541011292048738,Inf,-5.01705926326301,5.24683868712219e-07
QTL fixation,DV - R,CV,2X,WT,2,8,3,positive_QTL,-0.0130952380952363,0.0054101129204873,Inf,-2.42051104804976,0.0154987083230446
QTL fixation,DV - R,GW,2X,WT,2,8,3,positive_QTL,-0.023571428571428,0.00541011292048721,Inf,-4.35691988649015,1.31905520259267e-05
QTL fixation,DV - R,CV,20X,Chr,200,8,3,positive_QTL,0.0116373256862519,0.00541011292048737,Inf,2.15103193912699,0.0314736788099987
QTL fixation,DV - R,GW,20X,Chr,200,8,3,positive_QTL,0.0109109130781599,0.0054101129204874,Inf,2.01676254054544,0.0437202998476935
QTL fixation,DV - R,CV,2X,Chr,200,8,3,positive_QTL,0.0201660613187466,0.0054101129204874,Inf,3.72747512207745,0.00019340764516819
QTL fixation,DV - R,GW,2X,Chr,200,8,3,positive_QTL,0.0149831072767065,0.005410112920487,Inf,2.76946294780068,0.00561487902736854
QTL fixation,DV - R,CV,20X,Peri,200,8,3,positive_QTL,0.014598131398172,0.00541011292048727,Inf,2.69830438157605,0.00696936846674873
QTL fixation,DV - R,GW,20X,Peri,200,8,3,positive_QTL,0.0118350813881641,0.00541011292048721,Inf,2.1875849103531,0.0286998519881741
QTL fixation,DV - R,CV,2X,Peri,200,8,3,positive_QTL,0.0180603687233495,0.00541011292048744,Inf,3.33826095476808,0.000843045341661046
QTL fixation,DV - R,GW,2X,Peri,200,8,3,positive_QTL,0.0176485534303737,0.00541011292048779,Inf,3.26214141733338,0.00110573966823025
QTL fixation,DV - R,CV,20X,WT,200,8,3,positive_QTL,0.0208980033378421,0.00541011292048744,Inf,3.86276657160037,0.000112110123125885
QTL fixation,DV - R,GW,20X,WT,200,8,3,positive_QTL,0.0191822806267413,0.0054101129204874,Inf,3.54563405767382,0.000391669707598867
QTL fixation,DV - R,CV,2X,WT,200,8,3,positive_QTL,0.020143075708436,0.00541011292048741,Inf,3.72322648426741,0.000196692927931165
QTL fixation,DV - R,GW,2X,WT,200,8,3,positive_QTL,0.0154416787974312,0.00541011292048694,Inf,2.85422486080777,0.0043141983407554
QTL fixation,DV - R,CV,20X,Chr,2,2,4,positive_QTL,-0.0354761904742629,0.00541011292048725,Inf,-6.5573844752704,5.47597016699001e-11
QTL fixation,DV - R,CV,2X,Chr,2,2,4,positive_QTL,-0.0407142857143854,0.00541011292048728,Inf,-7.52558889486513,5.24832318127006e-14
QTL fixation,DV - R,GW,2X,Chr,2,2,4,positive_QTL,-0.0121428571430207,0.00541011292048735,Inf,-2.2444738809494,0.0248019276109165
QTL fixation,DV - R,CV,20X,Peri,2,2,4,positive_QTL,-0.0304761904767279,0.00541011292048733,Inf,-5.63318934828862,1.76907039481345e-08
QTL fixation,DV - R,GW,20X,Peri,2,2,4,positive_QTL,-0.0214285714285156,0.00541011292048731,Inf,-3.96083626043529,7.46877361176788e-05
QTL fixation,DV - R,CV,2X,Peri,2,2,4,positive_QTL,-0.0261904761904366,0.00541011292048728,Inf,-4.84102209609289,1.29173006945756e-06
QTL fixation,DV - R,GW,2X,Peri,2,2,4,positive_QTL,-0.015952380952374,0.00541011292048724,Inf,-2.94862254944159,0.00319193558109023
QTL fixation,DV - R,CV,20X,WT,2,2,4,positive_QTL,-0.0259523809529782,0.00541011292048733,Inf,-4.79701280442783,1.61049310288004e-06
QTL fixation,DV - R,CV,2X,WT,2,2,4,positive_QTL,-0.0447619047618811,0.00541011292048735,Inf,-8.27374685514862,1.29813626050112e-16
QTL fixation,DV - R,GW,2X,WT,2,2,4,positive_QTL,-0.0126190476190411,0.00541011292048741,Inf,-2.33249246448339,0.0196747988809179
QTL fixation,DV - R,CV,2X,Chr,200,2,4,positive_QTL,0.011104595925576,0.00541011292048728,Inf,2.05256268931552,0.0401150092587376
QTL fixation,DV - R,CV,2X,Peri,200,2,4,positive_QTL,0.011524687201091,0.00541011292048735,Inf,2.13021195129747,0.0331541188165845
QTL fixation,DV - R,CV,20X,Chr,2,8,4,positive_QTL,-0.0457142857139356,0.00541011292048734,Inf,-8.44978402221921,2.91842196032884e-17
QTL fixation,DV - R,GW,20X,Chr,2,8,4,positive_QTL,-0.0302380952385524,0.00541011292048725,Inf,-5.58918005649114,2.28144296709478e-08
QTL fixation,DV - R,CV,2X,Chr,2,8,4,positive_QTL,-0.0435714285718758,0.00541011292048729,Inf,-8.05370039632211,8.03277081179165e-16
QTL fixation,DV - R,GW,2X,Chr,2,8,4,positive_QTL,-0.0159523809523109,0.00541011292048725,Inf,-2.94862254942993,0.00319193558121065
QTL fixation,DV - R,CV,20X,Peri,2,8,4,positive_QTL,-0.0564285714286094,0.00541011292048734,Inf,-10.4302021525137,1.80503863029447e-25
QTL fixation,DV - R,GW,20X,Peri,2,8,4,positive_QTL,-0.0352380952380646,0.00541011292048727,Inf,-6.51337518383829,7.34806670260764e-11
QTL fixation,DV - R,CV,2X,Peri,2,8,4,positive_QTL,-0.0369047619047353,0.00541011292048734,Inf,-6.82144022631805,9.0132271555117e-12
QTL fixation,DV - R,GW,2X,Peri,2,8,4,positive_QTL,-0.0185714285714285,0.00541011292048732,Inf,-3.43272475905284,0.00059754837607023
QTL fixation,DV - R,CV,20X,WT,2,8,4,positive_QTL,-0.0502380952381387,0.00541011292048739,Inf,-9.28596056616372,1.60255056548856e-20
QTL fixation,DV - R,GW,20X,WT,2,8,4,positive_QTL,-0.0233333333333062,0.00541011292048739,Inf,-4.31291059470236,1.61119284254142e-05
QTL fixation,DV - R,CV,2X,WT,2,8,4,positive_QTL,-0.0402380952380658,0.00541011292048733,Inf,-7.43757031127572,1.02554002056675e-13
QTL fixation,DV - R,GW,2X,WT,2,8,4,positive_QTL,-0.0159523809523775,0.00541011292048755,Inf,-2.94862254944207,0.00319193558108532
QTL fixation,DV - R,GW,20X,WT,200,8,4,positive_QTL,0.0115450905241774,0.00541011292048759,Inf,2.13398328165336,0.0328441493730592
QTL fixation,DV - R,GW,2X,WT,200,8,4,positive_QTL,0.011551381286466,0.00541011292048682,Inf,2.13514606002468,0.0327490812947535
QTL fixation,DV - R,CV,20X,Chr,2,2,5,positive_QTL,-0.0154761904791585,0.00541011292048705,Inf,-2.86060396642612,0.00422834887096967
QTL fixation,DV - R,GW,20X,Chr,2,2,5,positive_QTL,-0.0138095238087518,0.00541011292048726,Inf,-2.5525389232556,0.0106940959821259
QTL fixation,DV - R,GW,2X,Chr,2,2,5,positive_QTL,0.017619047619097,0.00541011292048731,Inf,3.25668759193107,0.0011272041952843
QTL fixation,DV - R,CV,20X,Peri,2,2,5,positive_QTL,-0.0169047619042602,0.00541011292048727,Inf,-3.12465971648106,0.00178010854137594
QTL fixation,DV - R,GW,20X,Peri,2,2,5,positive_QTL,-0.0228571428571772,0.00541011292048735,Inf,-4.2248920111483,2.39055383160971e-05
QTL fixation,DV - R,CV,2X,Peri,2,2,5,positive_QTL,-0.0271428571429495,0.00541011292048733,Inf,-5.01705926324815,5.24683868752783e-07
QTL fixation,DV - R,CV,20X,WT,2,2,5,positive_QTL,-0.0223809523803566,0.00541011292048734,Inf,-4.13687342746637,3.52070183964246e-05
QTL fixation,DV - R,CV,2X,WT,2,2,5,positive_QTL,-0.0159523809524789,0.00541011292048736,Inf,-2.94862254946092,0.0031919355808906
QTL fixation,DV - R,GW,2X,WT,2,2,5,positive_QTL,-0.0154761904762097,0.00541011292048739,Inf,-2.8606039658809,0.00422834887824051
QTL fixation,DV - R,CV,20X,Chr,200,2,5,positive_QTL,0.0245936693165071,0.00541011292048725,Inf,4.54586986962411,5.47088314053904e-06
QTL fixation,DV - R,GW,20X,Chr,200,2,5,positive_QTL,0.0132005986165166,0.00541011292048731,Inf,2.43998578412807,0.0146878398913241
QTL fixation,DV - R,CV,2X,Chr,200,2,5,positive_QTL,0.0255663070865665,0.00541011292048732,Inf,4.72565128719413,2.29378985378094e-06
QTL fixation,DV - R,GW,2X,Chr,200,2,5,positive_QTL,0.0115321545571724,0.00541011292048727,Inf,2.13159221011856,0.0330403847013589
QTL fixation,DV - R,CV,20X,Peri,200,2,5,positive_QTL,0.0169839295555198,0.00541011292048728,Inf,3.13929298798999,0.00169356026269362
QTL fixation,DV - R,CV,2X,Peri,200,2,5,positive_QTL,0.0258370381453948,0.00541011292048731,Inf,4.77569295227716,1.79089476581415e-06
QTL fixation,DV - R,CV,20X,WT,200,2,5,positive_QTL,0.0259474566058595,0.00541011292048733,Inf,4.79610259290526,1.61782444664127e-06
QTL fixation,DV - R,GW,20X,WT,200,2,5,positive_QTL,0.0131945651609855,0.0054101129204874,Inf,2.43887056608733,0.0147332443001105
QTL fixation,DV - R,CV,2X,WT,200,2,5,positive_QTL,0.0263553577818236,0.00541011292048726,Inf,4.87149864876572,1.10754920694479e-06
QTL fixation,DV - R,GW,2X,WT,200,2,5,positive_QTL,0.0154863746507524,0.00541011292048734,Inf,2.86248639877879,0.00420331300797124
QTL fixation,DV - R,CV,20X,Chr,2,8,5,positive_QTL,-0.0242857142847849,0.00541011292048734,Inf,-4.48894776166654,7.15758450677185e-06
QTL fixation,DV - R,CV,2X,Chr,2,8,5,positive_QTL,-0.0226190476190978,0.00541011292048731,Inf,-4.18088271936852,2.90379616632013e-05
QTL fixation,DV - R,CV,20X,Peri,2,8,5,positive_QTL,-0.0361904761906061,0.00541011292048732,Inf,-6.6894123509988,2.24068539199399e-11
QTL fixation,DV - R,GW,20X,Peri,2,8,5,positive_QTL,-0.0133333333333351,0.00541011292048733,Inf,-2.46452033983315,0.0137196776435287
QTL fixation,DV - R,CV,2X,Peri,2,8,5,positive_QTL,-0.0199999999999985,0.0054101129204873,Inf,-3.69678050974897,0.000218350969666215
QTL fixation,DV - R,CV,20X,WT,2,8,5,positive_QTL,-0.0292857142858652,0.00541011292048741,Inf,-5.41314288930347,6.19280326243646e-08
QTL fixation,DV - R,CV,2X,WT,2,8,5,positive_QTL,-0.02714285714285,0.00541011292048735,Inf,-5.01705926322976,5.24683868802986e-07
QTL fixation,DV - R,GW,2X,WT,2,8,5,positive_QTL,-0.0119047619047603,0.00541011292048748,Inf,-2.20046458913609,0.0277739496468359
QTL fixation,DV - R,CV,20X,Chr,200,8,5,positive_QTL,0.0231111404728205,0.00541011292048731,Inf,4.27184068289997,1.93866065917792e-05
QTL fixation,DV - R,GW,20X,Chr,200,8,5,positive_QTL,0.0225918695474887,0.00541011292048738,Inf,4.17585915109762,2.96863469951876e-05
QTL fixation,DV - R,CV,2X,Chr,200,8,5,positive_QTL,0.0327697201408624,0.00541011292048736,Inf,6.0571231363338,1.38577509914536e-09
QTL fixation,DV - R,GW,2X,Chr,200,8,5,positive_QTL,0.0246869362206949,0.00541011292048743,Inf,4.56310923330427,5.04015742669776e-06
QTL fixation,DV - R,CV,20X,Peri,200,8,5,positive_QTL,0.0165592140697988,0.00541011292048735,Inf,3.06078899149985,0.0022075460903156
QTL fixation,DV - R,GW,20X,Peri,200,8,5,positive_QTL,0.0181696235663076,0.00541011292048733,Inf,3.35845551347031,0.000783793361458316
QTL fixation,DV - R,CV,2X,Peri,200,8,5,positive_QTL,0.031897282057538,0.00541011292048723,Inf,5.89586253121411,3.7272919187042e-09
QTL fixation,DV - R,GW,2X,Peri,200,8,5,positive_QTL,0.025686051193405,0.00541011292048846,Inf,4.74778467120902,2.0565681489998e-06
QTL fixation,DV - R,CV,20X,WT,200,8,5,positive_QTL,0.0308439367365641,0.00541011292048737,Inf,5.70116320858335,1.18992639785351e-08
QTL fixation,DV - R,GW,20X,WT,200,8,5,positive_QTL,0.0274696465989561,0.00541011292048766,Inf,5.07746270783569,3.82508552456904e-07
QTL fixation,DV - R,CV,2X,WT,200,8,5,positive_QTL,0.0281498175316876,0.00541011292048722,Inf,5.2031848402071,1.95901845010896e-07
QTL fixation,DV - R,GW,2X,WT,200,8,5,positive_QTL,0.0291102560221325,0.00541011292048697,Inf,5.38071135482183,7.41920744784817e-08
