response,contrast,Recombination,Map_type,QTL,H2,Repulsion,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,CV - GW,2X,Chr,2,2,4,DV,0.519081361998346,0.134862247914549,Inf,3.84897456497421,0.000118613321481304
Genetic gain,CV - GW,20X,Peri,2,2,4,DV,0.688842431070008,0.13486224791455,Inf,5.10774840047503,3.26020358061947e-07
Genetic gain,CV - GW,2X,Peri,2,2,4,DV,0.557438404238653,0.13486224791455,Inf,4.1333910183067,3.57449828203378e-05
Genetic gain,CV - GW,20X,WT,2,2,4,DV,0.598020392735261,0.134862247914553,Inf,4.43430538926031,9.23696147385077e-06
Genetic gain,CV - GW,2X,WT,2,2,4,DV,0.353287020271712,0.134862247914551,Inf,2.61961390778207,0.00880293683191709
Genetic gain,CV - GW,20X,Chr,200,2,4,DV,1.32824964045247,0.134862247914548,Inf,9.84893594013115,6.92734598707159e-23
Genetic gain,CV - GW,2X,Chr,200,2,4,DV,0.728660512785366,0.134862247914551,Inf,5.40299842285772,6.55360361964028e-08
Genetic gain,CV - GW,20X,Peri,200,2,4,DV,1.41849487002197,0.13486224791455,Inf,10.518101929613,7.12953343987186e-26
Genetic gain,CV - GW,2X,Peri,200,2,4,DV,0.520462045553262,0.134862247914552,Inf,3.85921229700268,0.000113753088118645
Genetic gain,CV - GW,20X,WT,200,2,4,DV,0.293610612613177,0.134862247914551,Inf,2.17711492395715,0.0294719938231943
Genetic gain,CV - GW,20X,Chr,200,8,4,DV,2.9634140274897,0.13486224791455,Inf,21.9736366056077,5.14773545450623e-107
Genetic gain,CV - GW,2X,Chr,200,8,4,DV,1.82400524775006,0.134862247914552,Inf,13.5249506511692,1.11418395335256e-41
Genetic gain,CV - GW,20X,Peri,200,8,4,DV,2.35241282636291,0.13486224791455,Inf,17.4430788655801,3.88565589683367e-68
Genetic gain,CV - GW,2X,Peri,200,8,4,DV,1.63293942907562,0.134862247914552,Inf,12.1082026610607,9.55652849736276e-34
Genetic gain,CV - GW,20X,WT,200,8,4,DV,1.18654474101404,0.134862247914551,Inf,8.79819786012941,1.39030748304101e-18
Genetic gain,CV - GW,2X,WT,200,8,4,DV,1.34031847519067,0.134862247914552,Inf,9.93842603038837,2.83267403198307e-23
Genetic gain,CV - GW,20X,Chr,2,2,5,DV,1.502897594327,0.134862247914548,Inf,11.1439458971444,7.66464772015178e-29
Genetic gain,CV - GW,2X,Chr,2,2,5,DV,1.0372825560909,0.134862247914549,Inf,7.6914227082151,1.45507825816362e-14
Genetic gain,CV - GW,20X,Peri,2,2,5,DV,1.15469338538986,0.134862247914551,Inf,8.56202090092314,1.10906087286969e-17
Genetic gain,CV - GW,2X,Peri,2,2,5,DV,0.961287511097948,0.134862247914551,Inf,7.12792146032613,1.01895887093357e-12
Genetic gain,CV - GW,20X,WT,2,2,5,DV,1.03020078855703,0.134862247914552,Inf,7.63891158932602,2.19065660663523e-14
Genetic gain,CV - GW,2X,WT,2,2,5,DV,1.20667731052802,0.134862247914551,Inf,8.9474803303929,3.63688752029205e-19
Genetic gain,CV - GW,20X,Chr,200,2,5,DV,1.24857118485895,0.134862247914548,Inf,9.25812230009742,2.08058750874812e-20
Genetic gain,CV - GW,2X,Chr,200,2,5,DV,0.706249584553735,0.13486224791455,Inf,5.23682198298533,1.63365122548334e-07
Genetic gain,CV - GW,20X,Peri,200,2,5,DV,1.09016221144317,0.134862247914551,Inf,8.08352395352256,6.29215903060953e-16
Genetic gain,CV - GW,2X,Peri,200,2,5,DV,0.816592194650277,0.13486224791455,Inf,6.05500951732376,1.4040936287903e-09
Genetic gain,CV - GW,20X,WT,200,2,5,DV,0.72733339400674,0.134862247914551,Inf,5.39315787222811,6.92300756573736e-08
Genetic gain,CV - GW,2X,WT,200,2,5,DV,0.806880823563107,0.134862247914551,Inf,5.98299995766309,2.19064824816236e-09
Genetic gain,CV - GW,20X,Chr,2,8,5,DV,1.23200935672156,0.134862247914547,Inf,9.13531678266407,6.52155610730915e-20
Genetic gain,CV - GW,2X,Chr,2,8,5,DV,0.850187947984439,0.134862247914551,Inf,6.30412113939494,2.89833747204545e-10
Genetic gain,CV - GW,20X,Peri,2,8,5,DV,0.596271099757311,0.13486224791455,Inf,4.42133442811299,9.80932147131952e-06
Genetic gain,CV - GW,2X,Peri,2,8,5,DV,0.533171714643506,0.134862247914551,Inf,3.95345415702492,7.70310279877409e-05
Genetic gain,CV - GW,20X,WT,2,8,5,DV,0.422363132409891,0.13486224791455,Inf,3.13181145161917,0.00173731407861993
Genetic gain,CV - GW,2X,WT,2,8,5,DV,0.556607184436514,0.134862247914551,Inf,4.12722754546685,3.67163044357009e-05
Genetic gain,CV - GW,20X,Chr,200,8,5,DV,2.10189781129702,0.13486224791455,Inf,15.5855166571804,9.13220080000169e-55
Genetic gain,CV - GW,2X,Chr,200,8,5,DV,0.971390912856608,0.134862247914552,Inf,7.20283791704317,5.89720595565961e-13
Genetic gain,CV - GW,20X,Peri,200,8,5,DV,1.52597656945678,0.134862247914551,Inf,11.3150758870906,1.10506651218333e-29
Genetic gain,CV - GW,2X,Peri,200,8,5,DV,1.0677311990328,0.134862247914551,Inf,7.91719858999618,2.42921589792336e-15
Genetic gain,CV - GW,20X,WT,200,8,5,DV,0.926557513362686,0.134862247914551,Inf,6.87039944603147,6.40223788929547e-12
Genetic gain,CV - GW,2X,WT,200,8,5,DV,1.01786663398376,0.13486224791455,Inf,7.54745415951166,4.43848687110597e-14
Genetic gain,CV - GW,20X,Chr,200,8,1,R,1.07926835973582,0.134862247914551,Inf,8.00274633135019,1.21674435528329e-15
Genetic gain,CV - GW,2X,Chr,200,8,1,R,0.592974559852005,0.134862247914553,Inf,4.39689067193739,1.09812620941047e-05
Genetic gain,CV - GW,20X,Peri,200,8,1,R,0.868858556607996,0.134862247914551,Inf,6.44256320833763,1.17472414250626e-10
Genetic gain,CV - GW,2X,Peri,200,8,1,R,0.545273454547313,0.134862247914553,Inf,4.04318823821469,5.27292537606061e-05
Genetic gain,CV - GW,20X,WT,200,8,1,R,0.459053635205641,0.134862247914551,Inf,3.40387055906482,0.000664382290899839
Genetic gain,CV - GW,2X,WT,200,8,1,R,0.555375128713054,0.134862247914554,Inf,4.11809188487594,3.82022383763497e-05
Genetic gain,CV - GW,20X,Chr,2,2,2,R,1.25381543681473,0.13486224791455,Inf,9.29700828959306,1.44452965527957e-20
Genetic gain,CV - GW,2X,Chr,2,2,2,R,1.22624379554246,0.13486224791455,Inf,9.09256529907028,9.67293338017583e-20
Genetic gain,CV - GW,20X,Peri,2,2,2,R,1.06371125040133,0.13486224791455,Inf,7.88739077725667,3.08570008781972e-15
Genetic gain,CV - GW,2X,Peri,2,2,2,R,1.06781604212727,0.13486224791455,Inf,7.91782769929692,2.4169597388345e-15
Genetic gain,CV - GW,20X,WT,2,2,2,R,1.20450979177902,0.134862247914551,Inf,8.93140823621888,4.20619862819431e-19
Genetic gain,CV - GW,2X,WT,2,2,2,R,0.711155053266783,0.134862247914551,Inf,5.27319590369999,1.34068317709938e-07
Genetic gain,CV - GW,20X,Chr,200,2,2,R,0.57689388273294,0.134862247914551,Inf,4.27765287657419,1.88874241860097e-05
Genetic gain,CV - GW,2X,Chr,200,2,2,R,0.502952530501938,0.13486224791455,Inf,3.72937970617704,0.00019195171636544
Genetic gain,CV - GW,20X,Peri,200,2,2,R,0.346855971499503,0.13486224791455,Inf,2.57192785129366,0.0101133965406438
Genetic gain,CV - GW,2X,Peri,200,2,2,R,0.40933376899822,0.134862247914548,Inf,3.03519906666233,0.00240376972890924
Genetic gain,CV - GW,20X,WT,200,2,2,R,0.275713618119196,0.134862247914551,Inf,2.04440918331636,0.0409131408482803
Genetic gain,CV - GW,2X,WT,200,2,2,R,0.284192602872685,0.134862247914553,Inf,2.10728063092012,0.0350932612790302
Genetic gain,CV - GW,20X,Chr,2,8,2,R,1.01218034968446,0.134862247914551,Inf,7.50529051188424,6.12925171378318e-14
Genetic gain,CV - GW,2X,Chr,2,8,2,R,0.866304640208588,0.134862247914552,Inf,6.42362598580944,1.33065915331105e-10
Genetic gain,CV - GW,20X,Peri,2,8,2,R,0.702564459348603,0.134862247914551,Inf,5.20949687709306,1.89353394870603e-07
Genetic gain,CV - GW,2X,Peri,2,8,2,R,0.454647537270864,0.134862247914551,Inf,3.37119945945828,0.000748416495525966
Genetic gain,CV - GW,20X,WT,2,8,2,R,0.874323456123078,0.134862247914551,Inf,6.48308529364757,8.98656596437391e-11
Genetic gain,CV - GW,2X,WT,2,8,2,R,0.809728290132095,0.134862247914554,Inf,6.00411384693158,1.92379683931592e-09
Genetic gain,CV - GW,20X,Chr,200,8,2,R,1.59048392383918,0.13486224791455,Inf,11.7933962130524,4.22166565974471e-32
Genetic gain,CV - GW,2X,Chr,200,8,2,R,1.07246313341653,0.13486224791455,Inf,7.95228575825052,1.83101302409178e-15
Genetic gain,CV - GW,20X,Peri,200,8,2,R,1.13363507099628,0.134862247914549,Inf,8.4058740568715,4.24686695191843e-17
Genetic gain,CV - GW,2X,Peri,200,8,2,R,0.79337555873538,0.134862247914549,Inf,5.88285877629798,4.03239982464328e-09
Genetic gain,CV - GW,20X,WT,200,8,2,R,0.572758189563006,0.134862247914549,Inf,4.24698682114447,2.16664698784036e-05
Genetic gain,CV - GW,2X,WT,200,8,2,R,0.651424423505954,0.134862247914547,Inf,4.83029486442134,1.36331006057468e-06
Genetic gain,CV - GW,20X,Chr,2,2,3,R,1.703727013332,0.134862247914551,Inf,12.633090725371,1.38720526705474e-36
Genetic gain,CV - GW,2X,Chr,2,2,3,R,1.4249001800101,0.134862247914551,Inf,10.5655971336983,4.30221823085686e-26
Genetic gain,CV - GW,20X,Peri,2,2,3,R,1.22582132422225,0.134862247914551,Inf,9.089432685409,9.95571650040646e-20
Genetic gain,CV - GW,2X,Peri,2,2,3,R,1.29240168301027,0.13486224791455,Inf,9.58312428418925,9.4152827184731e-22
Genetic gain,CV - GW,20X,WT,2,2,3,R,1.39270904666604,0.134862247914551,Inf,10.3269007316893,5.32534639442971e-25
Genetic gain,CV - GW,2X,WT,2,2,3,R,1.23655032084,0.134862247914551,Inf,9.16898791145377,4.77480764364832e-20
Genetic gain,CV - GW,20X,Chr,200,2,3,R,0.877223437749858,0.13486224791455,Inf,6.50458858068028,7.79062993772645e-11
Genetic gain,CV - GW,2X,Chr,200,2,3,R,0.630415707155287,0.134862247914552,Inf,4.67451578854531,2.94647968956331e-06
Genetic gain,CV - GW,20X,Peri,200,2,3,R,0.748414395431769,0.13486224791455,Inf,5.54947294001781,2.86532094783229e-08
Genetic gain,CV - GW,2X,Peri,200,2,3,R,0.651094073344957,0.134862247914553,Inf,4.82784532671798,1.3801822236031e-06
Genetic gain,CV - GW,20X,WT,200,2,3,R,0.649925363284986,0.134862247914551,Inf,4.81917937254598,1.44149910650023e-06
Genetic gain,CV - GW,2X,WT,200,2,3,R,0.633349412707169,0.134862247914553,Inf,4.69626913759032,2.64956384470405e-06
Genetic gain,CV - GW,20X,Chr,2,8,3,R,1.13682442967606,0.13486224791455,Inf,8.42952306709556,3.47076858072839e-17
Genetic gain,CV - GW,2X,Chr,2,8,3,R,1.1546969144111,0.134862247914551,Inf,8.56204706852228,1.10880911589801e-17
Genetic gain,CV - GW,20X,Peri,2,8,3,R,0.908750995535924,0.13486224791455,Inf,6.73836458748423,1.6017923775064e-11
Genetic gain,CV - GW,2X,Peri,2,8,3,R,0.89665162115478,0.134862247914553,Inf,6.64864804658224,2.95797360946236e-11
Genetic gain,CV - GW,20X,WT,2,8,3,R,1.01737943910371,0.134862247914551,Inf,7.54384162236651,4.56325283012469e-14
Genetic gain,CV - GW,2X,WT,2,8,3,R,0.545286628345674,0.134862247914554,Inf,4.04328592158095,5.27072808099423e-05
Genetic gain,CV - GW,20X,Chr,200,8,3,R,1.62486896273554,0.13486224791455,Inf,12.0483603666838,1.97846315268572e-33
Genetic gain,CV - GW,2X,Chr,200,8,3,R,0.757399059951269,0.134862247914554,Inf,5.61609398970676,1.95322441437935e-08
Genetic gain,CV - GW,20X,Peri,200,8,3,R,1.07328619092729,0.134862247914548,Inf,7.95838870791589,1.74294067151771e-15
Genetic gain,CV - GW,2X,Peri,200,8,3,R,0.648913560236584,0.134862247914564,Inf,4.81167687971265,1.49669190966204e-06
Genetic gain,CV - GW,20X,WT,200,8,3,R,0.697244462687071,0.134862247914551,Inf,5.17004924260827,2.34032318356108e-07
Genetic gain,CV - GW,2X,WT,200,8,3,R,0.565429338186181,0.134862247914563,Inf,4.1926435820971,2.75722459782489e-05
Genetic gain,CV - GW,20X,Chr,2,2,4,R,0.573923713627583,0.134862247914551,Inf,4.25562915124493,2.08461988761155e-05
Genetic gain,CV - GW,2X,Chr,2,2,4,R,0.757239565926254,0.13486224791455,Inf,5.61491134573146,1.96663049865234e-08
Genetic gain,CV - GW,20X,Peri,2,2,4,R,0.543513740937804,0.134862247914551,Inf,4.03014000836005,5.5743640127254e-05
Genetic gain,CV - GW,2X,Peri,2,2,4,R,0.592719278617704,0.134862247914551,Inf,4.39499776833952,1.10773891767025e-05
Genetic gain,CV - GW,20X,WT,2,2,4,R,0.412875811217873,0.134862247914551,Inf,3.06146321600299,0.0022025805334942
Genetic gain,CV - GW,2X,WT,2,2,4,R,0.656560619914711,0.134862247914551,Inf,4.86837962489481,1.12517026920778e-06
Genetic gain,CV - GW,20X,Chr,200,2,4,R,0.88006793029711,0.13486224791455,Inf,6.52568041765649,6.76935187944877e-11
Genetic gain,CV - GW,2X,Chr,200,2,4,R,0.548420207463316,0.134862247914552,Inf,4.06652132782772,4.77201197985903e-05
Genetic gain,CV - GW,20X,Peri,200,2,4,R,0.69867864792549,0.134862247914552,Inf,5.18068368820435,2.21074102797414e-07
Genetic gain,CV - GW,2X,Peri,200,2,4,R,0.595133888754091,0.134862247914553,Inf,4.41290203861321,1.01994153743679e-05
Genetic gain,CV - GW,20X,WT,200,2,4,R,0.368505998344148,0.134862247914551,Inf,2.73246222751406,0.00628628791610228
Genetic gain,CV - GW,2X,WT,200,2,4,R,0.408713339151434,0.134862247914551,Inf,3.03059859576414,0.0024406948520522
Genetic gain,CV - GW,20X,Chr,200,8,4,R,2.11985072510124,0.13486224791455,Inf,15.718637038027,1.12722552640515e-55
Genetic gain,CV - GW,2X,Chr,200,8,4,R,1.12759346382455,0.134862247914553,Inf,8.36107569954625,6.21489504816129e-17
Genetic gain,CV - GW,20X,Peri,200,8,4,R,1.32462349382398,0.134862247914552,Inf,9.82204815882391,9.04861108756601e-23
Genetic gain,CV - GW,2X,Peri,200,8,4,R,0.86650750397896,0.134862247914557,Inf,6.42513021529897,1.31756681516511e-10
Genetic gain,CV - GW,20X,WT,200,8,4,R,0.780704011827272,0.134862247914552,Inf,5.7888995912475,7.08490315682601e-09
Genetic gain,CV - GW,2X,WT,200,8,4,R,0.797235998279655,0.134862247914548,Inf,5.91148383337642,3.39039545565193e-09
Genetic gain,CV - GW,20X,Chr,2,2,5,R,1.44025140908336,0.134862247914552,Inf,10.6794260911022,1.27054691068015e-26
Genetic gain,CV - GW,2X,Chr,2,2,5,R,1.28932369494126,0.13486224791455,Inf,9.56030108409723,1.17414618826167e-21
Genetic gain,CV - GW,20X,Peri,2,2,5,R,1.51239446586534,0.134862247914551,Inf,11.2143649483257,3.46665749782004e-29
Genetic gain,CV - GW,2X,Peri,2,2,5,R,1.22052817757918,0.13486224791455,Inf,9.05018414310074,1.42727443007548e-19
Genetic gain,CV - GW,20X,WT,2,2,5,R,1.15720833367893,0.134862247914552,Inf,8.5806691759441,9.43227947097667e-18
Genetic gain,CV - GW,2X,WT,2,2,5,R,1.1252928363873,0.134862247914551,Inf,8.34401660797091,7.18088994904588e-17
Genetic gain,CV - GW,20X,Chr,200,2,5,R,0.948681448757376,0.13486224791455,Inf,7.03444784161146,2.00051617236793e-12
Genetic gain,CV - GW,2X,Chr,200,2,5,R,0.638769532368078,0.134862247914552,Inf,4.73645918146641,2.17484520145231e-06
Genetic gain,CV - GW,20X,Peri,200,2,5,R,0.863654926851404,0.13486224791455,Inf,6.40397843137408,1.51379506222496e-10
Genetic gain,CV - GW,2X,Peri,200,2,5,R,0.568287916753345,0.134862247914549,Inf,4.21383986653863,2.51065322272903e-05
Genetic gain,CV - GW,20X,WT,200,2,5,R,0.59274060773127,0.134862247914551,Inf,4.39515592315227,1.10693269636891e-05
Genetic gain,CV - GW,2X,WT,200,2,5,R,0.539993361590296,0.134862247914553,Inf,4.00403648864307,6.22707535508761e-05
Genetic gain,CV - GW,20X,Chr,2,8,5,R,0.927465727589551,0.13486224791455,Inf,6.8771338304935,6.10687354221016e-12
Genetic gain,CV - GW,2X,Chr,2,8,5,R,0.801890534636996,0.134862247914551,Inf,5.94599709731275,2.74779015562524e-09
Genetic gain,CV - GW,20X,Peri,2,8,5,R,1.11750365609263,0.13486224791455,Inf,8.28626004217793,1.16865122081837e-16
Genetic gain,CV - GW,2X,Peri,2,8,5,R,0.983754302390261,0.134862247914552,Inf,7.29451212331537,2.99743237671901e-13
Genetic gain,CV - GW,20X,WT,2,8,5,R,1.01426629715873,0.134862247914551,Inf,7.52075775721437,5.44596720430341e-14
Genetic gain,CV - GW,2X,WT,2,8,5,R,0.895563410093179,0.134862247914553,Inf,6.64057899035314,3.12453331780611e-11
Genetic gain,CV - GW,20X,Chr,200,8,5,R,1.50428749886483,0.134862247914551,Inf,11.1542520025171,6.82644938121037e-29
Genetic gain,CV - GW,2X,Chr,200,8,5,R,0.890637301287853,0.134862247914555,Inf,6.60405202390026,4.00069027619077e-11
Genetic gain,CV - GW,20X,Peri,200,8,5,R,1.14190290648341,0.134862247914549,Inf,8.46717983825201,2.51405774186425e-17
Genetic gain,CV - GW,2X,Peri,200,8,5,R,0.634929380013445,0.134862247914554,Inf,4.70798455336236,2.50178053878882e-06
Genetic gain,CV - GW,20X,WT,200,8,5,R,0.542039540250271,0.13486224791455,Inf,4.01920884926752,5.83938923302846e-05
Genetic gain,CV - GW,2X,WT,200,8,5,R,0.571887807132647,0.134862247914556,Inf,4.24053295845235,2.22989688171517e-05
