response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 200,Chr,20X,2,1,CV,DV,-1.40348055249752,0.134862247914551,Inf,-10.4067711624292,2.30921302392146e-25
Genetic gain,2 - 200,Peri,20X,2,1,CV,DV,-1.51289034232062,0.134862247914537,Inf,-11.2180418591224,3.32552344151668e-29
Genetic gain,2 - 200,WT,20X,2,1,CV,DV,-1.75148618865693,0.134862247914554,Inf,-12.987223746757,1.445770466009e-38
Genetic gain,2 - 200,Chr,2X,2,1,CV,DV,-1.75603760437976,0.134862247914575,Inf,-13.0209723739151,9.29792820788793e-39
Genetic gain,2 - 200,Peri,2X,2,1,CV,DV,-1.56351602512037,0.134862247914551,Inf,-11.5934299575892,4.44950293590016e-31
Genetic gain,2 - 200,WT,2X,2,1,CV,DV,-1.70351030412989,0.134862247914556,Inf,-12.6314838323708,1.41582941252258e-36
Genetic gain,2 - 200,Chr,20X,8,1,CV,DV,-5.52264708990708,0.134862247914535,Inf,-40.9502820493314,0
Genetic gain,2 - 200,Peri,20X,8,1,CV,DV,-5.54764946447649,0.134862247914552,Inf,-41.135673995227,0
Genetic gain,2 - 200,WT,20X,8,1,CV,DV,-5.24714894548425,0.134862247914555,Inf,-38.9074705977664,0
Genetic gain,2 - 200,Chr,2X,8,1,CV,DV,-5.37831484684279,0.13486224791455,Inf,-39.8800622858559,0
Genetic gain,2 - 200,Peri,2X,8,1,CV,DV,-5.30983893355742,0.134862247914552,Inf,-39.3723152006314,0
Genetic gain,2 - 200,WT,2X,8,1,CV,DV,-5.29616941801945,0.134862247914551,Inf,-39.2709561045958,0
Genetic gain,2 - 200,Chr,20X,2,2,CV,DV,0.866253768001857,0.134862247914553,Inf,6.42324876974248,1.33396221165144e-10
Genetic gain,2 - 200,Peri,20X,2,2,CV,DV,0.748271868021801,0.134862247914549,Inf,5.54841610304403,2.88269153852806e-08
Genetic gain,2 - 200,WT,20X,2,2,CV,DV,0.580379023341188,0.134862247914551,Inf,4.30349510197187,1.68124566618556e-05
Genetic gain,2 - 200,Chr,2X,2,2,CV,DV,0.737716554283492,0.13486224791455,Inf,5.47014873095482,4.49658072934481e-08
Genetic gain,2 - 200,Peri,2X,2,2,CV,DV,0.619959207028819,0.13486224791455,Inf,4.59698111677356,4.28656451529564e-06
Genetic gain,2 - 200,WT,2X,2,2,CV,DV,0.700808396613298,0.134862247914551,Inf,5.19647571837399,2.03102115844818e-07
Genetic gain,2 - 200,Chr,20X,8,2,CV,DV,-2.67983697243195,0.134862247914547,Inf,-19.8709202454491,7.26586253477606e-88
Genetic gain,2 - 200,Peri,20X,8,2,CV,DV,-2.81605116460615,0.13486224791455,Inf,-20.8809448763632,7.97981866214766e-97
Genetic gain,2 - 200,WT,20X,8,2,CV,DV,-2.16474549751404,0.13486224791455,Inf,-16.0515305876085,5.57715326090024e-58
Genetic gain,2 - 200,Chr,2X,8,2,CV,DV,-2.15680050150376,0.134862247914549,Inf,-15.9926186524071,1.43854707612116e-57
Genetic gain,2 - 200,Peri,2X,8,2,CV,DV,-2.48793700483683,0.13486224791455,Inf,-18.447987063164,5.41238610173531e-76
Genetic gain,2 - 200,WT,2X,8,2,CV,DV,-1.99351251404724,0.13486224791455,Inf,-14.7818425458127,1.91845222095022e-49
Genetic gain,2 - 200,Chr,20X,2,3,CV,DV,-0.608421746232704,0.134862247914546,Inf,-4.51143115023728,6.43916847387183e-06
Genetic gain,2 - 200,Peri,20X,2,3,CV,DV,-0.735170343960971,0.13486224791455,Inf,-5.4512686487829,5.00117526060719e-08
Genetic gain,2 - 200,WT,20X,2,3,CV,DV,-0.65176874096075,0.134862247914552,Inf,-4.83284796923825,1.34593572257936e-06
Genetic gain,2 - 200,Chr,2X,2,3,CV,DV,-0.606903091958788,0.134862247914551,Inf,-4.50017036897769,6.78990206940763e-06
Genetic gain,2 - 200,Peri,2X,2,3,CV,DV,-0.308201036080123,0.13486224791455,Inf,-2.2853025279202,0.0222950948173298
Genetic gain,2 - 200,WT,2X,2,3,CV,DV,-0.291099608754737,0.134862247914551,Inf,-2.15849589678484,0.0308892970883021
Genetic gain,2 - 200,Chr,20X,8,3,CV,DV,-4.01713924955515,0.13486224791455,Inf,-29.7869812469717,5.76024811050865e-195
Genetic gain,2 - 200,Peri,20X,8,3,CV,DV,-3.9494101001291,0.13486224791455,Inf,-29.2847713960062,1.62102387432446e-188
Genetic gain,2 - 200,WT,20X,8,3,CV,DV,-3.16490423780773,0.134862247914551,Inf,-23.4676811839368,8.7244385457522e-122
Genetic gain,2 - 200,Chr,2X,8,3,CV,DV,-3.45089514519384,0.134862247914551,Inf,-25.5882961952432,2.05927585966733e-144
Genetic gain,2 - 200,Peri,2X,8,3,CV,DV,-3.32914532591078,0.13486224791455,Inf,-24.6855245066074,1.52989584687041e-134
Genetic gain,2 - 200,WT,2X,8,3,CV,DV,-3.53575523965102,0.13486224791455,Inf,-26.2175315503513,1.67732367474831e-151
Genetic gain,2 - 200,Chr,20X,2,4,CV,DV,-2.03451819504846,0.134862247914549,Inf,-15.0858985854779,2.00525886625245e-51
Genetic gain,2 - 200,Peri,20X,2,4,CV,DV,-2.24952500544357,0.134862247914549,Inf,-16.6801683957463,1.82703169932108e-62
Genetic gain,2 - 200,WT,20X,2,4,CV,DV,-1.44159373161189,0.134862247914553,Inf,-10.689379377135,1.14132127779813e-26
Genetic gain,2 - 200,Chr,2X,2,4,CV,DV,-1.77463024791296,0.13486224791455,Inf,-13.1588363337781,1.51399654477625e-39
Genetic gain,2 - 200,Peri,2X,2,4,CV,DV,-1.59967715630472,0.13486224791455,Inf,-11.8615637885429,1.8744123860382e-32
Genetic gain,2 - 200,WT,2X,2,4,CV,DV,-1.53930785487511,0.134862247914551,Inf,-11.4139270157384,3.56273424862715e-30
Genetic gain,2 - 200,Chr,20X,8,4,CV,DV,-8.83153130391936,0.134862247914548,Inf,-65.4855709472916,0
Genetic gain,2 - 200,Peri,20X,8,4,CV,DV,-8.91056064022657,0.13486224791455,Inf,-66.0715713849912,0
Genetic gain,2 - 200,WT,20X,8,4,CV,DV,-7.03011898520196,0.13486224791455,Inf,-52.1281462671179,0
Genetic gain,2 - 200,Chr,2X,8,4,CV,DV,-7.53322428643149,0.13486224791455,Inf,-55.8586587641979,0
Genetic gain,2 - 200,Peri,2X,8,4,CV,DV,-7.54344904464477,0.134862247914552,Inf,-55.9344750758143,0
Genetic gain,2 - 200,WT,2X,8,4,CV,DV,-7.33495886694608,0.13486224791455,Inf,-54.3885259245684,0
Genetic gain,2 - 200,Chr,20X,2,5,CV,DV,0.406742920258837,0.134862247914546,Inf,3.01598799181048,0.00256143403691102
Genetic gain,2 - 200,Chr,20X,8,5,CV,DV,-3.0289988145947,0.134862247914547,Inf,-22.4599460667003,1.02312240370976e-111
Genetic gain,2 - 200,Peri,20X,8,5,CV,DV,-3.33657420461696,0.13486224791455,Inf,-24.7406094456548,3.91276867008605e-135
Genetic gain,2 - 200,WT,20X,8,5,CV,DV,-2.70862947586307,0.13486224791455,Inf,-20.0844158965768,1.01004303121245e-89
Genetic gain,2 - 200,Chr,2X,8,5,CV,DV,-2.52360793836836,0.13486224791455,Inf,-18.712486091492,3.91670711806709e-78
Genetic gain,2 - 200,Peri,2X,8,5,CV,DV,-2.90358702917403,0.13486224791455,Inf,-21.5300209960445,8.14966729982344e-103
Genetic gain,2 - 200,WT,2X,8,5,CV,DV,-2.76259230104627,0.134862247914549,Inf,-20.4845488175215,2.9571092558893e-93
Genetic gain,2 - 200,Chr,20X,2,1,GW,DV,-1.02888340955094,0.134862247914549,Inf,-7.62914325885223,2.3631891507819e-14
Genetic gain,2 - 200,Peri,20X,2,1,GW,DV,-1.16507280413383,0.134862247914551,Inf,-8.63898401628323,5.67151090140761e-18
Genetic gain,2 - 200,WT,20X,2,1,GW,DV,-1.46553197077232,0.134862247914555,Inf,-10.8668807871335,1.65771717207938e-27
Genetic gain,2 - 200,Chr,2X,2,1,GW,DV,-1.51482829020596,0.134862247914556,Inf,-11.2324116914149,2.82656411531899e-29
Genetic gain,2 - 200,Peri,2X,2,1,GW,DV,-1.38144468874746,0.13486224791455,Inf,-10.2433758157639,1.26735519121409e-24
Genetic gain,2 - 200,WT,2X,2,1,GW,DV,-1.60146545597107,0.134862247914552,Inf,-11.8748239832525,1.59970413260721e-32
Genetic gain,2 - 200,Chr,20X,8,1,GW,DV,-4.23179184354978,0.134862247914548,Inf,-31.3786245520032,3.96065484147724e-216
Genetic gain,2 - 200,Peri,20X,8,1,GW,DV,-4.33172625125693,0.134862247914551,Inf,-32.1196355410117,2.34553029403692e-226
Genetic gain,2 - 200,WT,20X,8,1,GW,DV,-4.5683222209102,0.134862247914551,Inf,-33.8739883959571,1.6096311269117e-251
Genetic gain,2 - 200,Chr,2X,8,1,GW,DV,-4.56340419326823,0.134862247914552,Inf,-33.8375213511167,5.53836664997749e-251
Genetic gain,2 - 200,Peri,2X,8,1,GW,DV,-4.49518111584507,0.134862247914551,Inf,-33.3316490371215,1.34388817611549e-243
Genetic gain,2 - 200,WT,2X,8,1,GW,DV,-4.58971706684715,0.13486224791455,Inf,-34.032630612499,7.33507574480345e-254
Genetic gain,2 - 200,Chr,20X,2,2,GW,DV,0.421677945909625,0.13486224791455,Inf,3.12673081184888,0.00176761692559086
Genetic gain,2 - 200,Peri,20X,2,2,GW,DV,0.321949165316346,0.13486224791455,Inf,2.38724454244849,0.0169751955873171
Genetic gain,2 - 200,Chr,2X,2,2,GW,DV,0.305330522403067,0.134862247914551,Inf,2.26401774495503,0.0235730233991488
Genetic gain,2 - 200,Peri,2X,2,2,GW,DV,0.365577843854208,0.13486224791455,Inf,2.71075003944648,0.00671312122684976
Genetic gain,2 - 200,Chr,20X,8,2,GW,DV,-1.2432517383128,0.134862247914549,Inf,-9.21867874470357,3.00783500967711e-20
Genetic gain,2 - 200,Peri,20X,8,2,GW,DV,-1.71345909249745,0.134862247914549,Inf,-12.7052538348843,5.52897383258235e-37
Genetic gain,2 - 200,WT,20X,8,2,GW,DV,-1.70290011933757,0.134862247914551,Inf,-12.6269593282809,1.49961795713855e-36
Genetic gain,2 - 200,Chr,2X,8,2,GW,DV,-1.8529076602085,0.134862247914549,Inf,-13.7392612748272,5.90754767830828e-43
Genetic gain,2 - 200,Peri,2X,8,2,GW,DV,-1.56579845687659,0.134862247914548,Inf,-11.6103541286715,3.65100383325081e-31
Genetic gain,2 - 200,WT,2X,8,2,GW,DV,-1.79260630947993,0.134862247914548,Inf,-13.2921283546732,2.57157941862947e-40
Genetic gain,2 - 200,Chr,20X,2,3,GW,DV,-0.644122230464113,0.134862247914548,Inf,-4.77614929622294,1.78683753930107e-06
Genetic gain,2 - 200,Peri,20X,2,3,GW,DV,-0.467438167455813,0.13486224791455,Inf,-3.46604164385563,0.000528181464090458
Genetic gain,2 - 200,WT,20X,2,3,GW,DV,-0.732887154464502,0.134862247914551,Inf,-5.43433885907686,5.49999741418371e-08
Genetic gain,2 - 200,Chr,2X,2,3,GW,DV,-0.855523383700082,0.13486224791455,Inf,-6.34368325405749,2.24335832743183e-10
Genetic gain,2 - 200,Peri,2X,2,3,GW,DV,-0.891839712353876,0.13486224791455,Inf,-6.61296787014076,3.76690237141436e-11
Genetic gain,2 - 200,WT,2X,2,3,GW,DV,-0.886105315264708,0.13486224791455,Inf,-6.57044746744952,5.01642802722507e-11
Genetic gain,2 - 200,Chr,20X,8,3,GW,DV,-2.34804686044663,0.13486224791455,Inf,-17.4107053438289,6.84355482399295e-68
Genetic gain,2 - 200,Peri,20X,8,3,GW,DV,-2.9336054039263,0.134862247914548,Inf,-21.7526064505843,6.52645423583862e-105
Genetic gain,2 - 200,WT,20X,8,3,GW,DV,-2.73772019666665,0.134862247914552,Inf,-20.300122821631,1.28263917389125e-91
Genetic gain,2 - 200,Chr,2X,8,3,GW,DV,-3.15105008413846,0.13486224791455,Inf,-23.3649530010429,9.71265730158839e-121
Genetic gain,2 - 200,Peri,2X,8,3,GW,DV,-2.99159982263084,0.134862247914549,Inf,-22.1826335308185,5.05327668601571e-109
Genetic gain,2 - 200,WT,2X,8,3,GW,DV,-2.82158498056731,0.134862247914551,Inf,-20.9219779752972,3.3780873256933e-97
Genetic gain,2 - 200,Chr,20X,2,4,GW,DV,-1.34096167966446,0.134862247914548,Inf,-9.94319537454335,2.7002368299368e-23
Genetic gain,2 - 200,Peri,20X,2,4,GW,DV,-1.51987256649161,0.13486224791455,Inf,-11.2698148666082,1.84958387345821e-29
Genetic gain,2 - 200,WT,20X,2,4,GW,DV,-1.74600351173397,0.134862247914552,Inf,-12.9465698424383,2.4568900304173e-38
Genetic gain,2 - 200,Chr,2X,2,4,GW,DV,-1.56505109712594,0.13486224791455,Inf,-11.6048124758945,3.89540607059065e-31
Genetic gain,2 - 200,Peri,2X,2,4,GW,DV,-1.63665351499012,0.134862247914551,Inf,-12.1357425098468,6.8287747508934e-34
Genetic gain,2 - 200,WT,2X,2,4,GW,DV,-1.65279064886296,0.134862247914551,Inf,-12.2553989305456,1.57173969718795e-34
Genetic gain,2 - 200,Chr,20X,8,4,GW,DV,-6.11996024413598,0.13486224791455,Inf,-45.3793432837754,0
Genetic gain,2 - 200,Peri,20X,8,4,GW,DV,-6.7595792011379,0.134862247914551,Inf,-50.1221009264267,0
Genetic gain,2 - 200,WT,20X,8,4,GW,DV,-6.03854569010545,0.134862247914551,Inf,-44.7756565197658,0
Genetic gain,2 - 200,Chr,2X,8,4,GW,DV,-5.96539037713425,0.13486224791455,Inf,-44.2332118096828,0
Genetic gain,2 - 200,Peri,2X,8,4,GW,DV,-6.16758326051692,0.134862247914553,Inf,-45.7324666901936,0
Genetic gain,2 - 200,WT,2X,8,4,GW,DV,-5.9806107950591,0.134862247914549,Inf,-44.3460708058826,0
Genetic gain,2 - 200,WT,20X,2,5,GW,DV,-0.340572767353542,0.134862247914551,Inf,-2.52533805879708,0.0115587039923093
Genetic gain,2 - 200,Chr,2X,2,5,GW,DV,-0.27449518937164,0.13486224791455,Inf,-2.03537456639135,0.0418131984570327
Genetic gain,2 - 200,WT,2X,2,5,GW,DV,-0.308105171112245,0.13486224791455,Inf,-2.28459169171986,0.0223367805577043
Genetic gain,2 - 200,Chr,20X,8,5,GW,DV,-2.15911036001924,0.13486224791455,Inf,-16.0097461921833,1.09254578016642e-57
Genetic gain,2 - 200,Peri,20X,8,5,GW,DV,-2.40686873491749,0.13486224791455,Inf,-17.8468679866771,3.05707449314691e-71
Genetic gain,2 - 200,WT,20X,8,5,GW,DV,-2.20443509491028,0.13486224791455,Inf,-16.3458279021645,4.65800997447167e-60
Genetic gain,2 - 200,Chr,2X,8,5,GW,DV,-2.40240497349619,0.134862247914551,Inf,-17.8137693138436,5.52599383300342e-71
