response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 200,Peri,2X,8,5,GW,DV,-2.36902754478474,0.134862247914551,Inf,-17.5662765630732,4.46535220013534e-69
Genetic gain,2 - 200,WT,2X,8,5,GW,DV,-2.30133285149902,0.134862247914548,Inf,-17.0643222034768,2.73545701903412e-65
Genetic gain,2 - 200,Chr,20X,2,1,CV,R,-1.45016336394416,0.134862247914552,Inf,-10.7529229741372,5.74128553318635e-27
Genetic gain,2 - 200,Peri,20X,2,1,CV,R,-1.85000026301529,0.134862247914551,Inf,-13.7177030015654,7.95457523281833e-43
Genetic gain,2 - 200,WT,20X,2,1,CV,R,-1.94560120385897,0.134862247914555,Inf,-14.4265814484395,3.52105637379148e-47
Genetic gain,2 - 200,Chr,2X,2,1,CV,R,-1.82006509477229,0.134862247914556,Inf,-13.4957345210901,1.65695505545286e-41
Genetic gain,2 - 200,Peri,2X,2,1,CV,R,-1.86097294794067,0.13486224791455,Inf,-13.7990651699636,2.58178891008912e-43
Genetic gain,2 - 200,WT,2X,2,1,CV,R,-1.92002990866239,0.134862247914553,Inf,-14.2369709711416,5.4018168368321e-46
Genetic gain,2 - 200,Chr,20X,8,1,CV,R,-5.82067920725019,0.134862247914551,Inf,-43.1601823138689,0
Genetic gain,2 - 200,Peri,20X,8,1,CV,R,-6.12388662660117,0.13486224791455,Inf,-45.4084573058676,0
Genetic gain,2 - 200,WT,20X,8,1,CV,R,-5.95002114418576,0.134862247914551,Inf,-44.1192493540201,0
Genetic gain,2 - 200,Chr,2X,8,1,CV,R,-5.99554875209081,0.13486224791455,Inf,-44.4568353620329,0
Genetic gain,2 - 200,Peri,2X,8,1,CV,R,-5.95811923002798,0.134862247914551,Inf,-44.1792964462751,0
Genetic gain,2 - 200,WT,2X,8,1,CV,R,-5.93664988996582,0.13486224791455,Inf,-44.0201018577664,0
Genetic gain,2 - 200,Chr,20X,2,2,CV,R,0.606924622247094,0.134862247914551,Inf,4.50033001549585,6.78480431484911e-06
Genetic gain,2 - 200,Peri,20X,2,2,CV,R,0.592232253418388,0.13486224791455,Inf,4.39138648937272,1.12630130802825e-05
Genetic gain,2 - 200,WT,20X,2,2,CV,R,0.809348099439778,0.134862247914551,Inf,6.00129474300757,1.95750283501617e-09
Genetic gain,2 - 200,Chr,2X,2,2,CV,R,0.805325069851961,0.13486224791455,Inf,5.97146408505829,2.35133828171011e-09
Genetic gain,2 - 200,Peri,2X,2,2,CV,R,0.554443401537422,0.134862247914549,Inf,4.11118315252112,3.93636786181003e-05
Genetic gain,2 - 200,WT,2X,2,2,CV,R,0.386046099044443,0.13486224791455,Inf,2.86252161011764,0.00420284599011351
Genetic gain,2 - 200,Chr,20X,8,2,CV,R,-2.48427204436535,0.13486224791455,Inf,-18.4208114782382,8.94523742700441e-76
Genetic gain,2 - 200,Peri,20X,8,2,CV,R,-2.55642281153249,0.134862247914551,Inf,-18.9558075077634,3.95437550993245e-80
Genetic gain,2 - 200,WT,20X,8,2,CV,R,-2.40721640756252,0.13486224791455,Inf,-17.849445970141,2.91917957777086e-71
Genetic gain,2 - 200,Chr,2X,8,2,CV,R,-2.50880670231991,0.134862247914549,Inf,-18.602735317815,3.05323734303524e-77
Genetic gain,2 - 200,Peri,2X,8,2,CV,R,-2.39940404470438,0.134862247914551,Inf,-17.791517506253,8.22226942248594e-71
Genetic gain,2 - 200,WT,2X,8,2,CV,R,-2.36806507386183,0.13486224791455,Inf,-17.5591398666457,5.06367027126753e-69
Genetic gain,2 - 200,Peri,20X,2,3,CV,R,-0.408909208037881,0.13486224791455,Inf,-3.03205095837473,0.00242898194604898
Genetic gain,2 - 200,Chr,2X,2,3,CV,R,-0.291542288267702,0.134862247914551,Inf,-2.16177835366072,0.0306352647533511
Genetic gain,2 - 200,WT,2X,2,3,CV,R,-0.316043661619861,0.134862247914551,Inf,-2.3434553887913,0.0191060469798569
Genetic gain,2 - 200,Chr,20X,8,3,CV,R,-3.50460188547143,0.13486224791455,Inf,-25.9865302533885,7.0318967705663e-149
Genetic gain,2 - 200,Peri,20X,8,3,CV,R,-3.42215435293991,0.13486224791455,Inf,-25.3751839811258,4.73978641483075e-142
Genetic gain,2 - 200,WT,20X,8,3,CV,R,-3.2363258935257,0.134862247914551,Inf,-23.997270871358,2.96934586051363e-127
Genetic gain,2 - 200,Chr,2X,8,3,CV,R,-3.11149667681545,0.13486224791455,Inf,-23.0716655322766,8.91646215490883e-118
Genetic gain,2 - 200,Peri,2X,8,3,CV,R,-3.34865612717478,0.134862247914548,Inf,-24.8301965817488,4.23242112948874e-136
Genetic gain,2 - 200,WT,2X,8,3,CV,R,-3.37565202265335,0.134862247914551,Inf,-25.0303704324443,2.85636484373174e-138
Genetic gain,2 - 200,Chr,20X,2,4,CV,R,-1.87074059362782,0.134862247914549,Inf,-13.8714920042943,9.42947638683912e-44
Genetic gain,2 - 200,Peri,20X,2,4,CV,R,-1.99713552292038,0.13486224791455,Inf,-14.8087070607467,1.28691942278134e-49
Genetic gain,2 - 200,WT,20X,2,4,CV,R,-1.91307911254684,0.134862247914551,Inf,-14.1854310018544,1.12770746341205e-45
Genetic gain,2 - 200,Chr,2X,2,4,CV,R,-1.64760698579703,0.134862247914549,Inf,-12.2169622060651,2.52338791194004e-34
Genetic gain,2 - 200,Peri,2X,2,4,CV,R,-1.93666692854202,0.13486224791455,Inf,-14.3603340333547,9.178370072793e-47
Genetic gain,2 - 200,WT,2X,2,4,CV,R,-1.53132071579178,0.13486224791455,Inf,-11.3547025907653,7.02786344982785e-30
Genetic gain,2 - 200,Chr,20X,8,4,CV,R,-8.63060727852609,0.134862247914549,Inf,-63.9957246151985,0
Genetic gain,2 - 200,Peri,20X,8,4,CV,R,-8.31581492669832,0.134862247914549,Inf,-61.6615476554072,0
Genetic gain,2 - 200,WT,20X,8,4,CV,R,-7.33083836582187,0.134862247914551,Inf,-54.3579725177555,0
Genetic gain,2 - 200,Chr,2X,8,4,CV,R,-7.74513337525245,0.134862247914549,Inf,-57.4299590509562,0
Genetic gain,2 - 200,Peri,2X,8,4,CV,R,-7.66787651260067,0.134862247914549,Inf,-56.8571014585133,0
Genetic gain,2 - 200,WT,2X,8,4,CV,R,-7.52988973575876,0.134862247914549,Inf,-55.8339331591881,0
Genetic gain,2 - 200,Chr,20X,2,5,CV,R,0.391048800035609,0.134862247914551,Inf,2.89961650560191,0.00373619466601
Genetic gain,2 - 200,Chr,20X,8,5,CV,R,-2.95294354750584,0.13486224791455,Inf,-21.8959982735632,2.83624045089468e-106
Genetic gain,2 - 200,Peri,20X,8,5,CV,R,-2.92556283060191,0.13486224791455,Inf,-21.6929709821801,2.39040108453203e-104
Genetic gain,2 - 200,WT,20X,8,5,CV,R,-2.6256187747013,0.13486224791455,Inf,-19.4688937438217,2.01577870545171e-84
Genetic gain,2 - 200,Chr,2X,8,5,CV,R,-2.90102746566797,0.13486224791455,Inf,-21.51104190037,1.22716959473071e-102
Genetic gain,2 - 200,Peri,2X,8,5,CV,R,-2.71894100479614,0.134862247914548,Inf,-20.1608756107857,2.16025254792153e-90
Genetic gain,2 - 200,WT,2X,8,5,CV,R,-2.64832547481717,0.134862247914549,Inf,-19.63726332439,7.42955263469607e-86
Genetic gain,2 - 200,Chr,20X,2,1,GW,R,-1.13794861751448,0.134862247914546,Inf,-8.43785889017308,3.23203486895694e-17
Genetic gain,2 - 200,Peri,20X,2,1,GW,R,-1.47662532204891,0.13486224791455,Inf,-10.9491376933337,6.7083176557513e-28
Genetic gain,2 - 200,WT,20X,2,1,GW,R,-1.68233100693157,0.134862247914551,Inf,-12.4744399040234,1.02927385282228e-35
Genetic gain,2 - 200,Chr,2X,2,1,GW,R,-1.69340184422891,0.134862247914551,Inf,-12.5565298696627,3.66037289297639e-36
Genetic gain,2 - 200,Peri,2X,2,1,GW,R,-1.6369794401396,0.134862247914551,Inf,-12.1381592362066,6.63008132831334e-34
Genetic gain,2 - 200,WT,2X,2,1,GW,R,-1.77787254619171,0.134862247914551,Inf,-13.1828778897277,1.10108942626896e-39
Genetic gain,2 - 200,Chr,20X,8,1,GW,R,-4.7760879767012,0.134862247914551,Inf,-35.4145659779255,1.01904251758489e-274
Genetic gain,2 - 200,Peri,20X,8,1,GW,R,-5.31031290467979,0.134862247914551,Inf,-39.3758296839634,0
Genetic gain,2 - 200,WT,20X,8,1,GW,R,-5.48158149885875,0.13486224791455,Inf,-40.6457817782476,0
Genetic gain,2 - 200,Chr,2X,8,1,GW,R,-5.38814778445052,0.134862247914551,Inf,-39.9529732580497,0
Genetic gain,2 - 200,Peri,2X,8,1,GW,R,-5.44131159428213,0.134862247914553,Inf,-40.3471815013026,0
Genetic gain,2 - 200,WT,2X,8,1,GW,R,-5.37948364401753,0.134862247914552,Inf,-39.8887288859811,0
Genetic gain,2 - 200,Chr,20X,8,2,GW,R,-1.90596847021063,0.134862247914551,Inf,-14.1327057770701,2.38790012037419e-45
Genetic gain,2 - 200,Peri,20X,8,2,GW,R,-2.12535219988481,0.134862247914552,Inf,-15.7594303279849,5.91638792585222e-56
Genetic gain,2 - 200,WT,20X,8,2,GW,R,-2.70878167412259,0.134862247914551,Inf,-20.0855444426441,9.87350877582546e-90
Genetic gain,2 - 200,Chr,2X,8,2,GW,R,-2.30264820911197,0.134862247914547,Inf,-17.0740755453743,2.31462860794091e-65
Genetic gain,2 - 200,Peri,2X,8,2,GW,R,-2.06067602323987,0.134862247914551,Inf,-15.2798581894135,1.04167149261031e-52
Genetic gain,2 - 200,WT,2X,8,2,GW,R,-2.52636894048798,0.134862247914558,Inf,-18.7329588491552,2.66674386048489e-78
Genetic gain,2 - 200,Chr,20X,2,3,GW,R,-0.641475908439133,0.134862247914551,Inf,-4.75652688842599,1.9695201656417e-06
Genetic gain,2 - 200,Peri,20X,2,3,GW,R,-0.88631613682836,0.134862247914549,Inf,-6.57201070376598,4.96402934976985e-11
Genetic gain,2 - 200,WT,20X,2,3,GW,R,-0.931641915428381,0.134862247914551,Inf,-6.90810015282167,4.91187177359617e-12
Genetic gain,2 - 200,Chr,2X,2,3,GW,R,-1.08602676112251,0.134862247914551,Inf,-8.05285969881374,8.08816024774751e-16
Genetic gain,2 - 200,Peri,2X,2,3,GW,R,-0.840444967748701,0.134862247914551,Inf,-6.23187719873398,4.6087870622129e-10
Genetic gain,2 - 200,WT,2X,2,3,GW,R,-0.91924456975269,0.134862247914551,Inf,-6.81617416265467,9.3496940307331e-12
Genetic gain,2 - 200,Chr,20X,8,3,GW,R,-3.01655735241195,0.13486224791455,Inf,-22.3676929538003,8.12303162522399e-111
Genetic gain,2 - 200,Peri,20X,8,3,GW,R,-3.25761915754854,0.134862247914548,Inf,-24.1551598606946,6.59035411779345e-129
Genetic gain,2 - 200,WT,20X,8,3,GW,R,-3.55646086994233,0.134862247914551,Inf,-26.3710632511161,2.9433230674796e-153
Genetic gain,2 - 200,Chr,2X,8,3,GW,R,-3.50879453127528,0.134862247914549,Inf,-26.0176186110921,3.12959182717638e-149
Genetic gain,2 - 200,Peri,2X,8,3,GW,R,-3.59639418809298,0.134862247914553,Inf,-26.6671677486172,1.1317112457132e-156
Genetic gain,2 - 200,WT,2X,8,3,GW,R,-3.35550931281284,0.134862247914546,Inf,-24.8810127719288,1.19443010842408e-136
Genetic gain,2 - 200,Chr,20X,2,4,GW,R,-1.56459637695829,0.13486224791455,Inf,-11.6014407378827,4.05198569210021e-31
Genetic gain,2 - 200,Peri,20X,2,4,GW,R,-1.84197061593269,0.134862247914551,Inf,-13.6581633809023,1.80478428760184e-42
Genetic gain,2 - 200,WT,20X,2,4,GW,R,-1.95744892542057,0.134862247914551,Inf,-14.5144319903433,9.81674804126181e-48
Genetic gain,2 - 200,Chr,2X,2,4,GW,R,-1.85642634425997,0.13486224791455,Inf,-13.7653522239687,4.1187199003535e-43
Genetic gain,2 - 200,Peri,2X,2,4,GW,R,-1.93425231840564,0.134862247914552,Inf,-14.3424297630807,1.18821395086663e-46
Genetic gain,2 - 200,WT,2X,2,4,GW,R,-1.77916799655505,0.134862247914549,Inf,-13.1924836198961,9.69381085751707e-40
Genetic gain,2 - 200,Chr,20X,8,4,GW,R,-6.56777557499701,0.13486224791455,Inf,-48.6998821134765,0
Genetic gain,2 - 200,Peri,20X,8,4,GW,R,-7.06609510052135,0.134862247914552,Inf,-52.3949082103273,0
Genetic gain,2 - 200,WT,20X,8,4,GW,R,-6.68166127597585,0.134862247914549,Inf,-49.5443415729615,0
Genetic gain,2 - 200,Chr,2X,8,4,GW,R,-6.73469256845696,0.13486224791455,Inf,-49.937567203567,0
Genetic gain,2 - 200,Peri,2X,8,4,GW,R,-6.9777881810486,0.134862247914558,Inf,-51.7401147389251,0
Genetic gain,2 - 200,WT,2X,8,4,GW,R,-6.6878005492035,0.134862247914552,Inf,-49.5898641215062,0
