response,contrast,Recombination,Map_type,QTL,H2,Repulsion,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,CV - GW,20X,Chr,200,2,1,DV,-1.09129790804631,0.0693182380709121,Inf,-15.743301307369,7.63540591525453e-56
Bulmer effect,CV - GW,2X,Chr,200,2,1,DV,-0.862788345908268,0.0693182380709568,Inf,-12.4467725943219,1.45615248126689e-35
Bulmer effect,CV - GW,20X,Peri,200,2,1,DV,-1.30596806106636,0.0693182380709344,Inf,-18.8401796902274,3.53762677560801e-79
Bulmer effect,CV - GW,2X,Peri,200,2,1,DV,-1.34136444479973,0.0693182380709412,Inf,-19.3508156313344,2.00641799746111e-83
Bulmer effect,CV - GW,20X,WT,200,2,1,DV,-0.300881579241019,0.0693182380709466,Inf,-4.34058319446997,1.42105052224552e-05
Bulmer effect,CV - GW,2X,WT,200,2,1,DV,-1.23964850938022,0.0693182380709466,Inf,-17.8834393931284,1.5873566745887e-71
Bulmer effect,CV - GW,20X,Chr,200,8,1,DV,-0.761234059475271,0.069318238070932,Inf,-10.9817283396083,4.6788531150932e-28
Bulmer effect,CV - GW,2X,Chr,200,8,1,DV,-0.474555453604947,0.0693182380709376,Inf,-6.84604033240582,7.59220822389835e-12
Bulmer effect,CV - GW,20X,Peri,200,8,1,DV,-0.752082844346687,0.0693182380709422,Inf,-10.849710917017,2.00057072774667e-27
Bulmer effect,CV - GW,2X,Peri,200,8,1,DV,-0.454410860898419,0.069318238070941,Inf,-6.55543005050662,5.54817515763153e-11
Bulmer effect,CV - GW,20X,WT,200,8,1,DV,-0.302368397295128,0.0693182380709421,Inf,-4.36203235554944,1.28859807124897e-05
Bulmer effect,CV - GW,2X,WT,200,8,1,DV,-0.29792546659421,0.0693182380709419,Inf,-4.29793766958281,1.72394622953e-05
Bulmer effect,CV - GW,20X,Chr,200,2,2,DV,-0.199151041471246,0.0693182380709409,Inf,-2.87299629958039,0.00406598878828409
Bulmer effect,CV - GW,20X,Peri,200,2,2,DV,-0.304807161660414,0.0693182380709408,Inf,-4.3972145014487,1.09648970850864e-05
Bulmer effect,CV - GW,20X,Chr,200,8,2,DV,-0.465897497557032,0.0693182380709395,Inf,-6.72113877274604,1.80309763746485e-11
Bulmer effect,CV - GW,2X,Chr,200,8,2,DV,-0.210312525003399,0.0693182380709397,Inf,-3.0340142919987,0.00241322997272962
Bulmer effect,CV - GW,20X,Peri,200,8,2,DV,-0.339764638228493,0.0693182380709408,Inf,-4.90151867219671,9.50986087179728e-07
Bulmer effect,CV - GW,2X,Peri,200,8,2,DV,-0.275944673044488,0.0693182380709409,Inf,-3.98083795439353,6.86727539926996e-05
